pathway	140A	146A	151A	156A	158A	161A	162A	167A	258A	259A	260A	261A	140B	146B	151B	156B	158B	161B	162B	167B	258B	259B	260B	261B
FASYN-INITIAL-PWY	5274.10864339639	5519.423438188988	7459.880553361236	6233.601372199084	6137.772943188022	5425.109351426929	3397.980163635605	260.24965399691314	3078.648983111184	105.20890141207116	137.1674472549046	45.77863364856637	4792.639676462943	6093.2886177889695	4059.782323364309	2543.969518873238	2337.2994766723505	4350.474870929774	2947.798833248204	1990.612709899436	9418.01054747222	1808.6920329061068	2003.021831230113	1720.7546202565622
FERMENTATION-PWY	23758.88904755819	19747.98702469657	14002.474779031874	15569.48216325734	15904.016931311427	26355.051245923667	16587.603976595998	17871.030202509264	17457.82185655165	21496.67228212038	19875.922581096205	17559.98183861399	4782.750561242207	6370.122916784502	3846.6078773853487	5094.794562655576	1672.688890370193	5340.903299700857	3078.192417119076	1762.8941211378087	15608.415246675291	4692.808374580891	6346.650748842054	7701.711824620756
FOLSYN-PWY	23317.22257816749	18463.34246602081	15182.978594285662	17368.63860681571	16690.97040437209	24447.736707463213	17526.059704009473	18599.8045662602	22641.54934925008	21168.34234970365	21750.97293078792	20056.063895576284	5188.134238246381	7757.50853871298	4495.890223903134	3364.118728456724	1977.62979129124	5311.01866681419	3599.115316152567	2415.742259057293	17093.365869615158	6054.286361154853	8077.49677587933	6564.943576796012
FUC-RHAMCAT-PWY	5418.305023198993	5228.262608296409	4090.453834996885	4060.7068300635706	3122.6374167997888	4083.911353311975	2402.157033761543	353.3481530723648	3774.082585682685	1299.006909112612	576.3512230163956	476.98480221671406	666.509578430218	1963.7837148522085	496.8499802766332	561.6925038578503	102.78712186915526	1068.3762165661374	288.4340560330129	191.3055513745397	2569.08199445595	513.0840451752101	1182.6505891429017	548.4348831372392
FUCCAT-PWY	3392.672697870676	3668.652917412599	3137.044944779552	3846.062124157175	2860.5795761086724	2611.0167542335425	2383.4715042207026	410.88494816730974	1952.0939724579123	687.381251611526	286.04523600256107	229.87461668665875	1121.9938046415182	1931.9667188735827	416.1117134315844	912.40464648247	358.6012914452686	1273.5282092606549	478.9853624701787	260.18545192133234	1757.663309413453	453.2213221552481	861.0045925921121	409.6731552303706
GALACT-GLUCUROCAT-PWY	9822.943768135508	8756.284981392686	6273.935213926176	7316.812523005104	6454.8765165756295	10322.29069384788	8929.42329866064	5717.526252388032	6333.385665051914	5276.736651706534	7495.783807108003	5072.356874649566	850.1091173304043	2409.3010247488783	698.6596560267841	626.1012083726641	102.28706791360965	2105.986004504618	160.09209392423242	140.0729272577305	4494.919391423775	758.2728900628703	1890.572433068981	1171.785528435928
GALACTARDEG-PWY	2855.324524919263	2982.888416278336	3247.628546886737	3542.738441107278	2520.167524875068	2044.9715345228565	1870.8958691072512	113.95366826274756	0.0	691.0553175610804	556.2780244961762	295.26561208484884	467.2778020543081	1957.854786054816	324.7958232908782	419.2838299631841	35.99934009151105	834.3656662219838	63.88753373233581	47.472465040012	949.6433040474636	169.85557706406914	502.235547104948	209.96698542026945
GALACTUROCAT-PWY	10911.368838143291	9608.06463516961	7418.366597969885	8458.457449219217	7768.439993238689	11537.02589864042	9796.178726610286	8240.679708542431	6571.073465868336	8870.498941770216	9403.49729803892	6943.996020356728	907.6079017475008	2480.205974571022	926.2690795840642	717.5794213884556	287.2863276978718	2196.908779814321	405.0323040341688	411.3653506287504	6260.517126503686	776.7781771412851	2246.650665405627	1469.7997801706956
GALLATE-DEGRADATION-I-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.817135308548782	0.0	5.0	11.0	0.0	0.0	0.0	90.16155814544864	38.72207327971403	8.33	13.357142857142856
GALLATE-DEGRADATION-II-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.076923076923077	0.0	17.142857142857142	0.0	11.0	19.42857142857143	11.428571428571429	10.285714285714285	63.98953679781334	13.973631436314363	8.33	8.869565217391305
GLCMANNANAUT-PWY	34051.353943167305	28210.132562317383	33774.28921396945	30256.100166497967	24265.30909880285	34384.12179652741	29215.852538174862	35221.44032123241	26487.92710379795	24509.11264843236	27720.47402619672	17912.357038290604	12145.804022996632	15971.76748479526	36507.12236011047	12236.395388079642	1604.541837636884	18032.53159574681	11817.911028689698	41358.54645280242	11615.017198733683	21547.37216508577	19051.13314147621	24071.30932494877
GLUCARDEG-PWY	2801.3324372084858	2958.176077826194	3221.4091239384734	3503.988751673894	2498.926513597816	2023.5451810678344	1862.0630478297644	132.7580849776461	0.0	691.0553175610804	556.2780244961762	295.26561208484884	493.32366303247386	2059.664227752791	341.55869462639725	444.8298419494247	36.26714162822202	889.1926246219901	65.08576998450243	48.76934138103956	995.155489807232	172.89325096699972	495.36381447403744	209.96698542026945
GLUCARGALACTSUPER-PWY	2855.324524919263	2982.888416278336	3247.628546886737	3542.738441107278	2520.167524875068	2044.9715345228565	1870.8958691072512	113.95366826274756	0.0	691.0553175610804	556.2780244961762	295.26561208484884	467.2778020543081	1957.854786054816	324.7958232908782	419.2838299631841	35.99934009151105	834.3656662219838	63.88753373233581	47.472465040012	949.6433040474636	169.85557706406914	502.235547104948	209.96698542026945
GLUCONEO-PWY	33924.60800684278	27482.46852097279	28107.82379045646	27619.29976880044	24986.495953419435	35778.07855944139	28114.672752363924	32729.006952094387	27238.78677276536	28327.15095859575	31346.744093222223	23089.07001692584	8452.876219802509	12326.34085601196	11335.220452499065	6534.994122156161	2000.747340004184	10533.169662714865	6091.892494210395	4801.56151697865	19669.143388569475	13155.373960462157	14992.372245974357	13641.758055465523
GLUCOSE1PMETAB-PWY	4277.502906864017	4496.509884702327	4387.711398684113	5230.257346576994	3794.573129913291	3105.4836914258203	2772.4374143713267	120.9727240611346	2448.017008919312	84.21493009820995	61.93948713298725	36.631652678151085	2719.776776871616	3956.641544286857	1481.6547501711989	1567.1856944960084	995.231117365474	2458.1404361587984	1155.5440745747933	572.007355857789	2471.1853679257947	741.9030032187169	1134.9374357888778	508.96219927971606
GLUCUROCAT-PWY	10302.484466774238	9337.951754976752	6688.6800249545	7469.211634594018	6677.736163433109	11722.96570403824	9577.155279775983	5520.005464196255	8451.612546020364	4957.373819068535	7911.610358622147	5241.7960070848285	1374.6102866486056	2787.0920896499706	809.2430233279744	823.6180178679508	98.24862737077142	2773.147263778196	146.92318721996327	135.19976379617017	4747.564188463863	1325.6642483077972	2242.2920378109907	2283.5422711816123
GLUTORN-PWY	13417.19128608713	9557.827957892236	7396.569482967071	9587.30136294756	9204.111352381718	14379.733546751677	9531.524807086873	10224.461485009517	13662.88225497062	12446.462032908456	12335.662962651928	12849.506185465189	2628.5182451394585	3445.50269452857	1916.6630438949976	1266.8558896668378	1645.5180813390782	2240.065230429531	1535.418569018335	789.0970183682822	13195.528777242744	1777.9221900469306	3506.6159515920394	2259.7668578302314
GLYCOCAT-PWY	27634.362284522176	23887.699554927178	20566.55996961667	23471.3491430282	21032.645720018427	30572.90032515292	24791.83716758198	29038.639985641432	25433.81862679368	26701.82945786138	27083.51593331472	22247.28406406589	5525.055791322151	7197.120534166759	4949.11204847614	3469.8331196557083	1695.3143295972989	5551.750986255294	3315.654278978825	2711.1477037158475	17767.133838986614	6628.012300355473	10375.595259439173	10525.789467400604
GLYCOGENSYNTH-PWY	32762.204786448776	27623.50416655263	33302.0848933943	31209.97724908973	27050.84422994517	37118.5399709088	31950.774414526262	38942.14247614333	16820.31977272574	29371.28319240092	33457.081181148606	23785.722248155525	12670.865493212836	16303.096124335496	36779.51237866117	12487.346756102464	2296.178853576539	17861.797215935272	12124.252303157004	41552.43326844392	18551.1335026315	19822.391824542505	19425.457334911465	24851.91263320681
GLYCOL-GLYOXDEG-PWY	6387.550007015023	6427.06071934874	4140.848103168224	4893.886803074866	3205.3202864949167	3474.573572911265	2090.5259052208103	41.06636175050432	0.0	0.0	0.0	0.0	1359.9948508991338	3101.568051012752	1257.4210231520026	878.8956544151725	763.6927883707832	1515.571883904398	819.6191721519616	393.1278189481449	3341.163364333967	705.7470705371203	1539.0528300609117	629.7382209485075
GLYCOLYSIS	35371.30340927355	29561.90671520055	31027.43430340934	31320.363311381352	27193.3797740912	36993.66977403094	29729.23023744214	34454.941866920504	29927.687556270284	30324.743886916785	31239.268929097107	25649.76823895926	9914.960538144844	14717.8096670313	12019.909942311038	7923.173342827261	2199.5573858877424	11418.171256568856	6559.892871824441	5361.7806492122245	23133.287550991376	12383.122495952624	15829.780877804038	13801.5448349068
GLYCOLYSIS-E-D	10775.01782742083	10699.524910062368	10812.023533415044	12035.746537696286	9155.235632981914	8466.657226795658	7456.180925331931	189.2237546038328	0.0	922.4803316433312	0.0	795.3642871926425	4163.948351020547	7759.816878001937	4212.303436403797	2927.25084391904	1753.6581090573495	5022.202868907129	2662.249141396712	2095.8293929197034	9850.17520916392	1858.7569868808268	3734.7179386547696	1843.7239824783608
GLYCOLYSIS-TCA-GLYOX-BYPASS	8546.549976956678	8178.189584719577	7349.206208552003	9062.833858612225	6995.7856815265695	6554.938651847169	5501.100082215067	140.2889178063997	0.0	0.0	0.0	0.0	2657.485581015963	4953.350036913944	2158.454828256847	1656.5315758260915	1409.438066509054	2996.443667627472	1609.2888758552351	907.2645261621616	8810.951807378311	1536.2906794354951	2933.903116961489	1444.8648917369298
GLYOXYLATE-BYPASS	7166.487168159651	6929.165222201801	5724.302855073324	6887.469365838711	5742.027329218035	3871.657024771181	3185.557436442386	68.76777428735309	0.0	0.0	0.0	0.0	1385.2784972870122	2615.788186609401	1016.5099803293292	856.9433366366122	791.719673676867	1393.0919706772825	691.3232026395347	385.824913140978	4840.068572411708	675.7406096326114	1548.4234756492604	628.1540409972254
GOLPDLCAT-PWY	323.43640971593663	49.45652180844895	187.88862256081129	253.7031228998336	294.94494006173693	1882.4076148532004	1809.5558788830629	0.0	47.29143979540149	130.5055893378828	0.0	0.0	17.30388934446416	84.84363647044128	48.2794890066956	21.757607101718044	0.0	975.8684184929716	108.93465998416148	0.0	380.3725802914816	78.81167092054466	65.27959777577563	61.33405626250836
HCAMHPDEG-PWY	2450.8315323081856	2624.5714887837776	2521.292822893307	3064.694530179014	2197.360987458821	1596.1400000000003	1427.9299999999998	7.443211488250653	0.0	0.0	0.0	0.0	381.2429620503613	1726.4998985477623	241.916368093532	376.3062654575433	18.649185743412392	721.0531127505352	21.13384257902449	11.889400921658986	658.599054237031	138.8199639521547	430.4751547646716	169.0909090909091
HEME-BIOSYNTHESIS-II	6519.575347777481	5712.064338745937	3322.862466380297	4644.768448167358	3344.5851998871367	5908.622654376473	2643.538090561682	58.3944280206521	2687.245383600098	1069.5332609724014	1495.3798054067238	1552.007169977158	1455.633388801757	2962.1570313333928	1043.5322527474964	850.5691474062382	904.3962460544742	1569.7697359028364	791.8341258300887	496.319178282526	4205.914499238787	1283.1189800619472	1174.950066880929	837.4045083455553
HEMESYN2-PWY	11558.126977445458	13844.33538600834	5550.716777022837	12157.561924775146	9570.920119876731	19277.6073838905	15768.669033601527	16208.731134252394	8546.626878604207	10769.007283695386	7659.454971798062	8984.535035490004	2788.306149317189	4123.971644969295	1569.532403159376	1575.6118812254692	1277.0727934408428	2538.75159277291	1603.18732042058	800.9152750836867	10368.729737333511	2751.004883261705	4263.274679352582	2520.5371032834173
HEXITOLDEGSUPER-PWY	9611.68904397078	9778.144673192432	10176.356854436506	11353.032066940224	8329.516361584338	7470.869597449809	6701.374882060337	2552.5832772182257	8880.919784348254	1035.5544381936131	368.0581670462185	899.87334570869	3020.887692591107	7581.460290757376	2267.367120111433	2396.5760430030205	1134.5375724202422	4249.642272395037	1715.6938222689246	1304.2922047289146	7238.019618144572	2004.3725491298403	4750.14884598938	2757.021283243972
HISDEG-PWY	6728.098532769935	4074.163776413286	2135.260426643448	1864.4516129032256	3285.687967312568	11178.56747158831	5399.071129342599	4838.938258901008	14277.0	9067.71364101915	7907.50658811324	9989.69863946066	959.8927091228454	968.25257681344	1037.5117636263535	391.1646884272997	1013.2204052069742	1445.3551263842678	864.4573533493683	445.203947368421	5542.552544244124	1109.1771478074756	1483.5332824037591	996.7550730925147
HISTSYN-PWY	16826.165713824998	12840.588031791622	8458.645397761376	11500.39964945226	11728.480577948052	16776.280448802994	11822.56981268088	14229.92039936519	18754.69605436988	17124.77993113743	16310.089216943225	15688.54844860954	2054.784961696421	2756.266763143396	1371.1968102032668	1109.7303014176164	1013.3327414208576	1823.5719877758324	1296.5475841074283	686.619341802159	14723.3804937902	2414.155873556376	4210.938843348784	2793.2356743167325
HOMOSER-METSYN-PWY	5882.332692901256	6082.927960452047	6529.196434102377	7063.676238332086	5087.161305167017	8230.988788876075	7308.144128692314	944.3331825483482	10936.269661223409	2635.3979161093166	4861.9902572738365	2346.627423763712	2644.1094219904794	3835.924424877649	1730.314967765872	1527.4744682220862	1129.7058419055193	3166.1240201805504	1578.27690710833	972.4579839387292	9669.615852000565	2616.501270106035	3756.513605504693	2896.301709484213
HSERMETANA-PWY	5743.984059820668	5790.8613280360905	5511.78728570423	6152.312266818531	4777.295144308274	8014.332661618403	6815.648625200729	760.0244370914743	12154.330648379306	3484.29847055613	5824.006472128934	4038.625810850716	1543.8005710233333	1239.2656366945864	1145.5975942010773	736.434023137927	997.9958262994436	1412.6404792670032	1048.168436376198	681.3046919357367	10605.58614912588	2070.547037215425	3317.728965220321	2508.1272573220426
ILEUSYN-PWY	23264.42370100975	18171.06968302337	15028.367136985176	17660.75257598872	17158.100260200506	24232.080032308462	18392.0193315844	21774.05450854108	28529.3616699314	26964.19148203617	26397.822622351207	22817.35124630958	5543.622483573675	7020.422077613835	4912.117918446727	2868.59700563191	2737.260773915838	5302.257074132749	4133.301541922744	2777.0278389306163	21916.163377357243	6225.3269472810025	9015.346037733683	7335.311614014519
KDO-NAGLIPASYN-PWY	7522.552244035333	5778.8420066074095	3722.145852634857	5058.24956389042	5355.091459493347	6761.568514105578	4739.8988866104655	281.996356458006	6337.188015393198	327.76966063217543	242.9820950961144	145.05999627510556	1596.2810215897762	2472.258022769374	770.1208941991118	887.4124214310489	109.8026690101676	1493.831125817617	630.1054168043086	229.66066012688248	5183.979229074936	874.9917921458367	1479.5816251773997	896.6168694867017
KETOGLUCONMET-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.41005005397978	8.65176683177882	29.39475453934095	0.0	21.599722121141948	43.48391774672517	19.572000256799846	17.369649805447473	388.43779759647447	42.75204813392242	93.6205004058704	92.4022140221402
LACTOSECAT-PWY	16356.20470128734	14152.39318443173	22305.333067403968	18014.62999838953	11170.245898828469	19311.389187870474	18365.84155906429	22049.496387391016	6886.774579116604	13075.233543269778	16898.552334365297	8223.634578605126	10550.580039397595	13513.66871576534	32334.208040379443	7438.128838992735	1341.77944097409	14664.46453382088	10283.824687919989	38093.62159058016	4396.72413536452	19072.993029408302	14821.080669604891	18796.0037665314
LEU-DEG2-PWY	13.833898244978322	17.66105360233311	0.0	15.843619856817575	386.3630562766912	0.0	0.0	44.77969292226072	0.0	0.0	23.86598888619628	0.0	929.3168387474084	1034.6212953466074	830.3279584040947	368.4266421530079	943.5135897474448	755.0700692114635	713.0694377053966	467.3640813006764	2396.2126217781934	282.5381644148146	298.2400395740615	121.68292577352342
LIPASYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.49961962558297	0.0	0.0	0.0
LPSSYN-PWY	5779.213032418062	4952.190321421334	3525.791809001886	4663.976567198271	4427.432147038634	2373.3352458570366	1799.957980884794	26.64371765299485	0.0	0.0	0.0	0.0	845.7530182763824	2261.477123810668	502.7444580661455	668.1614003895653	50.111786767584185	0.0	47.83045653544063	47.8447880529949	2115.4033836959243	397.7493743430846	1040.5193565927286	493.18396608046856
MET-SAM-PWY	8754.98548214923	9026.122897392734	10320.616870516944	10741.51514936251	7583.187356982826	12329.151120921477	11090.692222476951	1464.1075824453162	14558.879855046856	3978.571302657645	7293.7875659915	3533.7267135611714	4817.06540596588	6776.869297057424	3549.295020706649	3001.075023237272	1630.6797743862214	5497.122962200746	3116.792629867496	2120.201574690066	13033.208531658607	5042.760300808819	6382.658696135872	5551.934638179899
METH-ACETATE-PWY	608.6298031826162	258.88190998430895	0.0	368.9598194548035	485.25670854259147	0.0	0.0	0.0	0.0	115.50039824165124	91.84257662040524	171.26071726292673	0.0	0.0	8.92392915428247	0.0	29.825851619007395	0.0	0.0	0.0	1665.4181880409722	63.87848335253951	372.2310753085361	172.75553708384996
METHANOGENESIS-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.02253511449845	0.0	0.0	0.0
METHGLYUT-PWY	3340.0853125270864	3468.4974994849385	2929.160587941328	3506.859746153427	2471.8955164963645	1143.849883087983	853.3768501690333	11.58163028013511	1699.3208153999756	69.82278275726927	51.33864340535085	30.441842666514148	540.3282020306076	2059.895148105897	358.0635324113242	517.9869546601088	30.6028266001226	0.0	23.423128320450083	44.814848276089165	1330.5469277811192	305.0149963257734	787.3741598205105	367.88397532359056
METHYLGALLATE-DEGRADATION-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.51904794085699	0.0	6.249347553398318	13.730194169163402	0.0	0.0	0.0	112.62769318685883	48.37871522452098	10.411533577441883	16.694187551842155
NAD-BIOSYNTHESIS-II	4060.089987442293	4182.301710034534	3723.4129880642754	4419.920616361795	3323.7911505673787	2896.4500977645066	2489.873798531296	315.3036367094107	2400.0555056902645	244.06584472719635	68.73368825870695	157.6976961441973	1326.1456351430809	2289.1535386058194	377.5753623639825	902.3863697299596	24.71142291267483	1312.8950156610474	345.8970036169956	108.07197036304412	2365.4418083714145	638.1683342033933	939.3582388636984	424.5161389213512
NADSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.92291667259155	0.0	0.0	0.0	0.0	10.338146961168103	0.0	0.0	0.0	0.0	0.0	53.235430930106745	25.43951853934149	691.427170767352	56.12145163520732	76.26899686677115	29.415876968311032
NAGLIPASYN-PWY	11923.794986103429	7593.106589566587	4205.688806173192	5808.527465470385	7231.770802638229	11986.422699281846	6809.108874160477	7034.837219594709	15377.970048177058	10898.026404383285	11212.546966725453	12689.840055845145	1702.617162821234	2553.1827635155537	1223.8471637774978	913.4437189902404	823.8129132955912	1620.910083688913	846.9760925507634	484.2658248268685	8413.008676188436	1105.767181570414	1954.3324504595405	1167.354979583035
NONMEVIPP-PWY	17872.023967945057	13947.720548105128	10895.374869736654	13248.574616331818	13750.27661049329	18058.794366198097	13523.914251607994	16473.19663022934	17993.552223403032	18757.032964994472	17535.221218130282	17211.88341088546	2331.13814755528	3364.65226995078	1973.0509882913348	1394.1708634694096	1066.843862596816	2284.30309607495	1319.8730399211588	768.9089112987143	15873.621824069953	2150.161807318432	4657.21630255401	3237.3565352745954
NONOXIPENT-PWY	29595.699486113263	26937.31379654949	25320.34229427393	28588.19919705465	25576.355948573084	36263.89500573008	31369.86837087037	32815.3273119526	22773.05497186665	30333.868680652475	28689.465422499165	24110.998453071665	3856.807826603879	6212.038851220552	3248.410588022519	2306.643287459496	2177.7512404174186	9316.135788527785	2653.6747776000243	2142.376000200022	24920.399921980617	6310.553565185093	10497.21718117468	8246.882188280744
OANTIGEN-PWY	20970.7985005222	15909.76752247299	14263.736186801883	15698.92960294829	15419.40978502226	22719.682605451933	18489.48791387677	22126.35190059456	17178.507596456144	20614.300065777872	21810.46238081677	16247.3668767513	4751.951490332952	5221.746774272468	5240.121402671273	1982.5403033856787	1613.768651292835	5041.086045477913	3404.22822860645	3092.689978718696	15027.91097771127	6692.900152922166	8580.540097638623	7568.251085416891
ORNARGDEG-PWY	3689.918201327844	3769.742813795288	3589.300304599434	4208.261607914782	3466.759698608661	2825.0458486653174	2524.9250874337567	14.302794101173866	0.0	0.0	0.0	0.0	551.9801746785412	2347.5927529893106	357.6260149732771	559.0631486366304	36.6399632139198	990.8856446937737	42.75704578350089	31.24517288115215	1309.1502796510622	251.36543469073143	786.1606218597389	319.0077675858839
ORNDEG-PWY	4189.523274622574	4414.962944404386	4383.07282174584	5209.953761363525	3723.249271399845	3006.3882735025954	2703.044350156491	90.3053162029499	0.0	0.0	0.0	0.0	2547.1026390765155	4600.270365758447	2360.920447035672	1435.3365242100076	1374.662433213629	2515.577692350188	1495.3145344560285	815.0100362788975	1163.4696300686608	258.17741168558257	836.4712071024865	307.59780027496566
P101-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.739268321970101	39.72394120464832	0.0	0.0	0.0	47.18618401862983	37.17015214691695	0.0	1030.7280935092415	124.26463646237306	152.0542464899395	30.76049998867185
P105-PWY	10461.64864549264	9119.876881086391	7175.4665378003065	8304.733643875225	8419.318686731716	9508.105037495769	7124.2260104303095	406.6692612539662	0.0	0.0	0.0	0.0	1929.027430770108	3273.820270276197	1526.7647602611714	1224.2956785211957	863.9818543438768	2216.866607398801	1178.1643057599258	624.4094940544858	10138.237971329463	1716.9280671967697	2829.3600184084653	1511.2436188069662
P108-PWY	17325.633702567007	10458.569878252993	7425.893653922785	9010.626209407808	11280.22743582547	16452.560047816052	10036.554722661296	12629.977914554189	27176.050515718263	18325.637548736908	18117.963494711068	19009.16087070008	355.46743899205774	654.2672220905649	833.1125708195234	105.8731634380904	491.5200189960327	530.1741719055981	438.3719929226529	385.2823738782842	10609.419911940611	1304.052516656435	3169.402233832971	1885.3359960937587
P122-PWY	24581.83810341585	20443.49201076876	27295.256834025025	23815.272095200216	19270.13911373016	27719.93549048413	24019.17428037142	29099.32031102616	15180.295329826564	19876.268932605897	23571.196395522013	14492.213043021957	11764.768053273605	15124.297207479229	34380.11280126547	11853.617231524948	2003.572618525986	16715.918865907366	11340.874451033644	38918.78064177918	8708.369788671378	18782.53715352388	16956.99929075346	22322.77233329424
P124-PWY	29534.269711542107	24421.51643808405	32586.044124345088	28639.12520152006	23713.49703185395	34385.299744135475	29822.21920297293	36442.16828472615	17847.34395457872	25464.15150693757	29737.048414436373	18421.582487505555	13280.233495719282	17130.669887671203	39992.3877145216	13749.50468400894	2221.503965414224	19082.82948222958	13129.779011365606	45202.70502405136	10957.932727955213	22046.41051694198	20361.82579872855	26534.216977519223
P125-PWY	231.7788174482375	175.02368045397787	95.89941237428576	796.0372996477779	203.1968204070426	71.94284080098284	89.90392213414665	29.99075690763639	4457.3802598274815	938.9379911797148	1248.0867886982326	640.723764074721	922.393122880622	886.2887468718483	862.5882255739889	467.1293892330319	962.1811990599696	790.9980654013494	1019.481502381252	340.9870807861256	2265.558305097624	2145.515962300526	1683.148213322574	1387.6858017675
P161-PWY	34452.35751063919	31763.62405485608	41278.26282425734	36957.48165008068	27393.76940367729	38711.5048048693	36161.29972521942	37126.77093255031	12939.305652289437	21812.489696720462	28086.66324055201	14813.849938499385	17126.90307501564	22794.732759922645	49153.2912049818	16125.987599462336	2149.64484607139	25076.39434929352	15848.18688838798	56389.21323451019	15108.690351099953	27063.73405396221	24072.44443452634	31051.80696507428
P162-PWY	41.21393211673642	56.40525098340128	0.0	58.02370476657197	123.4602195160724	0.0	62.2280432884662	57.17120040761161	0.0	286.7284451140574	133.31184140612746	104.95343176960758	0.0	300.2621340807417	143.0657343022961	19.290711293318417	23.41630816495025	176.18006980330742	0.0	91.21291744603208	1151.20525428102	76.5128464522135	125.35393254721538	0.0
P163-PWY	548.9178986667166	349.2682027100392	1418.8547860108138	423.66589166990326	425.3000288638817	284.3814479743329	325.74287365436606	145.14845895340562	0.0	2726.6734315298054	2416.8461722842585	1535.136715295301	0.0	0.0	92.05518143062908	15.720984105492908	84.08130982033127	47.872817554643824	0.0	59.24364010048814	813.729262510539	88.54177904983068	274.82563300095325	202.19443578145908
P164-PWY	4745.723237777375	4498.117146796194	4164.825107306792	2524.70706505027	5204.685090103778	3613.309809178781	3596.917347814323	2457.479630424361	5571.541554703215	3242.2848437203515	2046.8302052880963	1989.9458352085032	848.1114529902774	943.8581012214252	748.7625619400458	546.8129391742043	576.5844204719876	591.4310704988616	346.5146597585638	479.0282906433067	6129.014473401727	603.181149275463	2020.9218181351123	950.6987719347878
P184-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.46546081008264	0.0	0.0	0.0	0.0	0.0	0.0	75.76559899410455	20.381585552088	0.0	10.49585912432274
P221-PWY	0.0	17.98312411870787	0.0	15.986377493068376	5.998246387923103	0.0	0.0	39.93908687986868	0.0	57.85623204189205	4.999150094889893	0.0	1001.6397922887412	1015.3823500096408	896.6573210995062	394.46926754967774	938.0720258100072	706.596685201632	692.3006972418534	348.84580289307684	943.5005912171388	51.57920479186974	177.04594202122186	65.23998160295542
P23-PWY	8969.402228306635	7995.505098817257	6564.4804057156025	8128.782081183499	6782.845660473937	6616.273595521154	5219.396212837187	163.78454386372056	0.0	937.2497764088488	0.0	789.3628141193967	1299.7756961190728	1881.204365782069	1636.43938038526	501.1197848028747	726.645207343631	1813.693922732236	814.3400310672155	559.9300679355118	9581.357277175364	1426.2193212418467	2667.484417917527	1386.475820921236
P241-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.474901574803149	0.0	0.0	0.0	0.0	0.0	0.0	149.2255767487584	0.0	0.0	0.0
P261-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.143430290872615	0.0	0.0	0.0	0.0	0.0	0.0	191.1851439923357	0.0	7.509025270758121	3.6866781017724417
P281-PWY	2237.994526362824	2393.75	2306.699471812008	2794.25	2005.0	1599.370267951105	1433.855307587504	5.25	0.0	0.0	0.0	0.0	339.14820248432926	1533.4812919815265	201.81650246305412	314.5004687280683	22.82381106717222	643.2472215285146	37.79870947519535	29.70882093871901	900.78572014834	150.07445414508575	422.462340288987	170.61079899619526
P341-PWY	176.97367436714413	245.02723732739904	113.53081193091388	18.74363772077585	8.748380420327642	94.8592455509832	198.0209968844084	393.8535880925383	0.0	896.3703018424461	315.7962585178491	206.5459368093992	0.0	0.0	0.0	0.0	4.993742639970626	12.494647787815351	0.0	0.0	270.57962453025937	24.981373919657152	153.04081746521976	34.96909412024235
P381-PWY	58.38268178562949	80.21703835914518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	405.3475925413465	696.5944785995674	461.7991716528768	145.20385530908862	619.2560435977928	949.616646999593	406.3739804226255	355.61028326863004	1466.9431893506792	0.0	226.1471776568786	153.30669004964847
P4-PWY	12118.438909136032	11441.903997496776	11899.813730698344	12829.85169533339	10491.90261727304	12163.520487412816	11505.805737037495	3274.6066017531894	9444.110808595224	7428.242371301806	10866.15127770878	6250.197418313562	4800.318957918658	6482.758549770912	3779.278472010481	2881.33081642965	1734.875189270701	5115.230274141464	3055.960023739545	2124.873840249866	13963.263522628991	4314.446917943155	6065.82909036286	5139.982832365284
P42-PWY	26812.527287610163	18142.03481902292	11635.932300467875	14007.920771965948	15481.17263265607	25197.252856340783	15527.479885021525	16983.59293319357	25698.20174909555	23034.918239854072	23247.27060225086	22142.97918812459	1463.621943232917	3507.28639237582	2090.63394639239	897.7321638622768	871.2842681682363	2232.161743399905	1449.7769388376855	729.212007766828	16988.401931330296	3493.8397359966666	5823.194013151679	3873.744590321252
