function	055B	056B	068B	071B	077B	078B	091B	092B	093B	094B	098B	099B	100B	101B	217B	218B	219B	220B	223B	224B	225B	241B	242B	243B	244B	245B	246B	248B
EC:5.1.1.17	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	22.0	0.0	34.0	32.0	0.0	4.5	0.0	0.0	0.0	45.0	8.0
EC:5.1.1.18	0.0	1.0	0.0	0.0	6.0	0.0	0.0	25.0	8.0	0.0	1.75	17.0	3.0	8.0	86.0	51.0	43.0	83.5	164.0	157.0	44.0	44.0	18.0	51.0	53.5	17.0	206.0	185.0
EC:5.1.1.3	5668.07	11875.35	13662.91	23439.6	5842.459999999999	6828.77	15241.73	45825.4	21576.42	16068.740000000002	20391.85	18850.1	21247.550000000003	4754.75	6698.26	13059.830000000002	10930.03	15983.27	15757.500000000002	13284.31	14720.85	9652.33	10251.87	11421.41	15312.52	8578.439999999999	10749.17	14642.57
EC:5.1.1.4	29.67	44.33	40.34	20.67	74.0	30.67	70.0	12.0	35.33	0.0	87.67	18.67	15.0	61.16	249.0	155.0	76.0	542.42	510.75	266.25	363.75	180.0	314.25	392.5	221.75	127.0	245.0	379.5
EC:5.1.1.7	5615.6	10690.66	14182.78	17179.49	5675.73	6107.04	9599.45	13432.3	5183.089999999999	5618.98	2197.33	6244.63	3140.16	2423.0	6435.83	6000.93	5191.1	13581.39	13768.67	8676.48	10858.48	7945.120000000001	8567.27	10889.57	11129.55	5798.370000000001	10097.32	10728.070000000002
EC:5.1.1.8	2971.0	2579.61	3894.67	2093.83	2471.67	3012.67	2129.66	2237.0	2497.08	2098.61	844.25	337.0	518.25	675.4	277.0	315.1	154.33	302.33000000000004	384.33	586.96	571.0	486.2	595.25	754.25	673.25	581.75	623.08	591.09
EC:5.1.2.2	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:5.1.2.3	4834.0	14752.22	6722.34	3053.33	3940.37	5244.74	7161.84	3915.25	3559.4	3112.97	1765.0	7967.2	962.0	1514.75	1685.27	2011.04	5593.25	3095.4700000000003	3307.79	2652.9100000000003	3244.25	2612.51	3138.0	3674.28	3593.15	4085.59	3188.78	3516.59
EC:5.1.3.1	5655.07	11902.489999999998	13662.91	24122.6	5780.129999999999	6833.77	15368.56	45878.4	21666.08	16091.88	20385.85	18841.1	21252.050000000003	4750.85	7013.18	13450.37	11044.03	17090.08	16550.63	13808.06	15343.44	9951.29	10661.88	12095.239999999998	16133.070000000002	8807.439999999999	11419.420000000002	15365.240000000002
EC:5.1.3.10	9.0	13.0	6.0	19.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	37.0	18.0	35.0	3.0	16.0	34.66	16.0	57.0	0.0	19.0	56.0	15.0	0.0	41.0	22.0
EC:5.1.3.13	5394.15	4907.22	14072.61	6427.06	4422.3	5783.04	5070.139999999999	10365.8	4831.21	4048.92	1943.51	688.46	1193.25	1561.95	4593.76	5095.7	1947.25	10232.66	10572.09	6798.369999999999	8970.42	6735.58	6762.58	9021.52	9127.27	3948.73	7650.4	8401.310000000001
EC:5.1.3.14	5706.02	12360.739999999998	14053.11	22979.0	5649.98	7683.2	13275.21	45582.380000000005	20022.66	15303.48	20665.5	18683.8	21315.800000000003	4754.799999999999	5926.93	11801.94	10409.48	13093.03	12768.89	11821.41	12322.6	8866.189999999999	9132.64	10599.47	13572.0	8241.77	9122.83	12405.07
EC:5.1.3.15	1947.5	7135.83	2796.51	979.66	1414.33	2192.87	2956.58	2219.75	1074.04	1117.5	812.33	3961.6	527.66	707.35	706.84	749.4000000000001	3293.1800000000003	1511.49	1246.4699999999998	1436.52	1814.6	1271.65	1259.25	1410.64	1551.54	2136.01	1236.64	1389.59
EC:5.1.3.18	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	6.0	3.5	0.0
EC:5.1.3.2	11576.57	19378.29	34537.51	40396.84	11240.5	13816.3	27597.910000000003	77474.16	43960.9	30690.78	40320.03	32351.83	40368.05	8751.45	10191.58	23042.26	18348.9	25403.23	24299.39	22645.36	24683.61	18293.56	16566.7	18449.32	26075.95	14390.13	16944.739999999998	24394.25
EC:5.1.3.20	350.25	5581.58	338.17	219.83	128.0	163.2	2454.0	1059.75	394.61	448.75	233.75	3796.6	126.41	256.35	1280.92	1250.13	3399.9300000000003	2640.2200000000003	2280.88	1793.02	2391.52	1350.37	1458.5	2052.56	2124.6	2009.51	1817.22	1987.51
EC:5.1.3.22	84.75	5268.75	30.5	16.0	24.75	13.0	2033.75	198.25	12.65	62.75	109.25	3712.6	5.25	114.35	91.17	66.17	2507.0	250.58	207.33	110.09	200.84000000000003	421.58	73.33	209.33	240.38	1116.0	343.04	237.59000000000003
EC:5.1.3.23	7.0	8.0	14.0	14.0	58.0	0.0	11.0	0.0	36.0	21.0	8.0	16.0	0.0	12.5	138.5	102.0	10.0	343.0	279.0	180.1	116.0	80.0	182.1	200.0	209.0	41.0	173.5	159.5
EC:5.1.3.24	84.75	5141.5	30.5	6.0	33.25	13.0	2015.25	198.25	10.25	62.75	109.25	3615.0	5.25	106.5	35.17	68.08	2715.67	107.33	68.25	108.08	191.33	550.92	50.92	48.0	298.5	1355.01	165.82999999999998	209.67
EC:5.1.3.25	0.0	6.0	25.0	27.67	13.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	5.0	19.0	16.67	0.0	16.0	5.0	0.0	0.0	12.0	7.0	0.0	12.0
EC:5.1.3.29	1624.25	6515.58	1824.84	1239.83	1461.58	1153.0	4187.75	2127.75	2324.62	1635.25	473.08	4009.6	394.41	531.06	527.84	377.83	3163.6800000000003	1200.74	825.16	799.4200000000001	1220.5	782.58	394.0	512.49	902.39	1554.01	742.21	911.35
EC:5.1.3.3	7298.95	19190.63	23031.01	27012.03	6789.58	9047.4	17523.18	47389.36	22996.85	16963.7	21081.41	22674.46	21654.050000000003	5458.74	7117.38	13460.22	13864.45	16125.36	16896.9	13815.19	15855.21	12801.070000000002	11178.17	12912.68	17028.92	10914.94	11777.23	15149.34
EC:5.1.3.30	1224.0	939.0	1348.0	1089.0	1149.67	926.0	1521.33	1069.0	1518.66	1176.0	147.0	144.0	90.0	92.0	107.0	102.0	31.0	340.0	216.66	154.5	105.0	34.0	118.5	665.0	149.0	77.0	317.0	266.0
EC:5.1.3.31	1224.0	939.0	1348.0	1089.0	1149.67	926.0	1521.33	1069.0	1518.66	1176.0	147.0	144.0	90.0	92.0	107.0	102.0	31.0	340.0	216.66	154.5	105.0	34.0	118.5	665.0	149.0	77.0	317.0	266.0
EC:5.1.3.32	2723.75	7569.42	9712.1	5715.67	2413.08	2339.53	5494.75	2844.58	3593.12	2684.42	514.5799999999999	4066.93	197.25	503.35	1647.5	1577.57	3169.67	3037.24	3443.16	1751.0	2800.44	3881.26	2069.08	2920.3500000000004	3442.15	2455.59	2523.49	2673.8500000000004
EC:5.1.3.4	1150.1	11766.8	7927.27	12502.83	1374.7099999999998	725.73	7342.83	14843.13	2030.4	3138.87	749.25	9129.33	1976.05	1322.44	2278.57	2190.15	6812.95	4484.03	4806.99	3154.16	5144.6900000000005	4875.160000000001	2642.99	3302.32	4688.06	4372.3	3149.3100000000004	3920.79
EC:5.1.3.5	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	54.0	8.0	0.0	7.0	7.0	0.0	30.0	10.0	7.0	4.0	25.0
EC:5.1.3.6	3044.0	2628.5	4172.67	2159.83	2693.27	3354.87	2523.71	2609.0	2724.83	2175.5	916.0	377.43	523.0	758.85	1231.59	1367.87	436.92	2300.64	2642.38	1858.05	2056.42	1240.33	1932.93	2721.73	2299.1	1181.5	2182.98	1934.9300000000003
EC:5.1.3.7	129.5	46.86	0.0	43.0	27.0	28.0	41.5	94.0	85.0	29.36	4.0	0.0	0.0	78.0	432.5	570.3299999999999	51.5	922.84	944.5	577.95	735.64	322.93	782.53	941.83	1055.66	322.0	792.79	846.1700000000001
EC:5.1.3.8	99.0	50.0	173.0	66.0	33.0	182.0	133.5	207.0	185.25	123.5	104.0	54.0	6.0	56.0	1027.92	1199.97	226.5	2206.99	2688.29	1069.09	1337.58	896.26	1347.71	2067.78	1747.62	660.0	1849.49	1790.92
EC:5.1.3.9	3537.77	10143.88	10598.78	29625.0	4719.21	4282.0	11748.41	46102.380000000005	20040.08	13249.12	19576.92	19863.8	22275.91	4345.01	1797.25	8391.529999999999	9773.38	5316.54	5000.64	6891.91	7293.75	5682.11	3918.730000000001	3361.8100000000004	7413.080000000001	5912.5	3201.21	6671.21
EC:5.1.99.1	1462.25	1100.0	1663.67	2376.0	1381.5	1213.67	1858.16	1456.0	1837.42	1454.5	335.5	246.0	162.0	290.0	2137.2200000000003	1904.1	429.83	4778.05	4997.17	2497.54	2921.2	1582.26	2652.48	4338.9	3211.17	926.3	3396.87	3335.32
EC:5.1.99.3	1748.5	1656.86	2544.67	954.83	1355.1	2169.37	707.13	1148.0	1083.34	916.36	703.83	200.43	433.5	662.25	416.17	386.12	243.67	426.33	588.72	711.1899999999999	686.9399999999999	567.0799999999999	752.3299999999999	928.98	862.82	671.5	734.36	765.01
EC:5.1.99.4	98.0	62.0	164.0	76.67	184.0	185.0	174.0	248.0	96.0	67.0	10.0	0.0	3.5	60.0	97.0	208.6	26.0	339.0	326.17	179.0	267.0	79.2	130.0	154.0	257.5	48.0	132.0	229.17
EC:5.1.99.6	2207.75	7188.5	3010.17	2676.83	1589.59	2459.87	3808.24	1915.25	1633.44	1297.5	1066.5	4149.27	483.5	918.85	4243.98	4217.49	3527.13	10450.5	10378.5	5906.68	6884.71	4020.68	5871.51	7933.559999999999	7395.620000000001	3665.7	7231.69	7356.889999999999
EC:5.2.1.1	93.0	64.0	162.0	205.01	260.0	268.0	241.0	290.0	177.34	79.0	31.66	0.0	0.0	38.0	97.0	93.0	27.0	139.0	235.51	247.0	138.0	63.0	194.0	224.0	104.0	61.0	161.5	264.5
EC:5.2.1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	14.0	0.0	0.0	23.0	0.0	19.0	16.0	0.0	0.0	0.0	0.0
EC:5.2.1.2	1849.5	1671.61	2704.67	975.83	1457.0	2236.67	886.33	1497.75	1082.42	983.86	705.25	193.0	432.25	578.25	467.09	589.85	284.0	534.9200000000001	809.5100000000001	831.75	956.75	646.6999999999999	995.92	1020.66	1024.25	659.92	883.1599999999999	852.4999999999999
EC:5.2.1.4	1371.25	6114.36	1638.5	1323.34	1351.35	1194.0	3607.05	1470.0	1578.92	1386.86	367.08	3756.43	107.25	225.00000000000003	275.5	406.5	2655.0	622.25	655.84	514.25	613.0	604.0	586.5	654.0	539.63	1191.0	631.37	750.6700000000001
EC:5.2.1.8	33158.03999999999	79200.90000000001	63180.100000000006	63097.600000000006	28235.59	37221.73	61066.5	119573.45	61633.630000000005	47140.16	49450.03	66560.33	47128.880000000005	16908.89	34684.19	48467.52	47665.14	77797.27	78583.37000000001	57115.09	66760.62	44010.2	53010.67999999999	64256.3	70488.21	41032.87	57032.19	66622.83
EC:5.3.1.1	6859.67	13227.96	21798.04	27333.800000000003	7027.66	7844.3	18629.26	49594.13	23481.480000000003	18960.35	20540.85	19025.86	21343.94	4938.1900000000005	7391.380000000001	13675.9	11536.3	17209.35	17160.65	14127.42	16389.53	12270.14	11163.25	12342.44	17049.39	9444.98	11684.57	16128.39
EC:5.3.1.12	582.25	5703.58	843.1700000000001	2802.33	398.75	386.2	2784.91	8472.25	816.8599999999999	975.75	477.75000000000006	4133.599999999999	688.3	286.73999999999995	2306.69	2327.63	3945.48	5755.18	5831.92	3467.66	4575.49	2526.9800000000005	3087.86	4528.139999999999	3966.49	2537.6600000000003	3793.480000000001	3860.8
EC:5.3.1.13	3627.0	13492.94	4649.34	3099.66	2883.35	3691.57	7058.88	4027.75	3240.4	2835.36	1347.5800000000002	7904.2	660.41	1139.35	3670.12	3695.43	6400.7300000000005	7647.93	7698.52	5058.87	6210.6	3936.34	5085.110000000001	6707.4	6550.420000000001	4691.33	5963.08	6136.780000000001
EC:5.3.1.14	1457.35	6659.22	8483.1	5473.0	1255.88	1179.33	3977.58	1665.38	1982.25	1496.12	325.25	3906.13	101.25	360.35	1113.1	1010.2700000000002	3184.84	2076.01	2287.27	1317.64	2440.99	3503.2900000000004	1397.74	2118.98	2424.4800000000005	2180.3900000000003	1747.73	2007.08
EC:5.3.1.16	4871.15	11098.489999999998	5971.84	10779.56	4229.57	6232.57	10614.86	31324.47	19817.81	13295.61	19702.93	16926.3	18850.66	3568.2	5218.08	11412.98	10033.26	13199.17	12392.2	11479.65	11502.47	6261.7300000000005	8289.43	9699.74	12461.34	7158.7	8869.23	12053.910000000002
EC:5.3.1.17	1399.75	6593.42	8358.5	4580.0	1280.08	1213.33	3976.58	1637.58	1881.7	1455.92	394.25	3910.5	113.75	303.5	1759.9299999999998	1598.2	3316.3	3858.58	4005.05	2355.24	3260.67	3833.84	2302.32	2897.08	3590.49	2423.99	2839.12	2912.54
EC:5.3.1.22	5078.0	14822.86	6789.68	3108.99	4014.27	5435.88	7251.45	4150.5	3769.16	3234.11	1849.08	7918.7	958.75	1555.1	1115.1	1319.23	5740.0	1882.69	2465.18	2132.66	2459.33	2341.73	2215.17	2816.01	2448.44	3924.43	2745.44	2741.36
EC:5.3.1.23	1796.5	1713.75	2690.67	1078.5	1415.67	2105.87	1379.66	1376.0	1276.08	1109.75	767.25	273.43	549.75	651.85	1580.72	1461.05	448.5	3421.29	3338.04	2086.71	2621.3100000000004	1425.95	2261.73	3101.35	2835.35	1131.8	2722.75	2759.44
EC:5.3.1.24	5643.05	11412.19	6743.4400000000005	18898.23	5452.1	6587.57	13197.03	42079.67	21113.35	14321.41	20135.43	18462.1	20760.16	4579.7	5375.08	11849.98	10129.56	13718.67	13062.93	11794.65	12470.07	6589.93	8708.46	9787.84	13154.61	7531.3	8918.23	12171.21
EC:5.3.1.25	562.25	5763.58	558.84	223.5	242.08	358.0	2836.75	1328.75	1028.95	560.25	379.75	3963.27	306.91	515.3499999999999	1178.84	997.93	3269.3500000000004	2628.83	2436.83	1515.12	2098.75	1412.58	1247.5	1735.32	1888.89	2015.01	1997.23	2026.1
EC:5.3.1.26	1651.2	1416.27	8300.2	18926.0	2474.93	742.3299999999999	3437.66	21952.93	3290.6	2358.07	1169.0	3124.73	3880.0	1872.0	249.0	740.34	1472.07	639.0	869.86	710.66	3067.8	3148.62	1233.26	287.14	2058.47	1439.48	310.0	1424.74
EC:5.3.1.27	2210.0	5210.5	2495.66	14571.5	2143.0	5063.0	10449.5	54357.5	32323.0	20749.5	36622.0	25182.0	36147.78	4978.78	512.8	13127.6	10951.4	3877.15	3080.1	8749.0	5948.82	3031.0	3264.6	1293.1	7248.45	5695.0	1743.4	6706.6
EC:5.3.1.28	2346.75	7509.16	3223.1800000000003	1265.83	1750.5	2644.87	3471.16	3350.25	1747.53	1577.5	965.16	4032.6	628.82	869.35	2231.19	2239.55	4328.41	4540.31	4222.6	3456.95	4530.1	2381.2	2759.87	3684.1	4026.28	3159.67	3422.45	3634.31
EC:5.3.1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	14.0	20.0	8.0	11.0	0.0	0.0	0.0	28.0	0.0	36.0	3.0
EC:5.3.1.30	2920.5	2766.58	4036.61	2042.66	2522.83	3046.87	2269.83	2832.5	2533.92	2133.75	833.75	343.43	599.91	677.85	671.59	613.8599999999999	829.1800000000001	1022.07	859.05	1199.27	1280.81	783.5	776.75	1075.56	1209.45	986.51	1075.65	1080.1
EC:5.3.1.31	84.75	5149.75	30.5	6.0	8.25	13.0	1986.75	219.25	11.45	62.75	109.25	3630.5	5.25	88.5	43.5	58.75	2503.0	102.75	87.75	80.25	181.5	374.0	38.25	55.25	125.38	1064.75	164.87	104.75
EC:5.3.1.4	604.75	5728.75	373.83	9833.0	1049.25	458.2	4182.58	7467.25	616.45	2018.25	419.25	5238.77	1582.14	769.74	1477.4	1137.87	2775.9	2610.05	3241.8100000000004	1497.48	1787.94	1292.18	1643.94	2812.15	2331.83	1938.05	2053.04	1993.08
EC:5.3.1.5	3167.75	7889.0	4035.83	2782.67	2603.92	3234.7	5777.41	4963.25	2681.36	3794.0	1018.5	4102.099999999999	534.39	915.24	1838.34	1534.5500000000002	3093.51	3190.64	3502.62	2113.22	2469.36	1981.76	2245.46	3110.51	3041.32	2476.01	2636.6800000000003	2713.36
EC:5.3.1.6	7919.57	15390.24	16348.57	31945.770000000004	8251.63	10383.27	22404.06	74191.9	39528.2	27773.130000000005	38990.92999999999	31650.96	39558.08	7349.83	7527.31	20125.56	16373.760000000002	19267.63	18386.23	18357.42	18581.34	11613.76	12575.75	13577.49	19976.43	11811.19	12550.79	19045.18
EC:5.3.1.8	8197.369999999999	16051.88	17393.25	31137.0	8060.780000000001	11374.64	20886.07	74142.15	38600.9	27180.82	39289.7	31542.6	39769.3	7720.9	5512.0	18332.42	15984.28	14469.04	13951.84	16005.420000000002	15735.149999999998	10220.080000000002	9979.84	9780.25	16974.9	11177.02	9442.72	14986.989999999998
EC:5.3.1.9	5664.07	11894.489999999998	13656.91	23492.6	5827.129999999999	6876.77	15333.56	45950.4	21774.75	16112.88	20400.18	18862.1	21252.050000000003	4775.35	6815.43	13216.0	10941.03	16558.690000000002	16192.500000000002	13712.31	15111.68	9713.16	10484.37	12050.899999999998	15785.440000000002	8734.439999999999	11091.66	15080.580000000002
EC:5.3.2.5	0.0	29.0	0.0	32.0	0.0	3.0	31.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	29.0	8.0	0.0	40.75	71.0	29.0	1.22	8.0	10.0	30.5	79.0	13.0	17.0	86.0
EC:5.3.2.6	6877.15	13123.91	15731.57	23996.43	6582.959999999999	8275.099999999999	13919.56	46336.98	21947.92	16574.38	20691.35	18706.26	21553.300000000003	4965.04	2292.66	8757.48	10036.57	4791.32	4896.41	7741.320000000001	8353.75	6431.01	4747.34	3855.71	7835.5	6787.95	3841.93	7282.4
EC:5.3.2.8	31.5	13.5	23.67	66.83	56.5	49.17	70.33	59.0	14.17	12.0	15.0	0.0	0.0	0.0	60.67	25.67	44.67	77.25	38.33	28.050000000000004	26.340000000000003	23.58	25.33	42.83	34.42	21.0	37.42	33.84
EC:5.3.3.1	18.0	0.0	15.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	20.0	25.0	75.0	20.0	144.0	240.0	111.0	171.0	83.0	100.0	80.0	149.0	31.0	158.0	119.0
EC:5.3.3.10	3545.0	3442.86	5100.67	1897.83	2748.1	4310.87	1514.63	2478.0	2081.29	1794.61	1432.58	489.6	847.25	1197.2500000000002	801.26	1004.47	438.0	925.11	1295.38	1467.3300000000002	1662.0	1216.03	1649.5	1830.89	1667.2	1254.92	1557.7799999999995	1654.59
EC:5.3.3.14	3189.05	8160.33	4511.51	2405.06	2560.33	3083.57	4651.98	9148.75	2818.77	2971.3	1117.6	4205.27	777.16	824.5500000000001	1207.67	1402.13	3715.18	2417.32	2311.97	2144.52	3336.27	1975.12	1902.25	2071.81	2630.37	2612.01	1856.64	2259.59
EC:5.3.3.17	1135.0	898.0	1386.0	1102.0	1143.0	924.5	1590.0	977.0	1384.0	1167.0	143.0	144.0	93.5	73.0	44.0	17.0	26.0	128.0	95.83	22.0	18.0	5.0	31.0	47.0	68.0	0.0	30.0	94.0
EC:5.3.3.18	893.25	5478.86	1139.5	1824.34	517.35	434.7	2957.05	982.25	1206.12	624.61	477.58	3823.1	280.25	574.75	742.6700000000001	970.49	3047.33	1701.0	1607.14	1058.52	2085.16	1113.9	1064.36	1179.9	1370.04	1466.67	1288.87	1519.6
EC:5.3.3.2	2193.57	8874.05	8985.57	20981.94	2837.78	3158.4	11778.18	42145.48	18308.58	13342.52	19161.27	18252.6	20554.64	3807.2	1895.6	8410.11	8998.800000000001	4799.6	5229.95	6447.08	6941.339999999999	5535.150000000001	3847.99	2643.94	7032.13	5525.56	3473.71	6409.59
EC:5.3.3.3	7.0	0.0	0.0	0.0	44.0	43.0	37.0	75.0	0.0	0.0	0.0	15.0	0.0	8.0	543.0	512.3299999999999	234.0	1476.66	1426.0	752.6700000000001	770.5	421.0	855.6700000000001	998.5	838.66	234.0	933.5	1183.0
EC:5.3.3.4	1765.0	1664.11	2593.67	1046.5	1344.1	2097.67	719.13	1203.0	1055.09	941.61	717.08	202.43	431.75	620.25	471.18	523.6	252.67	675.53	764.1300000000001	847.7299999999999	933.15	611.61	958.75	1067.74	1004.17	689.42	786.17	1032.35
EC:5.3.3.8	1834.25	6893.36	2604.17	934.83	1323.35	2074.87	2780.21	1381.0	1011.87	979.61	820.5	3911.6	434.0	720.0	840.51	1040.47	2801.0	1481.61	1567.02	1324.3300000000002	1661.25	1285.78	1557.75	1835.64	1808.95	2040.67	1526.89	1780.67
EC:5.3.4.1	2145.75	7210.91	2968.84	1210.66	1605.13	2374.87	3194.9	2401.5	1465.04	1347.8300000000002	988.33	3978.6	519.66	795.8000000000001	1494.94	1927.79	3643.93	3038.63	2889.23	2634.55	3307.1400000000003	1974.03	2686.59	3069.63	3134.6200000000003	2735.6	2558.3900000000003	3224.3500000000004
EC:5.3.99.10	1198.0	2690.5	1312.0	6742.5	1121.0	2546.0	5320.5	27288.5	16254.0	10432.5	18390.0	12639.0	18172.0	2485.5	247.0	6632.0	5539.0	1964.5	1548.0	4415.5	3027.2200000000003	1564.0	1677.0	694.0	3692.0	2913.0	850.0	3388.5
EC:5.3.99.11	1693.0	1623.75	2491.67	873.83	1291.0	2061.87	631.33	1071.0	978.42	810.75	650.25	194.43	424.25	605.35	339.42	303.87	162.0	231.33	430.72	577.2299999999999	561.1899999999999	496.83	580.58	724.23	617.5699999999999	587.5	657.11	565.09
EC:5.3.99.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:5.3.99.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:5.4.1.3	0.0	0.0	6.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	14.0	0.0	50.0	83.0	27.0	16.0	6.0	6.0	0.0	41.0	0.0	20.0	50.75
EC:5.4.2.10	5444.57	11803.489999999998	13446.91	23409.6	5738.459999999999	6535.77	15089.73	45638.4	21380.17	15941.38	20265.85	18796.1	21231.050000000003	4594.35	5065.410000000001	11478.4	10651.73	12362.84	11681.41	11133.75	12467.35	8343.599999999999	8026.34	8446.04	12643.74	7826.04	8168.099999999999	12100.07
EC:5.4.2.11	5110.17	13702.85	12434.91	40416.94	6974.49	7627.43	22365.84	87946.28	37698.8	27963.39	38175.1	33550.63	41659.3	7159.7	3859.2	16788.15	15886.02	10056.47	10037.580000000002	13143.09	12778.829999999998	8538.150000000001	7767.73	6753.06	13647.82	9746.31	6051.35	12491.509999999998
EC:5.4.2.12	8706.99	20432.81	29856.14	87927.95	14010.750000000002	9431.7	31264.96	106890.91	27796.29	25268.97	22920.92	33345.59	33722.97	9608.73	15291.6	21071.370000000003	16597.33	34184.0	34851.68	23578.81	29199.82	20777.36	21481.840000000004	24496.68	30140.14	15749.91	23377.03	29896.58
EC:5.4.2.2	7174.07	13244.41	15971.24	24312.93	6818.299999999999	8658.439999999999	15592.14	45963.48	22334.67	16734.38	21028.93	18980.1	21585.64	5265.1	7087.09	13377.760000000002	10547.1	16696.2	16509.19	13833.48	15117.64	10039.57	11226.42	12778.79	16155.510000000002	9030.43	11656.62	15394.27
EC:5.4.2.6	420.35	5957.22	7038.2300000000005	14317.2	1308.7800000000002	398.53	4893.78	8636.98	1001.85	2080.22	426.25	5455.5	1978.14	812.99	1100.85	973.76	3211.4700000000003	1484.38	1990.07	1116.66	2060.38	3243.07	1437.18	1269.65	2030.63	2231.89	1437.2199999999998	2169.62
EC:5.4.2.7	3240.65	9758.72	10318.9	22041.1	3796.53	4000.93	12156.68	43094.48	19643.25	14539.52	19385.1	18427.93	20587.75	3795.15	2619.68	8648.21	9269.4	6648.35	6604.1	7248.779999999999	7821.860000000001	5893.31	4556.99	4148.030000000001	7986.71	5840.69	4214.28	7340.200000000001
EC:5.4.2.8	3676.0	8369.55	4751.51	2606.83	3263.12	3803.34	6758.84	3877.17	3441.78	2771.9700000000003	1255.8300000000002	4254.03	709.1599999999999	1161.25	4097.47	4360.85	4061.81	9098.56	8909.49	5873.87	6982.25	3902.68	5722.42	7247.019999999999	7453.38	3852.85	7067.63	7365.800000000001
EC:5.4.2.9	0.0	64.0	42.0	71.0	0.0	0.0	0.0	4.0	72.0	37.0	0.0	0.0	16.0	0.0	229.0	246.5	64.0	455.57	478.21	420.24	364.0	155.93	352.46000000000004	500.33	419.83	134.0	322.29	328.84
EC:5.4.3.2	53.0	76.0	69.0	70.0	13.0	28.5	167.0	32.0	24.0	6.0	86.0	16.0	52.5	37.0	831.3	818.0999999999999	192.83	1954.45	2116.53	1114.79	1048.52	547.76	1155.95	1943.78	1343.23	395.8	1285.66	1406.69
EC:5.4.3.3	0.0	58.0	38.0	0.0	12.0	6.0	50.0	50.0	24.0	0.0	12.0	0.0	0.0	0.0	174.0	342.66	136.0	560.3199999999999	696.0	313.34000000000003	264.0	142.0	247.34	356.0	363.66	124.0	336.0	520.0
EC:5.4.3.5	0.0	16.0	0.0	20.0	16.0	0.0	0.0	50.0	0.0	0.0	24.0	0.0	0.0	0.0	42.0	78.0	74.0	242.0	287.5	134.0	70.0	104.0	70.0	87.0	32.0	6.0	108.0	179.0
EC:5.4.3.8	5999.0	13678.69	7341.04	18204.5	5487.77	8651.869999999999	16832.96	58281.17	35861.86	23604.11	38070.83	29494.6	37057.16	6026.0	4083.9	16794.72	15159.76	12114.7	10731.36	13885.84	12571.06	6697.16	8401.29	7528.42	13764.85	9341.73	7544.62	13188.67
EC:5.4.4.2	1862.5	19232.86	8700.57	11396.37	1561.81	3016.9300000000003	13123.95	29260.35	17034.5	11147.38	18911.75	23924.43	18370.3	3208.44	2939.88	9194.15	14478.75	7813.639999999999	7508.94	7996.79	8109.21	6997.76	5124.13	5161.66	8647.24	8052.15	5342.530000000001	7696.18
EC:5.4.99.1	175.5	10221.0	61.0	29.34	16.5	128.0	4012.0	396.5	20.5	125.5	254.5	7214.86	24.5	210.7	287.5	309.5	5049.5	840.0	914.34	437.0	665.5	998.0	343.5	739.0	652.5	2337.5	801.0	595.0
EC:5.4.99.12	5748.67	12409.96	20485.51	26259.6	5863.76	6886.099999999999	15864.89	46187.53	22091.88	16220.750000000002	20405.85	18887.63	21252.050000000003	4861.35	7840.840000000001	14093.87	11663.9	18688.33	18027.85	15019.22	17355.38	12669.52	11717.51	13304.64	17667.89	9765.18	12557.93	16810.94
