function	050B	052B	059B	064B	065B	073B	074B	075B	076B	081B	083B	085B	086B	088B	095B	097B	103B	105B	106B	107B	215B	226B	227B	228B	229B	233B	234B	235B	237B	238B	239B
EC:1.5.1.47	7.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.1.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.1.5	25259.58	46398.59	42282.84	63541.67	68364.83	23945.57	5110.23	46289.34	49241.35	30736.04	30247.53	36392.91	58570.23	32617.79	40709.75	50312.52	14844.94	30957.36	4582.61	25648.68	9137.81	17056.34	7914.049999999999	11581.4	3554.7200000000003	5140.59	13541.73	13159.69	16920.75	14121.77	16338.95
EC:1.5.1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	8.75	0.0	0.0	0.0
EC:1.5.1.7	43.0	20.0	66.0	31.4	82.0	347.0	132.75	126.0	140.32999999999998	255.0	163.0	151.0	40.0	225.0	252.0	113.0	451.0	313.0	289.0	202.3	2508.96	4428.71	2183.57	1661.07	753.9	1322.0	1511.27	2697.33	2810.15	3778.79	1172.15
EC:1.5.1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:1.5.1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	23.0	7.0	0.0	0.0	0.0	0.0	0.0	27.0	19.0	0.0
EC:1.5.3.1	5193.0	7457.0	4779.0	1492.0	6072.0	16045.66	8160.48	9592.0	9931.0	10966.02	11718.66	7087.02	5177.33	7788.68	7826.34	2081.58	7395.0	3119.0	3610.5	3220.0	2264.84	4013.8	1670.0	2831.0	1646.0	2055.0	1266.69	5141.67	5407.88	3809.34	1521.0
EC:1.5.3.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.3.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	5.0	17.0	13.0	12.0	0.0	0.0	6.0	14.0	0.0	15.0	9.0
EC:1.5.3.7	0.0	0.0	0.0	0.0	0.0	5.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	13.0	12.0	0.0
EC:1.5.5.1	740.6700000000001	1074.0	668.5	208.6	845.0	2346.92	1167.62	1352.8	1474.42	1534.71	1689.75	990.76	743.21	1147.92	1103.3	286.0	1081.25	470.0	543.75	451.8	1178.96	1654.09	694.83	740.67	446.43	837.16	485.33	1751.5	1655.91	1416.41	538.5799999999999
EC:1.5.5.2	9766.58	9840.59	3849.34	1037.27	1839.66	3446.84	1556.2799999999995	2969.7200000000003	1662.4199999999998	3306.6400000000003	5732.1	3117.1800000000003	3760.37	1706.45	6464.38	3620.11	2641.16	1283.06	1230.66	927.38	2095.28	3995.69	1922.48	1939.43	1194.75	1325.81	1706.9899999999998	2907.87	2780.52	2803.91	1162.58
EC:1.5.8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.8.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.8.4	440.0	528.0	650.0	120.0	836.0	1131.0	672.0	1068.0	1243.0	1844.0	1004.0	1038.0	722.0	1110.0	1253.0	148.0	168.0	56.0	323.0	220.0	11.0	50.0	13.0	0.0	0.0	0.0	6.0	36.0	0.0	7.0	9.0
EC:1.5.98.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	22.0	20.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	10.0
EC:1.5.98.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	22.0	26.0	0.0	0.0	0.0	2.67	35.0	0.0	0.0	10.0
EC:1.5.99.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.5.99.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	22.0	20.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	10.0
EC:1.5.99.6	0.0	0.0	0.0	0.0	0.0	17.0	0.0	16.0	17.0	32.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	9.0	0.0	29.0	37.0	3.75	3.5	1.5	6.0	9.0	41.75	19.75	12.75	2.42
EC:1.6.1.1	9419.58	9246.59	2879.67	152.6	399.5	1660.67	797.12	753.55	733.92	522.8100000000001	1297.95	431.67	3273.79	518.9499999999999	5140.71	2725.0199999999995	1247.32	448.4	319.25	338.05	1103.2800000000002	2117.9300000000003	766.41	971.75	370.76	684.4200000000001	1146.16	1390.12	1417.99	1230.66	420.75
EC:1.6.1.2	20273.83	20716.18	8333.18	2287.1400000000003	4484.32	9151.18	4269.179999999999	7225.24	4666.26	8016.74	13080.63	7204.78	8240.289999999999	4301.820000000001	14216.06	7454.73	6189.82	3056.12	2912.57	2532.5600000000004	4698.3	9090.56	3972.29	4327.03	2755.93	2914.62	3568.32	7037.4	6533.539999999999	6560.32	2618.99
EC:1.6.2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.33	6.67	2.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.6.3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	22.0	20.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	10.0
EC:1.6.3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	26.0	0.0	12.0	0.0
EC:1.6.5.2	19361.17	19447.84	6560.0	691.4	1838.0	5768.82	2743.02	3052.3	2935.76	2680.16	4591.030000000001	1854.76	7254.54	2223.65	14030.5	10894.929999999998	4320.96	1471.8	1314.8	1282.1	3351.26	6984.36	3218.16	3460.4300000000003	1324.53	2134.48	3384.82	4591.3	5045.78	4910.669999999999	1773.5
EC:1.6.5.3	96881.8	95956.9	32878.7	2240.0	9211.5	25121.3	12488.7	14131.5	15633.85	17001.1	20941.800000000003	11589.7	37900.2	13266.0	60097.8	28560.2	14591.95	5618.0	6848.6	5573.5	36971.1	62377.7	21891.69	21140.19	11470.94	23514.5	20794.5	48947.15	39129.67	46180.7	12249.5
EC:1.6.5.5	10889.58	11426.59	4266.67	569.8	2093.5	6433.75	3117.07	3448.25	3715.75	3496.11	4756.78	2515.1800000000003	4827.41	2810.28	7396.48	3333.0199999999995	3441.07	1338.4	1372.5	1335.25	2696.21	5001.950000000001	1940.91	2185.92	1209.83	1814.89	1824.51	3982.96	3677.03	3395.25	1225.75
EC:1.6.99.1	15344.0	36247.0	38070.0	62078.0	65923.0	19920.0	3284.0	42854.0	47174.0	25542.0	23713.0	30005.0	32150.0	30226.0	33528.0	45871.0	11412.0	28983.0	2803.0	24125.0	1965.0	4704.17	2601.42	6912.5	871.5	1004.75	9113.0	4137.75	7955.809999999999	4466.31	13358.0
EC:1.6.99.3	26767.58	50139.59	44722.51	63831.67	69507.0	31225.250000000004	7107.99	49119.86	51899.69	31993.620000000003	33523.93	36567.47	49564.89	35845.96	42339.92	51220.77	16643.17	32034.36	5184.32	26467.480000000003	7734.500000000001	15273.18	7314.17	11473.88	3770.55	4876.74	13093.73	12166.46	15499.249999999998	12644.94	16418.38
EC:1.7.1.13	9809.58	9852.59	4011.34	1073.67	1949.66	3821.57	1720.9299999999998	3117.42	1750.75	3494.6400000000003	6253.1	3494.6800000000003	3857.52	1867.95	6885.55	3969.86	3054.26	1609.56	1530.21	1128.6799999999998	3591.88	6402.92	2798.3	2689.83	1655.8200000000002	2359.06	2297.59	5177.75	4391.799999999999	4853.79	1634.23
EC:1.7.1.15	19834.49	20166.18	6456.34	598.6	1706.0	6967.84	3261.9	3155.1	3163.17	2219.46	5158.51	1901.36	7380.07	2172.58	12412.04	8063.37	4639.78	1752.2	1351.5	1404.1	2806.83	5789.400000000001	2157.99	2797.33	1262.6	1987.22	2635.66	4311.5	4440.23	3617.32	1320.9199999999998
EC:1.7.1.6	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5	0.0	0.0	0.0
EC:1.7.1.7	24414.910000000003	44986.59	40975.5	62505.0	66477.5	20441.42	3450.5	43234.5	47596.1	26600.5	24571.2	31885.48	46601.11	30815.37	38839.280000000006	49141.02	12319.5	29507.7	3117.5	24463.25	3118.4300000000003	7457.380000000001	4102.9	8214.9	1436.23	1641.43	10920.13	5172.759999999999	10280.07	6356.31	14169.14
EC:1.7.2.1	465.0	773.0	314.5	144.0	393.0	1661.0	784.83	722.5	720.0	535.67	1122.5	420.17	331.0	507.67	432.5	233.25	935.0	397.0	383.0	334.0	565.1700000000001	973.5	401.0	488.0	287.5	461.5	225.0	1022.67	1017.5	742.67	297.0
EC:1.7.2.2	9025.91	8753.59	3171.84	832.67	991.66	1041.59	410.16	1608.42	162.0	1806.33	3830.97	2120.26	3009.58	512.8299999999999	4022.59	805.0899999999999	1215.84	836.1600000000001	658.66	475.58	895.5	2606.76	1329.9	1318.4299999999998	755.24	612.55	1308.33	1585.58	1531.9499999999998	1722.75	655.08
EC:1.7.2.3	18269.390000000003	17518.86	5792.6	834.67	975.16	1008.68	392.66	1580.17	151.5	1696.83	3797.12	2121.18	5996.07	446.33	7589.35	783.0899999999999	1185.34	805.1600000000001	645.16	480.83	410.5	2481.6	1137.9	1226.1799999999998	547.07	278.90000000000003	1714.83	938.58	940.2	900.34	430.5
EC:1.7.2.4	465.0	760.0	311.5	144.0	389.0	1614.0	771.33	703.0	685.0	504.67	1093.5	416.17	331.0	497.17	361.0	212.0	926.0	397.0	338.0	334.0	388.0	550.0	340.0	441.0	232.0	314.0	181.0	786.0	873.0	522.0	219.0
EC:1.7.2.5	466.0	773.0	316.83	146.0	389.0	1654.0	779.33	716.0	708.0	523.67	1128.83	422.84	333.33	497.17	361.0	241.0	959.0	403.0	358.0	334.0	649.5	1054.0	499.5	564.5	299.0	498.0	220.0	1103.0	1219.0	760.0	326.0
EC:1.7.2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.7.3.3	7.0	0.0	0.0	0.0	0.0	15.0	9.0	0.0	0.0	0.0	0.0	3.0	9.0	8.0	0.0	0.0	0.0	0.0	2.25	14.0	11.0	13.25	0.0	0.0	0.0	0.0	2.67	2.5	1.25	0.0	0.0
EC:1.7.7.1	7.0	19.0	9.0	0.0	11.0	63.0	14.0	8.0	26.66	24.0	32.33	6.67	34.33	10.0	62.0	8.0	47.5	4.0	51.57	25.0	388.5	668.4	197.0	186.75	53.0	243.0	175.0	437.2	565.0	437.0	118.0
EC:1.7.7.2	0.0	0.0	6.0	0.0	0.0	29.0	0.0	3.0	14.0	11.0	23.0	0.0	0.0	7.0	45.0	0.0	0.0	0.0	0.0	0.0	9.0	10.5	13.75	5.5	0.0	15.75	0.0	9.25	10.25	19.08	0.0
EC:1.7.99.1	9406.91	9382.59	2938.67	154.4	447.5	1777.42	860.38	771.75	796.83	638.77	1399.97	538.09	3341.18	697.87	5315.91	2760.4	1343.57	485.4	468.14	545.55	4599.72	8059.969999999999	3052.76	2635.0	1260.4	2745.82	2525.1	6075.76	5234.95	5632.03	1466.67
EC:1.7.99.4	64398.72	62729.45	20118.51	1507.27	3179.66	8533.17	4090.77	5210.22	3870.75	4959.06	10139.39	4555.86	22404.730000000003	3203.36	35991.6	18981.4	7247.65	2658.66	2370.16	2034.88	4491.34	12025.39	4631.73	5425.93	2340.31	3068.6800000000003	6606.320000000001	6764.88	6222.169999999999	5709.9	2045.59
EC:1.8.1.14	0.0	14.0	105.0	0.0	38.0	58.0	33.0	30.0	21.0	48.0	388.0	257.0	22.0	40.0	141.0	266.0	0.0	12.0	0.0	0.0	125.0	269.0	56.0	50.0	43.0	104.0	54.0	182.0	72.0	133.0	41.0
EC:1.8.1.15	0.0	13.0	3.0	0.0	4.0	47.0	5.5	35.5	23.0	12.0	0.0	6.5	8.25	10.5	8.5	21.25	35.0	5.5	28.25	0.0	100.17	253.5	43.0	35.0	40.0	42.0	30.67	127.17	46.25	106.0	39.0
EC:1.8.1.2	19600.83	19597.18	6761.84	511.2	1747.0	6003.09	2829.37	3078.1	2978.59	2780.54	5481.92	2613.7700000000004	7325.26	2407.49	11876.92	6542.67	3620.89	1392.8	1402.25	1179.1	3888.54	7685.150000000001	2851.4	3065.67	1458.02	2752.03	3021.65	5401.49	4977.379999999999	4714.139999999999	1567.83
EC:1.8.1.4	26722.25	48563.59	43727.34	63956.27	70098.83	28745.97	7528.24	49018.39	52172.77	32358.6	34005.34	36166.27	37926.81999999999	34928.74	43055.920000000006	51120.600000000006	16866.039999999997	31800.86	5639.59	26577.480000000003	11157.3	20129.29	9142.54	12780.64	4345.0	6623.13	14082.13	15841.7	18560.18	16351.47	17287.949999999997
EC:1.8.1.7	10228.91	11798.59	5381.34	1095.27	1901.33	7292.24	1795.56	3889.29	2422.2200000000003	3502.88	6450.77	3515.92	5204.07	4031.3	6940.15	4407.69	3611.22	2079.46	1547.54	1414.58	2239.15	4538.34	2731.5	2598.08	1354.52	1315.16	2301.46	2996.02	4481.48	3616.09	1593.5700000000002
EC:1.8.1.8	19021.160000000003	18855.18	6431.51	1143.27	1876.16	4684.26	2089.98	3265.77	1886.34	3008.37	6611.219999999999	3116.19	6725.91	1704.4	11081.59	6263.839999999999	3766.73	1775.96	1450.66	1259.73	4704.57	8708.119999999999	3630.46	3763.92	1965.91	3245.04	3462.75	6717.950000000001	6217.54	6324.78	2139.48
EC:1.8.1.9	56365.25	118401.59	118063.84	188323.27	201615.5	63051.97	12847.1	132794.96	144618.94	83518.77	79862.46	98197.47	122760.09	92929.63	109244.75	142779.93	38922.22	89439.66000000002	11005.56	74613.68	17944.97	34805.19	16513.72	28309.39	6949.290000000001	9998.2	34279.7	27415.54	39384.49	29410.69	44995.25
EC:1.8.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.2.2	0.0	0.0	0.0	2.0	5.0	21.0	17.0	15.0	58.0	20.0	64.0	0.67	1.5	0.0	31.0	0.0	9.5	10.0	0.0	0.0	311.0	513.0	245.25	172.0	60.0	198.58	84.0	398.75	322.25	441.75	93.5
EC:1.8.2.3	0.0	0.0	0.0	0.0	0.0	17.0	6.0	0.0	0.0	9.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	90.0	233.5	74.0	38.0	47.0	83.0	57.0	139.0	105.0	174.0	32.0
EC:1.8.2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	15.0	27.0	0.0
EC:1.8.3.1	7.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	43.0	0.0
EC:1.8.4.11	25282.58	46432.59	42563.51	63568.67	68511.5	24494.490000000005	5255.7	46465.76	49420.77	30341.120000000003	31190.71	35810.73	47530.32	32923.88	41243.92	50916.350000000006	15208.52	31191.36	4846.6900000000005	25796.68	9444.83	17779.87	8099.62	11691.6	3741.72	5561.37	13620.13	13400.48	17314.97	14455.75	16507.95
EC:1.8.4.12	25371.58	46667.59	42912.18	64391.34	69405.66	25233.66	5562.36	47884.43	49444.52	31906.95	34222.28	37363.59	47523.990000000005	33174.79	41392.58	51154.19	16413.03	31952.52	5426.1	26195.01	8937.34	17053.12	8315.529999999999	12020.91	4054.21	5167.32	13631.23	13028.740000000002	17538.489999999998	14228.34	16699.28
EC:1.8.4.8	9685.58	9572.59	3357.67	221.0	935.5	2554.67	1219.62	1488.05	1531.92	1683.8100000000002	2388.28	1365.84	3735.37	1302.45	6080.21	3068.2699999999995	1434.82	556.9	596.5	505.85	2149.29	4139.01	1352.48	1484.17	701.16	1430.91	1560.43	2756.75	2354.43	2466.44	792.75
EC:1.8.5.2	0.0	22.0	28.33	0.0	56.0	86.33	45.0	76.0	56.0	69.0	51.0	34.56	51.0	126.0	80.67	11.0	50.0	44.0	48.0	19.0	470.0	810.2	375.15	277.2	191.0	390.5	186.4	607.9	620.61	625.4300000000001	224.0
EC:1.8.5.3	9308.23	8843.27	2655.51	6.0	5.5	27.42	28.5	12.75	13.5	14.5	175.87	10.92	3036.24	39.5	4891.75	2508.4	307.07	13.0	3.5	33.25	623.4200000000001	1406.19	385.5	446.58	134.5	380.23	796.83	761.1700000000001	318.62000000000006	501.33	109.5
EC:1.8.7.1	8.0	0.0	6.0	0.0	17.0	76.33	29.3	49.5	30.0	47.0	123.26	61.5	40.18	38.5	57.17	5.58	35.0	25.5	15.25	49.0	324.17	712.0	222.5	153.0	139.0	230.5	157.67	373.73	261.75	481.83	121.0
EC:1.8.7.2	0.0	0.0	6.0	0.0	0.0	29.0	0.0	3.0	14.0	0.0	23.0	0.0	0.0	7.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.98.1	0.0	24.0	57.0	2.0	0.0	72.0	45.0	90.0	81.0	114.0	90.0	0.0	24.0	228.0	87.0	69.0	69.0	42.0	51.0	0.0	1398.9	2103.0	765.0	558.0	423.0	772.5	420.0	1758.0	1256.01	1878.0	543.0
EC:1.8.99.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	122.8	164.0	114.0	0.0	52.0	202.0	38.0	156.0	61.76	56.0	48.0
EC:1.8.99.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.8	92.0	8.0	0.0	16.0	14.0	8.0	52.0	32.0	28.0	24.0
EC:1.8.99.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.8	92.0	8.0	0.0	16.0	14.0	8.0	52.0	32.0	28.0	24.0
EC:1.9.3.1	4160.0	5893.0	4057.0	1177.0	5176.0	13325.92	6660.8	8177.5	8612.75	9632.45	9890.2	6366.799999999999	4624.39	7082.59	7009.01	1658.06	5747.75	2519.5	3321.5	2761.0	6627.82	10760.6	4232.59	4238.83	2591.0	4418.49	2370.68	9489.09	8661.02	7529.77	2487.5
EC:1.97.1.4	70251.64000000001	114903.36	95594.36	137867.13999999998	147328.66	47867.48	9149.56	98336.08	104722.97	61544.52	62537.03	72737.19	94065.14	68896.73000000001	96671.13999999998	115849.33	31208.140000000003	66815.12000000001	8881.18	55042.26	19653.95	38440.47	17998.21	24368.36	6854.449999999999	10071.28	30164.86	27837.04	35015.619999999995	30128.95	33082.56
EC:1.97.1.9	26931.64	25563.11	7729.43	18.0	18.0	36.25	27.5	38.25	43.5	37.5	366.89	30.75	8831.82	52.5	13066.910000000002	5016.799999999999	623.89	39.0	21.5	9.75	338.67	2768.07	767.0	1010.75	151.25	200.92	2083.33	341.37	213.83	357.33	23.25
EC:2.1.1.10	15361.0	36330.0	38271.0	62244.0	66150.67	20011.730000000003	3345.07	42999.87	47292.33	26361.93	24330.120000000003	31558.56	43521.98	30574.87	35038.99	48844.48	11824.17	29229.4	2884.38	24214.0	2462.37	5794.76	3603.42	7711.83	1157.25	1276.42	10124.0	4592.46	8816.960000000001	5879.98	13934.42
EC:2.1.1.100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
EC:2.1.1.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.33	6.67	2.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.104	0.0	0.0	0.0	2.0	0.0	0.0	2.8	0.0	0.0	28.0	25.6	0.0	29.6	0.0	0.0	8.0	0.0	0.0	0.0	0.0	70.0	15.0	35.0	52.0	27.0	27.5	0.0	49.0	25.0	52.0	0.0
EC:2.1.1.107	20394.49	20983.18	7824.84	1544.27	3561.66	9266.92	4396.4	5973.97	4596.75	5919.02	10504.79	5404.12	8250.800000000001	3991.86	14753.62	9633.49	6144.8	2670.36	2580.48	2198.63	6920.4800000000005	12538.73	5015.49	4865.92	2817.33	4312.77	4240.99	9467.87	8452.279999999999	8483.47	2816.42
EC:2.1.1.11	7.0	0.0	6.0	0.0	0.0	61.0	0.0	19.0	31.0	32.0	23.0	0.0	0.0	10.0	72.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
EC:2.1.1.113	0.0	0.0	1.5	0.0	0.0	0.0	4.33	4.0	0.0	5.67	1.5	7.17	0.0	3.17	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	6.0	14.0	0.0	0.0	0.0	0.0	0.0
EC:2.1.1.13	10445.24	10610.93	4604.01	1170.67	2776.66	4711.92	2374.83	4113.72	3028.75	5309.89	6927.700000000001	4375.68	4708.05	2942.28	7913.22	3772.82	2879.91	1439.56	1857.98	1262.6799999999998	6292.110000000001	10709.99	4345.4	3672.5	2034.82	3673.23	3125.9300000000003	7780.94	6680.28	7907.849999999999	2150.23
EC:2.1.1.130	713.0	1036.0	678.83	204.0	824.5	2299.0	1184.13	1341.0	1378.08	1498.67	1845.07	979.42	746.1	1209.42	2370.49	2808.15	1404.57	487.0	583.3199999999999	552.0	2129.12	3233.32	1135.47	1063.12	694.6700000000001	1126.07	634.5000000000001	2578.97	2019.02	2479.47	608.5
EC:2.1.1.131	713.0	1055.0	659.83	204.0	824.5	2282.0	1150.13	1330.0	1369.08	1466.67	1829.07	989.42	738.1	1140.42	2386.49	2797.15	1381.57	461.0	611.3199999999999	508.0	2503.87	4111.74	1456.35	1166.25	744.67	1358.0	958.5	3137.4700000000003	2634.85	3071.14	720.0
EC:2.1.1.132	713.0	1044.0	682.5	204.0	815.5	2288.0	1168.83	1326.5	1394.75	1484.67	1672.08	997.09	721.83	1258.42	1143.0	300.25	1152.0	495.0	574.75	537.0	2312.55	3769.55	1336.29	1122.02	652.5	1239.57	818.1700000000001	2921.4	2164.23	2905.49	612.4
EC:2.1.1.133	714.0	1055.0	659.83	204.0	824.5	2290.0	1160.13	1330.0	1369.08	1468.67	1829.07	979.42	738.1	1140.42	2386.49	2797.15	1381.57	461.0	611.3199999999999	508.0	2480.87	3854.74	1447.35	1142.25	680.67	1222.5	889.5	3104.4700000000003	2607.85	2970.14	657.0
EC:2.1.1.14	9603.58	9632.59	3708.68	1090.27	1608.67	3266.57	1405.69	2712.4300000000003	1205.4199999999998	2623.2300000000005	6185.54	3025.19	3531.17	1342.16	8890.52	9013.06	3618.48	1644.36	1440.2	1058.38	3184.67	6384.639999999999	3252.48	3009.7699999999995	1603.91	1989.3	2750.16	4201.219999999999	4270.139999999999	4760.16	1944.84
EC:2.1.1.144	9579.16	9439.59	3200.92	210.0	812.5	2201.75	1130.83	1275.75	1347.25	1421.17	1781.62	948.67	3604.83	1058.75	5706.91	2789.15	1327.57	438.0	476.25	455.25	416.09	1543.67	460.0	775.25	308.75	402.25	880.5	829.3399999999999	871.58	655.0799999999999	262.75
EC:2.1.1.148	8.0	19.0	9.0	3.4	8.0	63.33	45.5	52.5	26.0	39.0	80.0	6.5	51.25	34.0	66.67	3.25	51.5	15.5	34.82	37.8	1040.67	2102.65	672.38	414.05	264.57	580.85	371.94	1458.81	1141.9	1323.62	405.0
EC:2.1.1.151	713.0	1036.0	678.83	204.0	824.5	2299.0	1175.13	1341.0	1378.08	1498.67	1845.07	979.42	737.1	1204.42	2370.49	2808.15	1404.57	487.0	583.3199999999999	538.0	2084.12	3161.82	1135.47	1063.12	672.1700000000001	1126.07	631.83	2554.97	2019.02	2427.47	608.5
EC:2.1.1.152	487.0	761.0	315.5	144.0	389.0	1664.0	780.33	753.0	726.75	530.67	1080.75	419.42	325.5	494.92	395.5	212.0	934.5	397.0	324.75	334.0	354.0	576.0	217.0	388.0	247.5	263.0	161.0	717.0	725.0	505.0	204.0
EC:2.1.1.157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0	0.0	0.0	2.67	0.0	0.0	8.0	0.0
