function	46	25	22	11	2	40	235A	228A	227A	226A	073A	107A	106A	105A	097A	075A	081A	083A	085A	215A	088A	260A	259A	261A	167A	140A	146A	151A	156A	258A	161A	158A	162A	124A	119A	134A	135A	137A	115A	111A	120A	129A
K16959	6.29	29.0	56.01	115.0	3435.0	24.0	23.0	0.0	0.0	0.0	52.0	0.0	13.0	0.0	983.0	29.0	678.0	978.57	1088.99	109.0	237.0	697.0	459.0	368.0	46.0	86.33	65.67	32.0	277.0	1851.0	957.14	81.67	954.2899999999998	9.67	57.67	53.0	29.0	104.0	26.67	109.33	19.0	93.67
K16960	6.29	31.67	54.010000000000005	116.67	3437.17	25.83	1874.0	287.0	1334.0	1494.0	52.0	0.0	13.0	0.0	983.0	29.0	678.0	978.57	1088.99	425.0	237.0	1796.0	871.0	800.0	46.0	86.33	65.67	32.0	277.0	2531.0	957.14	81.67	954.2899999999998	35.67	65.67	57.0	29.0	104.0	26.67	128.32999999999998	27.0	184.67
K16961	1.83	2.67	5.67	4.67	6.17	1.83	0.0	0.0	0.0	23.25	14.5	0.0	0.0	0.0	64.5	10.0	0.0	0.0	0.0	98.0	75.0	127.0	283.5	83.0	158.5	71.0	98.5	45.5	7.5	0.0	38.0	3.5	79.5	151.5	121.5	152.17	55.5	101.0	79.0	224.5	86.0	493.0
K16962	0.0	2.67	5.67	1.67	6.17	1.83	0.0	0.0	0.0	43.25	14.5	0.0	0.0	0.0	64.5	10.0	0.0	0.0	0.0	98.0	75.0	127.0	283.5	83.0	158.5	71.0	98.5	45.5	7.5	0.0	38.0	3.5	79.5	177.5	129.5	154.0	55.5	101.0	79.0	243.5	94.0	584.0
K16963	1.83	31.67	44.67	119.67	3437.17	25.83	23.0	0.0	0.0	23.25	52.0	0.0	13.0	0.0	50.0	29.0	314.0	398.0	575.0	67.0	237.0	423.0	318.0	217.0	0.0	73.0	54.0	32.0	264.0	1628.0	24.0	65.0	30.0	52.0	16.0	10.17	0.0	0.0	0.0	38.0	16.0	182.0
K16964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K16965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K16966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17060	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	12.0	17.0	37.0	18.0	9.0	22.0	7.0	0.0	35.0	0.0	40.0	0.0	0.0	0.0	20.0	0.0	9.0	0.0	8.0	0.0	0.0	3.0	0.0	7.0	0.0	8.0	0.0	0.0	6.0	0.0	0.0	8.0
K17061	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	12.0	17.0	37.0	18.0	9.0	22.0	7.0	0.0	35.0	0.0	40.0	0.0	0.0	0.0	20.0	0.0	9.0	0.0	8.0	0.0	0.0	3.0	0.0	7.0	0.0	8.0	0.0	0.0	6.0	0.0	0.0	8.0
K17062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17073	22.83	23.67	46.34	49.67	63.17	44.83	0.0	4.0	12.0	105.0	598.0	38.0	568.0	94.0	362.0	5.0	35.0	261.5	244.5	1930.0	195.5	785.0	1117.0	345.0	472.75	491.0	558.5	490.5	771.0	36.0	1041.0	570.0	635.0	196.0	359.0	556.6700000000001	243.0	1878.0	454.0	369.0	333.0	2230.0
K17074	1936.83	1204.67	886.3399999999999	973.67	4955.17	1923.83	1851.0	447.0	1343.8	1648.1	6019.0	3297.87	3481.8	2239.07	1411.37	2987.13	1814.8	1862.0	1319.87	4017.94	3376.8	2463.0	2799.0	1455.0	1126.3	1317.33	1589.67	3028.6	1607.0	3293.0	1715.13	3318.67	1296.6	4977.67	2311.67	5349.17	7416.0	4291.0	1556.67	1323.33	7767.0	4135.67
K17076	1936.66	1207.34	889.01	978.34	4957.34	1909.66	1851.0	447.0	1343.8	1648.1	5616.0	3259.87	2918.8	2145.07	1411.37	2987.13	1783.8	1605.5	1045.37	2343.94	3366.3	2463.0	2799.0	1455.0	1050.55	1279.33	1237.17	3019.1	1295.0	3217.0	1713.13	3315.67	1296.6	4391.67	2267.67	3756.84	7171.0	4259.0	1556.67	1298.33	5782.0	4122.67
K17103	646.5	495.0	650.59	851.0	1130.23	652.8	114.0	116.0	520.4	724.5300000000001	5470.5	57.5	181.6	288.25	1930.17	745.5	463.0	569.5	130.25	9217.5	1837.5	11764.34	12030.12	12520.83	9528.92	11140.1	7569.62	1903.15	4222.799999999999	12622.4	12913.9	6095.37	7882.91	10512.34	11497.47	10339.59	10551.49	14016.95	7451.52	8857.1	10673.62	14140.61
K17104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17195	1904.58	1181.0	815.0	912.0	4867.0	1841.0	0.0	127.0	10.8	41.6	5279.0	3221.87	2368.8	2051.07	3191.09	3000.13	2301.8	2682.0000000000005	1742.85	64.94	3174.3	33.5	90.0	136.0	630.8	73.0	296.0	1716.6	308.0	2117.0	2660.4100000000003	78.0	2606.46	280.0	230.0	83.0	104.5	91.0	64.0	136.0	204.0	148.5
K17202	6.29	0.0	0.0	19.43	14.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1068.86	0.0	418.0	669.0	586.99	98.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1036.14	0.0	989.43	26.0	8.0	4.0	0.0	0.0	0.0	19.0	8.0	91.0
K17203	6.29	0.0	0.0	19.43	14.43	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1068.86	0.0	418.0	669.0	586.99	98.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1036.14	0.0	989.43	26.0	8.0	4.0	0.0	0.0	0.0	19.0	8.0	91.0
K17204	6.29	0.0	0.0	19.43	14.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1068.86	0.0	418.0	669.0	586.99	98.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1036.14	0.0	989.43	26.0	8.0	4.0	0.0	0.0	0.0	19.0	8.0	91.0
K17205	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17206	0.0	0.0	0.0	9.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	14.0	0.0	4.0	0.0	0.0	130.0	8.0	438.0	570.0	231.0	55.0	145.0	90.0	476.0	160.0	0.0	73.0	116.0	122.0	48.0	43.0	103.0	27.0	267.0	44.0	69.0	42.0	395.0
K17207	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17208	94.67	39.0	165.82999999999998	56.83	175.17000000000002	54.5	77.0	0.0	26.33	37.5	26.840000000000003	310.66	248.34	352.33	35.0	152.5	154.82999999999998	140.5	782.3299999999999	3.83	122.84	0.0	0.0	0.0	31.340000000000003	0.0	2.17	7.5	0.0	311.83000000000004	4.67	0.0	11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17209	94.67	39.0	165.82999999999998	56.83	175.17000000000002	54.5	77.0	0.0	26.33	37.5	26.840000000000003	310.66	248.34	352.33	35.0	152.5	154.82999999999998	140.5	782.3299999999999	3.83	122.84	0.0	0.0	0.0	31.340000000000003	0.0	2.17	7.5	0.0	311.83000000000004	4.67	0.0	11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17210	94.67	39.0	165.82999999999998	56.83	175.17000000000002	54.5	77.0	0.0	26.33	37.5	26.840000000000003	310.66	248.34	352.33	35.0	152.5	154.82999999999998	140.5	782.3299999999999	3.83	122.84	0.0	0.0	0.0	31.340000000000003	0.0	2.17	7.5	0.0	311.83000000000004	4.67	0.0	11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17213	107.29	72.0	94.0	155.0	201.0	91.0	653.67	50.83	143.17	245.16000000000005	432.0	34.0	90.0	36.0	1086.86	55.0	432.0	679.0	659.99	68.17	80.0	260.0	640.17	258.33	154.0	39.0	134.0	728.0	67.0	983.17	1111.14	61.0	1058.4299999999998	332.0	345.0	281.0	191.0	1676.0	210.0	404.0	280.0	627.0
K17214	107.29	72.0	94.0	146.0	190.0	83.0	653.67	50.83	143.17	245.16000000000005	65.0	17.0	53.0	18.0	1077.86	22.0	425.0	679.0	624.99	166.17000000000002	40.0	31.0	213.17	119.33	134.0	70.0	125.0	506.0	59.0	983.17	1052.14	11.0	1032.4299999999998	295.0	254.0	250.0	109.0	363.0	103.0	164.0	229.0	539.0
K17215	43.29	58.67	45.67	94.67	107.17	48.83	653.67	50.83	181.17	431.36	1977.0	17.0	264.6	18.0	1375.86	3001.0	432.0	700.0	633.99	8796.17	92.0	3052.0	3138.37	2970.33	6503.0	3011.0	2421.0	5798.0	5492.0	996.17	1366.14	4873.0	3088.43	703.0	1223.0	982.0	382.0	2739.0	949.0	851.6	1389.0	4226.0
K17216	0.0	29.0	42.0	115.0	3435.0	24.0	23.0	0.0	12.0	0.0	52.0	0.0	13.0	0.0	50.0	29.0	314.0	398.0	575.0	67.0	237.0	423.0	318.0	217.0	0.0	73.0	54.0	32.0	264.0	1655.0	24.0	68.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17217	0.0	29.0	42.0	115.0	3435.0	24.0	23.0	0.0	12.0	0.0	64.0	17.0	50.0	18.0	59.0	51.0	321.0	398.0	610.0	67.0	277.0	423.0	318.0	217.0	20.0	73.0	63.0	32.0	272.0	1655.0	24.0	71.0	30.0	7.0	0.0	8.0	0.0	0.0	6.0	0.0	0.0	8.0
K17218	28.0	9.5	38.0	68.5	94.5	14.0	5.0	8.0	13.0	126.0	47.0	17.0	40.0	93.0	9.0	24.0	7.0	0.0	35.0	19.0	40.0	923.0	1909.0	1572.0	24.0	4575.67	3623.0	429.0	8.0	8957.0	3454.0	3.0	0.0	111.4	86.0	60.0	101.0	0.0	16.4	77.4	79.4	8.0
K17222	1.0	0.0	0.0	0.0	13.2	0.0	5.0	8.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
K17223	1.0	0.0	0.0	0.0	13.2	0.0	5.0	8.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
K17224	1.0	0.0	0.0	0.0	13.2	0.0	5.0	8.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
K17225	29.0	22.0	30.0	41.0	77.2	19.0	5.0	8.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
K17226	72.0	44.0	69.0	115.0	143.4	43.44	5.0	8.0	0.0	42.0	12.0	17.0	37.0	18.0	9.0	22.0	9.0	0.0	35.0	0.0	40.0	0.0	0.0	0.0	20.0	7.0	9.0	0.0	8.0	0.0	0.0	3.0	0.0	7.0	3.0	71.0	96.0	5.0	6.0	43.0	0.0	11.0
K17227	1.0	0.0	12.0	21.0	41.2	0.0	5.0	8.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
K17228	0.0	0.0	0.0	0.0	11.0	16.0	30.0	0.0	27.0	5.0	12.0	17.0	37.0	18.0	9.0	22.0	7.0	0.0	35.0	0.0	40.0	0.0	0.0	0.0	20.0	0.0	9.0	0.0	8.0	0.0	0.0	3.0	0.0	7.0	0.0	8.0	0.0	0.0	6.0	0.0	0.0	8.0
K17229	0.0	0.0	0.0	0.0	0.0	0.0	5.0	8.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	86.5	36.0	319.5	267.5	1.0	0.0	215.0
K17230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17234	0.0	2.67	2.67	1.67	2.17	1.83	0.0	0.0	0.0	0.0	25.0	37.0	30.0	0.0	6.0	24.0	0.0	0.0	10.0	0.0	25.0	40.0	0.0	17.0	21.0	0.0	0.0	0.0	18.0	0.0	37.0	33.0	46.0	148.0	0.0	2565.0	1928.0	264.0	0.0	0.0	58.0	25.0
K17235	0.0	2.67	2.67	1.67	2.17	1.83	0.0	0.0	0.0	0.0	25.0	37.0	30.0	0.0	6.0	24.0	0.0	0.0	10.0	0.0	25.0	40.0	0.0	17.0	21.0	0.0	0.0	0.0	18.0	0.0	37.0	33.0	46.0	148.0	0.0	2565.0	1928.0	264.0	0.0	0.0	58.0	25.0
K17236	0.0	2.67	2.67	1.67	2.17	1.83	0.0	0.0	0.0	0.0	25.0	37.0	30.0	0.0	6.0	24.0	0.0	0.0	10.0	0.0	25.0	40.0	0.0	17.0	21.0	0.0	0.0	0.0	18.0	0.0	37.0	33.0	46.0	148.0	0.0	2565.0	1928.0	264.0	0.0	0.0	58.0	25.0
K17237	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17238	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17239	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17240	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	8.0	4.0	0.0	0.0	0.0	19.0	8.0	91.0
K17241	0.0	2.67	2.67	1.67	13.17	17.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	3.0	6.0	0.0	0.0	0.0	6.0
K17242	0.0	2.67	2.67	1.67	13.17	17.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	37.0	88.0	0.0	17.0	0.0	6.0
K17243	0.0	2.67	2.67	1.67	13.17	17.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	3.0	6.0	0.0	0.0	0.0	6.0
K17244	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	59.0	52.0	0.0	8.0	0.0	0.0
K17245	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	59.0	52.0	0.0	8.0	0.0	0.0
K17246	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	59.0	74.0	0.0	8.0	0.0	37.0
K17247	7813.96	6871.5	7838.08	6997.76	539.55	8677.39	1701.75	3434.67	3403.41	3326.25	58.59	340.41	304.34000000000003	913.5	1118.36	193.75	581.8299999999999	809.5	1409.07	6.58	1551.59	0.0	0.0	0.0	56.59	2303.0	2465.42	2364.67	2881.25	311.83000000000004	1619.23	2054.83	1455.01	22.25	18.75	75.25	96.0	9.5	47.0	43.0	0.0	16.0
K17248	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17250	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17285	1.0	12.5	0.0	14.5	9.7	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17315	182.0	112.0	169.0	242.0	370.0	155.0	0.0	0.0	0.0	7.25	12.0	17.0	37.0	18.0	9.0	22.0	9.0	0.0	35.0	0.0	40.0	0.0	0.0	0.0	20.0	14.0	9.0	0.0	8.0	0.0	0.0	3.0	0.0	7.0	3.0	30.0	0.0	8.0	6.0	0.0	0.0	14.0
K17316	128.0	88.0	110.0	198.0	215.0	90.0	0.0	0.0	0.0	4.0	12.0	17.0	37.0	18.0	9.0	22.0	7.0	0.0	35.0	0.0	40.0	0.0	0.0	0.0	20.0	14.0	9.0	0.0	8.0	0.0	0.0	3.0	0.0	7.0	0.0	30.0	0.0	6.0	6.0	0.0	0.0	14.0
K17317	128.0	88.0	110.0	198.0	215.0	90.0	0.0	0.0	0.0	4.0	12.0	17.0	37.0	18.0	9.0	22.0	7.0	0.0	35.0	0.0	40.0	0.0	0.0	0.0	20.0	14.0	9.0	0.0	8.0	0.0	0.0	3.0	0.0	7.0	0.0	30.0	0.0	6.0	6.0	0.0	0.0	14.0
K17318	328.15	164.03	211.7	298.03	440.53	254.47	3736.0	912.0	3654.6	3582.6	9487.5	796.74	1974.8	1746.14	2539.91	5786.26	771.6	702.0	232.74	19196.38	3219.1	11461.83	11840.4	8791.0	18650.77	10277.3	11174.2	11947.7	13531.0	5940.0	6312.26	11832.7	9616.03	7060.87	12577.7	24534.69	13530.17	36684.8	15166.03	9057.17	8377.67	38605.36
K17319	184.32	102.7	124.37	176.7	264.7	169.3	3736.0	912.0	3339.6	3430.4	8609.5	762.74	1170.2	931.14	1741.08	3606.26	631.6	632.0	232.74	10750.38	2602.6	7558.16	7845.7	5407.0	12465.94	6810.3	8569.2	6593.7	8116.5	5914.0	5875.26	6779.2	7488.36	5363.54	9362.7	19460.36	11750.84	24209.8	11431.36	6766.24	6055.34	26321.02
K17320	186.15	102.7	124.37	179.7	264.7	169.3	3736.0	912.0	3339.6	3430.4	8609.5	762.74	1170.2	931.14	1735.41	3595.26	631.6	632.0	232.74	10750.38	2602.6	7521.83	7784.7	5384.0	12333.27	6800.3	8569.2	6593.7	8116.5	5914.0	5874.26	6779.2	7487.03	5349.87	9326.7	19308.19	11695.17	24050.800000000003	11354.03	6745.57	6034.67	25996.36
