pathway	055B	056B	068B	071B	077B	078B	091B	092B	093B	094B	098B	099B	100B	101B	217B	218B	219B	220B	223B	224B	225B	241B	242B	243B	244B	245B	246B	248B
PWY-7185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.470979371015154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7187	5247.369532809298	11685.296510618253	13182.592923907154	22712.174880381703	5269.949544252475	6426.359097999571	14508.029989502813	43935.692451557545	21237.654506029376	15653.828930495829	20243.79958951318	18709.1231990782	21125.02736814637	4654.890371537258	5487.204119083994	11928.163282251577	10692.001739876452	13114.070688439386	12713.607121925144	11787.62873384736	13147.817815613487	8794.895814437252	8808.480677763171	9308.287632853053	13512.352148490265	8053.311065054745	8825.797005534245	12695.001865000117
PWY-7196	4840.692935040618	12037.004889571082	13359.368099362126	23979.262805290567	4920.667571801654	6042.873779200883	14994.491207242523	46532.53470697062	22751.595740037286	16540.00704046394	21909.973451407444	20289.154475313007	22871.573972797305	4937.4788159196605	6389.610318200238	13394.09382500682	11615.53545399509	15329.05029984331	14992.698217549749	13362.004735479572	14742.270900007758	9819.85816228068	10093.61750348639	10901.686613247552	15413.08045068091	8838.878878314385	10342.447056644924	14286.137929255685
PWY-7197	5510.967161587266	11824.809297360052	13499.52901771215	23428.84301845733	5673.444268245391	6656.981759072579	14656.875021867832	42462.85172739366	21295.74672538025	15687.856707057244	20281.52897977963	18764.72128547077	21179.293786052665	4680.257076300361	5108.382985036576	11618.420938880829	10583.13573630068	12148.23096891055	11768.01660242956	11349.543426388336	12615.391095794075	8435.883549211252	8381.998250174825	8657.831393189455	12953.26486106697	7872.954989366162	8225.48758110434	11974.785950550637
PWY-7198	0.0	0.0	41.91670689212921	0.0	0.0	0.0	0.0	76.9113903719633	0.0	0.0	0.0	0.0	0.0	0.0	150.9761055814459	69.72445804460126	0.0	173.32346378837198	180.13751488130475	31.44210569169598	154.49511555111366	27.939984782529425	209.9898296714808	221.8936240951596	147.04381926240453	110.98313622073395	295.530429954766	400.49771670864953
PWY-7199	3662.771220650988	10308.87277553396	11036.256013512548	16480.221802052056	3467.650328624009	4569.580242000166	12207.776241265896	40014.35831876597	20113.17207247773	14054.22658348736	19530.120229245127	17698.465472297066	19786.969208532995	3762.927184000657	4725.929631573624	11022.417728370698	10325.19436740205	11930.94544072326	11647.683524246182	10511.44966007466	11565.300948434977	8035.805555216173	7380.202099178568	7963.266195246972	11894.04940438474	7162.001327842336	7794.441736312033	11099.065481583715
PWY-7200	4562.988775009422	11132.199464833286	12332.229713257568	20794.14427560304	4615.259366407175	5586.6901184006965	13690.851833088778	42003.82380982746	20805.78618170885	15089.307750361775	19971.899769683885	18421.22424640459	20709.502987146083	4283.952312515565	4855.54514586247	11297.715782656502	10448.72526756252	11785.740693050622	11509.243940917371	10840.758129119027	11993.983463470398	8196.038530045467	7813.258990179137	8155.836713700919	12313.83460234205	7516.416955897348	7859.326751138846	11424.456738263474
PWY-7208	7332.059265154101	14960.04232880025	17976.538424290597	31153.91226289432	7516.094541199824	8922.40434355808	18962.048645769668	60917.91728077032	28655.108804800355	21276.399006435604	27010.23163990588	24647.798983582787	28246.557753245244	6294.835316987	8366.39544357302	17024.859894127512	14063.75050875745	20258.27203911649	19705.06345019272	17289.727384769893	19112.55056931341	12448.118348468564	13093.338159753255	14346.31819927761	19923.565637621563	11144.178362891971	13621.697873219822	18779.899504208403
PWY-7210	0.0	0.0	59.815065280007694	0.0	0.0	0.0	0.0	109.79947910193428	0.0	0.0	0.0	0.0	0.0	0.0	213.0867371043728	99.37784479946087	0.0	246.1656626696187	255.7240717134674	44.8685691388672	219.65794338044407	39.863298269788594	297.0049652553921	313.7016382817838	209.1293972155372	157.72196072982564	416.0705357198629	564.5576271840339
PWY-7211	6001.600142480472	13065.676691097313	12446.980493892746	12594.625492519395	5935.4495805821525	6922.035547013126	14309.910371443922	20900.374399777	13578.150491117463	10786.980710220772	7131.198276258888	14738.726591713008	5095.840152480106	3616.267718197702	5601.0441884358215	9639.202500229672	9908.180004617863	12713.682468971414	12543.47683301873	10886.822861952913	12360.789750622993	8127.400886751599	8802.086764897847	9626.808517046884	12581.40977551738	7779.682713231523	9070.488237465312	12012.571434396368
PWY-7219	6832.149941228066	14398.69207212196	16430.063089750107	27396.284447319817	6950.17175624261	8139.015703477294	17868.707472551494	52831.1995730219	25114.80778346409	18665.67754895224	23461.422558928032	22101.24104292725	24386.419622799007	5535.349864554875	8242.46380004137	15515.625415645223	12957.250741049307	19649.15311739141	19231.371714692406	16124.977911526492	18028.85774747406	11676.541028686335	12611.587049314388	14358.196020778478	18764.56458566809	10380.477573990103	13295.479320345128	17813.19443560066
PWY-722	0.0	0.0	50.48664237166748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.77168043261718	44.58974428108275	0.0	68.06579760712367	43.05400910591136	129.4307565052721	62.47331346948712	30.61381074168798	99.90629639291387	144.05429296380143	47.89081898951624	23.83920043422952	85.06258834263569	127.78811109484778
PWY-7220	6790.561833864385	15146.889840995063	16372.392209906508	28607.877347186823	6891.151343046457	8119.895656568874	17916.54244800871	52933.21098807068	25624.524875163817	18813.713740243405	24368.56960502823	23251.56357238176	25382.24827405541	5683.723738342352	7323.906128599707	14897.261236112776	13421.298406919565	18083.201686909284	17602.732927213798	15171.265256968349	16877.18643983916	11198.676321156683	11147.4310259672	12783.48307620122	17555.724307068314	10340.77310860938	12011.646348101129	16399.855544735918
PWY-7221	6100.495777949665	12368.10851402744	15409.415934554863	26098.5807523714	6536.31176526179	7173.666010807517	17194.283738508253	47989.45842398361	22260.06593710666	16896.70023215948	20525.396589541982	19317.79301872437	21788.32567910476	5015.394714664937	7247.746671731131	13620.146843719433	11104.488963197173	17284.772990988466	17036.73102860883	13945.934429020092	15779.771046229693	10542.575550595886	11074.923054597177	12475.734408426406	16589.48194879194	9059.378895174716	11643.904979806368	15819.54246755477
PWY-7222	6790.561833864385	15146.889840995063	16372.392209906508	28607.877347186823	6891.151343046457	8119.895656568874	17916.54244800871	52933.21098807068	25624.524875163817	18813.713740243405	24368.56960502823	23251.56357238176	25382.24827405541	5683.723738342352	7323.906128599707	14897.261236112776	13421.298406919565	18083.201686909284	17602.732927213798	15171.265256968349	16877.18643983916	11198.676321156683	11147.4310259672	12783.48307620122	17555.724307068314	10340.77310860938	12011.646348101129	16399.855544735918
PWY-7228	6482.621823339835	13684.43749757982	16212.081113053897	27815.38797279292	6800.350517303607	7678.241178470945	17631.199745991424	48933.46292669462	23932.44791069584	17949.10712055073	22308.12165877925	21191.6362266453	23535.843372864914	5337.859912763855	6384.012397487776	13501.307242290246	12008.624492581774	15047.321352002313	14766.165493483772	13360.469759570064	15088.644816945258	10247.96837343994	10263.156565452742	10918.180240170694	15667.736308019876	9258.984490351157	10309.894239952457	14504.9203484825
PWY-7229	7091.133941812149	15343.42493217906	17017.460488549303	28821.45957307356	7206.242958130951	8442.158617394694	18697.234265713418	54832.281766470485	26185.79530341965	19417.446857017138	24567.48377739116	23384.918828843845	25547.757543432584	5780.787725738299	8143.205459647283	15786.426914349902	13646.378728348243	19618.182349877337	19165.158920443948	16260.244783534032	18183.922392987035	11881.687372192451	12493.449021605256	14157.65393672488	18882.905446359346	10754.526364324904	13197.461744493774	17870.71883849013
PWY-7234	5692.460766023314	11905.397637676888	13652.785072046972	24604.8613448526	5897.315495191324	6783.698298911518	15145.40484979978	46969.73805423235	21526.20887812767	16265.107856851346	20372.21242092005	19067.482820986905	21494.67697629741	4813.88329271393	5226.568115562639	11823.820380878487	10657.405399710786	11756.915530857525	11976.581148216208	11488.873896958909	12803.979653740462	8714.697395748466	8723.623454560811	8342.666359853265	13250.357249567433	8126.84954680925	8169.851088015805	12433.915579243872
PWY-7237	4627.0	4413.08	6522.280000000001	3002.83	3865.33	5129.04	2940.49	3881.5	3606.09	2973.75	1486.25	544.29	1022.91	1300.5500000000002	1245.26	1133.88	1009.18	1585.97	1648.6799999999998	1851.4500000000007	1991.9	1524.2599999999998	1474.19	2422.2200000000003	1979.45	1722.51	2545.21	2102.36
PWY-7242	2721.403159621809	11735.244559652469	10807.499003976136	8622.591890951624	2352.120570798272	2522.403614292352	8591.346267452871	16289.46880523961	4908.913103419477	4108.622229364306	1495.8348676273224	10859.710475840411	1468.4451294826583	1082.7451543755892	3316.097781780251	4112.331309109859	8505.69679880307	7788.455229245708	7753.21291701673	5539.535111446109	7479.884688916596	6476.071391857135	4593.1829440766805	6114.333863593442	7239.564157016603	5585.487244476809	5643.922373298706	6565.992898332605
PWY-7254	6573.424170063439	15103.718633092732	8495.309145659161	14408.72236667	5676.704391319937	8680.884833548116	15206.033734148725	40063.90165742512	25071.377285111863	17271.308936124573	25046.751559123142	22598.114063909383	23752.70276985213	4908.646051331562	3743.51145414865	14728.234363212036	13352.539371601735	12233.058613494162	11216.814050707597	14317.858634823764	13571.051650204674	7595.681881324742	9320.136425492705	8041.468629314872	15047.106566324645	9385.897293154909	7897.545536738747	14186.66828132972
PWY-7255	0.0	0.0	27.90095535290888	54.42402708510165	51.35142391131399	0.0	0.0	0.0	78.31321061268841	41.497956912643694	15.87751175540099	31.89475223884533	0.0	39.21267554149191	51.00295522563152	0.0	0.0	115.33264323753284	112.88726928834744	53.39753019696469	0.0	11.966161419333122	0.0	47.55138779988077	71.09136424086897	0.0	70.89437456763885	119.41172039550106
PWY-7274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7286	31.855305606333044	0.0	0.0	0.0	0.0	0.0	0.0	29.32864985064142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.98026398744205	53.28905033731189	14.662696648180653	14.66309762465506	0.0	42.62343407182331	19.991452070906785	5.3328800505353655	0.0	55.26366516074597	37.30999881243956
PWY-7295	0.0	68.61588174341769	0.0	69.15181041590924	83.97399024241157	83.60052455227923	21.90813468765388	7.98000253637752	147.35669318072368	33.65767666556287	6.6013699498366085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.47934296296136
PWY-7315	401.8294302424579	6785.454677169334	439.4024485037249	109.01875828292648	78.32477589546552	185.9693766140544	3280.267712728676	1891.9878209136127	244.7338613500584	384.2739262700821	225.69223480750668	4253.326129316017	162.02545291219084	218.859919382592	1074.6978927245605	1065.2336212321793	3757.231790861264	1943.335105079246	1543.6787057512347	1652.745293476146	2197.8931189761884	1285.8123201093754	1160.6676367477155	1614.063095083295	1464.5388220378156	2153.1415180987515	1608.04683005608	1694.379687449743
PWY-7323	4329.169324497091	10259.794956133725	6300.2240325273215	3594.672612388421	3770.117571429225	4760.180085776894	7370.30564146981	4762.747936594834	4611.220085898539	3738.769324961911	1829.5437966545376	6430.988835326315	964.0855178112148	1519.0269622129665	3485.3970989311747	3981.541999645848	4906.304250903455	7851.928140690572	8188.327375271551	5138.520027161574	5909.015726572079	3897.972098154291	5025.611097481665	6985.2594518391215	6567.716360689437	4090.071487470108	6078.098693814608	5976.831180546815
PWY-7328	3763.771555737805	6662.836980652917	5777.506171381337	4749.674891040435	3219.0691333208374	4233.794437816927	5529.671101669454	5703.646868231416	3192.323747654721	3770.939742814729	1790.0667155664828	4843.408686689639	1217.9408070284835	1488.5393395937642	2326.859629683933	2784.415413048019	2265.757973126916	4584.452774952607	5094.805184535626	3665.1281635285272	4066.3493886639744	2534.866071287277	3657.7462331181273	4933.629051840094	4505.347772652029	2883.210434070516	4036.890265368563	3893.714332030992
PWY-7332	48.643034549730494	55.77793008423134	0.0	97.65290658656671	383.50003180526335	0.0	186.9824029447633	0.0	249.4924827297433	145.85649632609451	55.86858497763848	0.0	0.0	86.11937010619533	842.8535105201481	679.2620198070085	69.60887091393347	2078.4770385968163	1725.2510562030698	1155.0277769013712	770.9629320040078	530.9589437269705	1133.3128888433532	1241.3909874479962	1338.775611878648	278.5246459268745	1086.483875388947	1038.956025983367
PWY-7347	0.0	0.0	56.84672752558002	0.0	35.87134104131577	0.0	32.95261492097189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.48044933156331	28.431786766531896	0.0	10.493008773941256	0.0	15.727278045470609	7.495358374722969	0.0	0.0	17.969920001198826	17.974842471485918
PWY-7371	79.52586206896552	17.0	45.43646572678658	23.0	50.98409455187119	58.0	52.74999999999999	1.0	60.6264767013074	51.0	16.0	0.0	0.0	37.0	355.5080018523093	300.7592041065538	53.12920673076923	558.7221570721235	608.1205473288063	469.0139289801582	576.3161080710033	257.1725530566994	473.47943111080815	619.1591987348445	567.0446669293333	199.3656190318027	465.05902461668336	539.7165075848657
PWY-7373	75.64998602180599	0.0	36.09812949718682	10.514285714285716	43.90782012491301	0.0	48.25081840366644	0.0	51.772490392788825	40.47619047619048	0.0	0.0	0.0	0.0	240.6943397787756	220.5312087085192	52.90664272890484	380.08238132307537	389.8839117010317	318.4782671521409	437.3322904657632	167.379876436499	285.13626996405526	470.86989585127947	449.56743866138873	140.27338999740812	308.00643193055146	380.18286069967166
PWY-7374	0.0	10.818181818181818	29.190360951219404	0.0	0.0	45.92760180995476	17.91509433962264	0.0	0.0	12.75	0.0	0.0	0.0	27.611940298507463	259.2186658503793	230.3620673376547	3.204664935000373	380.1848783468223	489.03401317594734	366.7269643349516	377.7118267690832	194.1760652373058	387.5803115381495	425.82792012961687	308.26995323583265	151.95317807917195	358.64324685322305	369.64200678094994
PWY-7376	2892.653776645436	3150.425482398406	4019.434404817922	2131.635087613894	2384.2051476698566	3136.1322278858484	2746.921223359338	2335.610620397775	2354.3815390388268	2073.6964499724845	1001.74425357884	490.91036956976455	552.591002931724	789.7398838871093	1133.114967007407	1137.7618938523835	505.6277514849366	2132.7468118369675	2290.1021779138623	1930.4107536346185	2016.4574104021408	1364.080860851545	1984.5313648441424	2428.878672573391	2285.6651339634054	1262.8930847238166	2259.905451419353	2184.281892379002
PWY-7377	453.9730764863131	142.76567291528113	88.00832827963298	310.29286443690734	392.5666154546597	535.6569387284152	575.7554857227893	484.7960985701169	32.21209629712422	465.9872243680925	338.0271317031307	128.0290503102889	149.87552822875563	256.5252191383451	1323.7503804005337	1107.297166988751	429.6700030447233	3296.993428260881	2926.6267970500653	1778.1997876404707	1917.322904250293	1161.2517955692374	1794.193112447068	2454.654307721903	2028.826027646088	847.7928544670418	2029.6460246736767	2209.118227516033
PWY-7391	85.85737591292168	0.0	0.0	15.991364984114572	0.0	0.0	0.0	87.87194519451053	0.0	0.0	0.0	0.0	0.0	0.0	64.26953331813276	79.14499191047108	43.81259885960503	257.1376042295087	528.4543693456877	108.62864816202274	110.9768203628097	54.273815624776034	156.908031882714	209.7294587545408	232.1674797282672	114.04924896115664	431.1097579748824	178.4978638178633
PWY-7392	3565.68441397622	8411.526657464256	6321.748230828503	6305.352913575316	3356.262529982764	4213.106922527923	8292.781392668832	7070.734322362794	4983.646423157895	4168.091893118341	2479.829219348837	6873.6972618439895	1431.9178116933706	1756.202358249847	4434.638071341276	7547.1716107412785	6187.2024605133065	10815.383690372286	10958.056551016429	9166.057364123424	10182.195533276024	6390.26411899016	7142.717255632131	7141.968403026618	10662.97350270914	5687.938473258683	7503.131340884459	10252.365595599564
PWY-7400	6284.706514922556	12650.743060950224	8561.215699347114	15710.440264722749	5812.436632901216	7632.759285134431	13992.452489888976	29445.621594199725	18095.118957161543	13922.200976347936	13020.250166888974	16110.58923662806	9797.296670833432	4437.293340356977	5872.950423981875	11999.394439895266	10362.816905102243	14403.715283719965	13612.1308126392	12769.926472772568	13240.11431784356	7485.686570095591	9427.20089538539	10296.678584071704	13952.80221890506	8001.92859875735	9711.427606100937	13441.406737965752
PWY-7431	3694.914375599767	3255.195148466309	5076.279564189194	2640.5726152487373	3155.317036979015	3804.4198934211786	2813.09900786787	2967.8421873566385	3250.0186971860994	2755.707731145084	1120.643953682735	475.8903619137689	685.9155279393697	897.5309621225432	523.5605657491334	562.8339819983884	282.2265216049344	689.2149371825448	787.3854727996818	925.9596699553108	917.2642366027168	683.0364144529461	894.3718286510338	1034.4549045855674	902.8406091784556	717.4437442138021	891.3021149889212	959.9899741729632
PWY-7446	86.39791666666666	5149.75	30.5	6.0	8.25	13.0	2004.7472456849068	203.1136098130841	11.45	62.75	109.25	3630.5	5.25	90.08724240237348	45.98571428571429	58.75	2503.0	102.75	93.3754716981132	81.32959641255604	177.35656734041814	374.0	38.25	79.25	119.28273950397148	1064.75	164.87	101.77224290864912
PWY-7456	243.52248113956776	0.0	379.7436650598788	2045.5654402553605	17.1395578026358	173.73040096678923	60.66123957310968	171.3470707386422	84.0885152750092	0.0	167.69510932093823	0.0	0.0	0.0	1490.709055439747	1423.6445638492016	310.05626097482804	3724.4958929983823	3707.66878271832	1961.0701422883249	2505.4440178835675	1501.8602644239645	2133.9710790393856	3386.6888308470066	2839.384229413899	871.3494333179149	2564.0356486538885	2670.6772275474614
PWY-7527	0.0	66.81098911580655	0.0	85.49463663075778	0.0	8.794060163039775	88.27507392135226	0.0	0.0	0.0	0.0	0.0	51.3950672670328	0.0	99.83635892814652	25.69603577273433	0.0	150.35429248138206	238.27372264885983	95.62134390869454	5.9467309837138185	30.407364799282654	32.20880399913371	116.52619686499014	189.7440154187828	0.0	63.20054069280547	198.7161919929735
PWY-7539	6294.607099360681	12316.2025246445	8110.340103617374	11950.492391735492	5288.143623621858	7632.890369503821	14185.703398763146	38175.43442028399	21526.222354248883	16207.145297109735	20598.9783696869	17210.149260883096	19546.80897560837	4445.926641932891	5879.292790805716	12095.9247561517	10220.737886308696	13855.51099923883	13188.702536191971	12119.896007608346	12573.806920788782	6847.9534036408895	9328.377447745806	10449.962192706502	13440.773248710197	7821.64399587404	9248.983221078935	12738.94438858017
PWY-7560	3761.3070996685633	9246.296977488955	6144.113509318622	5745.288373397393	3485.8528495367627	4177.728697143734	8192.045219796564	6450.373114529809	4989.17799828529	4303.438961946709	2056.1077944193808	5922.377629845307	1184.6380837185	1514.5049355760214	5957.037586392656	6884.514977072373	5691.937150948683	14110.590608982417	13628.419981183995	9223.376548668415	10387.359804593274	6016.753887436756	8213.495438311931	10876.099573033409	11026.83759800817	5374.251605625046	9594.626361484883	10844.765047121016
PWY-7616	50.45298794231427	214.88383273465007	112.24437069309776	143.23898513981013	412.66332163707926	134.69273122144926	1202.1158457619035	10.975220783231684	246.4272553199642	70.111680211713	10.449106589506718	23.041800582300063	150.79297366904402	196.8210568254758	229.96080389190217	253.82874513797964	22.89095415133232	432.80430195971786	562.6341956848289	403.1622800097271	165.10044587236592	148.33889897614404	233.74799819050733	253.1783284241141	372.71288839513727	134.9713861834555	499.2008956091418	468.6194541680216
PWY-7644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.463291139240507	0.0	0.0	0.0	6.96480146915607	4.525357607282185	0.0	0.0	18.312993262752645	0.0
PWY-7663	9193.711014213188	17658.76179834051	21278.794277386023	32287.768032798453	8944.199423314802	10619.316480288797	20691.323998773423	59052.36752681114	29031.78662216422	22209.6097693856	25717.57620578959	24520.793791867018	26482.578398909176	6299.908804740046	9735.580039800116	17332.0995765199	14671.253303561298	22390.43382411053	22274.29278998859	18572.37286168587	20935.656392406483	13917.193356658992	14853.867922832398	16705.956953605404	21857.07612207548	12047.463016664618	15421.737269689333	20442.769877628605
PWY-7664	8750.102586344998	16493.21207626677	16792.970769371575	10649.273323499774	7780.2685090373	9989.21379294727	12495.22418517169	17107.75988707456	12480.700842620505	10196.560119344023	6842.392798853847	11143.795426018289	4498.73682827719	4002.135960651448	5907.433352260023	7532.603677134901	8714.284456773214	11989.346706830842	12213.688058586018	10452.88381728448	11638.763315388052	7965.794317304381	9502.603560217614	10613.47513768274	12617.233596825568	8170.227754994074	9683.031255758538	11623.940608240007
PWY-841	6451.767670334853	13668.53641240573	15725.18058971664	26747.99073861808	6614.897008766481	7682.732152858457	17092.42353424138	49576.75993157279	23930.08871025273	17839.94114792431	22488.02924268749	21214.35787931728	23499.435980711536	5306.429531379139	6954.588720839086	14026.542128216424	12219.24274108059	16506.65548081363	16134.190057481956	14194.558619729532	15891.842133535129	10571.654848318942	10986.87682592228	11992.546364143283	16556.339982076603	9533.312361461492	11251.751671800064	15469.283002041702
PWY-922	2525.532077080329	4714.540338367447	10299.02749587842	22005.83298920411	3245.0995834085484	3752.714164196621	10417.075559125524	44775.13420636844	20142.3503839967	14666.12421679876	20780.65680548263	16409.749632577244	22085.72203741888	4103.753671109355	1445.3277334093991	8625.081054717408	7497.509786549067	3822.724462062413	4003.6483494897134	6300.1456031807575	6706.61799376732	5312.464471252576	3559.684016021328	1903.60152765034	6848.201990953388	4914.978206894921	2413.604664375448	6141.6726758719415
PWY0-1061	4782.05179979893	15741.729749254257	14342.703768541847	10337.029960176704	4138.914040502725	5105.707258205712	12756.448129802482	21679.61609728764	7581.050504776192	5790.890758033591	3799.977326932397	15233.18915701495	2644.486205729544	2944.286381027571	4360.192056533583	5871.6932372695655	11148.265816544632	9097.145020994543	8857.694313199307	7404.999392252134	10763.45124059476	8706.264807393833	6673.198003375557	7361.650257413572	9672.507013276128	8010.645687606282	7073.797682683231	8993.223534867286
PWY0-1241	2084.018587252525	7237.444017141124	2996.2338482370133	1109.908484488266	1521.723338837848	2341.2588237402647	3157.342513656218	2479.704559886543	1386.5225774533762	1331.2907985389072	885.4134400021354	3987.260722274935	562.1669748730129	811.1091748097128	1634.2166209552618	1626.9966178519762	3671.344519606466	3183.4037950451493	2862.881940400432	2468.796411843913	3293.2358424440017	1936.9819828284408	2072.3470083589104	2718.747153633976	3021.984001394896	2645.2323252797105	2439.2498816324623	2677.865048666319
PWY0-1261	6293.102108658228	16781.13198488135	13486.127344962586	17865.203764640988	6052.16753741553	7569.557891005048	15769.449761669492	26566.00467994095	16217.298014490409	12351.944877736234	7921.207023444794	17245.8563100503	5485.482882104987	4094.7913768671	6118.175087888303	11520.713223260962	12838.3254072344	14670.756680981334	14254.401939096882	12971.246010817693	14304.70624160964	9494.831798476933	9844.179088018993	10840.035433004996	14801.665175459872	9652.70589328838	10188.654818437057	13925.835361435236
PWY0-1277	300.3817204143895	6696.269779654816	155.6618716182204	50.77078488512479	41.45256427228362	67.71826900852122	2816.4674198105504	611.5396390672929	62.04677860348208	262.0845397290336	255.53397955393265	4451.933881972734	30.153970072670965	281.04058027150904	270.63922155995505	305.6405617262095	3260.809060036235	560.3889461547432	578.2178503349485	453.10528458953	747.6958111430075	1008.8738673324372	415.3191314342964	533.1998374226054	612.7263119698434	1784.029057147561	736.4615468511645	673.9108308762683
PWY0-1296	3911.79187265017	10456.690669672196	13731.723860297549	24330.65084384481	4325.602075367395	4659.172799474534	13452.09488747079	47161.107318490416	20678.86109825868	15162.905282392285	19751.075401189668	18607.91610942688	20905.883141659426	4264.013801914362	3977.0488001701706	10511.167011001937	10369.059285748885	9968.589170252497	9878.620114851325	9722.007390271709	10905.666277560593	8196.568953585425	6601.668898198757	6354.307074689699	10917.21901931754	7201.768347638497	6326.134199102985	10186.518739713116
PWY0-1297	3794.2070603229295	10714.888573494747	10956.407593829355	22060.092896198417	4258.234664644268	4614.361630562484	12847.816713081767	45082.18115812699	20314.13358155308	14580.80654602421	19649.243957532395	18547.919246516583	20824.11851366554	4143.29990016391	3621.3805776083136	10128.353606033756	9905.008809066068	8782.632965842713	8489.058809453665	9173.63269250272	9593.52789025712	7001.024078537054	6158.009061767331	5772.239812067184	9846.477684034884	6807.239348277326	5651.788545262273	9437.618321048183
PWY0-1298	2961.552957264483	10198.272229417722	10049.408339145924	19131.105383183567	3266.3850863493294	3919.20465109991	11961.217460542002	40966.573316537	19292.381789025727	13950.16492686618	19375.771868007563	17957.219544786705	20066.640398438245	3773.6606963180334	3456.384864979052	9798.094988076004	9777.852700345373	8866.428624368715	8783.679449009425	8789.038632918084	9536.792779857307	6922.085957896017	5783.010780223497	5406.707710834284	9841.14789190332	6538.1167015166	5464.733077026921	9117.303314842826
PWY0-1319	9878.724299322726	17231.787271287278	20413.38194684084	29503.44127749356	9581.002831486268	11586.307483117573	20165.09799779508	55376.39597342507	27822.54146266706	20908.367132569856	24437.19688955586	22308.81204321244	24994.95730047761	6333.394438865601	8457.343272206432	15906.632378182692	13116.759722358638	19586.8182303546	19236.65701958241	16770.800859932777	18475.28495786756	12161.28856342344	13136.839274852611	14652.527077593044	19256.973907350704	11108.998843822166	13616.828955612054	18312.09581753881
PWY0-1338	96.39595351903742	5288.294183489039	69.36953665619099	11.136890951276104	30.6572562313455	50.2151184056905	2048.1383982619404	223.79546861807924	37.45976288445504	72.50628376350541	112.59850220899848	3712.6	11.956806282722512	107.63326831382749	207.1620232392206	197.2881413822325	2528.6178353896616	340.14012039677976	455.49160003608296	301.5562889304489	425.2111248350974	528.9732306669957	298.70176985177454	541.8650467495611	490.3289400739395	1322.3281032908817	457.8085217970286	341.9787013941107
PWY0-1415	2570.343185887986	8501.391748700284	3254.920864780424	4993.767450120767	2522.877210118336	4259.668237382956	7505.319704305191	7338.092692757377	6498.494695030657	5122.798967034647	2903.5529305280515	8285.570635779957	1512.8003289371409	1795.3768316475678	1692.8981695763591	3579.302594319031	5570.7083400198135	4347.139009053212	4549.591973830501	4166.73572117457	4397.296799506431	2846.519923007508	3631.354669841571	3220.8981798800687	4958.200627408104	3800.801227474967	3334.771444506375	4549.472751336695
PWY0-1479	2137.077953848438	9439.408363955694	2962.7107142827363	1424.2694246300136	1848.245023265424	2236.519301916652	7404.331213774632	5575.979155155475	2765.635124573776	2556.758444176727	1249.689197509205	6764.436129483518	729.5375655829831	851.0494685275296	2666.8458018264264	3182.887789405152	5441.084419841516	5954.600105901826	5392.66396857808	4594.325244862761	5381.757608688142	3318.742555757944	3758.876887281936	4611.332301941668	5120.035722125839	3973.158519153303	4311.88224497404	4893.896173667902
PWY0-1533	1584.9705265634636	7652.656642382572	1881.398430074424	1435.1013079605802	1454.176400992614	1261.8065385123111	4619.723733181521	1600.479343329415	1920.4399356827853	1576.6620430760445	426.1084973841313	4786.574726172197	155.68833861316668	261.310090345212	336.8396624219419	282.0773866832599	3233.429469870738	643.3510359454414	856.1604164178506	516.2166368309648	695.9600892783291	782.8197490773882	413.91331149988105	658.7020647279633	618.5128919994718	1633.2294358827205	740.0095850368472	668.4310185057832
PWY0-1586	4687.267709646127	13252.66086384051	15558.009941604309	21693.23257702285	4939.114447952189	4550.5227237092495	11597.963533049136	28737.442487802746	6065.733549147756	7187.593913544763	2902.9753659502503	10414.160439306428	5442.897478427112	3121.5536306994827	5374.031345654544	6003.62548908155	8008.570708232962	11199.07359069722	11165.630794272784	7742.066829642206	11244.3250848792	9011.032523084234	7683.251583525709	8413.50277945855	10605.332164164503	6871.097740779114	7805.605058056059	10226.031089824037
PWY0-162	6695.746728025855	13728.603447576485	16253.389146530644	27266.510850050185	6796.337691229912	7979.844278913596	17327.33818657081	50115.79312923085	24735.22204469018	18411.74505819305	23027.356925501725	21229.35722159784	23931.34480650537	5418.212070016751	7003.22405244965	14335.10139210944	12094.318469375155	16559.697327288926	16235.979441233843	14359.671343557797	16074.202912336435	10710.884145120812	11118.746297815394	12113.163470244115	16744.553532752798	9577.74210765649	11333.255858433418	15654.574595732329
