pathway	055B	056B	068B	071B	077B	078B	091B	092B	093B	094B	098B	099B	100B	101B	217B	218B	219B	220B	223B	224B	225B	241B	242B	243B	244B	245B	246B	248B
P124-PWY	3871.818597461145	5784.392796784827	12569.647533865598	21939.266381945457	4475.146677750529	4671.08158439346	8182.040042784269	24121.97620239617	6041.981410004952	7412.972019787669	3244.076894265727	6057.058762258456	7239.553583474935	2914.2579226812163	2866.673947135453	3079.5453255220223	2594.4660435001265	4143.979452872609	5408.926433770632	3981.569303940577	6112.5736377031335	6360.689589798288	4209.793230570037	4254.714802255469	6085.225615454021	3735.821155505339	3881.001416761323	5683.696022628048
P125-PWY	4500.788924438186	7999.537703968502	6371.699786747974	18590.950769690666	4091.279487344803	8030.283715812146	13368.060222601564	60431.4114766774	36386.20616008881	23807.902401502943	39790.15699367261	28193.025258739053	38941.595515541565	6159.776014480796	1066.332165916964	15050.154794473878	12611.196719261608	4917.142523688913	4254.590674091279	10603.381155775684	7602.028165657876	4254.079302356783	4431.040997064383	2269.1224565932166	9010.670964031531	7133.698416854357	2640.697141824231	8164.155521577701
P161-PWY	2294.800348984395	16987.959695369696	13035.696230887275	23942.222994873067	3032.8330006224774	1313.9140955696844	13092.487488536384	28697.789471058884	4247.502051898268	5984.46051641619	1925.839153997213	16107.552974150152	4780.262400029826	2574.470779332621	4138.151496430432	4998.399474329206	11000.173948183634	9235.074653950927	9142.62618787456	6629.911982736679	9782.78158142454	7965.465260081033	5824.781419177658	6230.778295269851	8247.096398530233	6852.438755089313	6103.295921459332	8112.131545311583
P162-PWY	0.0	162.40026652082045	54.88818100686514	374.91891722648654	0.0	76.07489071946341	682.2386039480202	97.59309902538196	309.74952038650366	713.0355205812439	293.5153977955493	205.0692119485217	274.96461417062204	322.9207951422349	1012.7710862826532	1080.0986790356055	439.0909678661191	1932.6497627912963	1873.678504365468	859.9440282237571	1607.4723129947993	873.9518097700857	1097.9844618610707	1742.4529906156347	1945.968885875125	316.0068665113769	1743.0494226855292	1845.2095914511951
P163-PWY	0.0	61.5772510887346	42.55370328052157	0.0	12.136661730208822	7.458269795877237	60.52364302047977	66.51237631877775	23.77763829388378	0.0	15.238156604891232	0.0	0.0	0.0	213.78210343523185	415.8489108543569	184.8058846859984	754.2016886595053	997.6538539527012	476.60131340937903	461.42300353189466	172.81236498705928	328.6598624551469	613.7596914230309	581.0010428881731	148.85715050458273	526.1229383404136	833.4657330978512
P164-PWY	1566.9417061743309	3875.420517319898	11268.051525691177	6940.896098320198	1113.74187172241	1418.285774819503	5062.197878002771	12290.749488659025	2888.607380220787	3647.684405251863	1334.3516913310611	541.3080925004721	595.8928352498419	1470.269270726375	2418.1703824954297	2975.637209012762	5173.317981598359	4953.912970906305	5221.801605467344	4644.762296596383	5143.9197665262645	4723.51906411978	4007.478866543911	5078.533956799079	5184.172219675872	4880.339551354447	4895.401368950955	5207.67376834636
P184-PWY	149.63129305137872	72.71408124328305	161.93154081451078	130.83408291470587	181.33887576113827	250.45883139134293	159.18479566809515	394.843599699179	158.21226062648117	102.63301030882118	34.24003339850087	0.0	0.0	0.0	75.97252998870967	81.32060224518101	73.34112964420916	151.86482414204264	159.2225794895626	72.32697868784435	72.22596440765614	53.53917995978431	69.11679485526378	83.88190901538835	141.90743939691671	36.41439760469258	89.01228099000237	68.140315284726
P221-PWY	3044.591784773432	2948.888822964807	4424.964036793662	1781.8076080203891	2327.943608241461	3610.821464123216	1405.1588972120426	2291.376788992021	1942.021543505276	1750.9937121638786	1391.0229631937991	394.759349907544	836.5019457082087	1129.211104640333	904.8597503866246	1070.0439803367883	516.2477382506062	1423.3564043317567	1603.008565028456	1714.7018342626725	1922.627886821456	1207.607913444613	1667.1873324292426	2051.29152355541	2013.04822621708	1312.0068902846174	1625.4865601710533	1921.327305320868
P23-PWY	2685.21284396975	11121.635772047954	5916.533501782571	5723.455850919063	1241.139961893083	2826.60164309993	10059.456373508989	6829.921019926775	4848.744762402394	2960.978726549536	2357.197293685665	13948.237248850892	725.6271983211913	2003.543144647608	4385.3760975768055	7075.47483383556	9268.516320675892	9571.740769021848	9860.14233216432	7977.842575427075	9117.96264727047	5438.5087309383525	7335.556408300204	8453.87370876513	9835.849059254891	6910.534195548455	7813.3313139374095	9688.807258852235
P241-PWY	34.3069306930693	0.0	0.0	0.0	0.0	0.0	0.0	30.8	0.0	0.0	0.0	0.0	0.0	0.0	11.51917628793946	9.530256565692586	2.296435524335173	46.40074557315937	34.34343813311323	24.684089769554983	25.74429454376288	0.0	66.9316596586331	25.68669527896996	6.967768671148357	0.0	81.52639713658179	45.4273549760511
P261-PWY	69.21348314606742	0.0	0.0	34.2954448077052	0.0	0.0	0.0	36.17562438498665	23.50280326758438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.29906597110309	83.23646493783342	36.4648845467477	20.275882899905604	12.524251221411882	88.3019500421898	69.53018886441227	13.975906869551505	16.0674590747977	126.08282438083609	81.95770800666259
P281-PWY	353.0744336893085	5600.490771574755	389.19523137893697	271.4827160979762	435.253805502763	395.9965800562619	2660.372392297704	730.3315676745939	371.9612920484012	261.58812679693347	198.0456245877915	3679.2214364245433	9.999781245442614	151.54925636653556	214.5613330553396	230.0922589833557	2591.875007201539	472.6032554526069	344.09887629433376	348.47666005797555	396.3371608943254	540.6876173115935	349.8448455441752	430.1297429620563	382.2128168041582	1153.84842578194	463.26501279375793	487.1967902426829
P341-PWY	0.0	19.98427725363661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.144574115625144	29.928349249156103	0.0	0.0	34.95971972477578	0.0	11.245094808961497	0.0	24.969038986840907	34.93726434492044	99.55054540365737	0.0	0.0	49.87951141702076	0.0
P381-PWY	1509.992555620991	1266.3175012840777	1807.419476578712	1258.440531568043	1021.3739535387032	1380.0569058135368	2185.109553111552	1699.5976975417989	1905.747485906916	1483.6220836680498	885.0431288115005	505.1325562448769	419.97704178048906	652.4679160222547	1192.755422810482	1148.1728054905236	547.8749928591792	2496.6022527294394	2562.2023697763843	1865.155206443373	1962.5108837811429	1258.555354676965	1852.2941091275927	2282.5384799089184	2302.968154084892	1025.5699108840763	2080.263754973496	2173.57586408921
P4-PWY	5113.813747146224	11621.043647246122	7924.12599625795	11176.819790775746	5064.289334936587	5128.998560116466	11591.449453911358	20269.93792082955	9379.610082507495	9362.39025010422	4147.82376617458	10443.75845701229	4096.241720142024	3070.315220183543	5437.155159885424	8084.331084531675	7882.158507052267	12328.48690596707	11998.3454733841	9577.803954614585	11001.872502211854	6738.723065090636	8037.910477127841	9326.355021384295	11350.774778755303	6674.986623979319	8666.306239659723	10718.708917055685
P42-PWY	5075.115225131031	10294.073907729387	7789.520073969331	15014.12431948573	4521.893372140995	7164.93602181384	14414.213245635958	44763.92774148505	25249.522323144723	17433.845175069167	25302.564787965945	21886.60864966144	24593.851079783784	4646.375354695847	6339.139420679509	14278.027393395829	11472.372174493086	15471.036311773278	15234.583274774966	13377.383386049363	13717.608331700209	9195.869594334086	10194.197922224132	12181.937137973366	14905.432008736216	8899.302027381525	10844.212900013245	14233.69212031194
P441-PWY	3422.9281087780964	13238.917663265212	7721.715442974552	10617.761386934744	4042.2250433770128	3658.3565874490896	12493.752948039068	17296.80605163508	9112.3463176879	8182.83578776196	5841.282397173512	16815.309257469118	4867.918918874315	3437.400041482286	3893.497935759209	7719.300326428991	10382.877369776255	9586.871831277864	9584.571080982074	8424.490402640324	9798.762416082707	6539.554093453554	6741.699907925513	7127.000308356769	10107.58960527952	7288.765097249106	6678.918231795138	9729.688631781037
P461-PWY	2427.37997640456	13566.628942033576	10951.21033539564	8619.946962457829	3110.8006058458523	1973.763200658316	9504.2340630526	19979.67032223751	5264.7609468448845	4230.807829841488	3548.02842409466	15974.212388872504	1884.647363567954	2181.6793341077	1293.3408075806426	4617.201646774145	9607.076324712576	5074.500593383616	4459.265500011483	5062.601015232911	5904.539458540893	5702.465793980233	3959.50034919896	2179.2909412175063	6188.361415549865	5392.753533183691	2777.941576363539	5990.914181004367
P562-PWY	3123.658105431437	2950.019821149985	4318.364012844092	2189.5754556315765	2682.6816546803443	3269.1284681441493	2356.8621723651167	2953.834421690572	2673.5485399849367	2245.7567343399533	903.9003611163648	366.2067035327553	644.3169833370082	739.8833633449784	708.6617755785003	657.0450508865405	835.1089785166033	1053.080226271825	915.7854730211868	1235.42570156095	1367.054188474581	858.5655876961566	844.0793900554188	1214.494919198374	1233.553381512177	1070.3493318225264	1215.8274291267946	1177.074283577259
P621-PWY	0.0	23.888953152111046	149.06479455848688	21.881362662574823	0.0	0.0	78.49999765624634	0.0	0.0	33.71114442778611	0.0	0.0	7.937621832358675	0.0	0.0	0.0	0.0	0.0	15.777003484320556	0.0	0.0	0.0	0.0	25.549933422103862	0.0	0.0	0.0	0.0
PANTO-PWY	5490.96185072432	12063.30656169702	8790.313935348962	15099.004322797517	4998.478959640885	7151.797929002874	14085.12373418936	38648.684205748	22871.244638524106	15844.792192720484	22718.635421160216	19499.14762965331	22231.06653164208	4400.70482462102	5274.3272071088095	12851.0322514637	10739.097309657374	13224.88930055654	12935.343012555912	12291.242077582569	12308.014700565393	7561.221474455583	9024.341025848656	9875.653263802891	13543.025595930969	7898.432720007814	9038.558543260591	12845.845313046426
PANTOSYN-PWY	5462.343131618483	11829.760264277897	9807.36283723724	17114.39057001392	5214.435495048774	6897.235476127738	13933.075165411086	40327.510391251606	21920.32623321197	15572.117005068483	21269.98461399556	18909.2422909298	21387.831052674093	4421.901633635064	5656.5697195759085	12648.054733578074	10586.43817190571	13908.886758675688	13666.724410974975	12371.57649574521	12848.633446651156	7959.500893470642	9320.933817874598	10301.038957468105	13863.981999090049	7995.069325310676	9519.733393946615	13266.24633187062
PENTOSE-P-PWY	5625.96072763056	12910.845628853533	11249.16396199864	17619.476761627866	5442.706412370927	6165.767384269596	14175.666937159724	26517.104794172505	11942.249280881782	10574.12520258318	5948.115363233171	12994.690494697925	8462.405423535622	3720.168443389269	4554.258615959511	7176.649539077381	8566.25275624817	9801.33595159845	10367.211366127214	8573.475550553097	10457.688737515473	7727.406193285676	6875.26520305409	7668.247355936694	10633.21393198027	6936.7081493739925	7201.468643913203	9783.223132209068
PEPTIDOGLYCANSYN-PWY	5834.640764825745	12575.31898415778	14244.202569374993	24936.81434689177	5998.958164818184	7061.170479508475	16065.31179924425	48185.762796748735	22692.50887135948	16857.566847125247	21438.416045884653	20054.663313383666	22347.863653159224	4964.00841323727	7067.180923384337	13741.15919591444	11605.664349107808	16830.95237122125	16488.21677393117	13921.3803812208	15506.524243742477	10154.94303976321	10793.716482365737	12055.712828920534	16177.792270046606	9122.38541881503	11341.781483391109	15393.929887713655
PHOSLIPSYN-PWY	8288.956924476322	16672.25167710479	18189.009466187348	27755.538428656942	8206.102685534897	9851.610021835922	18829.630980984497	52822.82394485461	25931.60807507212	19393.463793612693	23450.23181644629	21473.0978210707	24112.79970759078	5906.265031739944	7598.990680031944	14869.347884434434	12590.18188983864	17922.331140257193	17548.709951598517	15462.288378846148	17109.257998172707	11290.320034890348	11908.7345618392	13062.661546749669	17556.88273338026	10325.068999431976	12250.169992960426	16837.740259099723
POLYAMINSYN3-PWY	469.1311531418236	698.8716851101854	510.8240483316531	1202.6611019494478	352.84970626830966	384.0618376328513	1798.5377387760216	730.5643708076443	472.51494572564417	501.5657146986081	328.8836817204582	475.6468850563803	190.39605279123745	307.9850819619997	1156.2995097312216	1387.2565207373243	1301.197672424145	2656.3438013957	2642.831581523493	1877.6347692672125	2865.0562729412736	1700.321374572453	2040.671240831956	2220.093325609538	2768.9749121146406	1515.6247017686978	1936.9022357501024	2435.294477455507
POLYAMSYN-PWY	938.9525473922644	7253.227097641877	992.3017519586484	1718.929832539542	516.8955673224539	445.0272509454136	4011.1851493881272	1081.267874566363	1225.8520609416005	651.874427509347	550.8223687690275	4986.608387230815	316.4837248642028	495.2136951058792	1516.5153655282245	1577.0221533278282	3783.811388893868	3658.515280890839	3535.322671550088	1973.442182487169	2875.450571858742	1701.030609076485	2124.19235901614	2726.994991223514	2833.17952013904	2298.8878658580747	2366.86868390898	2614.014446237388
POLYISOPRENSYN-PWY	4921.536973869663	10956.205666743072	12102.92596148929	22845.227331957947	4649.990185701216	5618.131334655655	14251.969919404231	44900.31011806878	20724.544458163607	15302.162359130883	20068.892638794943	18697.0874191493	21067.64281682262	4488.976517356327	5569.0376756789465	11557.655966023583	10370.335379929818	12814.239232882675	12662.84341726421	10585.76556253983	11636.36353901816	8213.766175387404	8306.614446114148	9823.15848416599	11972.38669500056	7610.433947998442	8971.82949714624	11262.644578748695
PPGPPMET-PWY	2697.063663643704	10465.119951249651	3772.723956245909	2883.519320230727	2528.6985749638093	2252.711869621799	7833.462568021883	4958.02794874478	3830.7628831769416	3566.4908913777817	825.5413519254507	8375.112569581408	460.1212405321489	503.4694315789396	1991.1333508251423	2452.5561844062454	6548.962668886748	4533.870756004627	3923.885520786312	3110.7744835965573	4115.558230965725	2567.452386284928	2832.831795316258	3308.964749074973	3712.980240262541	3886.0317928792433	3052.89364844652	3754.42271356836
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	4031.290489941205	3824.9702922731376	5773.533891820204	3088.019054035996	3598.2432583245463	4322.645795500362	3402.7910048380595	3190.2663884274466	3515.28455814826	3040.16805020164	1269.4297928378064	634.2035637504881	756.0810539502559	1079.4256416498315	863.9432899718846	854.27671551663	379.8270515834236	1124.9158225243948	1548.3577824102515	1471.778806748783	1502.1763643563986	966.984329805469	1600.8424466375373	1789.2709042511235	1636.5727128109986	1120.0069442217232	1578.2360260449188	1788.3193613428812
PRPP-PWY	5504.160725687543	12763.461421396729	11604.15983579586	14367.756888161495	5526.781303689026	6088.758994574386	15025.28291692704	28977.843473506786	14578.712277754888	12942.952485535636	8000.165006590201	17042.432909731673	5482.472516712882	3604.2938191855633	6026.995846135185	11255.836615267634	10748.49074290326	13989.008424912823	13822.993811710909	12092.578185001936	13620.512571142885	9031.91071785678	9488.197948311712	10209.96231121058	14026.773931027305	8432.506084953975	9721.56999930557	13274.279365598042
PWY-1269	3545.582387236053	9100.990745785411	4615.8849483260265	2723.2986795885104	2840.5770359817543	3672.631129061614	5426.491263421346	3831.681810297248	3231.8049072790664	2770.285960209794	1252.1937926385333	4757.9471389880055	654.4505494465478	1058.4678069653305	3617.107361477868	3664.792601549325	4339.066354222665	7578.694565401547	7612.614396627846	5022.311187895266	6100.5069532195575	3651.091183394902	5064.713147793122	6714.015431711185	6472.263125081593	3842.99185521648	5852.448996659347	6084.5011202140895
PWY-1361	0.0	0.0	0.0	41.317306852440105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.00098892824393	0.0	0.0	0.0	0.0	38.26802359025691	0.0	29.61122624292697	0.0	14.891128659117228	0.0
PWY-1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.9301161254332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.41840780857349	19.92736664890468	0.0	104.7639930591881	48.65924801757902	19.37021192067152	22.09828760793584	33.15943323459977	0.0	46.711146839036246	26.999214353302715	0.0	0.0	0.0
PWY-1622	17.47228154707007	0.0	51.68413197459336	0.0	16.58465052487507	0.0	40.21436695789493	0.0	0.0	22.30861881864031	0.0	0.0	9.823971869929643	0.0	104.86965068318143	83.14803417746828	26.760990446422497	117.6307685370504	201.99266697625	80.80255861552418	111.836046330998	11.84481202435574	49.17618872695732	125.10523271824336	128.83411830210073	26.492857187570824	103.75281415549826	80.31585440952058
PWY-181	55.496648809141256	257.5083469028139	570.054364084039	205.8426850551832	29.19726679193012	114.05514030068122	1060.4790101637554	39.78666357772828	638.9019096355981	47.57379171255929	0.0	0.0	35.25000851001311	149.16657039865623	474.7499938558859	426.83188304663	96.96678218420293	840.5536508418477	1255.3290402656771	464.10330809214827	304.97465847408307	344.96528258930783	690.0508480565101	690.5009871761779	834.5391870555171	346.0826464257796	835.657033230577	785.3316301378618
PWY-1861	4732.804281863831	13445.312746605914	7975.008576952616	20248.83889561616	4702.7351666401655	7129.365835472832	17597.621998530984	52338.309241142175	28461.5435964052	20200.30241463568	27402.58918102349	25782.15181195618	27061.366465621955	5585.766098473641	2133.708396433896	16524.112589936918	14749.21604269114	12295.747451050893	10550.843605799546	15069.91866789359	14201.658298652164	8238.417520768498	8754.735105954283	5323.459264519524	15804.391140121928	10290.817725774205	6299.816141042505	14917.589837924845
PWY-1882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.57740143367703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.265717184878525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2941	3666.038330889824	7744.816972316135	12906.215721172615	22519.4038239982	4735.888192207668	5656.825657114304	12834.314777142075	30524.983886165515	12491.697359271486	11428.4312416933	6786.879014045509	12817.369182975946	8925.159540707942	3947.99179169281	3131.1073108847245	9872.095627591892	8402.687212531082	7945.324331411163	7703.298820879706	9759.132720140851	9928.377840650564	7565.4037407920605	6311.884192057305	4490.216313790384	10759.768712757428	6735.219971928015	4903.822723862646	10006.289477000795
PWY-2942	6954.008625350933	14400.064329233475	15609.178486237715	25796.657032809915	6920.003493830301	8330.332030816036	17648.44532511288	50529.28709821069	24791.583448810536	18421.5814091032	22706.06614471076	20869.75193498553	23356.92422787772	5442.501590072254	7686.217368516795	14468.699355866587	12165.568710976877	18328.792642579472	17922.271393084342	15185.631178794563	16721.547287020418	10811.356971709887	11951.44017446226	13450.754053507788	17533.66253663283	9859.28310418238	12430.12515433032	16719.421921994126
PWY-3001	7511.043652890492	15510.009069874484	12915.176104805145	20921.769633707303	6922.8809572866	9003.980103164333	16858.87625990695	47789.44807464111	25951.742418492748	18390.73587499948	24625.64140821329	22433.065145012148	24736.92756166018	5581.502672636498	7366.370932243142	14612.397690718108	12979.284478968264	18194.715073281062	17409.664377732577	14957.481980956043	16093.011522399542	9815.450971548533	11559.35182682998	13312.084185130923	16760.15341724856	9905.03232876086	12299.917756845534	16011.15172370731
PWY-3661	3501.1063081327507	3853.555666645534	5413.414887880049	4622.752761384296	2849.0658320968864	3281.6912313873704	5697.085001960972	4402.815284655973	5733.419012909576	4731.425973730899	724.5060989577299	671.6931621592322	435.6036460341312	311.8362512787729	64.38515836965561	81.71635803132766	0.0	212.3996211532369	121.24938467403284	54.76909057180043	14.98317567643304	84.2947048064241	59.68299084967046	49.812913125921696	119.01963344329234	0.0	29.92323198015892	180.0234633433245
PWY-3781	13402.028489590371	21217.410944990286	17064.585748642858	22691.059446128085	12082.731287292989	16469.945012649	23759.067256913306	24229.24694370955	24502.7187163748	18860.717859495457	9346.84364220739	4050.973748682917	5709.447822305388	5780.897179876884	7889.078016375284	10005.815832788954	3165.060887438937	16673.84896253778	17908.519647747635	13748.309349559437	14553.85801067899	8679.89859044988	13350.09094730824	15218.36001857928	16396.305229914422	7551.825421772078	13619.840260866633	15608.2384325828
PWY-3801	0.0	0.0	0.0	0.0	0.0	0.0	4547.484923609283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.309971746907856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4361	0.0	48.06265870681109	0.0	56.165124773606415	0.0	5.649470096977467	54.95775000091576	0.0	0.0	0.0	0.0	0.0	39.424528122516726	0.0	62.312596926626114	15.598532260614748	0.0	92.69059712868408	150.6293372512237	59.54054494497695	3.574070088229008	18.5465775705132	19.5878612738427	72.42759227228558	120.17908363973775	0.0	38.57976345515213	125.86842128398024
PWY-4722	0.0	0.0	0.0	0.0	0.0	23.906697730427226	118.43883011827918	0.0	0.0	0.0	0.0	0.0	10.307629885592991	0.0	134.0960628364847	121.35848974013892	48.098933074684766	370.040560142254	319.83764094687825	184.79315107705213	293.5941888021419	129.40699122610502	209.71250291301843	153.95667663460404	161.70617034978787	90.36164781479688	157.05694374653564	236.7284506683864
PWY-4984	3860.0089958769454	6385.412180097256	4754.62014088037	14259.804507948844	3869.455699668909	5347.375800933312	10938.350538886103	39285.49929325933	21536.687780831315	15103.649796804782	21643.483850982804	16907.482201146115	21734.84630199137	3733.144677337381	1456.0637352328197	10020.252597478588	8295.770244000241	6208.612248504895	5316.637531771229	8302.231969976236	6932.752641448552	3667.280961966153	4353.500801539093	4324.629901374347	7858.863263662588	5114.618549336139	3601.831541748465	7240.312302827072
PWY-5005	12.565401818283592	33.5415695952895	0.0	145.3147516016138	19.091899922794333	19.12721899471097	1062.546716286438	0.0	45.00168021523079	203.9255009436023	135.89909624870572	54.95840352187974	71.86067995952276	84.9103491905414	849.365124679726	684.3024519779624	332.63548012507187	1994.6532489384444	1995.3340133937545	929.3450623194168	1088.567892107896	654.9680574866434	955.3762888156951	1353.1489189070037	896.0993492707186	462.733487351158	1169.362940640552	1336.9252139746402
PWY-5022	5424.331958210688	8526.298847457832	7103.358587983251	15050.106429030871	5088.962425753193	7653.378896357797	11013.318432841364	41049.98238680807	25016.89932497792	16927.299305914465	26070.457202081365	19038.14528996776	25587.981378257093	4596.651686799946	1640.659445279741	10126.937016837448	8773.775593911781	4940.100401148049	4551.224603757654	7700.735314538959	6244.004549108777	3482.7441119181794	4182.483130700646	3319.6559575617944	7345.368112156123	5487.313257808823	3216.439622951564	6785.517926566461
PWY-5028	2964.736897119785	3002.505783865057	4076.30727402431	2126.276554654861	2461.12866889574	3799.2478877161134	1747.313890292358	3338.444442572461	2700.2870429004647	2203.2877151843595	1652.2406834379124	472.09090988875965	1035.7622616594483	1162.4841940945118	616.3477665609437	832.0194012871693	371.8779114325351	753.4885455042305	948.6897442267084	1455.6374333861777	1303.3180325324506	1037.107432731935	1297.7828245325093	1615.8463092673485	1525.7058452406702	1197.435382740529	1405.1484011568923	1266.408878535179
PWY-5088	43.04456973604722	0.0	0.0	22.889294470726067	26.79427013717989	0.0	5.978555683909938	4.4807461474782455	0.0	0.0	19.5470018019841	85.85026785343042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208.4398267582252	0.0	0.0	0.0	214.9682474379861	17.894007832816907	261.7778728219287	272.2012377182924
PWY-5097	6709.314292698374	13467.1223435764	15388.089972631267	22841.65275684693	6687.929220944368	7781.356078565738	14526.962615944767	28473.23708455999	12033.80017322871	11299.46640000464	6220.124169774796	12618.602250974189	8267.009523184606	4075.0588677770666	7418.134059149675	10434.575467051312	8889.78707888431	16936.389606944183	16760.4825869104	12692.19318966151	14691.267978003943	9938.995093329297	10894.772505026112	12812.479517420768	15272.1547111819	8340.840341573134	11866.30590047316	14600.87304751609
PWY-5100	3878.7314312274425	8484.356240950101	12637.22710843702	28866.441162287563	5041.75453937767	5497.284179310208	15748.07597383152	54152.00402438128	22940.77959329891	17278.063622123453	22791.43000435628	21419.54505929193	25067.456137588204	5230.816430348897	5694.945185366661	13681.907628864468	11253.426111071833	14570.745651872818	14554.82908013507	13009.588261024512	14039.387325129615	9557.835793289494	8973.821212586989	10383.13526891997	14851.11377139611	8569.340132230405	9546.38954877917	14195.94041389378
PWY-5101	9917.716199195522	18668.29501394325	17121.5491245721	25671.110624674755	9515.043443109447	11606.840782245958	20644.480224733263	58760.26070924712	33368.75320314151	22612.8242781463	30538.53373828304	27296.59719613446	30707.14717458374	6813.083244665365	8502.438893380173	18411.24518986061	15742.894035109868	21706.61188618828	20691.16966316313	19034.97961139016	19972.33997918908	11813.42761015921	14120.012652476556	15818.97156406498	20801.40478610476	12123.158914188429	14705.011823843415	19837.265895288063
PWY-5103	7616.17961306345	15349.888249078487	10809.56586160105	17566.903563669428	6787.988204818249	9049.35436595029	16766.467618742783	45289.53037952097	27784.845412769235	18637.92123507246	26293.14448883594	22893.23667290009	25762.83431713005	5483.222207567266	6966.5159508649895	15397.68559888938	13423.42035330226	17804.690598814344	16794.770934726246	15673.418347471175	16236.581188876951	9176.32355173138	11414.161200882778	12913.297708124692	16892.165474125668	9907.193638562258	11862.475132019048	16197.560323934398
PWY-5104	2817.8851752106225	10550.973432736031	11436.955998055924	6505.784892730921	2812.7236742460364	2556.398765961213	7363.250265304318	3515.478205181374	3682.370985255625	3018.8716303343303	895.9100090932682	8137.617711856502	264.36278171902774	1000.7567597083593	6757.646304152155	9247.404248170453	7908.618062952703	17545.36600273954	17118.332328715347	12178.55828943907	13897.366457328902	9482.598612840458	10007.834755750948	12735.893381846188	14508.574622257633	7395.392541967649	11693.57376888762	14167.695312786424
PWY-5121	3865.222016157688	9251.720165152092	7200.039050463895	7375.050616222726	3749.709821941926	4464.385804914828	9217.487708923689	8543.083845459741	6414.515666741497	5411.325897346496	2790.644598727652	7342.352011141665	1635.6817357165216	1884.5983772334205	6004.992063326413	7830.110145259701	6414.941653549488	14289.712323127798	13889.917035125049	9776.971280486749	11000.834610141546	6552.478508296159	8490.927489590866	10671.829803487322	11632.266059282814	5834.771240270139	9680.025726442547	11411.93247332035
PWY-5154	6002.50695701425	11840.520002797984	7704.823557310778	7713.496274712314	5417.73427472279	7066.650306769809	9649.736812376905	11223.832072041188	8686.189538453005	7160.621557332809	4546.939308401133	8179.625454632003	2867.984048451653	2925.4206163589565	4498.979587281931	5620.492043856813	6272.649121830161	9359.546574026188	9789.58484475294	7984.846176830012	8644.425171163508	5289.644251038444	6963.476553212792	8568.842627793523	8900.518053192964	5671.342649629244	7614.535564624851	8137.7781174613
PWY-5177	0.0	83.84689918571083	27.974035825660497	321.1900068001668	0.0	39.93937421969519	421.32581170539	49.97235664062619	189.39202611210555	554.5135093919544	179.41588771324746	137.63411535924308	191.29086413002435	217.84608620385472	1235.7534725014236	1019.4429723385388	373.1384936273825	2652.689106200772	2135.307528992114	562.777440457604	1490.0720040560743	706.7863331825902	822.6567168655465	1664.6448575524153	1849.414020101255	180.34612810241293	1996.7651738695208	1801.7255053068293
PWY-5178	164.61688596231323	26.83229899104224	141.37125309763127	583.5494954960633	66.53104512856424	0.0	1406.4860073208688	1149.099951132977	318.7435334587302	757.4506434858504	261.0316722088706	133.14220567460436	67.61798825038623	0.0	596.1884746374092	452.6375026978844	317.13850913963887	801.6895927190295	1006.3836514137522	811.3784372471029	1055.2059680906798	694.9813598589234	960.7376202610112	986.21397794132	1042.5959713209315	558.2300158581646	900.0276909254976	1128.5858870223462
PWY-5180	1651.346428550092	7555.282113246746	4231.65195685572	2046.0092111418303	1716.1140569246377	1111.8832381115924	4155.2087199764455	2785.671660252542	1591.8998604568403	1659.5731587599932	1146.1283571799593	5946.61772857195	783.4896787240548	1070.7905659441694	1046.2119571992598	1494.6883944373988	4242.738936695815	2367.7500480919634	2521.526772643838	1908.4421850843216	2328.3860598736364	1835.3765653245125	1950.790919676562	2051.6626394353807	2429.703032112199	2532.547476127436	1992.388353689464	2586.2470994200494
