K00204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00208,78600.01,70101.58,74229.63,66096.24,56094.43,56984.92,48507.67,72881.22,73575.16,69252.83,36032.83,50722.69,65393.97,63560.35,47185.46,50462.77
K00209,168,255,176,181,99,70,83,76,121,59,9,106,429.57,79,86,62
K00210,34,55.5,56.5,60.5,32,22,25,25,32.5,45,3.5,54,170.25,23,26.5,4
K00211,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
K00213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00215,84107.85,75512.42,79753.62,72746.9,57290.27,57846.26,49578.01,75010.72,76560.5,70690.67,36896.83,52925.63,69325.22,65406.28,49325.87,52637.77
K00216,38.25,33.18,321.54,18.32,6742.93,9674,7526.25,7625.63,7320.75,6742.5,3476.5,8511.17,4097.64,6318.5,7583.58,8576.97
K00217,0,15.4,0,0,9,0,0,5,6,0,0,0,18,0,2,0
K00218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00219,399.25,246.18,489.54,178.32,6818.93,9717,7569.25,7661.63,7430.75,6776.5,3484.5,8570.39,4514.21,6388.5,7634.29,8608.11
K00220,138.5,146.5,136,84.5,120.5,49,75,89.5,92,53.5,21,62.72,394.5,65,93,60.5
K00221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00226,95920.93,85821.5,90854.17,82825.5,58130,55230.67,48521,77588.67,79867.17,74123,38985.5,50757,71712.82,68410.26,47914.58,50738
K00227,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0
K00228,683.75,630.38,862.54,486.82,7119.93,9896,7799.25,7852.13,7681.75,6950.5,3526.5,8768.39,5565.71,6589.5,7839.29,8729.61
K00230,622.91,398.85,683.54,501.32,6868.76,9944.83,7740.08,7736.13,7472.41,6821.5,3552.83,8631.67,4609.71,6455.34,7731.46,8709.44
K00231,1693,3519,82,96,200.67,532,88.01,74.01,88.99,90.33,16,57,227.99,53,47,36
K00232,0,13,18.33,18,9,0,0,10,0,8,0,0,41,0,0,4
K00239,2814.92,4761.71,1441.62,1048.57,7815.1,10762.59,8248.51,8297.39,8224.5,7323.33,3606,9226.97,7222.54,6940.25,8268.37,9075.44
K00240,2819.92,4770.71,1450.96,1058.24,7816.1,10770.09,8250.51,8295.89,8232.33,7323.33,3606,9226.97,7232.87,6945.58,8270.54,9071.44
K00241,2814.92,4757.71,1436.96,1042.24,7803.1,10761.09,8245.51,8295.89,8219.33,7323.33,3606,9226.97,7203.87,6927.58,8265.79,9071.44
K00242,587.75,476.38,724.87,359.82,7016.93,9804,7692.25,7800.63,7567.75,6889.5,3505.5,8679.89,5217.21,6489.5,7752.29,8677.61
K00243,83223.1,74718.17,78707.75,71948.08,50050.17,47656.59,41591.59,67027.09,68812.42,63618.17,33307.5,44031.08,63509.17,58737.85,41406.66,43772.5
K00244,81662.35,70848.86,78737.54,71789.32,56203.77,56698.84,48892.09,74371.13,75807.91,70122.51,36788.33,52139.6,66301.72,64801.78,48640.25,52164.3
K00245,618.91,415.35,694.54,510.32,6869.76,9957.83,7736.08,7748.13,7462.91,6815.5,3549.33,8633.67,4619.64,6460.34,7731.96,8721.44
K00246,618.91,415.35,694.54,510.32,6869.76,9957.83,7736.08,7748.13,7462.91,6815.5,3549.33,8633.67,4619.64,6460.34,7731.96,8721.44
K00247,612.91,394.35,685.54,498.32,6862.76,9944.83,7730.08,7739.13,7451.91,6815.5,3549.33,8624.67,4584.64,6455.34,7724.96,8709.44
K00248,104.17,175.87,148.33,104.66,167.17,67.34,112.67,103.17,86.01,90.17,9,112.05,524.01,96.09,84.99,66
K00249,554,528.5,590,411,505.5,172,293.67,353.17,367.33,297.5,63,232.1,1647.33,280,319,152
K00252,1951,3801.7,430.65,306.5,392.5,531,220,229,308,192.5,21,223.22,1203.5,243,174.5,119
K00253,282,351.7,332,275,194.5,86,136,151.5,201,133.5,21,155.22,909.5,135,145,99
K00254,1100.08,1115.88,1291.37,1065.49,7360.76,10274.5,8118.75,8082.63,7907.91,7105.5,3619.33,8985.72,6304.46,6784.34,8073.13,8967.27
K00255,9,0,0,0,0,0,0,10,0,0,0,0,12,5,0,0
K00256,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
K00257,2804,4758,1327.08,1012.25,1128.5,841.42,790.26,730.93,972.91,538.5,118.5,631.69,3609.49,638.08,747.33,511.5
K00259,7832.76,9485.17,6211.42,7367.75,1790,1792.25,1519.75,2436.09,3423.41,1615.83,866.33,2443.47,5164.83,2145.52,2443.5,2470.83
K00260,1645,3435,18,13,151,507,51.34,17.34,50.66,35,0,39,73.66,48,0,0
K00261,218,302.2,264.67,250,207.67,116,187,166.5,212,147.33,17,174.5,774.07,156,141.29,122.86
K00262,82041.68,71570.05,79320.71,72343.32,56818.1,57138.51,49269.59,74693.14,76140.25,70330.5,36829.33,52640.55,68164.81,65020.52,49133.37,52480.77
K00263,33,65,56,75,67,129,24.67,38.67,21.33,53,0,47,180.33,32,19,8
K00264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00265,2602.02,4430.71,1147.62,754.74,7534.43,10445.42,8050.17,8087.88,7990,7127,3531,9045.47,6416.21,6784.85,8029.71,8911.44
K00266,3015.96,5212.39,1821.37,1370.81,8143.61,10823.35,8421.43,8511.14,8411.43,7454.84,3665.5,9503.6,8537.49,7093.88,8553.19,9253.61
K00270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00274,185.67,255.87,270.33,196.83,173.17,85.17,135.67,134,153.17,124.17,21,154.33,738.84,133.84,124.83,72.5
K00275,1166.08,1105.38,1299.71,1053.49,7391.43,10265.5,8158.75,8117.63,7955.41,7147.83,3611.83,9035.72,6312.46,6821.34,8123.63,8993.27
K00276,28.25,29.75,326.91,16.75,6750.5,9674,7548.25,7649.26,7326.75,6742.5,3476.5,8520.51,4125.5,6318.5,7577.29,8559.11
K00278,853.42,1329.71,1401.96,1019.24,7639.6,10222.09,8188.18,8295.73,8148.66,7252.83,3586,9208.14,7145.27,6856.83,8224.79,9055.94
K00280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00281,878.42,930.21,1086.37,692.49,7322.93,10009.34,7987.92,8038.8,7896.92,7051.5,3537,8944,6077.96,6709.83,8012.29,8890.94
K00282,1887.5,3783.5,342.25,319.08,452.17,715.25,219.92,239.92,265.25,240.83,48,290.97,1076.75,204.42,216.33,159.5
K00283,1887.5,3783.5,342.25,319.08,452.17,715.25,219.92,239.92,265.25,240.83,48,290.97,1076.75,204.42,216.33,159.5
K00284,229.17,299.67,229,226.33,204.84,128.17,180.67,151,197.17,125.5,33,203.33,732.84,119.09,178.83,114
K00285,1016.25,928.98,1197.21,639.32,7424.6,10073,7967.25,8039.63,7912.75,7101.83,3547.5,8888.61,6545.21,6734.5,8021.29,8845.11
K00286,83965.68,75296.05,79566.29,72549.57,57137.6,57691.09,49437.34,74898.22,76446.33,70537,36832.83,52771.02,68813.38,65288.44,49163.33,52550.63
K00287,84166.01,75580.55,79765.29,72831.07,57338.1,57968.09,49667.34,75020.72,76603.33,70669.5,36924.83,52975.3,69264.38,65431.77,49382.04,52651.27
K00288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00290,462.84,696.5,564.75,575.25,539.17,372.26,418.26,388.59,445.42,331.17,79.5,489.91,1616.17,319.92,447.83,307.83
K00293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00294,1793,3634,231.67,174.5,289,590.67,183.02,139.19,204.65,109,0,150,590.98,153.33,95.83,77
K00297,1481.75,1634.05,1662.29,1421.9,7782.6,10506.59,8390.67,8396.05,8259.17,7299,3656.83,9298.8,7508.22,7015.93,8389.87,9163.77
K00298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00299,1738.25,3559.38,433.87,112.32,6957.93,10188,7618.26,7721.64,7414.74,6843.5,3476.5,8582.17,4384.2,6385.5,7602.29,8571.11
K00301,122,130,138.33,70,101.67,40,71.67,71.67,75.33,54.33,21,75,294.33,46,71,45
K00302,232,237,219.33,147,240,298,119.34,133.34,156.66,88,42,108.22,605.66,93,135,84
K00303,266,254.7,233.33,160.5,223,189,116.67,156.67,173.33,88,42,118.44,832.83,105,171,94
K00304,232,237,219.33,147,182,80,110,130,152,88,42,108.22,597,93,135,84
K00305,232,237,219.33,147,182,80,110,130,152,88,42,108.22,588,93,135,84
K00306,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0
K00311,295.5,389.2,366,301.5,243,104,159,169,233,143,21,166.72,1030.5,153,165,108.5
K00313,84.75,99.54,964.62,54.96,20228.79,29022,22569.75,22873.22,21965.25,20227.5,10429.5,25501.06,12269.42,18955.5,22713,25623.75
K00315,194,223,208,147,182,80,110,120,152,88,42,90,512,88,128,82
