pathway	050A	052A	059A	064A	065A	073A	074A	075A	081A	083A	085A	086A	088A	095A	097A	103A	105A	106A	107A	215A	226A	227A	228A	229A	233A	234A	235A	237A	238A	239A
COLANSYN-PWY	3718.8360139092215	4671.458587207803	8391.777014965852	290.4538518890456	4637.314277150573	4537.739194585255	1846.5495465305912	2681.116701334314	1234.6699203902715	1586.4371857954534	316.81607324078414	6651.433156363238	4868.655822518352	8695.057308371473	4311.038109155953	468.3033074614091	2584.237387409464	1155.7783391876858	191.51457209264169	12155.037670899805	7004.8333842766615	6875.530884238379	6368.082132746731	5972.305920047095	10045.689069490849	10319.979316374498	3999.168203624198	10678.48742747208	7430.896797355981	4587.839477862867
COMPLETE-ARO-PWY	3020.053507749203	4112.427193067239	6601.614213708953	2922.010360100837	3392.6148489347243	12201.526772885958	4554.485903848012	5179.149830638948	2618.8981738358707	3597.465224085814	3625.218240945804	5510.04324131902	6466.928807141269	8765.15389267495	5976.0388699396	1253.7473849772557	2880.71731084174	2816.486195359972	1305.768789261676	16777.92328682813	7894.438489354383	7223.837106317571	5312.631866418185	5928.843446692094	9198.618082230283	10496.325638460266	5580.560372217137	17403.408551353376	14278.71086161063	8150.244750741547
CRNFORCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAPLYSINESYN-PWY	6459.179080543264	10151.049458880483	13764.037215101009	6979.230355330982	8885.752537288592	18816.33802230548	13993.392445783458	11249.888480257743	7630.51019116027	8309.119460700926	7789.976097208712	11596.714022163496	14262.41999253122	15066.832503206984	9604.172208944206	11833.963722397835	10417.016990877752	10841.758719217429	11779.194266325148	14440.075173392925	13277.642361704726	11177.095132560216	9324.160267371466	9942.406668283928	6905.409452607359	10332.830806275386	11664.491436328748	13238.01590533668	14383.35402411576	10094.789157195552
DENITRIFICATION-PWY	0.0	0.0	0.0	31.0	26.0	12.0	29.0	22.0	7.0	0.0	35.0	0.0	40.0	2.0	9.158642462509864	70.0	18.0	37.0	17.181494661921707	0.0	4.745247148288974	4.5299455535390205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DENOVOPURINE2-PWY	15332.139549969022	34458.232687268755	34242.67955529959	38435.99145008405	40076.03733089257	48992.67199155788	42890.968061740925	45857.26220288892	35424.24621712609	32775.88885166647	28934.740996358563	23393.274964992062	37259.74591501162	33711.02141181561	34873.01410954259	40441.94327684049	38464.84837152143	37553.20183497137	43781.72263027562	20878.969370555023	26442.371140470168	19437.17153328213	17744.817342862883	17692.533934488103	21074.12625866209	20911.91730501221	26840.268799221525	15514.564213014928	29081.152689063703	24990.581749073208
DHGLUCONATE-PYR-CAT-PWY	0.0	0.0	0.0	50.48744629138625	34.701547836939255	13.705035971223024	29.0	24.264705882352946	11.539953452288596	0.0	56.23184560937728	0.0	49.65247610773241	3.3235473736037915	14.917729270986126	77.76249877222277	22.321008715328727	40.64041701573117	18.59375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTDPRHAMSYN-PWY	1219.3492776306505	2718.0271554432943	1939.1618878461088	2671.233254261725	1009.5499854547378	15528.187313609458	8655.993482620097	7758.046178418122	3787.650518120757	4160.222523417287	2328.6107859641547	2030.1439870288327	7536.887286398141	5439.328496898877	6979.804750877524	4329.819673030761	4036.915812033211	4612.660973931403	4476.987125340424	17806.675172219137	3977.294550132077	3602.722223354446	1157.918046359985	2160.806347763304	9504.917645745829	9564.00502136128	3059.567906353416	21033.77941465582	12958.351676947355	6761.818125796312
ECASYN-PWY	2510.4779919806488	2931.090417755413	5731.179752185926	1469.515079404413	3002.002865054604	91.27537287276286	343.7203775938081	292.1558675519409	874.124850911915	1217.8818053487516	1964.8858165145507	4644.897729525318	2293.5186863785307	4876.493342761254	1707.889557475423	694.2006682285257	1399.634220290147	437.15723651527367	497.7518419971472	14.821958692107597	4513.618916123812	4569.60409612445	4476.545145144524	4284.3124880840505	1073.8325120151594	2643.614929308992	2440.0667059657926	707.9287200308305	702.5944200950587	515.7732626920667
ENTBACSYN-PWY	5830.792411680062	7728.7609001221235	13405.279227593808	6486.843025389535	8232.889397749344	104.79130959924986	0.0	100.85818541748225	3525.8927357203	5305.407698495152	4790.039497171226	10458.574908669398	5856.6264492124965	11962.671670003556	7890.022360555689	217.74967745517915	2531.066837334753	99.80834488579316	67.42128767447703	14.638125532161029	10261.837608972406	9348.598351911538	9099.354892245416	8722.31448168226	2764.4521546306064	5726.571435860578	6277.279196337823	1723.0811928749663	1838.7840698452767	883.5007832729856
FAO-PWY	3621.0	4024.490375472063	8469.43396695366	1797.5722714163758	4195.8651840621205	171.98119121201643	141.47214552252032	163.24705161251873	1283.6382725488122	1875.6924199387547	2017.8505590236527	6862.966063527299	3726.30712706193	7739.013216749017	2786.668898189477	312.18132412992355	1364.150720940983	192.04119297613656	82.23426922953114	186.50346410796087	6729.043543234202	6822.5981045058725	6878.666997064303	6363.826065964837	1814.93799316438	4470.713549929831	3511.993491566005	1484.9944434160504	1145.614225354149	767.1326974565244
FASYN-ELONG-PWY	16395.54475617131	36706.28182215391	36981.5614410661	41603.44808560805	43136.96507409088	50240.81190926374	44504.66137196676	47580.09154003494	37600.0484024154	34918.2060146494	30979.451089778697	24621.144042091848	38974.54554903274	35904.18993463734	37582.92874361386	42624.86790578961	40632.0307695618	39038.78267785058	46253.84612861164	22151.066664749826	27879.034499146383	20419.14023022934	18341.65645928308	18928.678779777823	22691.654190689635	21975.57593027055	28146.813218197887	17434.832511481756	29532.77940810424	24113.47425894857
FASYN-INITIAL-PWY	3537.449858460473	4366.000154882139	8164.512939886167	2528.0454722123623	4799.152990972943	205.78993656212373	1272.5266165427809	586.9362580482341	1422.5423189498808	1910.399557565237	3283.999198075846	6417.101291800745	3726.794698175528	7112.028456157283	2659.297001182705	1607.0978232857562	2227.155211879249	921.1938784609448	914.6249292562278	203.22130353873388	7156.502964555075	6609.198179569694	5481.085810489316	6022.268845418759	2363.8459206189214	3990.377537011722	4999.148338700834	1081.4819508251123	2668.7656496761706	2203.429337047861
FERMENTATION-PWY	5276.7837067157625	7496.009217053231	11182.136092324046	2847.1163761151247	5748.81077061476	12820.86461505785	9445.532589346363	7584.364299182217	5505.973060334998	5370.888621795492	5363.641769955597	12354.756395635126	11156.852890961987	12701.14489416698	8643.071711537661	5323.808643292188	6839.396499759514	5815.493939327243	4331.491589827734	15645.77936983368	11314.811314628194	10339.757572747956	8384.966239155516	9186.633349632591	12501.100462480106	13326.587650814005	9144.792694552396	15603.13980690823	11931.187116184215	6043.439845053886
FOLSYN-PWY	6369.655001687956	9110.11420281821	13962.539233867115	3179.7493812655102	7905.663921165142	7070.5863130760445	4293.983927915345	2865.180053797917	5081.174332696527	5833.669410845536	6427.221636124792	11316.114994849237	11720.97436564662	14102.84793475492	8216.89730142429	4887.263110445746	6636.58387836114	3852.83282879361	3841.912143555031	17126.055730766366	12919.14715272076	11215.675825765396	9607.7109777623	9970.5600251525	13477.306182707063	13758.558611372851	9772.706110260047	15229.579271683198	14445.272210182991	7283.603986945612
FUC-RHAMCAT-PWY	2081.416196900224	2386.454837560198	4819.10188037575	1190.3432643081303	2431.8264754635547	722.100468675535	351.89675735939056	262.28442914071525	674.0362120936365	1000.5337563460488	1020.3390881187968	4051.631637889194	2070.044104635762	4489.140091344178	1714.7015429520743	241.6249406607616	965.6539313204532	292.7182880224932	399.6850949994186	443.8841257643337	3985.1340588331664	4016.777139769632	3931.5979226589857	3763.226614090284	1298.6316218179595	2545.844279087617	2194.679194048405	1910.9367033893816	2343.2326396216467	841.1272367840594
FUCCAT-PWY	1895.2908361925963	2171.4102166326675	4434.880052595863	1074.099585469463	2236.6187939176207	505.7538288176869	380.6085326769766	339.5547646753909	687.6526423991529	948.9805917210828	1519.8390298493223	3909.9812235383233	2007.842583455144	4154.352351223846	1461.0173843122454	479.808535805468	1000.78167825708	348.66705777939603	375.6776465396724	300.17568537968384	3782.408368983348	3831.349156998957	3646.3364312042295	3484.2739468559253	1305.707809369742	2349.2590138102887	2405.843702624559	994.987116943557	2074.7686353538893	1331.2065626350554
GALACT-GLUCUROCAT-PWY	2947.7577165759712	4269.731149167673	6465.333003152871	3749.091271289397	3475.1179315100526	8370.650482102137	3204.3022186662874	2451.832962293084	2678.774257831693	3394.387387915614	2408.8139327560043	5436.634743510253	5842.893158920233	7754.63513485292	5819.248843705253	215.76526091437972	2537.3522353717326	1524.8951962644032	94.79618722237002	5179.760585359771	5552.327027174079	5466.101536909807	3968.984306509329	4541.485358939425	3641.125107718489	5493.050019175453	3237.1289398569684	9974.719776956272	5733.53123054422	2951.4477984339896
GALACTARDEG-PWY	2069.1428571428573	2315.4614010896084	4838.927788535972	1002.435651575129	2376.940461613884	54.436014839535815	0.0	31.031283179712865	488.20324261813647	785.4568826995179	706.4043472259563	3910.662857142856	1627.7117160982457	4026.4868916570017	1254.079745379709	74.3093553983718	634.5710552173587	39.61587279166205	20.10183299389002	63.91751095448382	3696.1015566364495	3856.578433195105	3927.2938849459697	3621.020364005185	747.2514545516946	2026.1008832132047	1856.857142857143	564.6117977334915	507.01762435044594	297.3892323694509
GALACTUROCAT-PWY	2892.6451312600543	4287.073286339633	6360.157484781644	3517.182938695846	3359.313460557903	11435.089332193627	4675.083019086178	5021.413254800756	2684.8139390654533	3459.6105412672778	2387.885968267069	5548.408516690372	5958.610013229562	8256.86903893522	6118.724804504094	194.8954044512133	2379.843831300248	2023.1165551683025	82.67545127347644	6767.197979997946	5561.340351432405	5326.499293788335	3814.314335414411	4322.508490242966	3863.512370683455	5717.859836805821	3004.3739884125257	10920.758710257704	7132.584110950847	3313.475464707145
GALLATE-DEGRADATION-I-PWY	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.428571428571429	0.0	0.0
GALLATE-DEGRADATION-II-PWY	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.571428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.428571428571429	0.0	0.0
GLCMANNANAUT-PWY	15188.244711599044	33899.68075612729	33480.8343830074	37858.16129100019	39039.79162188796	48179.06768637173	42929.736504615765	46041.344225559966	35317.72005152394	32560.802088722256	28696.008609619195	24270.21586531949	36928.83114422781	33413.64650337346	34893.71354904992	39911.55446007096	37912.86131553038	36768.72513413937	42902.23033576938	17920.353374048656	24582.96058729321	18240.124261185843	18415.5241409598	16496.198949866397	17271.71446108314	18510.355235591225	24963.22905726838	14971.063645027643	27665.67500540184	26207.683150807272
GLUCARDEG-PWY	2051.3967837998807	2291.606096363412	4789.812223475353	1011.9333899241556	2373.175574333414	71.17067372322397	0.0	33.203278629847695	490.4227568904212	785.4568826995179	717.0914793365516	3868.973818763934	1632.8050215044534	3974.41090723062	1257.001190749599	79.25266130784271	638.141292560062	42.2028768314712	21.417431565266835	63.91751095448382	3611.527407541916	3730.922894012415	3837.754823984019	3548.7649665371205	724.9209699179895	1987.4154310548283	1827.785032803292	554.6356090964923	507.01762435044594	288.7888507700104
GLUCARGALACTSUPER-PWY	2069.1428571428573	2315.4614010896084	4838.927788535972	1002.435651575129	2376.940461613884	54.436014839535815	0.0	31.031283179712865	488.20324261813647	785.4568826995179	706.4043472259563	3910.662857142856	1627.7117160982457	4026.4868916570017	1254.079745379709	74.3093553983718	634.5710552173587	39.61587279166205	20.10183299389002	63.91751095448382	3696.1015566364495	3856.578433195105	3927.2938849459697	3621.020364005185	747.2514545516946	2026.1008832132047	1856.857142857143	564.6117977334915	507.01762435044594	297.3892323694509
GLUCONEO-PWY	11612.637586351966	21300.797004064912	25378.826061404343	11583.053149243671	19267.50058541914	37163.56327869626	28852.407316127803	25400.700832549555	19033.54824260572	19850.54253523868	17641.540185458685	19829.40281344373	28560.30234155133	26766.96121431329	23561.54222838658	24006.09012138264	23559.33898857592	20773.47107600416	24572.15600555645	21955.11044293625	19933.74502289024	15900.772699833964	14654.711163026646	14464.613260942991	18367.869577238143	19226.813062617748	16587.145523690382	19266.4545403512	23731.96109338192	16171.628245732472
GLUCOSE1PMETAB-PWY	3206.2848286938465	3781.272090191813	7417.925649002695	1988.162283909084	4115.2477899323	117.02920710900808	468.7941795117482	385.6859986184445	1138.873943178249	1575.449715054746	2667.2530581595543	5940.070487346088	2965.808297657996	6211.954457244185	2153.8164286944025	1032.5624140974255	1779.132706790962	603.1910751106923	674.9037750578967	135.07491431259766	6114.90290560997	5875.575448703599	5677.976707677063	5478.901111295895	1946.154435610638	3352.252425946537	4273.372025198089	838.0252174175594	2097.3189972905843	1854.2281779249363
GLUCUROCAT-PWY	3347.024382960309	5145.61873815388	6957.071484957087	4623.293815033706	3762.053285247055	10049.042747189997	7472.527392264975	5802.667249773572	3638.2127168797374	4449.873022904402	3426.610864304605	6536.40189713025	8377.776763055652	8117.170776137914	6786.073492560397	5385.896504906661	5042.652068808837	4536.1338668510825	5419.682911532728	5358.950003230874	6598.38511983682	6195.74750852151	4163.932832367857	5332.993141012931	4572.246914825041	6376.262739973827	5115.553659933935	10247.418458237757	5936.6777467462825	3575.7157071181136
GLUTORN-PWY	2041.43	2613.999426057012	4670.2178473822405	1857.071726406256	2429.9725977583635	7583.31048232086	2794.236532938914	3299.603542875462	1312.3366919045693	1754.3495152565256	2122.3165368406408	3741.3826894833455	3869.656792651668	5961.072765006963	3631.750846370981	680.1433330665132	1520.2994150484187	1223.2456481201507	488.4842835893104	11448.618553819928	4213.388845677611	4070.856949276466	3548.663233089067	3286.2426923955245	6455.815664232644	6925.508270797414	1827.2770984063543	10606.498832474736	7548.107478378307	3987.8137078128552
GLYCOCAT-PWY	6620.658093188718	11001.114814241511	14435.472784466909	6217.601193957607	8048.6849953276305	30711.52715462024	18743.55433513085	18229.77271764084	8469.975914162276	9048.703899757464	7463.346688982858	11714.701614500533	18771.86310867008	18460.66065405999	13619.811403288692	10905.67341757432	11226.875378978506	11964.315956882676	10659.72489051234	23038.433078777914	15877.56396024895	13544.502931828893	9717.168790649444	11268.509106539754	16202.012947891702	17280.362351661784	14327.714945715508	21442.69054355919	22751.91729212903	16242.504020656092
GLYCOGENSYNTH-PWY	14765.90906495235	33474.478205361665	32879.554715304046	37160.396005226765	38621.52510024675	49184.26389582949	42699.90077324699	45671.34870907492	34524.198818036784	31629.698339148414	27313.00625702301	23697.84607447928	36742.90742899209	32818.269539830675	34132.75283452994	39532.88232050861	37494.59534311613	36887.51541481682	42692.47912822381	23001.300971994537	25117.44498763512	18588.351562004456	16605.016457872116	16521.591126711883	20023.486568501045	20433.95224560803	25438.868091276203	19175.879411732007	28855.34055789822	24841.86634986639
GLYCOL-GLYOXDEG-PWY	2716.7959840468475	3068.243168823509	6361.103606371798	1192.8454936660833	3227.9434075690365	89.44596236108278	50.94259467747335	93.10463369791108	705.7395082470047	1078.3005440515926	1060.1020281103513	5092.660100504844	2754.058087693369	5233.474439199756	1472.0839742134267	183.24549015667327	973.4624717494276	102.84088137378028	44.06043874359645	10.804686694475222	4790.746608310084	4802.098324040569	4904.567243721801	4562.67421047563	1109.659590485589	2604.406892870923	2552.801213504918	935.806012918188	609.5872591849921	492.6253474868039
GLYCOLYSIS	13460.653948309468	23926.49622394345	30279.06415066622	16354.286793116817	25971.36905236532	32926.436749326735	17565.855700961027	19897.04233155769	12871.20820243771	15018.715109477587	16320.008994605456	22547.20418724201	25710.657103233152	29893.98530410847	20963.92669444172	8837.802211931761	17279.030268064995	11384.489680798157	8253.881327027497	24565.763369879503	24104.15766497424	19162.282893140626	17451.490839045928	17345.7299932653	19580.3920397162	20993.899640613923	20142.58050207972	21735.26401656589	26316.21781712425	19249.739603927526
GLYCOLYSIS-E-D	6650.600528624605	9310.544455518935	15167.650546857683	4949.366793395844	9841.225191637224	4203.359235275933	1126.6369556685072	279.3616343886538	2564.99782709491	3984.424147836926	3548.935609229221	12045.315639064716	7507.566704523459	13611.378016774155	5859.967413450802	739.5309131044273	3319.583080440838	360.46654999867576	192.48282592190347	17.86270058312194	11975.681382433111	10728.284452268035	9431.073439682128	9768.70333295584	3516.014352988745	7581.839886689696	7587.367854715389	2468.4474673383074	2381.5063164627154	1091.5523572864552
GLYCOLYSIS-TCA-GLYOX-BYPASS	3978.563266496104	4907.257541293913	9114.144265747083	2481.92522659387	4829.115894880447	383.96777062663057	213.3284501059896	236.7763609720721	1645.9772418321752	2435.355789980953	2408.7561185896425	7411.606531488563	4869.090680648065	8812.423105686677	3711.44917705293	472.4989854933994	1905.184682778084	282.07604985742813	134.32457296699397	19.64702029500052	7975.787431187949	7589.307092751646	6939.7416842374605	6788.62889209044	2769.912177996571	5710.444128804713	4637.456023647468	2280.33212762636	1778.48776271384	988.3687597940004
GLYOXYLATE-BYPASS	2363.02407649348	3009.3810891795506	5300.5769134420725	1119.9076185201163	2534.560533502502	102.28508951821746	57.49419591376947	118.71659047485076	709.5072939422398	1072.6106440580054	1022.651804196413	4412.992946739189	3500.708037315786	6030.002543263578	1729.5752681211388	278.1461631031404	1452.0383643811524	144.5510276737315	80.85556723555946	10.995070434685406	4892.183133578551	4680.661415928281	4121.688958791449	4106.738484288998	2238.02662449078	4797.709300110451	2993.33299538267	1629.3171190957055	1406.8161402753244	657.0079479222237
GOLPDLCAT-PWY	0.0	0.0	0.0	1430.5395978680656	18.817778900171653	0.0	0.0	9.993890998275166	781.1419110648338	1199.5665645065108	1030.5816940075442	0.0	0.0	467.92198594666246	1864.33585710079	43.82990844432019	15.974157696143378	26.340437689337072	39.862847499296855	0.0	36.71602465776882	0.7999558225650504	0.0	0.0	0.0	0.0	0.0	335.2687191251646	0.0	0.0
HCAMHPDEG-PWY	1953.5819405581185	2133.5732242411723	4509.926435333652	883.1525278065351	2208.6045621325934	24.169580419580416	0.0	25.061320754716977	423.2006220839814	669.0	613.3676981234531	3658.949098233873	1485.2315029476056	3653.4495853543926	1080.5194371456887	56.60869565217392	587.2394078114347	25.85853658536585	16.83	3.0000000000000004	3391.910073794405	3515.4397811154786	3638.912218519446	3368.974278576343	674.9892546536631	1837.3471043444133	1737.2857062330013	451.6085384721162	417.54545454545456	184.03122642300275
HEME-BIOSYNTHESIS-II	2308.8862731472154	2629.5279611519973	5629.276180286483	1398.0238676565689	2843.719305658607	172.99352794110814	75.4455474998567	81.54207224154779	737.0891914083093	1102.8037780966852	1083.974226668621	4348.343249794628	2431.4040488166024	5182.098859911054	1806.542495314296	210.33392557231863	859.9851578344108	110.1916043128599	57.196210941706816	311.2025343092209	4482.460352870297	4428.561350627075	4307.748733335534	4023.954372173032	1197.9253236333725	2795.5216791026646	2417.7565171895258	767.730842375708	770.6660776282266	339.54961621398405
HEMESYN2-PWY	2996.6910927774748	3556.6970735430177	7841.084976883186	2685.790858998231	3906.576480279573	14104.351013144693	4731.540103451355	3288.4165324887344	2359.754083856192	2771.590624288119	3400.756756872368	5706.548558917937	7444.538760623997	9716.770987577274	4858.633398121291	1067.3879912586908	1726.3495723866597	806.3242553761455	710.7719994979306	8568.54768326361	6474.642457405592	6195.250145672154	5584.928280204676	5295.276093703021	7777.004685283857	7755.657711778378	4116.736595335013	6975.282863781793	12840.405086805473	3436.4259647891795
HEXITOLDEGSUPER-PWY	6736.288681405595	8861.60637611848	15400.426481241444	4371.377908821507	9259.758179451726	18030.012331465223	13108.338506946624	11785.69651395754	6614.319701538872	6140.091142418171	3172.2914524033804	12070.242332020553	12678.961558592382	13331.521774843706	5327.569440993511	7819.990293818307	8914.94820158557	8433.357914668526	7627.410464024389	459.1730443837708	11957.176072568664	10979.22447073842	10589.63245842291	10168.780820344777	5874.851187590904	7810.285057304163	11277.444039214512	2004.7069697155896	10420.630762959676	3652.790245409838
HISDEG-PWY	459.0	1046.0	522.0	890.1482161335459	43.7964791312312	5498.41410488246	4262.049476311401	2960.878310425745	2226.483546004029	2368.578702266377	1757.9777306257631	945.0	3687.018065034122	973.7869255680012	2994.839776021519	3093.77233975371	2128.886818816954	2382.0756354618725	2970.4274476987443	5962.748460087996	304.79429815878046	104.3522447891468	18.701298701298704	2.0	4050.5	2694.5	52.71621621621621	4562.499342753862	2432.497228495175	209.9206430839408
HISTSYN-PWY	2042.3522608509904	2632.0163455257702	4696.619283880646	1832.571005331946	2438.055191223593	8887.332551288158	3007.01960112231	3493.504523053952	1527.9477500841235	2289.219247167092	2542.5811081711336	3769.3519945967655	4289.421881981446	6520.287711090726	4057.811145099852	659.5930859606138	1832.3074566427715	1912.7526849048927	578.6164179383787	16729.623793523762	4733.512636467323	4394.927434008737	3653.8758362972817	3525.3053854712	7942.225312621818	8707.839926774956	2695.16884126597	16477.621477689598	10190.567156490966	5407.310588023601
HOMOSER-METSYN-PWY	3004.872170070356	4097.481841225887	6601.611357065707	3153.8715625466457	3392.3413552202974	8240.98105869513	5246.841152793334	5221.41687684675	2929.121822057606	3613.267763207671	3995.236862715646	5513.140191075498	6218.928696389808	6879.313052273882	5089.691169430077	1558.8854946611305	3076.8210008346737	2581.8974775716	1192.858768107889	1400.0298850478976	6907.60637358432	6432.033856408248	5122.864770167002	5820.1779564607305	4484.399392507753	5730.417429283701	5850.195341805984	1997.654135963773	6090.383967053364	4733.349959450209
HSERMETANA-PWY	592.1722617841018	1467.557249099519	1199.2259434890475	1783.8243125855188	581.5091196269414	985.1462936341616	778.2700371948603	714.955267822957	1402.4966561698575	1717.3666220653813	1715.8258218492522	785.4939460592552	2886.8523019538898	4940.858571474745	3949.3614723175137	528.6714107831218	1218.79845511165	750.4969257469425	362.6850391525383	1359.5978226158395	3598.5739828350133	3094.3545613493943	698.4413210261328	1440.0152024557813	4119.994078413988	5252.720806563295	2501.019431704736	2034.746179411784	5821.673885491789	4245.82929702035
ILEUSYN-PWY	3648.241357569525	4996.540014879149	8434.431223154972	3581.867830682528	4644.583158857558	14737.047970721467	5453.559362060587	6317.759879938976	3434.373472502547	4269.11754766477	5069.603980735311	6595.491021901022	8213.448414167446	11201.232549134907	7759.969496552271	1560.8682967771092	3362.727195186455	2683.935713979896	1069.144211821022	21307.584374210244	10167.812651789262	8998.859066139923	6559.969132609753	7278.080862997933	12877.820934903077	13680.635815265076	7599.722707444348	21423.167363481112	17430.59304375519	10864.004540386166
KDO-NAGLIPASYN-PWY	1844.8911560475908	2046.016587967604	4288.2324195914	1039.8086560076688	2214.930213554089	326.2735547663174	510.1329100227202	256.4405729535644	601.260668493266	984.5995537705552	1425.5982728566478	3508.6984996473884	2168.2692248762723	4279.839876622174	2023.0791013649944	526.26966395052	1157.315100232951	381.6917948207966	344.56610484351995	513.48868786306	3968.522095576057	3727.8913163749817	3561.7257008990205	3429.2280867842983	3766.747037277714	4674.379229064774	2457.39778745829	2495.670026175021	3318.2443822245164	1556.4629891932448
KETOGLUCONMET-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.761194029850747	0.0	0.0	0.0	5.398063676213089	478.2178187917437	282.3487955012992	101.16096980735578	222.3704713673549	608.743835952806	194.28291700562625	1152.7485916945252	4.990742455100907	630.2097721251492	305.82609719217265
LACTOSECAT-PWY	12489.065793807447	29306.85987253533	27092.79837119973	32634.43778640758	33990.51256086929	39052.654340044886	37820.7131038688	39674.18687949106	30859.232574534355	27950.33924280768	23903.41183418457	17234.732162019158	31277.67626783539	25279.827742859627	27970.147332203484	37170.01899665471	33919.3063275047	33110.151226187525	40260.12607018811	6130.5436681941865	20572.11387642701	14495.615906850397	14852.460592830985	13379.6823366498	12377.714835749694	11752.725606102496	22752.41597867334	2662.9673919846546	20727.511886650893	20465.38178008965
LEU-DEG2-PWY	0.0	0.0	0.0	44.274122253360815	39.99091836088902	17.141547441097202	41.41971581558724	31.42376730843094	15.131279117773747	0.0	49.98034489983565	0.0	62.19916260042295	3.9023369823808975	22.26654407095443	110.03681791712692	25.71042843063772	59.84925765774259	24.282701155614102	0.0	196.5946104317377	27.894532145053084	0.0	25.254914304001176	0.0	0.0	0.0	12.469037039819325	28.372356550303586	0.0
LIPASYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LPSSYN-PWY	1880.2696037058	2084.506426600394	4373.372847822327	94.05678055877004	2236.0147127205832	89.64638804135845	0.0	78.14407322880365	0.0	0.0	24.97941202082756	3575.134167157846	2043.280692026184	4178.420779746107	29.00767382277428	166.67701166430462	986.10846619167	84.11738128589984	58.6618276392968	14.45312365879947	3930.9192167952815	3775.3407273371313	3632.868943099779	3468.0953088142	2181.9875490613867	3844.501063509889	2293.5718564457006	1496.8024625683977	1418.038882763981	667.2516958571988
MET-SAM-PWY	5511.631211141987	8164.960031342043	12161.145656072553	6008.94837089085	6913.700283264019	13979.21914568716	10393.355070197384	9915.602140121237	6094.479031474893	7193.281878694	7414.871460687609	9799.335510932196	11742.24949684011	11676.781125349677	9562.29147179122	3440.794603596894	6424.059490767349	5469.86242416278	2674.8679621530987	2127.999556178064	11849.713490120428	10443.61475671802	8558.535941706097	9380.641653081791	6788.517839992277	8533.615637751016	10422.812104760818	2979.420949723517	9354.701660863868	7812.971819790953
METH-ACETATE-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.9755480992848	3.66651377607523	34.207132300236175	0.0	7.999352646052023	0.0	15.997263840576094	103.8986327080917	90.58616863904534	222.45299092725816	85.27040394178803	0.0	130.26889038185578	1.0666429578284344	0.0	0.0	0.0	0.0	0.0	17.941870831979926	0.0	0.0
METHANOGENESIS-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
METHGLYUT-PWY	2076.407725873331	2366.5457450557915	4795.0158605810375	46.53050502888888	2456.183742279077	40.249809418887125	0.0	42.02139262532782	0.0	0.0	11.836107892996957	3908.421479990736	1865.1728019321856	3912.2920891752574	13.681824443041474	87.1229434781781	776.7564315080651	41.38716759619236	25.843215445151014	93.34486634087438	3865.801869070728	3845.475786218579	3546.4049858639337	3607.93076099882	1028.3200616243842	2119.3960120016427	2295.328918307862	584.1704311113677	699.8081066662129	670.0009586188326
METHYLGALLATE-DEGRADATION-PWY	0.0	0.0	0.0	0.0	2.499965606219276	0.0	0.0	0.0	2.499967174188724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.285625335259823	0.0	0.0
NAD-BIOSYNTHESIS-II	2284.8115835198782	2647.2398594462475	5245.786480098085	1388.081112615882	2670.088868456045	486.39886801197633	383.0400241911714	352.7409253727677	858.9019676890904	1149.448181936306	1713.3096443297015	4288.44035917561	2256.9344617528527	4743.2805242689965	1725.8314666552117	628.7791863406122	1283.9666163723584	453.5050951247465	444.9897897528037	327.75222640336466	4453.158694779576	4521.4985546485	4228.3618818635605	4066.722006588709	1835.8009232735608	3105.007691231012	2901.18597057866	854.0735561430454	1902.4347972798944	1643.0200289195363
