pathway	055A	056A	068A	071A	077A	078A	091A	092A	098A	099A	100A	101A	217A	218A	219A	220A	223A	224A	225A	241A	242A	243A	244A	245A	246A	248A
HISDEG-PWY	2804.5	4002.5	5711.238979416809	4846.20290144075	563.185667752443	1110.932448855725	2159.131890429489	6561.47434045465	7344.250585295298	7588.996445029626	9435.836585669154	6067.324375875195	1875.8746663005627	2154.8084517174752	553.6948539987384	3521.2346483462006	1498.246876561719	13583.33	1601.0293679731867	1441.0	18765.24831195813	943.123759099934	12817.087528968095	772.4919093851132	2013.0039910164944	18349.57974457936
HISTSYN-PWY	8404.001881965383	11505.235176868064	6150.4057869581775	5176.492440679949	9014.108572550043	2782.1240621202523	11452.780448576286	10415.26478614749	12835.197500323846	13491.197451899256	17171.464494062835	12620.27360826939	13561.9850567285	26921.92419842848	8604.202932905122	28166.71039977157	13115.610572984118	21293.468231524545	15193.20436211972	16411.81676174548	27987.64133114165	20993.86283840534	24338.21517679341	13994.96805841395	11063.70887310914	28157.209122685705
HOMOSER-METSYN-PWY	9620.868050069856	10284.635623533395	11087.175321272947	9892.583454683154	3359.792898727002	3254.0534639935404	9200.239654105086	11663.180490377064	11136.491461581494	13577.52682443796	14127.592450255836	13081.444998104576	4174.16816871111	9095.793933804762	6896.546381787718	9791.587046305129	7841.388673023557	6158.307339574345	8891.798822571502	8714.566168119012	7534.943672590289	6250.209654195524	2217.677209496099	4819.635407815138	6484.053688920247	6127.286730871594
HSERMETANA-PWY	4475.4941258284725	8204.108824564964	7299.195785300039	6243.0811865177175	3115.014467339662	2053.4223690107474	8455.365374596104	6688.432835499043	8343.38883360958	8825.951598617206	11736.915638940216	7557.837596753716	4390.945899495525	9629.65048500516	6680.354372700999	10349.17325063387	7668.389087164228	6520.182302005906	9618.717351266236	9268.809818371985	7973.895612685049	6500.628675991394	5250.335477753519	4898.812266568224	6594.7158063452825	6404.569772424122
ILEUSYN-PWY	15432.551462971642	19675.31449623936	19167.904585006603	16549.105992926005	15181.721555952528	7148.134787434777	19455.469175169725	21207.14530928483	21111.04923190979	25475.077180680422	28390.55783892544	23299.86578110828	17035.142063467796	34606.541062030614	11951.7705828096	35381.52720867986	19061.018074779528	28664.212764343527	22090.03543409784	23662.19927407273	36405.06953453908	28968.693620696617	33495.226986495305	18270.925469769874	16778.050066908207	35666.60341844756
KDO-NAGLIPASYN-PWY	5246.619324672844	5050.659106941852	97.59476052771994	107.02150214456265	67.18549547410102	1297.9884263497331	4025.9887861062143	3797.911339892131	5127.038367030888	5214.582702305833	5605.062750101944	5940.814839036151	2241.049090242989	3570.5331476450247	4547.70358637646	3945.956186671465	3330.9720595192025	8604.065321876667	2771.41801943727	1536.1858294689905	9732.114324464406	1765.1181507584365	2809.441684296421	2482.296453471148	4095.139625826096	6513.19491066537
KETOGLUCONMET-PWY	0.0	0.0	0.0	0.0	0.0	5.280178736259125	0.0	0.0	0.0	0.0	0.0	0.0	150.08129423660264	111.2513959701351	25.63336121677312	12.646862311142588	125.92343832714594	35.23492390091723	71.95793164776917	228.46489099860227	86.36851221176742	19.61873945309831	48.34037957427239	67.42968447396736	45.41937244926225	40.10093006173184
LACTOSECAT-PWY	9139.21169969172	9328.098605837204	29270.1135058059	30473.11488396712	28844.621372665104	23244.305163790246	9923.873007727829	16755.70068881556	5457.267357053586	11976.050941238558	7761.790150700228	11913.678648592208	356.5526994217592	776.6724970538303	2885.017560989964	727.5857136524747	8652.526557623672	3781.5335170519793	5566.312837644548	4979.550019220513	3532.529177436711	3396.1318660422025	4604.501608566459	4075.5722814750047	4040.444510197737	1530.475211451869
LEU-DEG2-PWY	0.0	0.0	212.90646672715508	265.69402375488073	91.39024356346046	389.2247688373049	115.75605996378776	29.18573541081364	73.96652473013896	8.570798144878816	18.5683778692824	24.280429744724668	1085.953796875565	1081.046060080297	241.64943572469537	78.81512504957836	0.0	0.0	254.66802810140223	0.0	24.96895126437548	0.0	15.787685657617958	11.42657205170828	35.905077270344194	12.610263934563948
LIPASYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.986279330032473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LPSSYN-PWY	5352.982340149738	5144.946367790023	35.995775118282346	64.06411186255639	29.42651072180897	51.6159950610145	4095.167902764358	3869.2252872986505	5155.844997649056	5294.653900955359	5672.543486038081	6018.886544693351	927.2657491490808	2997.12477837689	4590.09850297345	3568.180156701388	2937.890435487552	6003.795235721853	2751.453722113965	1526.4652243927671	6414.645170345748	1758.4552252585916	1520.8030755972434	2000.5415599775383	3332.2872084750124	3986.337340022366
MET-SAM-PWY	13385.221471715884	14879.63803707777	17083.62308122049	15231.182959990054	5156.82152933398	6097.191283238362	13758.556297269915	17634.839913387408	14606.669919416958	19056.807349056617	19071.448817405075	18356.625775997472	5804.294976639812	12350.01686849632	8899.46236732912	13285.668028005515	11048.03454158798	8526.572050762608	11874.716136561325	11755.621277747125	10436.460712501295	8702.84927702191	3326.257226320115	6901.604034888202	8777.60316581116	8659.594044287907
METH-ACETATE-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1260.4903934926615	634.2480258920034	167.0541918175172	41.51862967845087	0.0	0.0	231.66200908790543	0.0	0.0	0.0	29.847789739019326	92.13328590311176	0.0	0.0
METHANOGENESIS-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.341501469663719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
METHGLYUT-PWY	6350.705248520473	6298.344303474199	21.902726807081272	47.03202500287768	19.578438233075293	24.81789544362822	5151.206338052202	5255.752492685285	6132.660436968417	6507.689282292167	7144.959329383177	7208.100252880139	662.9299558864083	2437.203649372568	4883.681346770337	2942.288071483077	2283.931851878962	3074.6251917615773	3174.7747082884057	2049.428453988465	3205.620916456985	1971.3502012746296	688.7690302442339	1269.1490984409857	2140.279980706643	1849.2467614860248
METHYLGALLATE-DEGRADATION-PWY	0.0	0.0	7.499744234534885	13.749210695671175	0.0	38.27128676155709	2.499962524786106	0.0	0.0	0.0	0.0	0.0	76.93859757814357	76.99864808599182	7.187013481975473	0.0	0.0	0.0	7.087254584338211	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NAD-BIOSYNTHESIS-II	6240.112048226088	6678.073616426716	56.9451890562636	60.55867918776886	47.401443408918745	1326.555087629028	5572.900170765503	4735.175859561497	6052.84380143797	6222.964590053115	7067.617526811317	7136.802979654152	1064.2775528192471	3346.552612580509	5584.234192272727	3564.2186793527653	2660.551336159111	3610.188990065254	3736.420418142549	2396.5857774507854	4052.621822201421	2505.962596764395	833.1698915372795	1714.457908769857	2395.246489447158	2190.916453997398
NADSYN-PWY	0.0	0.0	0.0	0.0	0.0	10.691705484136536	0.0	0.0	0.0	0.0	0.0	0.0	309.7495497384641	204.80192403329568	49.69490200989503	35.136998625055895	0.0	3.1997995365574874	43.42418308539371	0.0	0.0	3.987189438759909	0.0	3.966276395692801	5.351927582996362	0.0
NAGLIPASYN-PWY	5175.899026401277	4981.17	175.06636920633122	217.42	85.41999999999999	1321.5356532894634	3970.66	3745.41	5053.909715173536	5139.59	5522.77	5855.530000000001	4507.327301413355	4103.375851067468	4557.731057854699	4773.715007739385	4103.676062893935	17422.996224461313	2827.232192425085	1556.508278609616	22607.380223199285	1869.349396414	15834.335326864331	3613.953005749528	5911.18829616991	21097.7240978263
NONMEVIPP-PWY	6604.141949299927	9355.93909378575	301.53686850449714	381.2747649893778	9779.47553890401	2368.5445855485377	11591.59471559405	6866.667703639001	6772.49705620773	7175.009964802975	9357.316485965415	8057.1508326647345	14263.453391547428	29356.5490855198	8539.572534808563	28789.21761826237	13151.841962888975	22205.08465505892	15921.943570531215	17366.055581006425	28864.32886950126	22939.285291136195	26122.696934554348	14151.647920937314	10738.085802035142	29673.296501942616
NONOXIPENT-PWY	15828.541195426413	21667.90937379218	22445.203471130782	25062.977954542625	35349.5140955693	9192.69378856531	27247.55432362932	24028.79907094786	19646.02079442433	21612.788275148	27023.40975556818	22121.617396214984	21580.582249257983	44691.67328969235	15698.78836624241	46126.24597600784	28701.96847083505	26404.396223503616	29080.49393249665	32870.612286643685	33689.75530994995	37991.63379916946	33951.332455760814	25270.517823995026	19452.52386988768	37673.501909984894
OANTIGEN-PWY	5176.404266014292	8263.247976828106	16811.554290245178	19345.449743377525	20334.758652538923	7921.738070027162	13814.979381038313	11351.048976882908	3569.8568944194394	3356.874787870219	8555.796937022618	4277.2418590517045	10390.416282460035	23944.31481138583	7580.762162256216	22295.775551705912	15382.01173660997	12162.80560794316	14873.838492346447	17254.63931153612	14516.260066687144	19554.49212763141	18864.07545988047	12109.695765700422	9848.477574145987	16398.78246310753
ORNARGDEG-PWY	6848.364386388433	6665.010640152742	23.422319194733195	46.69470883709829	21.423396522610016	26.361992142722368	5740.257110673652	5465.660008253457	6954.8266681007535	7192.836629749458	7816.725323364689	7995.5444139615265	578.0652478630645	2612.1931106181214	5460.157757865445	3224.2965895791453	2799.330579142924	3246.069312703782	3711.211922842968	2112.079871490409	3283.874177725819	2283.4239376984224	769.4409923662218	1554.5170096587624	2194.621520976664	1932.103000718819
ORNDEG-PWY	7971.013154858067	7771.128752810851	489.27080345723033	682.6394615177934	199.69569740804096	776.6304028226991	6507.968560986965	6301.858581790496	7524.973214218127	8330.935300308716	8342.962765470282	9331.14655016969	490.1039029327864	2379.3388477915973	5642.659529804194	2786.9767737594025	2742.859313855223	3090.763681801131	3193.201955254241	2121.410044979849	3059.470326933056	2175.0680046748203	754.8900675130056	1480.338596562206	2386.373083724035	1828.5178964608072
P101-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	369.8144994921233	369.8740545619602	88.0373413401608	64.53912120248208	12.960453438888308	0.0	98.34435609880887	9.356912890178004	0.0	0.0	9.94784312741838	0.0	0.0	9.99900519449513
P105-PWY	10287.389337525186	11723.674305045255	1792.1818024138165	2054.1039674450776	608.0348427105075	1600.4782770512245	9790.966133253718	11322.65665862682	13847.322132965084	14363.110942257254	17094.879885091483	14097.7963762423	5370.437369666799	8243.926636642102	7940.847022840823	10051.014855265	7285.541748780752	11285.7753991775	7654.304185869939	5361.1640757309015	12941.100180057754	5017.9997118563615	3448.869734258368	5271.399933512875	6942.215600684868	10094.62283273946
P108-PWY	0.0	406.3728916567521	65.1224980301808	56.87470892003567	78.11592705746877	138.13928690986089	2180.07692589079	351.1533931770795	26.95809173264099	44.88833394854127	0.0	0.0	7170.951065926675	8198.919579832542	1531.8036564455576	11241.844683114075	5564.852330704829	31788.302316069963	5223.828994623239	3202.193554701155	42603.38709458897	4481.412057241418	28644.113994372023	7349.496351214038	9855.355261556502	41951.18847966267
P122-PWY	11706.729404469905	13254.499733620934	36469.65615478298	38815.61576398518	32828.94824949529	24485.75204724993	17224.667219628223	20856.67360304116	9259.206632255507	17108.159861826294	12808.846542201223	16787.086329957376	5330.421827646383	6309.293877058134	5501.725223249783	5514.517602103082	15922.534716819137	8567.51023429481	8988.190393224477	9853.223016639547	8532.590562662554	8572.27036134713	10738.526466688914	11033.757152568847	8107.469371075839	9819.808476848402
P124-PWY	12949.358707631074	15060.70941792851	42224.320239106695	44692.34798100957	41537.28199075066	27835.35861845339	19766.3669000322	24018.0278937696	10590.113504104698	19708.91797072068	14744.997965952276	19077.737801652784	7351.419612048722	8582.852954427206	6105.431541705234	6846.312027281477	19514.980894070875	9934.434694975267	10698.1494833043	12392.70509743944	9840.561275625258	11810.63252314774	12751.225867295389	14181.020070618702	9582.43639145074	11259.72631691741
P125-PWY	7009.504336208887	9457.322517143688	14751.525667109398	12608.564023548592	1216.0096417943523	2434.05476175228	5367.997410809217	12770.65094263461	15879.531088286829	17575.727534217236	20699.107495814227	14253.84772426492	387.35796072848655	1916.16771787014	892.0908465035604	4953.423407263982	3119.502474522601	447.9173010848111	3370.9188288009423	3748.487850748757	1747.0351337495613	1649.9710834498412	476.5367594028793	1952.5792597429847	3331.411467176021	1892.505468394875
P161-PWY	23756.73311067503	27001.6894552042	50233.19311665544	53607.36828639159	49930.25163387951	34915.17717647338	30876.94988403498	36558.204688673104	23332.5845812474	32692.630913528905	29060.821837582127	33904.00813725542	9947.426089280309	16232.999169453016	14824.069665554678	15485.663471103362	26588.670777414416	12386.81696536296	19825.96844316076	17059.646564506515	12786.973989635988	16997.226111146934	14620.481821046274	13982.670695635054	13199.947806150927	11789.727264806994
P162-PWY	0.0	0.0	0.0	50.899021162896176	100.87180787493824	0.0	298.5684414776492	98.32274321976774	0.0	22.286818806380868	60.40565258304998	0.0	711.2920855886505	759.9534917571162	232.6160929090717	0.0	0.0	0.0	0.0	0.0	30.140200001724462	99.19487781705097	35.65984851779608	0.0	22.45717365346274	0.0
P163-PWY	0.0	0.0	0.0	11.075936170158364	0.0	0.0	164.9295451067503	268.30184410771824	0.0	0.0	0.0	0.0	1333.8142842603993	1165.2743264414758	706.9191298066355	312.09363025398574	317.65618983121993	1878.3193327234128	325.72682080594	90.47919789685704	1455.9936286503096	1348.7325599283197	4742.809773813467	302.3960833847943	90.05438524642626	0.0
P164-PWY	4977.936547888651	2657.743564048534	1150.029152715599	1500.3032874416883	704.8494271561374	1692.7108791329836	10722.32451044474	9234.857200648492	4292.659241812263	3150.1471290725854	6690.587177025134	3687.039309150712	5724.2550353729175	4737.821101530517	7775.691878350701	7160.388675370407	5365.527765152287	6192.154686905073	9512.08625029972	6773.683025177992	6751.9763845623465	9790.22816491371	6739.532698560491	4890.982117656741	7058.158112374093	14297.209879508444
P184-PWY	0.0	0.0	7.636174241332122	14.277537754817049	0.0	38.74976701314424	2.7096459728254163	0.0	0.0	0.0	0.0	0.0	46.44576440171846	46.46138866627629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P221-PWY	0.0	0.0	230.94559987401803	324.92109776106287	88.58727348021586	365.5781865886314	152.52784847359536	29.96123348032242	89.73782314576937	11.995547237289143	25.9830673535392	33.959641755158955	401.617354614705	506.9260389196259	139.11823701978724	37.95804639349299	0.0	0.0	141.1266102229804	0.0	48.89291329536502	0.0	12.99534700630641	0.0	37.5213290051353	11.993450312018588
P23-PWY	9298.194126291686	10684.759093032122	880.9347668980752	1194.581997010784	339.27514490397624	1140.6611516885052	8945.174427852917	10229.519693054528	12970.482334816012	13556.484511570628	15599.836439868785	13370.765590809204	4521.626289776358	7564.562108226951	7765.830258184998	8213.447647910849	5755.516974196857	7834.111077284533	6788.790243186228	4431.613273680426	8721.804964445004	4506.856947066458	2536.7497519909443	3696.6648099516647	5618.724857388728	5670.807879174428
P241-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.972222222222223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P261-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.112633055532635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P281-PWY	5018.0	4801.5	21.666666666666668	35.7704081632653	16.787250972533304	56.05370596750845	3798.999736772836	3617.250000000001	4879.218155442879	4989.0	5372.85	5688.860000000001	357.8348528091745	1596.8090586231672	3977.150438378189	1931.2442181822853	1476.9994925575102	1871.75	2171.745041666193	1291.75	1907.5	1390.0	380.0	803.7422239502333	1367.25	1069.9984233059708
P341-PWY	0.0	21.238224012363894	0.0	0.0	0.0	0.0	810.7828524913007	180.62050015044807	88.52132032453807	0.0	0.0	0.0	846.8846905960745	17.07076400975505	0.0	882.0114083911055	0.0	0.0	1107.0467642021108	1477.388842763719	935.4027652994844	3033.3672279373195	1174.9259044882008	552.9515406125215	2301.546185403693	2579.428891380096
P381-PWY	0.0	0.0	42.07807302397083	103.80686596152658	193.90218874101944	360.43999478686135	0.0	0.0	246.94567038714524	37.75516254020301	84.01159261511185	99.35083818925324	537.3928904435242	665.4962662686019	77.90943116363015	33.499476724527554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4-PWY	10933.096877626096	13308.7711035453	1912.0686906019528	1993.7862988092245	5126.878117495124	5355.744160875423	13584.099672738444	13391.032778430254	11370.685668394808	13474.651678548142	15052.350710165943	14076.243878101675	8595.53471727618	14747.059358157809	8807.560007387307	15357.357450378397	12594.407105197424	9826.186002568573	11171.16390029713	11463.765445300056	11457.104237540225	10930.812300257025	7055.122997649078	9820.941529105196	8550.911836737983	10182.878312928717
P42-PWY	10034.811411674717	13214.58143772113	9759.149686418466	9194.643258741487	3036.8017255376144	3528.3788939398464	12349.134163913812	14903.116052683969	16189.206885147252	18487.135487281263	20676.14143137004	16758.028763149578	10090.936261390145	10700.150190502798	8198.573155132244	14883.463627694848	12829.345156453526	31760.16153729756	10497.537934127737	9037.014015028528	42137.02679896962	8561.043728606848	33711.070715853384	11964.950996057643	14624.454108477456	45533.54601781793
P441-PWY	17701.63698460953	20237.29086746761	1811.9101098482213	2575.1744275252304	779.9916338023652	10222.98561875582	19718.71012758873	21281.910526004496	18201.961790733578	23252.52354296819	22957.49066012128	23810.696736797145	7146.904466754482	14592.229655918003	11257.388282374155	14401.077441774189	12555.176262978544	13652.000217884448	13750.018397283618	11372.785078820443	15047.730368984276	11247.993072300951	4808.227950529239	7547.755423377719	9676.922235799468	10592.969874094695
P461-PWY	17062.42064387732	17659.543145738222	18915.336222583468	23006.52719884716	9555.879286697982	8102.481247388296	18659.004520384435	22626.49150299137	17661.82465084769	21632.535151918182	21847.352853848064	22310.76829972392	1833.2744360221664	5631.573135143627	11675.894872439776	8400.020406410586	11510.51650024296	8991.40398116066	13953.896502834348	9889.603132818513	9318.080633291676	8341.135105764135	2948.412705323379	6235.49017824046	7872.875500205234	6155.242961563203
P562-PWY	12.499999999999998	42.5	186.6342365703608	222.41759299251413	78.20097067352248	1286.5203805943852	65.85416873283936	39.94159814752373	446.5361531793743	190.4196742863188	289.1283708761624	285.29755986455683	342.3650875818627	294.6124204205106	63.66418951728218	14.026428388849483	82.32450612667549	42.52450403277627	72.34224033320446	147.5686960585761	80.27092065927751	53.938138735355565	39.46646295484892	39.19616706665634	33.26220532866021	24.196394065249727
P621-PWY	0.0	0.0	7.773049645390071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	10121.99890752337	11511.332196406314	9546.77410293876	8332.677742553928	1668.666912743837	1908.6034200364431	10462.457605311576	12603.630500460458	14538.912257744523	16091.962687305378	18590.673140958792	14928.596874671584	8066.963056493364	9161.281196221868	7203.0426588182045	12595.697298939727	7909.097363831276	19224.303091149548	7347.1492453661185	6061.740403399655	26086.59755473688	7813.098287245904	19316.484260344096	7338.418641554721	8813.22485806393	25991.02123127212
PANTOSYN-PWY	11618.488259468162	13416.537760176472	12914.356802851084	11442.56389981943	2479.3897593820943	2804.488109379832	12839.681306986671	15377.72130796908	15098.809941008652	18138.35855493583	19659.17667466884	16995.88140745539	9349.869645706249	11637.6412782121	7729.923487444746	15313.409828732068	10274.093270354118	21088.31264828434	9180.04390050732	7951.342509723029	27917.34446431728	10026.42365484428	22121.68205467067	9006.156520021872	10380.67413977847	27960.203264162123
PENTOSE-P-PWY	14585.610441694089	17290.756157993426	14259.82699057509	13159.814377846496	8567.921537786131	6891.208201717809	19439.28328988927	20845.38499474288	15012.246408958374	19802.057729872173	20181.81521859065	19896.30400328452	7034.91005795309	9538.83246275827	9718.73388318035	12947.897242925452	16724.48998138963	22356.60039092648	13109.5230672483	12587.83814596992	28785.484398031367	10191.27733705527	22662.16419524547	10629.332443187935	11292.231611756652	29808.672266103287
PEPTIDOGLYCANSYN-PWY	16966.27086451066	20602.597580517173	41840.50717763979	43704.16540032888	38985.54479012998	26897.395545817708	23880.03217123665	27936.68016075336	17782.76358512103	25139.00835098225	24109.41581441697	24214.947144511207	15033.93815748975	29445.02582188285	10859.086564450932	29500.81167772254	23686.22595262281	22615.609997209576	19879.779462254453	22174.16937794319	28350.55561888764	24683.5159330866	27607.70837553573	18702.819090052853	15234.34691800266	29330.939445247448
PHOSLIPSYN-PWY	17732.226330881887	21959.03197085412	42717.42964686581	44599.09736252207	40350.84433186337	27852.97999966459	26040.910982191243	29277.75321075133	18921.552203729687	26319.976270723968	25977.06598741018	25294.599366423663	15709.511322070011	33700.90500499463	12935.47727389117	33137.050472062525	24948.603140292907	21235.426593454584	23266.72760336574	25383.594402459363	25710.176937285352	28315.778694785728	25228.737530490194	19626.30909706041	14888.90404180138	26259.58584267718
POLYAMINSYN3-PWY	1607.602692872986	78.24550856691275	29.31316431684758	73.94851591903583	0.0	25.67301838155833	277.43625796615686	323.49313224354745	9.5793544015831	0.0	0.0	0.0	1429.1996288733235	1713.30433345927	1288.213196109767	1374.3476592335603	3246.845658818916	2398.18213903829	1075.4258936898293	1078.2733910823115	2158.251446444292	1724.1955207940796	653.2088444356918	1771.7959138120066	1479.8442087052792	1082.1748387465095
POLYAMSYN-PWY	6969.891726847098	6413.479138809224	186.04488921186768	137.50102424111049	31.199241797727627	72.35430970025527	6297.391108648165	4995.980417301411	6391.53205618986	6665.186740518137	7471.49972222776	7544.023256515285	1922.346611441436	4290.732893855262	6388.077161304479	4687.196072817764	4877.186436571369	4598.714336552936	5874.244143365458	3291.6388771152187	4492.850739458281	3812.8330100883513	1582.1009214112178	2390.9179504210097	2221.4875944669493	2136.769481810464
POLYISOPRENSYN-PWY	15559.392103401284	18330.23398457393	38283.57258583301	39926.83720215072	33275.20509224271	24026.68326691725	20672.479699536627	25440.78476988212	16615.267640943082	23279.27091537445	22225.73749855352	22248.454599780907	8871.160036107789	11153.582231915989	8988.906198789262	12406.11020483124	18481.94381218756	19752.80134275545	14145.090041828002	14603.493892354478	25232.93030927347	11999.563910383287	20621.308437634576	11789.846841428796	11158.77842265548	25298.705047826923
PPGPPMET-PWY	9831.907504091569	10119.039513064832	116.52182722087665	78.48163526718972	88.44527515036822	2569.378272940633	8459.336998856752	8214.957853108495	9928.61991452892	10729.638395424976	11384.315624322517	11817.711521764588	2076.621308870512	5001.460432281728	7487.912605330947	4808.341892683308	3812.347941951556	4425.60366503829	5280.64841342784	3392.9980916879285	4553.951893964133	3379.8441323868697	1031.939946529759	2080.0024977635394	3330.2897881466097	2709.1473425552404
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	0.0	0.0	224.8115195261892	272.3152082261774	107.1143540764494	370.9979860351945	197.1644867684324	54.36274658083979	709.6764867164168	406.8879632705657	556.9024296183316	549.6737869092641	312.36901889339816	409.9583985625084	173.3778557818747	45.00853893802203	0.0	0.0	142.87936915014407	0.0	48.11393792443752	0.0	17.319496458682163	9.696420751255657	34.97810329648961	3.965521361934357
PRPP-PWY	15646.083426231298	17939.87677112798	2372.107750306121	2817.485520160317	1403.624394489736	12716.427386307369	18280.79722488063	20894.35430363545	16394.14095978756	21446.59011904147	21164.44456597084	21402.967845933497	7832.143080902462	13512.128440905097	10021.696785255515	12320.473940345995	14347.416152691145	16837.680961655104	13323.667336054395	11039.716824428857	18552.888151185973	10484.655844462955	15170.446331621775	7972.74688795441	9500.046279685615	12410.91975620481
PWY-1269	5911.5499626834735	5688.460553541287	178.7663491076	222.04257113022507	87.3431913325874	1322.8258793228097	4534.7705426616	4277.778465782879	5770.398090584582	5873.067998593587	6310.579134813584	6690.644801753689	4305.492452120365	4270.410806943163	5148.3343383677175	4828.270594077658	4139.350043578247	17912.83806802964	3139.7475233834166	1720.1628106788833	23179.108547883505	2022.25509643578	15413.558232890677	3470.7139593181214	5836.851148076979	21526.387263748573
PWY-1361	0.0	0.0	0.0	8.849412645070991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.68320773001289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.975766855885496	11.992349123493469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-181	0.0	0.0	0.0	0.0	31.46465363869168	5.332168164520208	0.0	0.0	0.0	0.0	0.0	0.0	366.1946979672291	463.7050552164361	94.84674114796483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1861	13676.041549196523	18377.83103072849	19321.72995167044	17819.150745652383	3601.120150915603	4862.087024123114	14219.554761991129	21442.498326826088	21257.04280790397	23206.98997900937	28551.77124809101	22340.40574793039	2257.1163259991467	7559.662280263636	3181.336642066587	16558.968686496824	9455.681834632454	1761.700398579828	10605.07973087872	11215.346901241384	6711.99734861859	7807.77839253114	3010.34356962366	6249.305720092239	9007.90573576315	8454.859247017304
PWY-1882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2941	13636.181159171696	16514.278294211737	37239.452065861	39154.86878009923	34394.4504234854	24102.027489741	19433.18381513927	23659.98089296033	14369.941911579645	21285.69936661557	19839.413051800144	20669.40140467101	5798.503262880174	7084.934676772039	5276.832467469693	9780.800951689967	18703.18354535105	8785.386741482067	11319.342099009416	13312.405884451588	9989.864544583434	9979.049475435457	12183.036306252212	13525.851908686764	10589.594559877836	12062.879394882591
PWY-2942	16850.482820494875	20618.49721167139	39244.01030168455	40795.25067421071	37596.81261852661	24878.405233408503	24088.33123915816	27352.468575555074	18524.820300979027	25305.58613567174	25045.470075495174	24338.74443767644	16350.325380613263	31561.728621078742	11652.427562062749	32410.70560291308	25089.78168446636	25732.58610194632	21803.581615313626	23880.429779045528	32394.50418991137	26955.31507049657	30405.928217944016	20076.84387646334	16479.58761391592	33664.50465990631
PWY-3001	14650.288712087126	17981.452259162153	17782.51525955414	15432.175712326094	9845.36850853154	7917.425168198418	18041.068148902246	19739.50976809836	18145.007715953583	22062.768169158524	23987.959882986303	20906.84842609456	15665.464539244163	30786.049266359045	10849.797438211835	32200.74895162776	18058.39213963197	25484.595219132905	17877.685695060132	20431.110843749888	32962.89408642708	24967.454007939683	28736.22707856063	17551.255724920768	14585.406220593248	33134.886258001825
PWY-3661	0.0	0.0	97.83863280708113	44.629853689362	53.50573988206625	188.60002935896972	4.9877515186400565	0.0	29.49217064923151	0.0	0.0	0.0	41.46557152875375	19.832638246381247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
