function	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B	140B	146B	151B	156B	158B	161B	162B	167B	258B	259B	260B	261B	111B	115B	119B	120B	124B	129B	134B	135B	137B
K16905	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	30.0	48.0	16.0	40.0	16.33	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	54.0	0.0	10.0	26.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	72.0	12.0
K16906	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	15.0	24.0	8.0	31.0	10.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	47.0	0.0	5.0	13.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	72.0	12.0
K16907	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	11.0	0.0	71.0	102.0	32.0	58.0	43.33	12.0	0.0	25.0	2.0	20.0	0.0	14.0	0.0	954.0	121.0	446.0	339.0	16.0	49.5	0.0	6.5	26.0	503.5	4.5	335.5	28.0
K16915	986.17	1567.67	1682.83	3803.82	2099.34	421.33	788.8399999999999	789.1600000000001	638.16	456.33	350.67	791.3299999999999	756.07	649.68	623.5799999999999	645.51	163.32999999999998	47.83	307.67	0.0	317.17	197.5	40.17	391.08	257.49	178.16	80.33	19.0	87.0	0.0	41.0	94.0	153.0	755.33	499.0	119.0
K16916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K16917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K16918	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	160.0	266.67	132.67000000000002	51.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.67	24.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K16919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K16920	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	160.0	266.67	132.67000000000002	51.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.67	24.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K16921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K16922	1706.0	741.0	505.67	1153.16	475.17	503.17	214.33	397.0	313.0	340.0	295.47	473.5	219.0	388.0	669.75	579.0	586.0	526.0	227.0	565.67	396.0	396.0	202.0	84.0	0.0	16.0	0.0	76.0	154.0	17.0	41.0	39.0	28.0	265.0	64.0	26.0
K16923	16380.15	42093.95	25438.5	23649.47	30045.75	28258.5	48113.65	28524.5	2646.55	23882.25	2557.83	6638.07	3144.75	7488.25	4932.53	9671.51	13512.31	31386.75	7172.83	847.75	14207.34	9506.71	36871.0	5450.52	15949.52	14323.07	17311.23	36517.25	62615.99	43469.21	23731.0	9745.75	22174.0	85865.85	16299.5	36382.5
K16924	3860.4	935.2	262.4	386.33	190.23	2360.67	481.83	783.3	367.8	404.0	569.73	1194.1999999999998	1101.98	826.57	524.4799999999999	676.5	439.95	193.25	215.0	293.0	312.2	342.3	306.4	2154.12	1568.6	1165.02	1353.75	19763.4	15053.5	8802.0	2579.5	8774.0	1515.5	2367.5	4918.5	12636.8
K16925	16799.0	42319.5	26391.4	24014.0	31816.06	28488.17	46245.16	28893.3	2874.25	24113.0	2302.9	5259.55	2689.65	7076.74	4561.77	9851.5	12532.22	32052.0	10419.0	1308.25	14717.0	10198.8	37206.4	4051.38	17330.6	14192.4	19689.0	47110.0	67031.5	65890.0	66065.75	32511.25	59535.75	92475.0	60419.5	61941.75
K16926	4138.4	1010.54	452.66	905.33	460.0	2646.34	846.41	1047.5	658.21	513.0	1343.5	2121.66	1394.0	1007.5	1109.46	564.0	477.74	339.01	380.0	616.66	566.2	648.16	498.66	2825.3	1390.5	1361.74	1556.5	239.16	976.5	149.84	573.59	620.25	2237.09	729.84	1745.5	777.09
K16927	23.0	11.0	4.0	13.0	0.0	61.0	0.0	0.0	27.0	16.0	446.0	834.5699999999999	317.17	258.0	560.53	20.0	33.0	7.5	7.0	24.0	15.0	39.0	39.0	1703.8	140.0	443.5	249.0	129.5	1397.5	136.0	443.5	470.0	2636.5	195.5	1160.5	193.0
K16928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K16929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	9.0	2.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	13.0	0.0	19.0	87.0	0.0	41.0	86.0	150.0	156.0	477.0	119.0
K16937	86.33	76.0	69.0	51.0	34.56	126.0	11.0	44.0	48.0	19.0	470.0	810.2	375.15	277.2	607.9	45.0	51.22	37.75	7.0	64.0	45.0	99.0	25.0	1330.37	145.5	412.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0
K16950	57.0	0.0	8.0	4.6	0.0	1.5	8.0	0.0	14.57	9.0	373.0	670.75	253.43	274.75	594.4300000000001	0.0	0.0	38.25	5.0	10.0	28.0	0.0	32.0	933.88	40.0	164.5	164.5	29.0	0.0	0.0	1882.0	219.0	279.0	3518.0	5117.0	2240.0
K16951	57.0	0.0	8.0	4.6	0.0	1.5	8.0	0.0	14.57	9.0	355.0	661.75	261.43	266.75	563.4300000000001	0.0	0.0	38.25	5.0	10.0	25.0	0.0	32.0	908.88	40.0	155.5	155.5	29.0	0.0	0.0	1882.0	219.0	279.0	3518.0	5117.0	2240.0
K16953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K16957	297.0	78.0	133.0	596.29	335.0	389.0	2576.95	261.0	203.0	132.0	139.41	237.0	69.0	55.34	168.66	283.71000000000004	180.0	131.0	214.0	347.0	838.71	450.21	283.0	806.02	795.0	650.33	572.0	89.67	104.57	91.71	118.0	41.0	98.33	108.43	77.0	38.0
K16958	27.0	0.0	27.0	518.29	223.0	22.0	2420.12	8.0	0.0	0.0	100.08	230.5	58.5	53.67	156.82999999999998	30.71	0.0	30.0	34.0	80.0	546.71	148.20999999999998	0.0	732.35	736.0	572.33	464.0	2.67	42.57	28.71	0.0	0.0	38.33	8.43	11.0	0.0
K16959	297.0	78.0	133.0	596.29	335.0	389.0	2576.12	261.0	203.0	123.0	135.07999999999998	230.5	65.0	53.67	156.82999999999998	283.71000000000004	180.0	131.0	214.0	335.0	838.71	450.21	283.0	803.35	795.0	650.33	572.0	89.67	104.57	91.71	118.0	41.0	98.33	108.43	77.0	38.0
K16960	297.0	78.0	133.0	596.29	335.0	389.0	2576.95	261.0	207.25	123.0	489.41	936.67	1046.67	746.34	338.66	290.71000000000004	180.0	131.0	214.0	335.0	838.71	450.21	283.0	1646.35	1306.0	1196.33	1435.0	109.67	384.57	91.71	118.0	50.0	467.33	108.43	314.0	38.0
K16961	14.67	0.0	0.0	6.0	11.23	1.67	0.83	12.0	4.25	6.0	159.57999999999998	324.77	104.08	77.0	129.82999999999998	0.5	6.22	0.0	0.0	14.0	8.0	0.0	0.0	250.0	28.0	79.25	14.0	127.0	1366.0	32.5	50.0	67.5	1946.5	33.5	1415.5	76.0
K16962	14.67	0.0	0.0	6.0	21.23	1.67	0.0	12.0	8.5	12.0	271.25	570.27	188.08	126.33	197.0	0.5	6.22	0.0	0.0	14.0	8.0	0.0	0.0	402.33	43.0	92.25	14.0	147.0	1646.0	32.5	50.0	76.5	2315.5	33.5	1652.5	76.0
K16963	41.67	0.0	27.0	373.0	234.23	23.67	266.83	12.0	6.5	21.0	243.08	508.27	147.07999999999998	120.0	258.83	22.5	6.22	22.0	34.0	80.0	65.0	136.0	0.0	850.5	754.0	592.75	456.0	40.0	571.0	0.0	0.0	18.0	738.0	7.0	474.0	0.0
K16964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K16965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K16966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17060	1624.0	737.0	496.67	1080.75	419.42	471.92	212.0	397.0	315.75	328.0	273.0	461.0	204.0	380.0	641.0	589.0	575.25	526.0	227.0	567.75	395.25	401.75	202.0	48.0	0.0	0.0	0.0	76.0	16.0	17.0	41.0	39.0	28.0	46.25	64.0	26.0
K17061	1624.0	737.0	496.67	1080.75	419.42	471.92	212.0	397.0	315.75	328.0	273.0	461.0	204.0	380.0	641.0	589.0	575.25	526.0	227.0	567.75	395.25	401.75	202.0	48.0	0.0	0.0	0.0	76.0	16.0	17.0	41.0	39.0	28.0	46.25	64.0	26.0
K17062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17073	0.0	11.0	0.0	7.0	10.0	22.0	0.0	4.0	49.0	0.0	650.0	1041.17	398.67	179.0	732.0	6.0	8.0	4.0	3.0	0.0	0.0	0.0	8.0	1230.17	58.0	227.0	200.0	24.0	23.0	0.0	6.0	14.0	212.0	5.75	114.0	11.0
K17074	3881.4	956.95	952.0	418.33	1584.0	2457.0	535.3299999999999	809.5	505.8	674.0	1417.66	2621.34	1430.17	1073.67	1534.66	778.8	487.73	984.5	3627.25	418.5	1058.2	647.5	348.0	3270.2300000000005	1575.27	1509.7400000000002	3631.73	2401.67	4297.67	14251.0	38842.0	15466.0	27058.33	9173.17	32596.0	11059.0
K17076	3881.4	956.95	952.0	414.33	1512.0	2439.0	536.16	809.5	473.8	577.0	1349.99	2381.34	1417.17	1050.34	1439.49	749.8	487.73	875.5	3627.25	418.5	1058.2	647.5	348.0	2991.9	1558.27	1495.7400000000002	3631.73	2323.67	4257.67	14199.0	31994.0	14617.0	27017.33	7747.42	32036.0	10989.0
K17103	2559.25	1448.47	1723.04	1930.35	1141.42	1389.7500000000002	325.33	617.0	783.9	589.1	4049.57	6341.97	2300.0	2163.07	5449.6	812.3	925.34	986.42	326.75	832.4900000000001	702.25	654.41	483.58	8858.630000000001	797.75	1725.2399999999998	1031.3	1118.42	7325.92	1347.34	4069.77	2720.3	9405.09	2852.83	9750.17	3848.34
K17104	0.0	8.0	0.0	0.0	2.0	0.0	0.0	17.0	0.0	0.0	15.0	27.0	20.0	6.0	63.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17105	0.0	8.0	0.0	0.0	2.0	0.0	0.0	17.0	0.0	0.0	15.0	27.0	20.0	6.0	63.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17195	3562.0	865.0	131.0	603.8399999999999	13.0	2014.0	5331.299999999999	508.0	160.25	281.0	156.67000000000002	186.01	107.5	37.0	183.67	119.22	23.33	65.0	34.0	0.0	1154.28	19.42	0.0	601.8100000000001	110.93	313.4	115.73	0.0	87.31	57.42	32.5	17.0	305.5	40.03	386.5	38.0
K17202	0.0	0.0	0.0	163.72	0.0	7.0	2503.15	1.4	0.0	0.0	44.92	16.67	19.25	17.0	34.17	8.71	0.0	0.0	0.0	11.0	577.14	4.71	0.0	61.29	8.33	8.33	0.0	20.0	282.57	28.71	0.0	9.0	369.0	1.43	237.0	0.0
K17203	0.0	0.0	0.0	163.72	0.0	7.0	2503.15	1.4	0.0	0.0	44.92	16.67	19.25	17.0	34.17	8.71	0.0	0.0	0.0	11.0	577.14	4.71	0.0	61.29	8.33	8.33	0.0	20.0	282.57	28.71	0.0	9.0	369.0	1.43	237.0	0.0
K17204	0.0	0.0	0.0	163.72	0.0	7.0	2503.15	1.4	0.0	0.0	44.92	16.67	19.25	17.0	34.17	8.71	0.0	0.0	0.0	11.0	577.14	4.71	0.0	61.29	8.33	8.33	0.0	20.0	282.57	28.71	0.0	9.0	369.0	1.43	237.0	0.0
K17205	31.0	22.0	3.0	5.25	3.25	4.75	0.0	0.0	2.75	0.0	25.0	34.0	0.0	0.0	0.0	10.0	6.58	0.0	0.0	2.75	3.25	5.75	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0
K17206	31.0	22.0	3.0	5.25	3.25	4.75	0.0	0.0	2.75	0.0	52.0	34.0	23.0	22.0	11.0	10.0	28.58	0.0	0.0	2.75	3.25	5.75	0.0	79.0	7.0	17.5	19.0	28.0	280.0	0.0	0.0	9.0	424.0	1.25	237.0	0.0
K17207	31.0	22.0	3.0	5.25	3.25	4.75	0.0	0.0	2.75	0.0	25.0	34.0	0.0	0.0	0.0	10.0	6.58	0.0	0.0	2.75	3.25	5.75	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0
K17208	966.17	1554.67	1677.83	3772.82	2099.34	421.33	777.8399999999999	779.1600000000001	638.16	456.33	199.67	454.66	624.15	583.01	415.33	645.51	128.33	42.83	307.67	0.0	305.17	168.5	16.17	16.83	184.49	60.66	19.33	0.0	0.0	0.0	0.0	0.0	0.0	2.33	0.0	0.0
K17209	966.17	1554.67	1677.83	3772.82	2099.34	421.33	777.8399999999999	779.1600000000001	638.16	456.33	199.67	454.66	624.15	583.01	415.33	645.51	128.33	42.83	307.67	0.0	305.17	168.5	16.17	16.83	184.49	60.66	19.33	0.0	0.0	0.0	0.0	0.0	0.0	2.33	0.0	0.0
K17210	966.17	1554.67	1677.83	3772.82	2099.34	421.33	777.8399999999999	779.1600000000001	638.16	456.33	199.67	454.66	624.15	583.01	415.33	645.51	128.33	42.83	307.67	0.0	305.17	168.5	16.17	16.83	184.49	60.66	19.33	0.0	0.0	0.0	0.0	0.0	0.0	2.33	0.0	0.0
K17213	3810.0	1939.0	1896.34	2825.97	1370.59	1504.09	3003.44	822.0	785.75	766.0	745.84	1183.01	692.6700000000001	895.17	1650.34	1209.71	1229.25	1100.0	477.0	1266.75	1438.39	848.46	490.0	439.84	80.16	109.66	163.0	181.0	476.57	74.71000000000001	122.0	142.0	1131.0	128.68	848.0	403.0
K17214	2181.0	1236.0	1402.67	1746.47	954.42	1054.92	2791.44	425.0	472.75	438.0	438.92	707.84	381.42	478.17	891.1700000000001	622.71	678.25	574.0	250.0	690.75	1046.39	452.46	288.0	396.67	67.83	101.33	64.0	96.0	406.57	57.71	81.0	103.0	1048.0	83.68	810.0	111.0
K17215	1624.0	710.0	496.67	1244.47	435.42	513.92	2717.44	397.0	315.75	328.0	480.92	739.74	390.92	498.17	901.37	621.71	575.25	593.0	227.0	618.75	972.39	434.46	202.0	2350.9700000000003	309.83	1010.33	673.0	141.0	480.57	45.71	81.0	111.0	1963.0	72.68	960.0	135.0
K17216	75.0	62.0	48.0	388.0	257.0	54.0	266.0	24.0	11.0	9.0	171.0	302.05	100.67	51.75	229.88	22.0	12.0	22.0	41.0	102.0	68.0	151.0	0.0	744.5	745.0	573.12	456.25	0.0	11.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
K17217	1689.0	761.0	536.0	1466.0	666.0	518.0	478.0	421.0	324.0	337.0	442.0	739.0500000000001	304.67	416.75	861.88	601.0	585.0	548.0	268.0	667.0	460.0	547.0	202.0	727.5	736.0	573.12	456.25	76.0	27.0	17.0	41.0	39.0	28.0	52.0	64.0	26.0
K17218	1756.0	788.8	595.67	1206.75	439.42	524.92	212.0	443.0	331.75	360.8	1277.84	1709.17	660.87	763.95	1735.75	636.0	681.25	678.0	257.0	579.75	453.25	453.75	202.0	1992.75	208.5	488.5	275.0	79.0	16.0	17.0	41.0	39.0	28.0	50.25	87.5	29.0
K17222	78.0	43.0	29.0	90.0	51.0	50.0	0.0	10.0	0.0	0.0	110.0	266.5	91.75	58.5	173.25	30.0	29.0	0.0	0.0	1.33	8.0	11.33	0.0	290.25	42.5	36.0	22.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0
K17223	78.0	38.0	29.0	90.0	51.0	50.0	0.0	10.0	0.0	0.0	110.0	266.5	91.75	58.5	173.25	30.0	29.0	0.0	0.0	1.33	0.0	11.33	0.0	290.25	42.5	36.0	22.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0
K17224	78.0	43.0	29.0	90.0	51.0	36.0	0.0	10.0	0.0	0.0	110.0	266.5	91.75	51.5	173.25	15.0	21.0	0.0	0.0	1.33	8.0	11.33	0.0	290.25	42.5	36.0	22.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
K17225	78.0	43.0	21.0	90.0	51.0	39.0	0.0	10.0	0.0	0.0	110.0	266.5	100.75	40.5	159.25	15.0	29.0	0.0	0.0	0.0	8.0	5.0	0.0	300.25	42.5	36.0	22.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
K17226	2298.0	1288.0	1460.67	1696.5	986.17	1075.17	286.0	443.0	479.0	450.0	466.0	952.5	334.75	470.5	921.25	658.0	691.0	572.0	250.0	679.66	491.0	469.66	297.0	642.25	77.5	58.0	35.0	78.0	32.0	31.0	41.0	63.0	37.0	60.0	94.0	32.0
K17227	78.0	43.0	29.0	90.0	51.0	50.0	0.0	10.0	0.0	6.0	193.0	413.5	105.75	58.5	228.25	30.0	29.0	0.0	0.0	1.33	8.0	11.33	0.0	450.25	77.5	50.0	27.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0
K17228	1663.0	724.8	491.29	1083.25	412.25	471.75	212.0	397.0	334.0	328.8	487.58	656.0899999999999	307.83	423.17	819.17	590.8	606.58	526.0	234.0	579.42	403.25	401.75	210.0	336.84000000000003	51.0	30.67	0.0	76.0	16.0	17.0	41.43	39.8	28.0	46.25	64.0	26.0
K17229	17.0	0.0	9.0	31.0	0.0	0.0	0.0	10.0	0.0	0.0	90.0	233.5	74.0	38.0	139.0	0.0	11.0	0.0	0.0	0.0	0.0	5.0	0.0	257.0	40.0	27.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17230	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	31.5	0.0	0.0	25.0	0.5	0.0	0.0	0.0	0.0	0.0	5.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17234	19.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.0	243.0	87.0	106.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	164.0	11.0	52.0	104.0	7.0	0.0	0.0	93.0	3.0	17.0	690.0	1613.0	730.0
K17235	19.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	96.0	165.0	63.0	79.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	143.0	11.0	41.0	65.0	7.0	0.0	0.0	93.0	3.0	17.0	690.0	1613.0	730.0
K17236	19.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	141.0	55.0	70.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	136.0	11.0	32.0	52.0	7.0	0.0	0.0	93.0	3.0	17.0	690.0	1613.0	730.0
K17237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	280.0	0.0	0.0	9.0	369.0	0.0	237.0	0.0
K17241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	14.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	14.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	14.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17244	29.0	3.0	0.0	23.0	0.0	21.0	0.0	0.0	0.0	0.0	15.0	16.0	8.0	11.0	38.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	24.0	8.0	24.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17245	29.0	3.0	0.0	23.0	0.0	21.0	0.0	0.0	0.0	6.0	30.0	40.0	16.0	20.0	45.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	31.0	8.0	33.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17246	29.0	3.0	0.0	23.0	0.0	28.0	0.0	0.0	0.0	0.0	15.0	14.0	8.0	11.0	36.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	64.0	8.0	24.0	34.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	72.0	12.0
K17247	3295.92	2900.42	3121.6000000000004	5619.4400000000005	3104.01	1533.95	3574.53	1235.56	1114.41	910.58	961.59	2469.83	1338.15	1478.76	1687.2	1576.7200000000005	2326.49	797.33	869.5	724.58	1384.56	646.79	330.17	1511.4499999999998	383.57	551.5699999999999	214.33	78.25	44.32	62.21	42.0	63.75	37.0	73.26	94.0	31.5
K17248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	27.0	5.0	3.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	22.0	10.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K17250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	11.0	5.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
