pathway	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B	140B	146B	151B	156B	158B	161B	162B	167B	258B	259B	260B	261B	111B	115B	119B	120B	124B	129B	134B	135B	137B
FASYN-INITIAL-PWY	11356.669644474416	8858.872068810271	8070.578302497156	13191.30578387367	7652.583018350768	5360.808637092315	8653.045412273037	4431.117323291205	2945.537781700435	3401.6834298012323	5603.208661160538	10482.428793995869	4547.64449589808	5226.651334891403	8391.246711529733	4792.639676462943	6093.2886177889695	4059.782323364309	2543.969518873238	2337.2994766723505	4350.474870929774	2947.798833248204	1990.612709899436	9418.01054747222	1808.6920329061068	2003.021831230113	1720.7546202565622	594.6505911944801	349.7590120872517	269.6951560148899	311.203367396887	518.8907629202777	442.6743349161269	399.51088523377314	1604.5887361057942	208.36480579101345
FERMENTATION-PWY	11723.216331376609	7799.148297767504	7442.180136109196	11770.40169758054	8756.871548375993	7331.084995526031	10154.82352185407	4489.255225311448	2700.2180375475746	3001.910508799394	6630.681098453529	12390.748259414526	5251.249944065052	5642.3749263687	9051.377617932989	4782.750561242207	6370.122916784502	3846.6078773853487	5094.794562655576	1672.688890370193	5340.903299700857	3078.192417119076	1762.8941211378087	15608.415246675291	4692.808374580891	6346.650748842054	7701.711824620756	5822.453079076159	12633.62594904552	15904.663981015285	34402.33356154056	19542.388638382232	36381.87584958567	13475.871214349912	41767.276037219104	20894.12342655892
FOLSYN-PWY	12810.02044095576	10391.66387315868	9428.074553618912	14662.364488838391	9542.881924193778	8494.259443390029	11637.459342311711	5804.671247867232	3173.2465067050707	4086.580792614545	7720.642486865716	14390.366717386394	6576.656320142758	7386.342326861578	10578.008835959185	5188.134238246381	7757.50853871298	4495.890223903134	3364.118728456724	1977.62979129124	5311.01866681419	3599.115316152567	2415.742259057293	17093.365869615158	6054.286361154853	8077.49677587933	6564.943576796012	1777.6076031498528	1780.8487946798596	1341.993289158523	17565.735775474874	3563.4014631800223	4802.959416639267	13340.760606664811	19407.09879302512	9633.636845406469
FUC-RHAMCAT-PWY	877.0425364151811	541.4354698043871	747.3323892173875	1010.5591672208742	553.2686714505754	607.9692774539761	3347.852350167071	264.36762689535857	441.0636741363917	300.8562472747308	980.392261176492	2707.265040170602	1150.6054860502063	1193.5132348733946	1365.2329444743236	666.509578430218	1963.7837148522085	496.8499802766332	561.6925038578503	102.78712186915526	1068.3762165661374	288.4340560330129	191.3055513745397	2569.08199445595	513.0840451752101	1182.6505891429017	548.4348831372392	117.73842951808484	324.72283415531155	146.43892260332024	144.95782734600428	177.78695574250946	956.4786408676932	168.4852493000783	1343.1878795718133	204.96084189403587
FUCCAT-PWY	1406.8548669821753	1767.4039111799086	2159.4468326178803	4205.045809871656	2596.375901271791	686.5240080675949	3496.287836202948	1032.4708726958554	922.658636926514	612.8584540638844	761.8463670639046	2450.912439661575	1348.7485419609663	1251.419519536296	1105.2673948401498	1121.9938046415182	1931.9667188735827	416.1117134315844	912.40464648247	358.6012914452686	1273.5282092606549	478.9853624701787	260.18545192133234	1757.663309413453	453.2213221552481	861.0045925921121	409.6731552303706	115.18476405993113	1181.8265717795312	129.15338710068104	95.93821658806732	140.80048314208292	1828.5661705105329	95.87488103748908	1702.9492701016477	116.9010056528698
GALACT-GLUCUROCAT-PWY	207.764023386226	214.60081021919703	359.7955060463373	1067.4425747403827	142.3367757430478	507.928498048314	7683.747522958932	174.41904390963276	193.51126637865	159.6795248268496	1609.9229412072025	3469.572226007252	1582.158454153331	1473.0997657247997	1560.309926970012	850.1091173304043	2409.3010247488783	698.6596560267841	626.1012083726641	102.28706791360965	2105.986004504618	160.09209392423242	140.0729272577305	4494.919391423775	758.2728900628703	1890.572433068981	1171.785528435928	1530.4372706390927	8749.70622632393	2478.5504201517806	6255.880188974699	3661.562766281548	8848.6744415742	2617.174784254992	7935.132747197228	4629.615374600576
GALACTARDEG-PWY	25.339083427176043	25.18267661040849	29.62399694587153	375.9837879938709	35.50609468392975	32.66727410248481	2957.5070291054503	56.99281407097498	6.938298381779826	6.447073685290386	245.0489431104541	1239.0388841855531	378.140742086095	507.57523253169626	227.88974517321023	467.2778020543081	1957.854786054816	324.7958232908782	419.2838299631841	35.99934009151105	834.3656662219838	63.88753373233581	47.472465040012	949.6433040474636	169.85557706406914	502.235547104948	209.96698542026945	27.268080737422512	27.56778862185599	45.05296179753709	12.76999012833169	20.20684325365384	120.92540801663502	104.11794314612438	88.1229079192107	21.719490154727605
GALACTUROCAT-PWY	1551.0288904356562	1419.974795662591	2173.520224759044	2076.598112046059	1326.8461626268545	1565.5347224012253	7214.736069792956	266.3202663233216	626.8131306105263	391.2775051224655	2445.5641687800708	4990.874878635387	1792.4737974958382	1752.966488617387	2669.008629415161	907.6079017475008	2480.205974571022	926.2690795840642	717.5794213884556	287.2863276978718	2196.908779814321	405.0323040341688	411.3653506287504	6260.517126503686	776.7781771412851	2246.650665405627	1469.7997801706956	1677.2385995604825	9797.746346576116	2933.183364573133	7479.36233886906	4499.1631065474485	13679.851469278508	2951.7806627496884	10571.98780514699	5561.481756556841
GALLATE-DEGRADATION-I-PWY	104.45497630331752	62.77199875917692	47.81398382093639	68.43922934581474	55.77926219590521	58.26164116120156	0.0	0.0	9.0	7.0	97.5940036956599	154.65768711670222	74.63083949393913	29.0	72.88456367366476	0.0	10.817135308548782	0.0	5.0	11.0	0.0	0.0	0.0	90.16155814544864	38.72207327971403	8.33	13.357142857142856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALLATE-DEGRADATION-II-PWY	57.24675324675325	47.71646859083192	43.81370445272287	27.4424034334764	12.843747630364296	33.540154008422284	0.0	9.142857142857142	9.0	0.0	54.23259154670452	107.71631743087916	26.5374246831498	0.0	40.30094312338888	11.076923076923077	0.0	17.142857142857142	0.0	11.0	19.42857142857143	11.428571428571429	10.285714285714285	63.98953679781334	13.973631436314363	8.33	8.869565217391305	0.0	0.0	0.0	0.0	2.2857142857142856	0.0	0.0	0.0	0.0
GLCMANNANAUT-PWY	23834.54557669404	49481.831200994784	31413.715170161915	32066.44292569205	37989.797809848365	34433.28278363853	57245.15808869951	33425.79833999692	4233.510208884684	27682.663839420664	4535.829443008256	10352.175594845508	5537.4093528411095	11191.75477150196	7863.261541890423	12145.804022996632	15971.76748479526	36507.12236011047	12236.395388079642	1604.541837636884	18032.53159574681	11817.911028689698	41358.54645280242	11615.017198733683	21547.37216508577	19051.13314147621	24071.30932494877	65120.8845860764	95058.9206862827	77096.63552280903	60499.33124385411	37899.52429536712	61133.49377638783	104115.61021169162	62277.83307921594	73174.6127657977
GLUCARDEG-PWY	25.38370690678457	25.2755935155301	29.82864351858312	388.247884613714	35.812991439720854	32.89886109359044	3016.7845417900107	57.9601520518802	6.957011246606628	6.461643737350512	257.5821947408846	1311.5570380816798	403.2622272556221	541.3761587150163	234.67075559569275	493.32366303247386	2059.664227752791	341.55869462639725	444.8298419494247	36.26714162822202	889.1926246219901	65.08576998450243	48.76934138103956	995.155489807232	172.89325096699972	495.36381447403744	209.96698542026945	28.32901458178288	30.223049543040457	47.88775975043856	13.268184177355971	21.49552574316889	134.1407566357788	177.97790990185868	111.59924187592638	23.890967804924845
GLUCARGALACTSUPER-PWY	25.339083427176043	25.18267661040849	29.62399694587153	375.9837879938709	35.50609468392975	32.66727410248481	2957.5070291054503	56.99281407097498	6.938298381779826	6.447073685290386	245.0489431104541	1239.0388841855531	378.140742086095	507.57523253169626	227.88974517321023	467.2778020543081	1957.854786054816	324.7958232908782	419.2838299631841	35.99934009151105	834.3656662219838	63.88753373233581	47.472465040012	949.6433040474636	169.85557706406914	502.235547104948	209.96698542026945	27.268080737422512	27.56778862185599	45.05296179753709	12.76999012833169	20.20684325365384	120.92540801663502	104.11794314612438	88.1229079192107	21.719490154727605
GLUCONEO-PWY	21072.90316747636	26687.28602395269	20909.22172895958	25344.48423822513	22674.495454703792	22731.12444470916	31968.799165135184	14602.457695506362	4028.669410951116	10639.666472968776	8615.506517498245	16401.236270393045	7309.784891605957	10077.745604828357	12425.870623218254	8452.876219802509	12326.34085601196	11335.220452499065	6534.994122156161	2000.747340004184	10533.169662714865	6091.892494210395	4801.56151697865	19669.143388569475	13155.373960462157	14992.372245974357	13641.758055465523	18363.78024018498	62497.0394828995	26988.771211578696	51143.14338321035	29736.610205487923	53579.48109102401	31474.072345661047	57061.21754078271	41918.56327515018
GLUCOSE1PMETAB-PWY	4873.055547115551	4452.11108489865	4096.864129624976	8588.575689778178	4702.839203732747	1862.136995352492	6559.461448866377	2313.962920202365	1598.9326421993942	1563.684884746261	1637.089765114545	4042.3996584458	2246.1921243902607	2567.932949100446	2736.242343052852	2719.776776871616	3956.641544286857	1481.6547501711989	1567.1856944960084	995.231117365474	2458.1404361587984	1155.5440745747933	572.007355857789	2471.1853679257947	741.9030032187169	1134.9374357888778	508.96219927971606	156.31409958155376	56.62541133961999	98.37146450626813	83.95531293485341	95.43214402630836	61.98157921698639	116.45098318575218	127.92996055921093	56.98445661889696
GLUCUROCAT-PWY	6147.39071239133	2159.289581116589	540.2149071306299	1407.7261233118386	128.86579648973472	4114.55770820212	9501.174273303166	1300.0170358747057	498.34908410739007	798.1235471993215	1622.3968233248054	3532.857636652058	2069.5748738307043	1868.2459143024869	1499.556460086398	1374.6102866486056	2787.0920896499706	809.2430233279744	823.6180178679508	98.24862737077142	2773.147263778196	146.92318721996327	135.19976379617017	4747.564188463863	1325.6642483077972	2242.2920378109907	2283.5422711816123	1632.369180372184	9161.131963597916	2961.125427446724	7317.841372272689	4130.408899722936	8605.01263086281	3206.863480872439	8480.632308322996	5169.579295626303
GLUTORN-PWY	5737.737078809424	4037.118707512425	4063.9760513704464	7490.874504014472	3906.6467868151058	2509.5021422161453	4385.945678657264	1948.867572302088	1826.962279021776	1476.1160830516192	5951.250559052266	10073.949334029445	4030.036686360734	3571.532614461128	7786.006280294916	2628.5182451394585	3445.50269452857	1916.6630438949976	1266.8558896668378	1645.5180813390782	2240.065230429531	1535.418569018335	789.0970183682822	13195.528777242744	1777.9221900469306	3506.6159515920394	2259.7668578302314	1228.2127128450988	6653.926948547146	1421.8826382102493	4212.857803336353	2832.28016163256	10459.776536096926	3356.056307261877	9019.728749257016	3320.056738714361
GLYCOCAT-PWY	14700.73813650616	11026.151393491791	8152.20269813101	14611.436040354947	8884.306123529872	10448.869910062034	13066.393568782907	7128.723521631189	3146.0149571844427	4468.209808459367	7319.4298581518915	13890.360865675662	7214.4874285416545	8443.286904959412	9961.7426325439	5525.055791322151	7197.120534166759	4949.11204847614	3469.8331196557083	1695.3143295972989	5551.750986255294	3315.654278978825	2711.1477037158475	17767.133838986614	6628.012300355473	10375.595259439173	10525.789467400604	5952.822458869856	26690.20025364744	5643.996516194756	14781.712530022509	9131.47860758492	33984.79397706988	11167.526975167491	29423.915230217804	14260.177059662465
GLYCOGENSYNTH-PWY	25908.48799527459	49969.32920539184	31912.001058541013	31088.706052526097	37253.85003890476	35437.607152959026	54489.2890874883	33584.92086328526	4609.902877284499	27893.096508310515	8142.834033186605	15918.188873949206	7628.194703262872	12040.321051928007	12252.610810259432	12670.865493212836	16303.096124335496	36779.51237866117	12487.346756102464	2296.178853576539	17861.797215935272	12124.252303157004	41552.43326844392	18551.1335026315	19822.391824542505	19425.457334911465	24851.91263320681	45787.019296150254	81238.9170443718	68130.7254974495	67156.13741642085	31203.02576648852	65895.26405787906	105510.71403544076	66545.71637586893	61433.72774943167
GLYCOL-GLYOXDEG-PWY	2409.888220667054	1161.3646718774594	1012.0985855370424	2531.7033172334845	1212.4019589420525	1008.758071064573	3836.432565210885	638.0686026511751	536.4132109997113	493.4129361026655	1188.065725636072	2958.8263319891885	1030.098856055209	1369.189815946197	1886.568833711036	1359.9948508991338	3101.568051012752	1257.4210231520026	878.8956544151725	763.6927883707832	1515.571883904398	819.6191721519616	393.1278189481449	3341.163364333967	705.7470705371203	1539.0528300609117	629.7382209485075	110.2845023868186	68.66195996776459	81.28620523222841	58.40595717554986	70.52265622857453	42.33705632781123	100.7241272929808	91.90262910814718	42.7335350926818
GLYCOLYSIS	17762.924259966738	24818.9280975004	21016.349166479667	27304.926301591506	23815.165301337314	14214.043028217482	33056.49493869685	13427.647822654944	4456.465777286724	10614.76780882394	10111.49904610816	19378.020606960188	8640.35596152719	11375.666563889488	14369.255376283309	9914.960538144844	14717.8096670313	12019.909942311038	7923.173342827261	2199.5573858877424	11418.171256568856	6559.892871824441	5361.7806492122245	23133.287550991376	12383.122495952624	15829.780877804038	13801.5448349068	10483.085561779746	45347.40090039695	12539.909282985484	54560.04122236456	23103.287868448948	49499.417671117415	43408.15810877816	45920.18202945182	24823.5345933603
GLYCOLYSIS-E-D	9895.831619763128	7444.911432698942	7503.907014471476	8882.815020563286	5514.939019085766	6189.136634700083	13431.456394615398	2820.172165647803	2109.2763411024016	2676.2120919906106	5532.3037668298375	10151.839429248854	4117.873360852263	4813.781511281077	7436.307765472755	4163.948351020547	7759.816878001937	4212.303436403797	2927.25084391904	1753.6581090573495	5022.202868907129	2662.249141396712	2095.8293929197034	9850.17520916392	1858.7569868808268	3734.7179386547696	1843.7239824783608	708.2403576880271	743.1151524253874	434.4489472484839	538.9457913315131	821.294174940086	1141.4945898663998	14337.945661825372	3438.0477054975445	946.983862504628
GLYCOLYSIS-TCA-GLYOX-BYPASS	6069.225408188568	4023.445705302502	3799.062215114684	6057.411468810568	3392.7703519219526	3148.655609643483	7561.989547101954	1666.183397505016	1500.492481076285	1437.5705756940954	4497.408455727586	8786.75339541133	3315.6976030542546	3614.26197423118	5969.0443049470005	2657.485581015963	4953.350036913944	2158.454828256847	1656.5315758260915	1409.438066509054	2996.443667627472	1609.2888758552351	907.2645261621616	8810.951807378311	1536.2906794354951	2933.903116961489	1444.8648917369298	395.0924812487657	290.23668190520914	259.42182250111705	232.57367880037552	339.569185736038	224.99973438416413	474.76228448031645	473.0664957004651	204.2948113068424
GLYOXYLATE-BYPASS	3084.2322625116494	1968.7476875275693	2081.0762443428266	2874.761427894676	1566.8572976118985	1665.8040801756138	3573.606106892985	767.2016462621358	767.4182293999885	668.2210864459249	2378.970079745576	5344.059758800087	1887.4852349281373	1987.6666139585584	3024.864554850408	1385.2784972870122	2615.788186609401	1016.5099803293292	856.9433366366122	791.719673676867	1393.0919706772825	691.3232026395347	385.824913140978	4840.068572411708	675.7406096326114	1548.4234756492604	628.1540409972254	153.25532521002333	107.0632626992291	119.4906257891357	84.53324737132964	138.1886461601907	73.69180578528683	142.35158098265316	145.40853357405155	66.94869538201195
GOLPDLCAT-PWY	0.0	0.0	0.0	294.3781677152135	0.0	44.77607776109396	4048.612787479698	43.40333724497734	13.028458096039415	23.6743230884706	252.84018726398327	173.72958778257154	92.60627295281458	29.81788946000415	331.13065533426766	17.30388934446416	84.84363647044128	48.2794890066956	21.757607101718044	0.0	975.8684184929716	108.93465998416148	0.0	380.3725802914816	78.81167092054466	65.27959777577563	61.33405626250836	10157.441216449864	3790.3725851462	10523.268646995872	21438.37260204969	9610.020345244076	16455.44970248977	3049.535778382005	15287.23987447086	17919.683428802873
HCAMHPDEG-PWY	8.617799194163126	19.046498993963784	18.64113217888928	258.90770251220823	19.01251966127008	18.632568241943243	2630.142754967125	19.345709068776628	5.235849056603774	4.863382218148487	166.72384317037756	1063.8914645659204	305.28398558187433	405.54600988377416	212.00424047975795	381.2429620503613	1726.4998985477623	241.916368093532	376.3062654575433	18.649185743412392	721.0531127505352	21.13384257902449	11.889400921658986	658.599054237031	138.8199639521547	430.4751547646716	169.0909090909091	3.350823012512337	16.22491283676704	39.08635652019214	1.4910179640718562	1.1197996918335904	0.0	13.847623421354765	0.0	3.6659192825112106
HEME-BIOSYNTHESIS-II	3445.65119234796	2223.619629725384	2461.400293085705	3216.013450402156	1764.0012227446143	1762.328051357398	4027.9861675565407	825.0301911148075	887.1216731713239	780.7286935764257	2354.5486916751083	4398.367070422222	1666.297056914501	1879.176604307736	3215.677539658842	1455.633388801757	2962.1570313333928	1043.5322527474964	850.5691474062382	904.3962460544742	1569.7697359028364	791.8341258300887	496.319178282526	4205.914499238787	1283.1189800619472	1174.950066880929	837.4045083455553	147.25947422144566	88.18524620969808	122.44081539772226	83.98757943256983	124.52455260874125	73.79306399516136	131.8867888248156	142.82845997096345	61.40293664615887
HEMESYN2-PWY	5839.977978209298	5034.27167559034	5314.326827298532	9404.419732929447	5490.7367582483885	3059.263519305778	6117.307902954415	2305.520380615058	2097.939731161896	1752.2396722548565	4853.300358203016	9323.03779643874	3909.7331652581634	3887.766947060793	6852.045542699014	2788.306149317189	4123.971644969295	1569.532403159376	1575.6118812254692	1277.0727934408428	2538.75159277291	1603.18732042058	800.9152750836867	10368.729737333511	2751.004883261705	4263.274679352582	2520.5371032834173	1032.0572074082704	8173.690952804727	678.5332912462642	4099.030584063379	1782.0604455341206	13354.732162542949	4105.282590269889	9329.505791180516	1201.1633697455834
HEXITOLDEGSUPER-PWY	11820.19519783262	4157.934540405013	1775.151315931451	3707.868502355605	1061.0246818058451	8664.474243753746	12290.138058586464	2880.693491235369	1449.298300148786	1910.323428216831	3323.658439335921	7141.1106631221	3987.8617573104298	4528.064853021695	3286.741773588606	3020.887692591107	7581.460290757376	2267.367120111433	2396.5760430030205	1134.5375724202422	4249.642272395037	1715.6938222689246	1304.2922047289146	7238.019618144572	2004.3725491298403	4750.14884598938	2757.021283243972	544.6930722723176	751.9938468447207	310.05432187643623	641.7878667164758	768.4327127416417	1185.147297018828	8378.199559273273	2944.573195522651	562.8009482188548
HISDEG-PWY	6581.821641663488	2530.940735429684	1944.8236146564325	2898.4552875186887	1455.0487407158496	3407.988045703895	3491.360257297088	1136.080997580495	890.8469611911156	978.7225362424952	2461.7156632778065	4178.4174613428295	1436.7686568958015	1462.0249881897507	3527.7673665665275	959.8927091228454	968.25257681344	1037.5117636263535	391.1646884272997	1013.2204052069742	1445.3551263842678	864.4573533493683	445.203947368421	5542.552544244124	1109.1771478074756	1483.5332824037591	996.7550730925147	99.71275448792724	229.5335107015458	81.18496533280508	1701.6527598594053	364.8080555085463	517.7881174388413	1656.85919427774	897.7816250302217	93.8726198292843
HISTSYN-PWY	3873.866129115351	3310.8635853136498	3657.7808162480455	6691.577582804365	3768.321824186827	2208.987433220307	4102.066443742713	1558.8539963097965	1551.908304485935	1132.0312687595642	6216.728078174854	10596.833301251483	4293.466579325094	3648.335481778016	7782.805260348932	2054.784961696421	2756.266763143396	1371.1968102032668	1109.7303014176164	1013.3327414208576	1823.5719877758324	1296.5475841074283	686.619341802159	14723.3804937902	2414.155873556376	4210.938843348784	2793.2356743167325	1672.174946541506	9102.920421583867	1756.8087278784674	5409.634498975594	3769.287189576954	13987.752228957004	3801.887840406408	12446.801746915922	4937.762853436755
HOMOSER-METSYN-PWY	7309.615514146449	5323.031023242909	4953.760001696805	8657.767166547721	5071.511561610427	4538.590421488974	8226.98441384825	2653.4917715741967	2008.598930837452	1819.6555309088271	4687.369244514812	8941.187660955971	4216.762774767516	4223.066298775	6195.700767771948	2644.1094219904794	3835.924424877649	1730.314967765872	1527.4744682220862	1129.7058419055193	3166.1240201805504	1578.27690710833	972.4579839387292	9669.615852000565	2616.501270106035	3756.513605504693	2896.301709484213	798.7500233464913	825.0825320314171	574.3324566203314	553.5493018232712	311.6927320433383	761.7330921921046	2835.821328621652	1378.7113999704854	378.8935641035304
HSERMETANA-PWY	3725.970987221541	3182.812496630089	3428.87062630611	6221.593285057622	3519.305821446089	1894.7153036346751	1904.7830755855057	1399.606652640383	1431.5318013167682	1029.224633726413	5074.757597625177	9226.68224666022	4139.856242632612	3525.0172411394256	6421.484426850647	1543.8005710233333	1239.2656366945864	1145.5975942010773	736.434023137927	997.9958262994436	1412.6404792670032	1048.168436376198	681.3046919357367	10605.58614912588	2070.547037215425	3317.728965220321	2508.1272573220426	697.6666152874083	807.7846380859944	516.2193065122538	382.78706566251935	241.5091005026728	750.4567546678618	2347.734189392517	853.8991634395992	314.2253620740116
ILEUSYN-PWY	13288.198980265191	10549.733756589463	10986.903066419602	15928.012338071903	10134.624150321017	7916.607794896977	9060.546430135686	4780.350459714395	3686.335740041415	3865.407268210464	9591.979413575473	16974.27822098676	7621.156688788883	7827.878543270666	12899.636568564612	5543.622483573675	7020.422077613835	4912.117918446727	2868.59700563191	2737.260773915838	5302.257074132749	4133.301541922744	2777.0278389306163	21916.163377357243	6225.3269472810025	9015.346037733683	7335.311614014519	3412.375460911436	16329.5386866374	3157.563850658378	11055.796666148231	6364.585322981118	21165.4660051513	9793.960821274764	19243.77825704019	8920.788338635002
KDO-NAGLIPASYN-PWY	2723.8344880070968	2707.2454107997805	2971.846637193886	5576.330534637215	2992.2337503944264	1262.0814878289102	3637.472242812966	1292.102806651917	1212.5387038921758	916.5669786428506	2550.399358157111	5353.082198660541	2436.8170913240606	2399.351414743979	3606.6010160059855	1596.2810215897762	2472.258022769374	770.1208941991118	887.4124214310489	109.8026690101676	1493.831125817617	630.1054168043086	229.66066012688248	5183.979229074936	874.9917921458367	1479.5816251773997	896.6168694867017	17.692059896469083	96.97186261975833	219.0580084124697	7.985214139033091	68.32073804393816	23.890934561269333	92.45184253517976	0.0	19.86579843754603
KETOGLUCONMET-PWY	41.50162452323775	29.480099358789207	0.0	29.668293258244752	5.962784543180268	0.0	0.0	15.713902548055431	0.0	11.791334589189974	49.03413516052384	235.5332704903336	101.896165556343	73.8623853616645	88.43509356194873	52.41005005397978	8.65176683177882	29.39475453934095	0.0	21.599722121141948	43.48391774672517	19.572000256799846	17.369649805447473	388.43779759647447	42.75204813392242	93.6205004058704	92.4022140221402	0.0	0.0	0.0	0.0	3.9279603782080144	0.0	0.0	0.0	0.0
