pathway	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B	140B	146B	151B	156B	158B	161B	162B	167B	258B	259B	260B	261B	111B	115B	119B	120B	124B	129B	134B	135B	137B
P241-PWY	5.999288216244795	12.000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.662488809310656	43.16476345840131	32.88519637462236	0.0	58.31166419019317	0.0	4.474901574803149	0.0	0.0	0.0	0.0	0.0	0.0	149.2255767487584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P261-PWY	16.09273799135389	19.61290322580645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.02927700460524	71.41894547700602	44.24870258681147	11.886657011523203	86.06626517762967	0.0	13.143430290872615	0.0	0.0	0.0	0.0	0.0	0.0	191.1851439923357	0.0	7.509025270758121	3.6866781017724417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P281-PWY	207.1757410102436	144.34564073164873	106.81527914584557	400.3536302443317	126.9157712970069	102.00863743523831	2539.611055449481	30.29391891891892	23.238218486533583	6.342058221397536	258.68983390955	1212.3410306932306	355.03055539294047	400.9176064769837	250.73362178507668	339.14820248432926	1533.4812919815265	201.81650246305412	314.5004687280683	22.82381106717222	643.2472215285146	37.79870947519535	29.70882093871901	900.78572014834	150.07445414508575	422.462340288987	170.61079899619526	3.67750900894329	19.3873670041146	37.618550762076985	1.3228346456692914	5.158354946429903	0.0	15.354961613610635	0.0	4.041015048686928
P341-PWY	0.0	0.0	0.0	0.0	0.0	17.49444895062432	0.0	0.0	0.0	0.0	18.72851697324869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.993742639970626	12.494647787815351	0.0	0.0	270.57962453025937	24.981373919657152	153.04081746521976	34.96909412024235	266.84426483112867	2666.861835834085	81.19763018177832	124.87620385169664	145.95385324118595	4031.962674755412	83.7071992969915	3050.929416151216	219.62285800952887
P381-PWY	1003.657075331662	361.32959798342574	791.5715543458555	1155.513956179724	511.0867878561865	701.4189018000501	795.1935021831755	360.5776953132057	559.9525313346369	477.06226176770446	1396.1871886457357	2149.290844248476	793.7491757434017	779.0190857654094	1997.086801826899	405.3475925413465	696.5944785995674	461.7991716528768	145.20385530908862	619.2560435977928	949.616646999593	406.3739804226255	355.61028326863004	1466.9431893506792	0.0	226.1471776568786	153.30669004964847	123.06318911037071	146.02016696245292	102.86025804164528	286.5000253795598	287.3042043462051	265.11830718968486	439.9250994180844	610.6918883252445	195.7075945106576
P4-PWY	11344.023551731832	9835.050014878929	8984.633792211776	14118.757924931318	9038.756110405368	6955.759039794849	12164.690430409864	5173.272241163594	2969.3267858303698	3748.457401483472	6677.520662739614	12627.545406378144	5795.732106614195	6721.648916023325	9368.920535491889	4800.318957918658	6482.758549770912	3779.278472010481	2881.33081642965	1734.875189270701	5115.230274141464	3055.960023739545	2124.873840249866	13963.263522628991	4314.446917943155	6065.82909036286	5139.982832365284	2797.797522848924	3803.746766703529	1733.4670286473108	2235.0731912069814	1384.62600152089	3669.656277063198	7121.510119199233	6150.436860955958	1833.2154150681213
P42-PWY	1707.5897843422797	1204.9227101482204	2520.224374848972	3917.412848762882	2090.109266996143	1905.512023326913	5514.250262091511	1454.2490869516753	1374.1831742578884	1357.9163154292878	7669.336994001273	14002.620262491926	5174.149534754595	5129.06688365796	10433.658715079504	1463.621943232917	3507.28639237582	2090.63394639239	897.7321638622768	871.2842681682363	2232.161743399905	1449.7769388376855	729.212007766828	16988.401931330296	3493.8397359966666	5823.194013151679	3873.744590321252	4688.275146574183	21366.692760911803	6856.58951099558	16262.333808462992	10513.344405408609	18196.208261115025	7296.241972283279	20485.06622471653	12908.962414630412
P441-PWY	13904.359588189169	19757.649702777733	18863.09863510061	24436.090371434333	20502.17639976451	10335.911708633752	28317.953173701186	8851.749184094235	3741.906395797259	6357.960164556059	6548.509059267204	12990.492531813949	5731.39379942792	7848.23869720488	9541.58087125872	7209.539161273871	12558.9187133443	8126.787841697276	5528.274704758626	1885.2822923522008	8852.973188955903	4905.297268759591	3493.0596140547905	13065.406605723589	3747.644382987792	6960.547158964872	3673.94838150928	1477.2188174876762	1547.8578615105782	771.8139394481497	1119.5572102378037	1683.0790114505212	2351.0717213294542	27838.031823641744	6836.509599277842	1964.0734034461063
P461-PWY	10615.121942874925	3441.254967774528	2389.218704843502	5288.258329396723	1919.2503324365548	7261.821216732494	17457.456357013114	2187.6950535889514	1417.1836301111175	1544.7213076010214	3495.4055926535407	7062.843281452169	2901.725944810836	3722.137858729867	5147.424922112902	3141.0399206117017	8340.931934068718	2765.9444197112307	2357.9814008553644	1221.5001735341111	4001.0401474660944	1918.307407191908	1083.414569846706	6188.881997804396	1235.1678211460282	3740.954978228598	1651.3138678313392	440.4453444216186	459.8137528792558	291.7064031806032	332.6621336696268	510.029853850586	706.9903259825817	9765.15651147476	2158.1855932193325	587.1224660030607
P562-PWY	3360.1159794775044	2897.874291352123	3178.53939705434	5765.670475646751	3102.064657926416	1529.6397741022406	4288.50852191985	1266.3724637344783	1159.446315712965	940.0868592127284	833.8760609742344	1368.5281048415693	1041.453326515825	1121.909506004777	1376.6605395941613	1355.0195909341144	860.9201744314902	667.0035173766686	585.9205076969084	751.5740471037063	1610.894266897157	676.562128675287	347.9944888590229	491.33914092756777	232.33460677914107	151.2102396207702	157.62315545211047	84.53819897908731	103.81513038432836	72.09395086836295	61.77577196252267	90.00934552972163	165.69299080657328	70.73902840646025	357.41596416352155	45.6108597285068
P621-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.26858877086495	29.327354260089688	0.0	0.0	0.0	15.729957805907176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	3939.277700864274	2324.6148210731653	2564.9159495212784	3736.044255554744	2053.2093605007594	2147.668907367441	5155.139355685948	1011.6546203138108	1059.2311909836244	978.0054987209496	5761.352481386	9985.157556525031	3834.04699249596	3677.8714320031663	7512.382688792682	1663.2641611299446	3364.1881292652374	1717.489524985895	988.054339756612	1292.7432923378806	2256.060904819084	1341.055516949999	761.4212596637682	12750.2054329125	2542.966267260314	3882.191618648933	2619.2861310622206	1805.5899275926813	7589.57875453518	2454.495471117082	9715.54295593286	4847.887931367827	10487.463108823562	5732.428286200854	12989.8499090049	6608.271183948981
PANTOSYN-PWY	5785.542024067779	3632.673730293447	4005.6419299003055	5603.09272375583	3237.9875919435217	3307.298697814082	7667.459323506181	1584.7052170072898	1466.3684819572263	1497.9851502363508	6618.1925464987935	11771.15555738716	4694.491791237457	4941.395908844788	8966.271960367374	2470.7622435545823	4850.319102835296	2717.4604429957108	1529.5765239662433	1533.5198920636665	3265.106569630785	1980.2184399511	1176.3349079240552	14541.435852768189	3775.3764846469617	5503.2119892414	3881.657693791223	2692.7675309191545	11819.958151815625	3697.181468044176	14145.646009586855	7045.735778625215	15065.67112289381	7543.951384728944	18576.176852503195	9746.036741054284
PENTOSE-P-PWY	11708.70964549172	8090.358814575661	7468.128079225311	12380.706184817613	7318.602858353468	7898.829707265919	17849.113940780782	4372.845215072446	2795.4178595230374	3249.1947093162225	6259.830287493738	12349.45342700462	5516.737622964051	6383.970586425457	9047.223464540011	4179.4436739422	7198.533850154225	3372.1883759129373	2706.792628462732	1681.0589440965923	5768.588334270264	2500.5604292587727	1602.4076701804893	13337.11305116683	4783.9500094838295	7379.638186221754	5324.467632259792	23438.23308237392	18041.528238982115	22494.657810705983	43047.824948821566	23396.982264213068	41431.727058736935	18072.882044211663	44578.30591990097	37724.72423012012
PEPTIDOGLYCANSYN-PWY	26214.355754642867	51135.5287135642	33083.38181119664	33174.4475510636	38767.12903542768	36047.90163886017	55892.82451113493	34250.47788982253	4887.818842768283	28395.501644012897	9615.87738154977	18145.58443846549	8467.937849080081	12608.850683216157	14012.04540050537	13155.108256728929	16920.04405136241	37191.78177621367	12593.120809776494	2395.5384613271594	18252.33558160292	12470.402263713217	42075.25631083166	20825.202895028448	21482.31812873461	20176.950405116128	25190.849706575085	73984.40861782488	98933.99230146092	84613.21229723365	86335.82094794136	49165.27046011938	78518.92227903525	108263.00851992544	81626.04136645615	87178.2028095456
PHOSLIPSYN-PWY	28639.653113504944	52509.87165010537	34402.1316357562	35242.77024846745	39903.95087011338	37075.40972417658	56325.28602455238	34826.689778656844	5525.706378250941	28876.460794631872	10278.74754819088	19317.85648912718	9023.276795740803	13234.90179868665	14999.429952035418	13958.469476968596	17727.993823261575	37755.45832690803	13064.246604140904	3047.1146519891263	18801.829211456115	13011.355520220372	42384.67780539309	21627.59261624936	21641.78890937065	20405.70652106749	25431.84793646115	75063.25471036044	98736.31642647086	85434.12223446419	87374.22318043456	49585.02746662915	79699.6455350736	109338.5148634578	83786.41465192488	88013.24128176205
POLYAMINSYN3-PWY	254.4722609260112	156.97174959209647	139.93687087985924	309.9322795911655	101.8539078542215	202.6043926537778	320.1041292050893	73.88172541873249	292.52190126781267	133.45482205505118	1479.5140798945165	2959.6856401556333	1483.003227642281	1192.1561724739315	1899.8459019889413	354.76561540605167	632.8272044072024	267.35497412988525	236.4305674141732	92.51273920251258	601.9897254384986	144.3895726820274	105.90015223257436	3124.9038012297533	470.38449056451407	1229.691781874998	858.7358859400883	544.6151006421239	1394.4118780616848	333.2314176764376	858.0761837898419	1057.1695155058835	1791.581270421805	568.8290146888097	1551.3720603896222	727.4508498342699
POLYAMSYN-PWY	512.9433105839094	220.64338869903963	243.2220314951988	588.5344164112777	258.2769955223088	286.0105201158005	3301.6730360799734	186.4767216895923	343.277777085854	178.09164805772136	1849.2762215622552	3993.030936157552	1787.054581701827	1523.8619452268829	2282.0745185035044	583.4336952971972	2365.8200160969845	384.8321876511134	542.8776975080499	350.5267830760236	1036.132942022745	259.6239423134763	218.6528913413265	4565.546888286124	730.3243423739477	1577.5653246927818	1161.8630170518577	337.2776313211008	2882.775146913646	345.10337969211724	2104.491418431243	1408.6513181493028	2380.1017127546666	1864.0395533595847	3215.146469608956	580.452797134572
POLYISOPRENSYN-PWY	22967.8539861044	45434.8353454431	29080.805962512448	28601.940972636072	34262.57677320015	32146.215474223776	49991.67999145469	30569.17380760184	4052.332414195575	25322.28126802585	6789.342657001531	13552.765426541671	6532.87576489329	10653.77593988837	10242.233677025011	11517.845687583143	14956.683164942262	33231.91622669252	11325.060865664707	1928.971694154861	16219.639191988568	11053.596229950825	37775.23582727642	14555.250716675577	19154.25375095012	17569.05377990161	22366.183280079	59667.26813595212	82094.29704290074	73257.67257291122	75792.59714355707	40758.26753719759	68598.01683983799	96971.94626834369	71618.40402311286	73766.69641449816
PPGPPMET-PWY	3666.7529352967513	5094.992135682488	6009.020323627361	9760.867728355486	6116.505233247992	2526.413438270905	7924.548315776278	2037.931655380636	1766.0943066518416	1438.0750438995376	2501.5341519875824	5676.026217024278	2706.953195305517	2772.901570322534	3215.3159512956504	2311.2502359892374	4033.506576287516	702.4427039584236	1556.5847214133653	369.7267439676267	2355.809022272343	670.6684962326434	411.1318518542146	4884.365319250808	1132.201908666793	1597.0028443224755	1140.7465562469688	13.124034617069984	70.77783443653732	122.95840033015791	3.574949168246732	78.83280864789252	29.996217419705115	57.51203380034922	19.99839730530121	6.249841070917959
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	3300.78985629966	2047.107590347832	2248.547229980719	2697.782542966112	1500.9681817215094	1627.3486070360495	4189.80336696852	700.1402126606283	702.2909839486603	707.8771346444986	934.0295758786192	1713.864252614933	624.77577023825	760.9547556892762	1588.7504640426914	1074.9962752467238	1126.0696440780307	908.9567568645958	409.0077104003559	1033.6955664453733	1701.303592534322	760.5154188800327	490.3910350202385	890.5258718027012	86.00118065898303	130.67822171984386	15.045834003077797	126.20586450011162	55.28247573627657	96.40615242069164	66.12920480702056	105.53639801983644	59.183939573966846	93.80795549172868	115.1440422718862	45.33938531702816
PRPP-PWY	14981.83017199455	22718.33445066835	19517.88614453697	25259.92755060629	22126.56498296696	13793.788635499392	30819.313281252867	13014.004426615247	4118.149032926163	9871.08911715595	8230.42837020884	15785.20000076634	7384.379488325016	10258.16900558764	12103.647046491084	9024.853239237178	12478.787144741074	10625.435112790525	6480.523182109515	1639.0012342455527	10781.049173965954	6554.294833426941	5906.399477276955	17088.448345890436	8262.74219975281	9844.066657711952	7448.384354512852	1654.29580331768	3317.4038694897386	1291.0555419466905	1556.8386496309845	2588.616972371064	5729.350825739607	4293.916163686931	9769.761578496396	2638.12499540622
PWY-1269	3485.499748877756	2981.355767115938	3382.3021788305023	5858.885611818139	3162.236280570537	1710.978977724454	4034.796767672856	1360.3640925276095	1351.513423038257	1016.9767965016262	3920.440259433567	6993.378323352004	2930.259935973117	2905.337940242167	5507.789593938888	1764.0693566684226	2821.362511072421	1216.9377044716643	961.7902655023296	792.1703149622498	1714.6093056041393	853.2984987462919	481.395279139714	8132.60508933482	1081.9056998154342	1967.9929492625952	1144.8398094241777	863.0614016055542	5187.369014832585	1263.6105090566016	3712.34994949971	2448.482907808287	4551.893763919629	2204.9300661897614	5461.613705193689	2548.1095729589583
PWY-1361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.483631601920558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.66413245312444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.78226857071537	38.62265416970338	33.710153515238815	0.0	79.05683957850752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.960042752664689	0.0	21.565862574200374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1622	74.69855310187039	0.0	0.0	0.0	8.11845912417789	7.494470961323816	0.0	0.0	0.0	0.0	85.07354264009693	100.3199310662566	30.96084396277099	0.0	65.28132437936772	0.0	0.0	0.0	0.0	1.6742764074010543	0.0	0.0	0.0	262.88197408665843	0.0	0.0	11.89128039557145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.841111895498804
PWY-181	231.2946112154301	39.60593419721485	0.0	198.0596485013758	67.93633023401784	23.81598803642264	18.30904778422348	61.58425245319296	17.7972182360786	131.46636310234567	460.77219106223055	923.50665650563	270.735521659467	204.95427515614665	751.9905735265903	300.36637023279985	124.07872156636786	148.80371186913206	0.0	5.343275492758163	204.06997316455016	75.98849507215115	66.92592825811838	973.0702713887464	23.422005336692017	231.06035906724864	90.15153155085316	20.13502492694974	0.0	0.0	0.0	15.769382667760311	0.0	0.0	0.0	22.910844078551936
PWY-1861	436.1124517131474	181.0347854087693	392.750230072755	3563.8111284313463	2216.9061332736783	364.9964741776176	2878.6687844621056	47.63275445988096	0.0	0.0	1230.049557031604	2596.593644395158	702.3969016434953	523.2666005929262	1903.605443588704	252.72377496125105	57.42902312011852	250.63938909727807	391.2974822316153	690.6940401229041	637.132716016232	1133.0738811706267	0.0	7181.527373925875	3893.436229662205	4370.448301216552	3354.012792267099	344.96410539657177	3016.3486098104554	129.52659436861268	225.14291880704013	240.3834311995153	5538.0320246999245	229.01686433704523	5212.862573838055	507.4787506580447
PWY-1882	43.94906376812326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2941	23588.41442893667	46151.89239146652	29892.18447286661	29532.34351698186	34848.839970838395	32358.09682108449	51323.73126882549	30833.931246691474	4337.039872097013	25579.726706984977	6038.143596755086	12511.015629112131	6467.416462521187	10710.453451357696	9657.948416096311	11631.416012577389	14993.158739509869	33553.17675959624	11446.343110637918	2178.022029960647	16746.32640471469	11304.741326632724	37944.69089401883	11213.89408968055	18167.40207915344	17522.51343307335	22277.61406758924	59144.89839449862	82755.67175110168	74199.28106478299	75845.83096657663	40905.4154179554	69884.55756095922	97061.95140599024	72612.76995403974	74947.02663921205
PWY-2942	25267.18431447035	47265.46867785406	31154.815313418498	31938.03252460209	36058.23879430027	33315.340701774854	53284.179973086175	31316.298437045178	4904.257443146656	25968.32189723068	10146.691697192828	18866.72664898264	8648.936826985813	12300.882997680055	14518.477364207372	12303.29710997872	15984.506575107818	33993.87524917467	11768.016381836622	2526.0964569728253	17452.27531216288	11663.44084474675	38129.444624869066	22140.130046196497	19017.37597256433	19176.260706084107	23344.54034289207	66333.74246977794	90621.54764760082	77505.73190457842	79389.75340601052	45193.389650344376	74312.73942177626	98562.18350657892	77651.06005202584	80544.42830611304
PWY-3001	11194.612414465702	10577.484069802937	10692.336081379231	16024.81239356006	10891.209979663634	7390.764234195416	12126.539823050703	5521.625101601243	3425.489487953901	4043.675684803772	9302.188605759386	17091.425875012075	7628.067816834851	8602.334260691057	13079.614658236404	5565.6844671638255	7498.614381369607	5078.973854605876	3262.206294982085	2171.968058513291	5770.071662100264	4108.755308985091	3002.283589861672	20225.932781322488	7362.30267313871	10498.043489475787	8905.221691648168	7597.829152077339	28887.20601840194	6960.410501473345	20326.91383595327	11438.57997187151	29012.774344385085	18563.49012671125	28120.77823273567	17291.563278198704
PWY-3661	1999.769046209591	1963.4206953711264	2976.4958885355	2174.872867498815	2029.1678130362147	1766.2929294866717	354.55796059700265	135.6074775964265	663.6066252821541	474.32089597557655	27.392999101133203	123.79562965682436	32.312367461825495	0.0	89.35410386376127	122.33238172761592	387.83367323501807	149.70550711369904	111.20072832081684	466.73413999438	353.2860008253677	215.2867896888092	355.0828671285926	184.28198424256712	0.0	35.74103827620824	50.86621873459652	0.0	74.84644020282683	56.42236813161679	0.0	104.4133354602008	43.51607673163416	53.48931330330078	39.40873304976347	0.0
PWY-3781	8136.062106075947	4710.331617997164	5573.880104424874	7157.957703806021	4155.426182538218	4309.936849541039	2853.9841290489644	1838.9456235272376	2322.353177358873	1917.207788899408	8765.595084243923	14421.234776313246	5406.09356922162	5415.536758052086	12169.05640601193	3107.531666808057	5550.540771242667	3127.0182329742547	1695.068677668282	2812.292558990121	3603.484273088249	2433.9863112859907	1471.2939837420397	14605.358561898129	1208.1615984601387	1767.3123641770455	728.7922470765474	717.5192907269419	380.116849707411	352.2234173937769	403.8721917949607	724.0839319727137	422.5007153972592	594.5225690410181	828.2228345928352	297.07033304031614
PWY-3801	0.0	234.6463635825229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.36615377251466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4361	0.0	0.0	16.782948689920435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.46169404170249	19.92965738091008	11.039321088807364	0.0	19.894815399216057	0.0	17.835314312511123	0.0	10.417093041819223	17.84542760771153	0.0	0.0	0.0	69.20616649616845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4722	44.46498408047804	0.0	0.0	0.0	0.0	8.975198871860682	0.0	0.0	0.0	0.0	108.92823340669756	321.06227650727647	74.17421931672187	0.0	211.6115774671482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	280.7420164236883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4984	1825.1427561550545	1520.6990950132013	3355.267443550981	2250.8778771181487	4012.382820173834	1643.5963671813583	894.3122328903577	245.261723650696	692.0876143865872	438.5288775102642	1481.349677049134	2829.7776281939687	1166.280710056641	650.4134720190945	1960.3082073901408	279.0870533431569	505.7899548181787	1730.7480550662872	2681.57439025592	728.5210112349832	1818.0548949452127	1194.042379748043	387.008523135609	6151.168849038935	1959.104613990555	3251.439870372268	5013.045077848357	17060.57662221803	13245.738637520648	17017.03766721936	31819.239242897987	17272.01297379512	29990.856491278584	11265.932513616275	31479.778462196777	27617.633830054743
PWY-5005	19.129539291850783	38.06458043998558	61.54310782804176	21.55057888459545	0.0	0.0	0.0	9.560561993327306	115.09306179793832	57.98462711792336	775.5706990319801	1490.8185343541943	596.2946900253079	427.7086742032757	1090.8989710710707	0.0	59.39745000368902	2.996331398747509	0.0	4.782725636330269	42.51222701183813	138.80920196029953	46.95108106905288	1567.0976550035953	0.0	321.4322420063634	163.03003747362004	14.324919304653262	0.0	0.0	4956.07744194129	912.4764610195872	391.4804136670927	3697.171054007323	927.7897189560896	178.33528636916665
PWY-5022	4247.451744954423	2644.158224691705	2973.2957226824656	3850.047912108235	2340.9197392521623	2326.61542918295	1149.1247838856448	1031.8311558186444	1127.0150518285905	1034.0789689919127	1884.736591108057	3447.782648785584	1345.695593322304	1557.7131407374984	3063.464806589303	1291.831556853132	1899.330634737913	1297.3636448489535	653.3539249827644	1277.5684018140491	1198.5144284488654	1224.7903051494995	731.4583178573719	3330.241570961147	1530.1468662137854	1456.0593083112938	1029.7924508011613	183.62135547938527	247.51225291665685	115.21154840414049	3179.4811274726967	553.7578534782858	1070.9051885157253	3023.4964380895453	985.7812742310676	234.80571291090777
PWY-5028	3151.019051237928	1361.2607883217374	922.0465861544463	1837.2844060302489	801.4842357933092	1076.7018280525135	490.9550115510166	669.394200094722	523.0994786727534	567.6892095191317	624.2038094342614	1111.7188162940326	462.6332252712841	689.6555307912279	1353.0899653747133	795.9734156156778	802.327366176891	776.8602280516335	311.4998912175617	791.3247951866466	739.4617214901211	632.1320654831472	314.9740716165158	1122.1254716364178	188.7564992224244	53.81087573348477	55.610752104361445	92.27370069551422	36.42706992241759	32.56646341338573	98.95739765513513	88.37264051142287	65.00830958679506	111.08419553372975	145.55477050677237	47.16069181113231
PWY-5088	19.21535629519575	0.0	24.20537217351633	27.52192044527484	20.04535827287811	0.0	0.0	0.0	0.0	0.0	0.0	232.3696669015076	0.0	26.55635367139344	0.0	0.0	0.0	0.0	0.0	0.0	17.678129245348646	0.0	28.122841510347	155.53995636631203	0.0	0.0	82.2000356036293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5097	24295.0893429582	47029.773935690406	31004.918743177524	31718.79850927575	35925.406469160014	32594.01716641938	52661.2855460834	31124.33202121129	4815.475207286533	25884.74519330632	9746.864156274594	18061.76409029996	8182.266657147535	12021.470852069691	14215.222245335184	12233.197469786815	15896.614255191333	33975.236238329584	11712.84561213824	2505.017653416668	17289.25220335416	11586.937055429926	38049.46836163674	20912.494561656506	18549.21864088098	18675.26901418429	22840.68255628358	65950.57416787124	90227.78451728086	77266.37856803209	79181.08795213039	44924.46411530183	74122.42069561593	98417.94984736523	77490.34296116776	80210.98391486384
PWY-5100	31032.18256393403	63348.45261359884	39949.5492604826	39718.68288478619	47658.75865796757	44360.16246208374	72135.7145024061	42964.99523842473	5445.9126394533705	35507.938777542964	8790.410225736452	17456.970859937664	8547.55491642093	14336.937287199104	13875.134956885891	16058.481737357464	20270.94572641541	46801.29778132992	15638.581479543942	2447.9306827596856	23082.90887877084	15384.49381898473	53126.69529287642	20057.41587881165	26930.8829872886	25022.54396307396	31659.67682187496	87412.59608461853	119060.50301950968	104608.89680445223	105573.09739525209	57309.83924368914	99108.05955252152	136729.42964715709	98332.49755987411	106459.89759241954
PWY-5101	12195.789858315517	9566.587795203905	10032.805636372756	15425.158612327665	9482.235223027204	6968.863897724815	8888.328635136932	4466.699684580559	3638.134882505566	3506.685011665891	10062.17921613798	17777.03295123133	7988.659110106123	7976.66067373453	13438.492155154889	5334.643243544134	6825.494468641371	4495.302208409874	2770.59533564113	2731.067062925379	5044.92511966396	3862.6710132287217	2459.374021385208	23212.506905820177	6086.689994578996	9109.826896667137	7331.854787238025	3336.901912047015	16408.95152025416	3137.085252726187	10678.706694650382	6421.38556007742	21883.131095712404	9216.631742193536	19928.842153038582	8912.87066089626
PWY-5103	7173.10673378537	5957.018675693481	6489.645615277448	10681.270149463757	6444.51615610608	4159.9126206841565	7805.347886152889	3027.075934221772	2631.50808567418	2192.551285524904	8169.940189336754	14380.476828951872	6525.3254870307865	6202.734503550942	10616.652893694658	3578.415835829836	4908.646684404848	2746.40919294628	1965.78708635578	1863.5619529747912	3480.606189487792	2499.6861273095533	1562.7430239952434	19032.513596921563	4573.270512736838	6980.140702028895	5618.6295087423305	2570.3407343173403	13303.90120247851	2554.0004173312245	7863.233528570325	5123.650309645839	18031.800219273617	6442.323335410209	16186.661846694604	7110.386803839082
PWY-5104	1629.7406208345585	1404.21919794031	2134.9079071616616	1421.245145820241	1363.9199905227008	1412.1595714749092	4932.852007256096	321.44965865669366	658.4774806994535	798.7646035041303	8070.040432378128	14314.368367151345	5246.541138369493	5038.3983719226135	10288.058010236196	1149.5356188154408	3532.4133912838515	1865.1549209015309	782.3531459521278	525.8594607296059	1749.9981719580958	504.9774585497081	493.8422834012495	21041.1299365454	2846.887212421619	7125.439171628115	4847.633389536972	4085.8279222358847	17642.982469462106	3672.463285837225	11807.108630746316	7123.297937214013	20858.752233013794	9791.96903807287	20211.87310609054	10007.36011691506
PWY-5121	6308.873401314625	5553.817845323903	5967.142838341643	9347.153854070666	6006.479184241657	3604.447441109656	6521.0001338399625	2694.0736622391983	2129.7422884120106	2245.023727767755	7027.007096863995	12331.51628032552	5070.398291757801	5338.704861749981	9397.71338895596	3073.664359070533	4388.06496987289	2757.232370549757	1874.7501014876675	1243.8120105039447	3076.9844566596344	1794.4800055667172	1090.506098494995	16304.953423388257	2930.455646811725	6009.095350150343	4362.449460137586	29066.726472118982	34001.79116146614	18521.31882373346	23426.53860652678	19037.7255256581	23529.29366704629	12753.268625151535	26662.89831338372	28002.14505636828
PWY-5154	8012.824594627004	6794.7313113965	6838.132967675374	11667.956201357636	6833.090688288012	4121.250494619744	8572.84977148476	3249.711513886133	2476.5077995628208	2454.7336599988685	5276.330410641985	9812.674244095257	4336.541435824654	5044.6168408466565	7968.235470888225	3820.9951047311183	5261.633713165402	3102.290422261931	2018.669080306322	1661.267006201967	3691.94997151777	2359.7298976447987	1233.395417688003	10048.627687396704	1742.424289242789	3257.0934476556304	1946.3539727299603	1920.927900953361	8519.31500733822	1265.926418903653	3600.3903697167902	3084.5608762495103	9141.758700588754	3178.7259563144867	9759.774979432275	4660.036885015126
