function	071A	077A	091A	100A	101A	218A	219A	220A	224A	242A	245A	246A	248A	073A	075A	081A	083A	085A	088A	097A	105A	106A	107A	215A	226A	227A	228A	235A
K01175	22.42	24.42	3984.99	5605.77	5939.200000000001	1985.99	4331.67	2124.92	2096.08	2110.66	916.08	1516.37	1216.09	46.59	171.75	572.8299999999999	809.5	1374.07	1535.59	1106.36	902.17	267.34000000000003	323.41	67.75	3676.66	3741.91	3620.17	2400.42
K01176	21452.5	20992.1	13566.06	15663.6	19835.06	4140.68	8906.34	4248.26	17858.29	22877.66	4146.76	6170.3	20697.5	35153.5	34248.3	26690.55	24800.5	20792.18	30180.55	25145.92	29866.74	28861.55	34546.7	6278.1	20575.6	16200.96	18105.34	18989.5
K01178	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01179	23.75	12647.75	8281.66	6904.45	6147.06	13336.46	9172.99	10656.19	4727.41	5614.83	7374.639999999999	4376.42	4596.42	7122.25	2849.25	1316.0	1849.0	1306.73	3145.75	4892.219999999999	549.84	478.6	14.75	1953.75	4215.94	3968.41	3659.34	1762.75
K01181	0.0	0.0	62.0	0.0	0.0	761.0	328.4	135.0	89.0	58.0	118.4	23.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	261.5	0.0	8.0	2.0	221.5	70.0	42.0	6.0	30.0
K01182	101.0	1580.17	6124.0	1496.67	310.5	17956.129999999997	1883.33	17503.35	14472.33	19799.5	5718.16	5203.17	24612.66	4924.0	1958.5	585.25	519.0	214.0	1583.75	1399.67	578.5	619.85	191.0	5050.5	322.2	530.0	84.0	34.0
K01183	0.0	4003.32	3737.68	1959.85	985.2	511.16	3011.09	501.0	12755.34	17875.68	905.33	868.0	17588.32	898.0	130.66	442.0	795.0	630.33	36.0	1082.2	154.34	194.0	465.34	89.68	190.5	61.0	6.0	15.0
K01184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01185	26559.17	24882.67	29997.98	37245.12	43786.07	9686.82	24538.43	12035.18	13822.82	13802.15	8392.32	11609.33	8998.02	32476.34	35277.0	29322.83	27147.5	24472.81	34613.09	28233.72	34121.68	29923.34	35823.16	5454.5	36581.41	31647.65	31748.18	29702.17
K01186	47.0	0.0	22.0	0.0	0.0	964.8	215.0	4391.1	12295.5	17488.5	4761.0	7058.5	17550.0	2418.0	147.0	32.0	280.0	12.5	1179.0	1821.0	499.5	219.6	37.0	10988.5	217.86	63.0	6.0	60.0
K01187	39384.15	30611.95	24118.47	23772.94	23086.42	38594.33	9793.85	39551.42	45487.17999999999	61473.17	19368.53	21128.19	66407.33	39718.75	38480.68	30818.85	28893.0	25311.29	30827.1	33837.99	32563.64	30863.65	35989.82	26748.79	21467.710000000003	15790.48	14961.67	21152.75
K01188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01190	26500.42	33185.85	27593.910000000003	16270.68	17310.7	58881.11	12506.26	62585.33	76726.79999999999	99334.93	33073.759999999995	33656.14	102339.75	50662.09	40904.21	30341.38	28176.5	24516.36	34526.14	35083.91	34041.32	31778.49	36397.45	51759.53	22544.44	16597.65	14858.83	21956.42
K01191	8735.0	2285.33	2798.84	1368.67	642.1700000000001	857.2500000000001	1762.0	1193.5	12133.17	17588.84	1193.99	2600.67	19258.32	689.5	188.83	82.0	98.0	21.67	377.0	575.01	522.1700000000001	497.0	248.67	645.84	1564.0	1453.0	414.0	1866.0
K01192	11.0	281.67	1175.5	498.67	253.5	1391.5	331.33	1025.25	621.83	636.5	374.66	1084.67	1239.66	899.5	149.5	85.25	68.0	13.0	625.25	1624.17	407.5	435.25	56.0	6174.5	183.0	198.0	6.0	60.0
K01193	67178.95	54758.02	28681.07	28709.11	32492.39	36318.630000000005	8566.76	35890.05	12269.89	12434.34	18177.94	15598.22	13260.23	84809.59	82785.88	63261.880000000005	57721.0	49770.42999999999	66370.39	59856.92999999999	68857.90000000001	67929.79000000001	80408.03	23986.19	42654.06	30934.050000000003	26901.83	46462.42
K01194	202.5	62.5	7862.66	11030.2	11694.06	3153.16	8241.34	4014.84	3950.16	3967.66	1683.16	2860.5	2255.84	51.5	60.5	843.0	1338.0	1218.48	2817.5	2160.7200000000003	1104.34	78.0	42.5	5.5	6449.5	6746.16	6869.34	3249.5
K01195	452.75	102.25	3922.5	5298.5	5524.0	1599.3	3963.75	4106.35	2432.5	2397.75	3246.25	4608.0	1095.75	5319.75	2988.75	1450.0	1369.5	543.0	4967.5	1550.5	2724.75	2317.6	2927.25	2908.25	4559.95	4488.75	3587.0	3446.75
K01197	0.0	0.0	0.0	0.0	0.0	307.5	46.0	4311.5	20445.5	29564.5	4708.0	7593.5	30361.0	1978.0	147.0	0.0	277.0	4.5	937.0	525.0	496.5	184.0	3.0	4867.0	53.33	23.0	0.0	0.0
K01198	0.0	14.0	583.0	439.7000000000001	422.72	151.32999999999998	5.75	453.5	12.5	67.0	59.83	1048.0	1211.0	247.5	52.0	837.25	1338.0	1183.98	105.75	2224.7200000000003	0.0	33.25	37.0	0.0	0.0	0.0	0.0	0.0
K01200	434.0	101.0	2769.0	64.0	17.0	843.9200000000001	88.4	2239.92	11864.75	17139.25	2464.4	4013.75	18274.0	5778.0	3039.5	1766.5	1626.0	953.75	3702.5	1557.0	2350.25	2849.5	3063.5	9411.5	1584.5	1349.0	287.0	1866.0
K01201	0.0	7.0	2.0	0.0	0.0	805.5	145.0	2273.75	23139.75	33716.25	2378.0	4546.75	35104.0	927.0	74.5	1.25	123.5	2.25	470.75	507.0	345.25	72.25	5.5	2608.5	201.0	64.0	26.0	53.0
K01205	0.0	0.0	0.0	0.0	0.0	537.75	88.0	2223.75	459.75	415.25	2357.0	3195.75	8.0	892.0	72.5	0.0	123.5	2.25	468.5	990.0	195.25	68.0	1.5	2961.5	105.66	54.0	6.0	60.0
K01206	34.0	0.0	33.0	80.0	21.0	3244.88	606.0	7735.85	24695.740000000005	32591.25	8147.33	11056.25	30740.0	7328.0	783.5	50.0	441.5	60.75	2689.0	2958.67	691.75	230.6	10.5	24843.0	700.19	336.0	18.0	110.0
K01207	6051.42	7328.19	12862.56	8460.34	8175.030000000001	36632.59	7600.93	32932.75	5834.55	6225.33	12669.61	5946.84	7887.08	16201.09	12719.05	8249.880000000001	7725.5	6550.27	11447.14	8984.23	9294.4	9264.39	10256.36	11239.35	10104.92	8783.880000000001	4157.5	9642.42
K01208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01209	0.0	35.0	763.0	65.0	7.0	1300.58	183.8	3281.5	14310.58	18737.75	3481.8	3879.75	17616.0	3911.0	670.5	23.25	128.5	86.25	1344.25	1067.5	270.25	161.25	114.5	4005.5	188.0	100.0	12.0	77.0
K01210	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0
K01212	0.0	0.0	0.0	0.0	0.0	97.5	3.4000000000000004	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	0.0
K01214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01215	8759.2	2880.26	5098.74	1226.4	564.6700000000001	808.45	2091.27	419.37	1136.47	990.34	1116.5300000000002	917.8	1223.66	5068.0	3030.13	1748.8	1334.0	790.87	3220.8	1060.87	2051.07	2424.0	3295.87	413.94000000000005	1584.0	1347.8	443.0	1851.0
K01216	0.0	0.0	0.0	0.0	0.0	9.0	4.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01218	0.0	7.0	249.0	0.0	0.0	656.75	150.0	2290.75	11799.75	17093.25	2376.0	3898.75	17563.0	917.0	96.5	0.0	123.5	12.25	493.5	510.0	270.25	98.0	40.5	2702.5	139.25	57.0	6.0	30.0
K01219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01220	21849.0	22883.26	7263.74	5476.4	8529.67	677.7700000000001	2066.27	501.1700000000001	2731.4700000000003	2528.34	2970.53	2745.8	983.66	30727.0	31356.13	24385.8	22035.5	18957.37	24236.3	21962.87	26658.07	26094.800000000003	31764.87	4866.9400000000005	15549.6	10767.8	11538.0	17585.0
K01222	8758.95	2888.51	6928.900000000001	7270.7	6919.59	2244.99	6428.360000000001	2475.26	3142.88	3000.5	1886.44	2373.05	1698.75	5868.75	3025.38	2790.8	3831.5	2815.09	4622.05	4273.45	2808.91	3399.8	3379.62	2126.69	4964.35	4901.21	3983.34	3519.75
K01223	230090.45	167405.76	83867.15	86564.31999999999	96510.92	43870.77	33887.270000000004	43790.7	28374.47	28618.550000000003	36021.17	35968.619999999995	23275.86	215701.25	217744.92	173848.2	161736.5	139588.49999999997	171622.95	162256.37999999998	186614.14	185719.0	219625.08	57553.71	111315.5	79298.44	79744.01000000001	118996.25
K01224	26422.0	25144.67	7918.5	6166.52	10280.36	14803.0	352.48	12745.75	2475.0	2731.5	5813.56	4858.67	3763.66	32350.0	36136.5	28815.0	26342.0	23075.99	26536.5	27507.53	30916.5	29979.0	35472.0	9605.0	17331.25	11665.0	11228.0	19283.0
K01226	13652.62	4289.68	9297.9	16350.670000000002	12273.2	6195.84	8091.27	7658.92	3336.2200000000003	3891.67	3452.28	4012.38	3011.25	5450.59	3516.88	2847.63	2970.5	2696.94	5190.39	2626.23	3079.57	2879.14	3749.28	661.69	5171.26	5207.38	3983.5	4285.42
K01227	21.33	2001.66	1872.34	870.0	388.67	71.0	1475.67	226.0	707.67	607.34	450.0	92.0	23.66	449.0	65.33	12.0	63.0	21.67	18.0	6.67	39.67	97.0	231.67	41.34	33.0	0.0	0.0	0.0
K01230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01232	26305.75	27565.51	12156.070000000002	12202.1	16356.06	2417.08	6194.1900000000005	2485.34	5015.55	4748.17	4292.780000000001	4601.05	2234.08	36958.75	37882.38	30521.8	28471.0	24427.6	30653.8	29089.09	33075.24	32240.800000000003	38538.62	7107.6900000000005	20341.35	14814.88	14689.67	20868.75
K01233	0.0	0.0	0.0	0.0	0.0	6.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01235	0.0	0.0	0.0	0.0	0.0	563.3299999999999	107.4	90.0	0.0	12.0	8.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	244.5	0.0	3.0	2.0	295.5	120.0	73.0	12.0	45.0
K01236	163.0	50.0	64.0	13.0	17.0	175.5	47.0	9.0	0.0	4.0	0.0	2.5	0.0	12.0	22.0	7.0	0.0	35.0	40.0	9.67	18.0	37.0	17.75	0.0	21.0	8.0	0.0	0.0
K01239	65881.0	53759.26	19975.24	21557.9	26047.67	6284.54	4043.07	6732.51	7351.47	6969.84	10151.33	8759.3	6298.86	67662.0	70943.13	57759.3	52387.0	46211.87	53712.3	52905.87	61223.07	59856.9	71249.37	11756.94	34543.3	23274.4	22713.0	38589.0
K01241	209.75	69.25	3892.5	5425.6	5754.860000000001	2503.58	4107.5	4171.5	14280.83	19384.75	3165.25	5257.5	18632.75	1557.75	115.75	441.0	825.5	628.99	2112.25	2155.36	824.75	131.0	34.0	8219.25	3289.75	3254.25	3306.0	1615.75
K01243	39807.95	35405.85	21758.9	22557.34	22292.7	26033.01	9613.4	26826.07	8986.300000000001	9706.42	16717.24	13660.09	10494.34	44405.09	41237.880000000005	31552.88	29060.5	25594.69	33255.14	30601.57	34194.32	33564.59	39109.53	21376.69	23016.66	17000.68	15264.5	23601.42
K01246	39990.15	33963.68	18130.9	21168.67	22070.2	20458.99	7812.07	17663.620000000003	19374.050000000003	24459.17	9567.08	9386.17	25911.68	39052.59	40212.880000000005	31013.63	28454.5	25499.94	31209.89	28436.23	33643.57	32927.14	39039.03	12172.19	22639.590000000004	16456.68	15174.5	23552.42
K01247	4776.75	456.25	5920.33	14630.1	11672.53	2729.66	4478.17	4085.42	2130.08	2793.83	1647.58	2691.25	1832.42	755.75	70.25	741.0	1098.0	1201.74	1671.75	1137.03	561.17	69.0	29.75	167.75	3266.25	3398.08	3434.67	1647.75
K01250	26340.75	24717.25	10772.83	10795.6	15635.53	1908.0	4171.17	2122.84	4045.58	3930.33	4300.58	4506.25	3400.42	31773.75	35053.25	28651.0	26224.0	23007.74	27514.25	27011.36	30972.17	29461.0	35338.75	5377.75	20322.75	14818.08	14656.67	20890.75
K01251	190.0	111.0	1019.0	269.85	231.86	16239.33	815.25	13316.5	13351.5	18336.5	3546.0	2223.79	20265.5	692.5	1073.0	435.0	687.0	621.99	312.5	1851.2	93.0	60.0	19.75	4507.0	428.16	119.4	22.0	73.0
K01252	19.75	8.25	3904.83	5728.45	6046.389999999999	1653.83	4162.17	2047.42	1975.08	1983.83	841.58	1430.25	1126.42	19.75	19.25	836.0	1338.0	1178.73	1388.75	2143.2200000000003	543.17	19.0	12.75	2.75	3259.0	3369.08	3434.67	1624.75
K01253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01255	4791.75	483.42	6173.16	14875.12	11880.39	3885.79	4697.0	5552.349999999999	2197.75	2730.83	1619.75	2734.87	2113.42	807.5899999999999	246.75	1313.83	1919.5	2611.06	1819.59	2246.8900000000003	913.5	356.94	378.16	139.25	3758.86	3604.08	3497.5	2421.42
K01256	26643.42	24996.42	12714.66	10873.77	15698.53	3671.49	4394.0	2251.65	16002.08	21034.33	4288.75	5247.87	21703.42	36832.59	38099.75	30648.08	27726.5	24635.07	30908.84	28182.03	33498.5	32093.59	38690.16	5522.25	20837.66	15081.58	14750.5	21661.42
K01258	52696.48	29988.68	25158.57	31857.52	28324.56	25164.63	9870.07	28115.39	22501.46	27800.42	15165.57	16892.72	30605.67	43257.25	40086.38	32446.8	29967.0	26183.35	33517.55	31750.76	33991.99	33374.4	38862.12	20974.19	22740.55	16836.08	15365.67	22863.75
K01259	604.6600000000001	362.0	6503.0	26.0	106.0	1091.75	230.4	457.5	18.0	222.5	1276.9	999.0	4915.0	967.5	310.0	838.0	197.0	625.0	360.0	322.0	323.0	531.0	376.0	98.0	219.0	48.0	29.0	44.0
K01261	13336.53	3274.26	4655.24	10358.9	6381.67	1091.75	2401.67	2478.2	1218.47	1581.34	1695.93	2178.8	1223.26	5473.0	3011.13	1801.8	1976.0	1361.87	3407.8	1099.37	2138.07	2828.8	3259.87	2154.94	1536.6	1339.6	414.0	1874.0
K01262	40140.95	35501.85	22589.9	22620.34	22333.7	29116.21	10456.3	28476.47	34449.46	45252.42	17697.14	16180.84	47175.170000000006	45543.09	41311.880000000005	31642.88	29131.5	25728.69	33929.64	31893.07	34482.32	33914.99	39275.78	27486.19	23558.79	17073.58	15286.5	23634.42
K01263	0.0	0.0	1895.0	0.0	0.0	372.0	7.0	13.0	0.0	0.0	53.0	0.0	699.0	0.0	0.0	283.0	0.0	202.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0
K01265	39984.95	36948.02	24911.9	24001.86	22771.06	46619.44	12229.78	45297.17	44460.130000000005	59241.24999999999	22868.37	18609.63	63087.77	48549.59	43101.380000000005	32541.88	30417.5	26535.68	35004.14	33557.1	34928.82	34714.99	39251.28	33292.19	23786.04	17644.38	15368.5	23698.42
K01266	0.0	4.0	13.0	0.0	0.0	276.33000000000004	75.0	28.0	0.0	11.5	0.0	2.5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	35.0	20.0	2.0	0.0
K01267	172.0	1549.17	3799.0	1348.67	270.5	18734.8	2518.73	17255.1	3204.83	3179.0	5562.06	3287.42	4568.66	4247.5	1775.5	568.0	682.5	410.5	1455.5	1273.67	546.5	1049.6	141.75	6854.5	419.7	523.5	86.0	37.0
K01269	0.0	0.0	0.0	0.0	0.0	44.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	2.0	0.0
K01270	26463.42	26421.59	13510.66	12169.44	15918.03	26014.79	7585.13	27655.25	42739.41	56016.33	18848.54	16244.75	54935.08	38882.09	37340.25	29469.83	27211.5	24079.57	30732.59	30942.53	32417.5	30540.94	35832.41	27661.75	21583.36	15700.58	14864.5	21734.42
K01271	66217.95	52958.68	23479.9	26442.67	31872.2	5136.41	7509.34	5283.29	7504.55	7781.17	9140.01	10809.8	7579.68	68886.09	73332.88	59346.630000000005	54062.5	47922.94	57448.39	54374.23	64100.57	62416.14	74504.28	11477.52	39154.85	27643.410000000003	26323.67	42110.75
K01273	183.0	7065.67	4017.5	1290.67	270.5	21898.88	3204.58	19567.85	14049.5	20048.0	9149.16	4150.17	22458.66	5500.5	2954.5	579.0	719.5	419.5	1632.5	1679.1799999999998	621.5	1260.6	141.0	7348.0	622.7	526.4	90.0	40.0
K01274	434.0	0.0	11.0	0.0	0.0	66.4	20.4	43.2	66.0	72.0	59.4	64.0	29.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	316.0	1492.0	1325.8	287.0	1851.0
K01277	7.0	0.0	0.0	0.0	0.0	1107.5	156.4	2319.75	13890.08	18453.25	2409.4	3923.75	17655.0	1526.0	74.5	14.0	156.5	2.25	707.5	1081.0	270.25	85.0	3.5	8296.5	241.0	95.0	6.0	32.0
K01278	14.0	0.0	2.0	0.0	0.0	2356.75	379.8	2450.75	45367.41	64291.25	2425.8	5889.75	65580.0	2195.0	78.5	29.25	189.5	2.25	948.75	1891.17	451.25	96.25	5.5	14205.0	573.0	196.0	40.0	77.0
K01281	26852.0	24911.0	8804.0	5351.0	9843.0	1144.4	328.4	254.2	2213.0	2061.5	3575.4	3177.0	3012.6	36067.0	37904.0	30069.0	26884.0	23226.0	29357.0	27074.0	32510.0	31790.0	38349.0	5765.0	18607.0	12774.8	11538.0	21117.0
K01283	0.0	0.0	2.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01284	42.75	19.25	3904.83	5508.6	5838.530000000001	4075.83	4489.97	6666.92	41095.240000000005	55545.33	5668.38	9929.75	53986.75	3071.75	168.25	446.0	982.0	596.24	2803.75	3239.36	1158.67	189.0	20.5	16527.25	3769.75	3579.58	3474.67	1703.75
K01286	8349.2	8805.5	5030.0	2418.0	237.5	15166.34	5991.0	14618.2	4026.0	4274.5	8960.5	3475.5	4432.5	7973.5	2501.5	1286.0	1423.0	476.0	2662.5	2520.5	494.5	1247.2	166.0	3889.5	879.4	1193.0	397.0	108.0
K01295	26625.0	30520.0	5710.0	5313.0	9824.0	1729.92	488.83	770.5	2125.67	2219.5	3543.17	3517.33	1612.17	34212.0	35902.0	28221.0	25638.0	22450.0	26196.0	25918.67	30430.0	29688.0	35300.0	5618.17	17447.910000000003	11564.17	11276.83	19897.67
K01297	198.75	58.25	3957.83	5536.6	5855.530000000001	2853.83	4384.17	4302.17	3046.16	2977.58	3322.58	4616.5	1148.75	2218.75	115.75	459.0	856.5	636.99	2145.25	2158.36	790.4200000000001	201.0	65.25	8295.75	3511.75	3445.08	3456.67	1667.75
K01299	8325.2	2832.66	2610.34	1558.85	603.53	4300.66	3426.42	3476.75	936.17	999.84	1784.33	1190.0	1126.66	1179.0	171.32999999999998	820.0	1324.5000000000002	919.16	170.0	1368.2	133.67000000000002	717.0	306.67	1853.34	115.25	338.0	213.0	36.0
K01301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01303	0.0	0.0	0.0	0.0	0.0	88.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2.5	26.5	10.5	3.0	0.0	0.0	0.0	1596.0	10.0	0.0	2.0	0.0
K01304	13359.53	3184.26	4799.24	10514.75	6572.53	1888.85	2531.02	2550.17	1219.47	1583.34	1722.5300000000002	2307.3	1672.66	1090.0	140.13	798.05	1411.5	1578.36	304.55	1145.23	186.07	804.0500000000001	415.87	2112.94	1601.1	1343.8	445.0	1877.0
K01305	19.75	2009.91	6000.84	6062.75	5925.67	2162.5	5736.42	2234.0	2680.92	2583.34	1379.5800000000002	1482.25	1099.41	2045.75	126.58	34.0	125.0	44.42	1434.25	284.17	610.17	223.0	313.42	1854.59	3165.75	3170.75	3302.0	1595.75
K01308	0.0	6555.0	1257.5	565.0	24.5	5379.0	1967.0	3868.0	216.0	831.5	1623.5	818.0	1211.0	1474.0	1096.5	365.0	371.0	38.0	129.5	336.0	37.5	254.0	0.0	290.0	215.0	342.0	84.0	34.0
K01312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01318	4576.0	387.0	1949.5	9132.5	5817.0	763.0	306.0	2093.0	153.0	637.0	701.0	1261.0	696.0	52.0	29.0	314.0	398.0	575.0	237.0	50.0	0.0	13.0	0.0	67.0	0.0	0.0	0.0	23.0
K01322	0.0	0.0	4.0	0.0	0.0	771.75	102.4	110.0	1481.0	986.0	54.4	10.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	257.17	0.0	16.0	0.75	194.0	127.0	31.0	14.0	26.0
K01338	398.75	8308.59	10374.66	7585.44	6133.030000000001	30150.87	9354.73	28924.6	26949.83	36704.58	13649.81	11082.04	38991.08	8509.59	3425.75	1619.83	2098.0	1901.32	4203.59	4915.37	1795.25	1768.94	553.9100000000001	16017.75	4988.36	4623.38	3691.5	2522.42
K01340	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01342	0.0	0.0	0.0	0.0	0.0	59.0	27.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
K01347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
K01354	191.75	65.25	3970.83	5521.6	5855.530000000001	2075.58	4192.17	2038.42	1977.08	1987.83	847.58	1436.75	1134.75	31.75	41.25	426.25	669.0	626.74	1431.0	1086.36	561.17	60.25	30.5	7.25	3309.75	3389.58	3448.67	1632.75
K01355	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01356	39699.95	41140.85	22054.9	22621.34	22323.7	27708.71	10713.5	27270.72	9984.22	10630.17	17095.67	10822.8	11239.34	42919.59	40062.380000000005	30173.88	27925.0	25407.44	30530.64	28968.57	32129.07	32035.99	36265.03	15418.19	21566.46	15578.48	14951.5	21684.42
K01358	40430.95	37279.69	26895.230000000003	24458.18	22939.37	59836.630000000005	12432.23	58200.64000000001	24747.63	30776.75	25530.89	20042.18	36378.83	48670.59	44125.880000000005	32118.13	29542.0	25706.19	35354.89	32710.08	35108.99	34529.24	39235.28	31129.69	25253.79	19225.910000000003	15776.17	25542.42
K01361	415.33	0.0	0.0	0.0	0.0	61.0	11.0	56.0	65.0	70.0	73.0	64.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	316.0	1484.0	1318.0	287.0	1851.0
K01372	35184.2	27714.26	13215.740000000002	6513.4	10390.67	3270.5	2387.47	2887.95	29572.21	38773.59	6863.7300000000005	8666.3	39603.26	38263.0	38067.63	30408.3	27128.5	23554.12	30093.8	28422.87	32927.32	32216.300000000003	38691.37	14359.94	19043.6	12897.6	11757.0	21176.0
K01387	0.0	0.0	0.0	0.0	0.0	64.0	19.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01389	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01390	20.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01392	0.0	0.0	0.0	0.0	0.0	19.0	0.0	7.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
K01399	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01401	4576.0	387.0	1949.5	9132.5	5817.0	815.0	325.0	2101.0	153.0	637.0	701.0	1261.0	696.0	52.0	29.0	314.0	398.0	575.0	237.0	50.0	0.0	13.0	0.0	67.0	0.0	0.0	0.0	23.0
