pathway	071A	077A	091A	100A	101A	218A	219A	220A	224A	242A	245A	246A	248A	073A	075A	081A	083A	085A	088A	097A	105A	106A	107A	215A	226A	227A	228A	235A
GOLPDLCAT-PWY	0.0	0.0	1934.5419621718213	424.3351100910312	404.76161108844354	368.6642010977771	32.5384947824988	49.30055776215856	140.55892265860842	105.9454493761666	902.9970335379966	0.0	1379.7616992255523	0.0	9.993890998275166	781.1419110648338	1199.5665645065108	1030.5816940075442	0.0	1864.33585710079	15.974157696143378	26.340437689337072	39.862847499296855	0.0	36.71602465776882	0.7999558225650504	0.0	0.0
HCAMHPDEG-PWY	28.833530605343256	11.920745272525028	4166.233131091315	5848.745365981801	6199.577182914061	1610.179926911526	4352.796249473335	2116.516740130969	2071.4652475334906	2104.5967857979526	885.6661876299063	1509.681495778046	1182.4191883682652	24.169580419580416	25.061320754716977	423.2006220839814	669.0	613.3676981234531	1485.2315029476056	1080.5194371456887	587.2394078114347	25.85853658536585	16.83	3.0000000000000004	3391.910073794405	3515.4397811154786	3638.912218519446	1737.2857062330013
HEME-BIOSYNTHESIS-II	5932.906075243755	673.5315486407658	5539.356628200494	11982.48520758667	8443.387508222999	3271.1977777145817	4809.829773245635	3264.1907305407926	2910.105571117758	2956.671894205768	1456.4109723683046	2297.702307333931	1759.037183227818	172.99352794110814	81.54207224154779	737.0891914083093	1102.8037780966852	1083.974226668621	2431.4040488166024	1806.542495314296	859.9851578344108	110.1916043128599	57.196210941706816	311.2025343092209	4482.460352870297	4428.561350627075	4307.748733335534	2417.7565171895258
HEMESYN2-PWY	7682.566894012858	2568.330847460976	10295.111772592363	18744.85507003248	15427.83703883052	6574.966619896122	6493.509911451077	7186.9914210432025	6262.527792002874	6680.7231968333535	6102.389840574272	6537.038215786836	4649.3353897435145	14104.351013144693	3288.4165324887344	2359.754083856192	2771.590624288119	3400.756756872368	7444.538760623997	4858.633398121291	1726.3495723866597	806.3242553761455	710.7719994979306	8568.54768326361	6474.642457405592	6195.250145672154	5584.928280204676	4116.736595335013
HEXITOLDEGSUPER-PWY	25019.64990363077	11051.924184837786	13424.208625118275	16402.643071032737	17014.74791275342	6867.19728405828	9626.916955574105	7313.753684563623	7659.615667912428	7967.480141491483	4857.897408617485	5698.115369933621	4982.876920140444	18030.012331465223	11785.69651395754	6614.319701538872	6140.091142418171	3172.2914524033804	12678.961558592382	5327.569440993511	8914.94820158557	8433.357914668526	7627.410464024389	459.1730443837708	11957.176072568664	10979.22447073842	10589.63245842291	11277.444039214512
HISDEG-PWY	4846.20290144075	563.185667752443	2159.131890429489	9435.836585669154	6067.324375875195	2154.8084517174752	553.6948539987384	3521.2346483462006	13583.33	18765.24831195813	772.4919093851132	2013.0039910164944	18349.57974457936	5498.41410488246	2960.878310425745	2226.483546004029	2368.578702266377	1757.9777306257631	3687.018065034122	2994.839776021519	2128.886818816954	2382.0756354618725	2970.4274476987443	5962.748460087996	304.79429815878046	104.3522447891468	18.701298701298704	52.71621621621621
HISTSYN-PWY	5176.492440679949	9014.108572550043	11452.780448576286	17171.464494062835	12620.27360826939	26921.92419842848	8604.202932905122	28166.71039977157	21293.468231524545	27987.64133114165	13994.96805841395	11063.70887310914	28157.209122685705	8887.332551288158	3493.504523053952	1527.9477500841235	2289.219247167092	2542.5811081711336	4289.421881981446	4057.811145099852	1832.3074566427715	1912.7526849048927	578.6164179383787	16729.623793523762	4733.512636467323	4394.927434008737	3653.8758362972817	2695.16884126597
HOMOSER-METSYN-PWY	9892.583454683154	3359.792898727002	9200.239654105086	14127.592450255836	13081.444998104576	9095.793933804762	6896.546381787718	9791.587046305129	6158.307339574345	7534.943672590289	4819.635407815138	6484.053688920247	6127.286730871594	8240.98105869513	5221.41687684675	2929.121822057606	3613.267763207671	3995.236862715646	6218.928696389808	5089.691169430077	3076.8210008346737	2581.8974775716	1192.858768107889	1400.0298850478976	6907.60637358432	6432.033856408248	5122.864770167002	5850.195341805984
HSERMETANA-PWY	6243.0811865177175	3115.014467339662	8455.365374596104	11736.915638940216	7557.837596753716	9629.65048500516	6680.354372700999	10349.17325063387	6520.182302005906	7973.895612685049	4898.812266568224	6594.7158063452825	6404.569772424122	985.1462936341616	714.955267822957	1402.4966561698575	1717.3666220653813	1715.8258218492522	2886.8523019538898	3949.3614723175137	1218.79845511165	750.4969257469425	362.6850391525383	1359.5978226158395	3598.5739828350133	3094.3545613493943	698.4413210261328	2501.019431704736
ILEUSYN-PWY	16549.105992926005	15181.721555952528	19455.469175169725	28390.55783892544	23299.86578110828	34606.541062030614	11951.7705828096	35381.52720867986	28664.212764343527	36405.06953453908	18270.925469769874	16778.050066908207	35666.60341844756	14737.047970721467	6317.759879938976	3434.373472502547	4269.11754766477	5069.603980735311	8213.448414167446	7759.969496552271	3362.727195186455	2683.935713979896	1069.144211821022	21307.584374210244	10167.812651789262	8998.859066139923	6559.969132609753	7599.722707444348
KDO-NAGLIPASYN-PWY	107.02150214456265	67.18549547410102	4025.9887861062143	5605.062750101944	5940.814839036151	3570.5331476450247	4547.70358637646	3945.956186671465	8604.065321876667	9732.114324464406	2482.296453471148	4095.139625826096	6513.19491066537	326.2735547663174	256.4405729535644	601.260668493266	984.5995537705552	1425.5982728566478	2168.2692248762723	2023.0791013649944	1157.315100232951	381.6917948207966	344.56610484351995	513.48868786306	3968.522095576057	3727.8913163749817	3561.7257008990205	2457.39778745829
KETOGLUCONMET-PWY	0.0	0.0	0.0	0.0	0.0	111.2513959701351	25.63336121677312	12.646862311142588	35.23492390091723	86.36851221176742	67.42968447396736	45.41937244926225	40.10093006173184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.398063676213089	478.2178187917437	282.3487955012992	101.16096980735578	1152.7485916945252
LACTOSECAT-PWY	30473.11488396712	28844.621372665104	9923.873007727829	7761.790150700228	11913.678648592208	776.6724970538303	2885.017560989964	727.5857136524747	3781.5335170519793	3532.529177436711	4075.5722814750047	4040.444510197737	1530.475211451869	39052.654340044886	39674.18687949106	30859.232574534355	27950.33924280768	23903.41183418457	31277.67626783539	27970.147332203484	33919.3063275047	33110.151226187525	40260.12607018811	6130.5436681941865	20572.11387642701	14495.615906850397	14852.460592830985	22752.41597867334
LEU-DEG2-PWY	265.69402375488073	91.39024356346046	115.75605996378776	18.5683778692824	24.280429744724668	1081.046060080297	241.64943572469537	78.81512504957836	0.0	24.96895126437548	11.42657205170828	35.905077270344194	12.610263934563948	17.141547441097202	31.42376730843094	15.131279117773747	0.0	49.98034489983565	62.19916260042295	22.26654407095443	25.71042843063772	59.84925765774259	24.282701155614102	0.0	196.5946104317377	27.894532145053084	0.0	0.0
LIPASYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LPSSYN-PWY	64.06411186255639	29.42651072180897	4095.167902764358	5672.543486038081	6018.886544693351	2997.12477837689	4590.09850297345	3568.180156701388	6003.795235721853	6414.645170345748	2000.5415599775383	3332.2872084750124	3986.337340022366	89.64638804135845	78.14407322880365	0.0	0.0	24.97941202082756	2043.280692026184	29.00767382277428	986.10846619167	84.11738128589984	58.6618276392968	14.45312365879947	3930.9192167952815	3775.3407273371313	3632.868943099779	2293.5718564457006
MET-SAM-PWY	15231.182959990054	5156.82152933398	13758.556297269915	19071.448817405075	18356.625775997472	12350.01686849632	8899.46236732912	13285.668028005515	8526.572050762608	10436.460712501295	6901.604034888202	8777.60316581116	8659.594044287907	13979.21914568716	9915.602140121237	6094.479031474893	7193.281878694	7414.871460687609	11742.24949684011	9562.29147179122	6424.059490767349	5469.86242416278	2674.8679621530987	2127.999556178064	11849.713490120428	10443.61475671802	8558.535941706097	10422.812104760818
METH-ACETATE-PWY	0.0	0.0	0.0	0.0	0.0	634.2480258920034	167.0541918175172	41.51862967845087	0.0	0.0	92.13328590311176	0.0	0.0	0.0	0.0	47.9755480992848	3.66651377607523	34.207132300236175	7.999352646052023	15.997263840576094	90.58616863904534	222.45299092725816	85.27040394178803	0.0	130.26889038185578	1.0666429578284344	0.0	0.0
METHANOGENESIS-PWY	0.0	0.0	0.0	0.0	0.0	8.341501469663719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
METHGLYUT-PWY	47.03202500287768	19.578438233075293	5151.206338052202	7144.959329383177	7208.100252880139	2437.203649372568	4883.681346770337	2942.288071483077	3074.6251917615773	3205.620916456985	1269.1490984409857	2140.279980706643	1849.2467614860248	40.249809418887125	42.02139262532782	0.0	0.0	11.836107892996957	1865.1728019321856	13.681824443041474	776.7564315080651	41.38716759619236	25.843215445151014	93.34486634087438	3865.801869070728	3845.475786218579	3546.4049858639337	2295.328918307862
METHYLGALLATE-DEGRADATION-PWY	13.749210695671175	0.0	2.499962524786106	0.0	0.0	76.99864808599182	7.187013481975473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.499967174188724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NAD-BIOSYNTHESIS-II	60.55867918776886	47.401443408918745	5572.900170765503	7067.617526811317	7136.802979654152	3346.552612580509	5584.234192272727	3564.2186793527653	3610.188990065254	4052.621822201421	1714.457908769857	2395.246489447158	2190.916453997398	486.39886801197633	352.7409253727677	858.9019676890904	1149.448181936306	1713.3096443297015	2256.9344617528527	1725.8314666552117	1283.9666163723584	453.5050951247465	444.9897897528037	327.75222640336466	4453.158694779576	4521.4985546485	4228.3618818635605	2901.18597057866
NADSYN-PWY	0.0	0.0	0.0	0.0	0.0	204.80192403329568	49.69490200989503	35.136998625055895	3.1997995365574874	0.0	3.966276395692801	5.351927582996362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.18313310424003	0.0	0.0	0.0
NAGLIPASYN-PWY	217.42	85.41999999999999	3970.66	5522.77	5855.530000000001	4103.375851067468	4557.731057854699	4773.715007739385	17422.996224461313	22607.380223199285	3613.953005749528	5911.18829616991	21097.7240978263	2396.131452009379	282.4577459451266	595.8299999999999	1019.4729877714911	1411.7694268002715	2345.486885097485	2285.3133273112867	1229.452837601343	404.2839136858127	344.20895685433635	9235.465383323244	4008.904578782152	3704.1276164175256	3521.085322347745	2440.605874575323
NONMEVIPP-PWY	381.2747649893778	9779.47553890401	11591.59471559405	9357.316485965415	8057.1508326647345	29356.5490855198	8539.572534808563	28789.21761826237	22205.08465505892	28864.32886950126	14151.647920937314	10738.085802035142	29673.296501942616	10785.749122140636	4641.7754189513935	1767.3978578230167	2417.431452759379	2483.6104701551994	5380.425015342227	5225.029761544061	2519.57332675943	2527.813978886468	794.0325336946516	17440.224122225613	5552.624413597614	5087.332851731513	4326.322567945651	3057.971957303805
NONOXIPENT-PWY	25062.977954542625	35349.5140955693	27247.55432362932	27023.40975556818	22121.617396214984	44691.67328969235	15698.78836624241	46126.24597600784	26404.396223503616	33689.75530994995	25270.517823995026	19452.52386988768	37673.501909984894	31763.80195552788	17238.633001483235	10477.10117113369	14317.439349881544	11809.192396319084	14873.897106022589	21009.348086228976	7749.457557054643	11001.106450676243	5862.997324980353	28700.70225411253	12797.24611613528	11649.091231955888	8974.255751338616	7504.294938693821
OANTIGEN-PWY	19345.449743377525	20334.758652538923	13814.979381038313	8555.796937022618	4277.2418590517045	23944.31481138583	7580.762162256216	22295.775551705912	12162.80560794316	14516.260066687144	12109.695765700422	9848.477574145987	16398.78246310753	24820.05804917702	15027.022864555776	8001.969361024629	8526.38015517573	5110.748948929867	13891.115412929626	12891.406257356408	8547.399734313616	9531.048025275117	9529.700011090146	16251.033468956388	7836.87020252271	6741.819989624343	2584.618135075915	6382.954584272487
ORNARGDEG-PWY	46.69470883709829	21.423396522610016	5740.257110673652	7816.725323364689	7995.5444139615265	2612.1931106181214	5460.157757865445	3224.2965895791453	3246.069312703782	3283.874177725819	1554.5170096587624	2194.621520976664	1932.103000718819	50.30643363628717	47.543072678531445	590.7756306541545	940.0379471755148	828.1927824889696	2289.463908458108	1659.777149875853	850.6048180341145	46.94726365682812	29.34644087068272	6.3625654688863085	4247.859033696112	4306.767336683419	4342.68683178431	2091.710033744864
ORNDEG-PWY	682.6394615177934	199.69569740804096	6507.968560986965	8342.962765470282	9331.14655016969	2379.3388477915973	5642.659529804194	2786.9767737594025	3090.763681801131	3059.470326933056	1480.338596562206	2386.373083724035	1828.5178964608072	87.38203459034706	126.27239625928956	851.3333559575119	1304.8559262413448	1286.964353877527	2839.603036379261	2100.1379645170227	1150.3621586388224	185.4185350768093	93.37701608648862	5.497220905406051	5898.154118199515	5973.266117820045	5966.764886648322	3113.2681349726545
P101-PWY	0.0	0.0	0.0	0.0	0.0	369.8740545619602	88.0373413401608	64.53912120248208	0.0	0.0	0.0	0.0	9.99900519449513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.41765466375008	0.0	13.329415409692924	12.22473167836328
P105-PWY	2054.1039674450776	608.0348427105075	9790.966133253718	17094.879885091483	14097.7963762423	8243.926636642102	7940.847022840823	10051.014855265	11285.7753991775	12941.100180057754	5271.399933512875	6942.215600684868	10094.62283273946	444.2594723988378	414.9661964112554	1666.5528082911278	2322.179953468872	2291.5664351596306	4427.2204192995405	3834.292129329806	1813.506861946048	462.217861072592	163.9949211451418	40.299595961695225	5908.256054507076	5732.362862757473	5123.014795685238	3310.907063453628
P108-PWY	56.87470892003567	78.11592705746877	2180.07692589079	0.0	0.0	8198.919579832542	1531.8036564455576	11241.844683114075	31788.302316069963	42603.38709458897	7349.496351214038	9855.355261556502	41951.18847966267	3651.196832982509	471.6174034537335	102.93077450632984	416.8815394231236	30.394885957887	1801.6732986449945	2607.424884618508	869.2050861489757	376.82202019162224	87.42863045281314	14651.632528794476	989.8434703839562	347.64182924818937	59.59311575622673	120.15697702395263
P122-PWY	38815.61576398518	32828.94824949529	17224.667219628223	12808.846542201223	16787.086329957376	6309.293877058134	5501.725223249783	5514.517602103082	8567.51023429481	8532.590562662554	11033.757152568847	8107.469371075839	9819.808476848402	39513.46175730283	39298.41450491384	31308.71044997796	28780.65265386513	25533.06025675446	31047.6385730972	30204.93789390851	33627.23801621303	32698.10945729913	38440.88498434106	11218.67516664418	21809.890490387454	15590.218664523418	14618.595701161625	23006.909662537924
P124-PWY	44692.34798100957	41537.28199075066	19766.3669000322	14744.997965952276	19077.737801652784	8582.852954427206	6105.431541705234	6846.312027281477	9934.434694975267	9840.561275625258	14181.020070618702	9582.43639145074	11259.72631691741	49057.23633666181	47344.82642604642	36673.79152269429	33529.85464027661	29289.7899344266	37109.73358745118	35452.958688757186	39528.493845622696	38875.93749912078	45311.60033629997	14268.11245499765	24798.999662039296	17457.906756230117	16311.844485224789	25981.46582466903
P125-PWY	12608.564023548592	1216.0096417943523	5367.997410809217	20699.107495814227	14253.84772426492	1916.16771787014	892.0908465035604	4953.423407263982	447.9173010848111	1747.0351337495613	1952.5792597429847	3331.411467176021	1892.505468394875	173.78030160058836	119.88902404723194	943.5396687258876	1179.1770304286588	1740.8079457039184	765.6002104430439	163.24395840999873	26.99322877510292	94.41245293327816	26.619018281593405	199.72832023694176	22.49353540849897	17.994346739611313	0.0	68.94050183227405
P161-PWY	53607.36828639159	49930.25163387951	30876.94988403498	29060.821837582127	33904.00813725542	16232.999169453016	14824.069665554678	15485.663471103362	12386.81696536296	12786.973989635988	13982.670695635054	13199.947806150927	11789.727264806994	61426.822499249785	59569.83721167791	47755.14499853003	44505.10720221699	39038.72412161808	49645.339770705	46427.79181782132	51116.621321110186	49607.59241870445	58602.29022712974	13056.794007699147	34683.350353329995	25686.512991780204	23186.858539640845	35075.733176481546
P162-PWY	50.899021162896176	100.87180787493824	298.5684414776492	60.40565258304998	0.0	759.9534917571162	232.6160929090717	0.0	0.0	30.140200001724462	0.0	22.45717365346274	0.0	65.01953030181888	32.94014207989875	12.27495670055597	0.0	0.0	176.67119349770945	55.81752480706043	0.0	17.856470564258295	0.0	0.0	73.14004460609821	0.0	4.338754382815576	0.0
P163-PWY	11.075936170158364	0.0	164.9295451067503	0.0	0.0	1165.2743264414758	706.9191298066355	312.09363025398574	1878.3193327234128	1455.9936286503096	302.3960833847943	90.05438524642626	0.0	0.0	0.0	13.498898608542968	0.0	0.0	21.3185006746795	52.927384717029774	0.0	18.701018444542093	0.0	111.7709784343313	24.894655877758016	15.5578668388718	3.199763823491846	0.0
P164-PWY	1500.3032874416883	704.8494271561374	10722.32451044474	6690.587177025134	3687.039309150712	4737.821101530517	7775.691878350701	7160.388675370407	6192.154686905073	6751.9763845623465	4890.982117656741	7058.158112374093	14297.209879508444	2908.801613601672	693.9145478754127	755.8910814967188	1052.312980481615	968.857012195994	5105.982611126189	1674.506371182597	2247.8768474261155	543.342535810299	329.9376492272667	1672.0344100799869	2180.28509540366	165.51944410612913	930.6134288700158	0.0
P184-PWY	14.277537754817049	0.0	2.7096459728254163	0.0	0.0	46.46138866627629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5454302379898937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P221-PWY	324.92109776106287	88.58727348021586	152.52784847359536	25.9830673535392	33.959641755158955	506.9260389196259	139.11823701978724	37.95804639349299	0.0	48.89291329536502	0.0	37.5213290051353	11.993450312018588	23.960216703673822	43.49028519842131	13.916630771950324	0.0	69.0472634315968	79.16235279649227	17.92534387168529	35.45930421462518	71.94388923148321	32.22035550355251	0.0	86.22478705285924	0.0	0.0	0.0
P23-PWY	1194.581997010784	339.27514490397624	8945.174427852917	15599.836439868785	13370.765590809204	7564.562108226951	7765.830258184998	8213.447647910849	7834.111077284533	8721.804964445004	3696.6648099516647	5618.724857388728	5670.807879174428	2752.182968904059	264.12899902820385	1303.6535269700323	1965.4116894287456	1863.5257478529463	4046.6091007920127	3337.2546407084374	1691.4092272791474	321.9775010186127	164.89085508533012	19.154877241833294	5126.852037775297	1684.292202930574	362.632208591376	810.1560139829512
P241-PWY	0.0	0.0	0.0	0.0	0.0	14.972222222222223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P261-PWY	0.0	0.0	0.0	0.0	0.0	15.112633055532635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P281-PWY	35.7704081632653	16.787250972533304	3798.999736772836	5372.85	5688.860000000001	1596.8090586231672	3977.150438378189	1931.2442181822853	1871.75	1907.5	803.7422239502333	1367.25	1069.9984233059708	26.08508353221957	19.25	420.0	676.489707475623	591.74	1356.4950349393162	1075.857908649824	536.5	19.0	12.75	2.75	3090.495087069556	3178.2474057151694	3300.0	1580.75
P341-PWY	0.0	0.0	810.7828524913007	0.0	0.0	17.07076400975505	0.0	882.0114083911055	0.0	935.4027652994844	552.9515406125215	2301.546185403693	2579.428891380096	36.23330462615062	24.99125258974895	0.0	0.0	0.0	186.89765652867703	160.7868015580212	0.0	0.0	0.0	484.9508045064928	0.0	0.0	0.0	0.0
P381-PWY	103.80686596152658	193.90218874101944	0.0	84.01159261511185	99.35083818925324	665.4962662686019	77.90943116363015	33.499476724527554	0.0	0.0	0.0	0.0	0.0	0.0	48.979216114988034	41.08162168639598	0.0	115.83899665759634	78.45974763602744	77.2669823164762	87.79432911753483	181.6773841604008	65.32911532936075	0.0	69.69656796960193	0.0	0.0	0.0
P4-PWY	1993.7862988092245	5126.878117495124	13584.099672738444	15052.350710165943	14076.243878101675	14747.059358157809	8807.560007387307	15357.357450378397	9826.186002568573	11457.104237540225	9820.941529105196	8550.911836737983	10182.878312928717	15215.176652135562	8686.887709784229	4585.216686308245	5661.841212167496	5793.343275700231	10586.880736772144	7761.716640241831	5675.30610311605	4882.284763437904	2256.2359563657697	4819.216034408792	10991.496922531986	9396.283730140329	7911.763058016133	8126.872425236324
P42-PWY	9194.643258741487	3036.8017255376144	12349.134163913812	20676.14143137004	16758.028763149578	10700.150190502798	8198.573155132244	14883.463627694848	31760.16153729756	42137.02679896962	11964.950996057643	14624.454108477456	45533.54601781793	13966.28393998672	6277.780478067382	2332.098493681166	3332.3776910449524	2772.927546357986	7526.059779337309	6579.605540978918	3171.3471372108747	3206.0114994570545	1042.0838911052167	17338.612492625223	7065.206869130212	6370.483520455831	5921.513549459569	3486.7513858228986
P441-PWY	2575.1744275252304	779.9916338023652	19718.71012758873	22957.49066012128	23810.696736797145	14592.229655918003	11257.388282374155	14401.077441774189	13652.000217884448	15047.730368984276	7547.755423377719	9676.922235799468	10592.969874094695	8301.742789496398	2246.1778036908527	6640.990729363254	8721.344006451183	12395.67994427	14376.484112362208	11289.936073974945	9732.619480755584	3376.7341127530576	4070.7771179923866	888.365283600029	19779.426635720927	16602.80992549228	15641.863586937008	16379.865350859218
P461-PWY	23006.52719884716	9555.879286697982	18659.004520384435	21847.352853848064	22310.76829972392	5631.573135143627	11675.894872439776	8400.020406410586	8991.40398116066	9318.080633291676	6235.49017824046	7872.875500205234	6155.242961563203	15864.687670781936	10688.585714962468	7991.637149792726	8943.018805721727	6128.932912550293	17037.79323493403	10394.291869143364	10512.964518526836	8297.677079660989	11082.363692243942	242.73235803613167	15650.182726376068	13853.31363036398	13974.919165641162	9874.986393444697
P562-PWY	222.41759299251413	78.20097067352248	65.85416873283936	289.1283708761624	285.29755986455683	294.6124204205106	63.66418951728218	14.026428388849483	42.52450403277627	80.27092065927751	39.19616706665634	33.26220532866021	24.196394065249727	257.76476677700884	296.9510956707643	702.6845690439122	986.3001719253838	1607.2030234935737	173.26307708285108	1404.0337388984517	377.6856210427324	293.7626899905005	330.3759086476577	76.8327501383545	282.66	172.80087633885103	50.830000000000005	733.1279504016578
P621-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	8332.677742553928	1668.666912743837	10462.457605311576	18590.673140958792	14928.596874671584	9161.281196221868	7203.0426588182045	12595.697298939727	19224.303091149548	26086.59755473688	7338.418641554721	8813.22485806393	25991.02123127212	3928.0802770743935	664.2210797079973	1369.6472826888546	2110.5293488765747	2007.253277003805	3451.756254140624	3649.7863101769294	1253.5548204732424	476.8146705831767	192.91404521558496	11070.537195040788	5344.255123387455	4958.328771559171	4502.863510777424	2710.280392138389
PANTOSYN-PWY	11442.56389981943	2479.3897593820943	12839.681306986671	19659.17667466884	16995.88140745539	11637.6412782121	7729.923487444746	15313.409828732068	21088.31264828434	27917.34446431728	9006.156520021872	10380.67413977847	27960.203264162123	6136.553846122023	1017.8378371437764	2099.0373305049466	3198.589504203672	3038.8669671759544	5367.90369019513	5403.078458325672	2018.4375872988635	745.0184612922586	294.67767271345394	13530.296014269068	7623.365025866993	6828.338686956936	6254.541439188483	4055.431560132828
PENTOSE-P-PWY	13159.814377846496	8567.921537786131	19439.28328988927	20181.81521859065	19896.30400328452	9538.83246275827	9718.73388318035	12947.897242925452	22356.60039092648	28785.484398031367	10629.332443187935	11292.231611756652	29808.672266103287	21186.1205010036	10783.97929394659	8216.899204707286	9662.483967537915	8547.556075483208	14565.704965544352	12413.679388801123	8119.901564180134	8557.728096541054	7200.809310407639	9751.67035554962	12873.914815179967	11547.817595826606	10054.083105612292	8171.087561748555
PEPTIDOGLYCANSYN-PWY	43704.16540032888	38985.54479012998	23880.03217123665	24109.41581441697	24214.947144511207	29445.02582188285	10859.086564450932	29500.81167772254	22615.609997209576	28350.55561888764	18702.819090052853	15234.34691800266	29330.939445247448	49253.37762705066	45618.514441123225	34995.58166901796	32273.4366927585	28407.04194554289	37092.131297770014	34339.6284171798	38014.470339055966	37297.29813343188	43354.94923463421	23167.780787624444	25861.993776113537	18944.1957641991	17053.769585593003	26266.774823927644
PHOSLIPSYN-PWY	44599.09736252207	40350.84433186337	26040.910982191243	25977.06598741018	25294.599366423663	33700.90500499463	12935.47727389117	33137.050472062525	21235.426593454584	25710.176937285352	19626.30909706041	14888.90404180138	26259.58584267718	50007.706882064726	46302.26157897181	35240.51287611664	32352.45318289567	28556.57139533156	37458.890967862506	34529.01285263598	38170.08902554266	37444.20965082136	43596.86160582491	20234.508999543123	26088.97875505885	19215.60804562848	17174.672429556478	26386.57924498642
POLYAMINSYN3-PWY	73.94851591903583	0.0	277.43625796615686	0.0	0.0	1713.30433345927	1288.213196109767	1374.3476592335603	2398.18213903829	2158.251446444292	1771.7959138120066	1479.8442087052792	1082.1748387465095	1355.646611369435	168.69454501333544	49.07161682132409	215.53651434256275	7.109481892978916	400.4327767899445	122.79682140746073	190.44992380407484	105.81963821138372	9.87940843134266	716.1245489602538	2744.5433242613167	2423.4324129439296	760.6840697094289	2141.5173279757178
POLYAMSYN-PWY	137.50102424111049	31.199241797727627	6297.391108648165	7471.49972222776	7544.023256515285	4290.732893855262	6388.077161304479	4687.196072817764	4598.714336552936	4492.850739458281	2390.9179504210097	2221.4875944669493	2136.769481810464	2427.0836808633603	293.598118016669	662.5470032641027	1005.6547972519688	821.1783867702967	2777.781387175251	1985.246346463296	767.8324861718453	114.14109137371274	51.59453583135227	905.2965212421132	5226.544453732647	5125.069789798094	4665.159923242652	2832.776629758189
POLYISOPRENSYN-PWY	39926.83720215072	33275.20509224271	20672.479699536627	22225.73749855352	22248.454599780907	11153.582231915989	8988.906198789262	12406.11020483124	19752.80134275545	25232.93030927347	11789.846841428796	11158.77842265548	25298.705047826923	42660.10088806694	40412.89476289807	31385.806528334004	28883.10050969076	25382.90502253269	32882.11985000992	30245.545129599224	34016.76160060617	33351.50203817069	39047.93534134418	15437.44538394246	22945.48251346409	16802.0277744724	15231.49589846234	23397.2965983395
PPGPPMET-PWY	78.48163526718972	88.44527515036822	8459.336998856752	11384.315624322517	11817.711521764588	5001.460432281728	7487.912605330947	4808.341892683308	4425.60366503829	4553.951893964133	2080.0024977635394	3330.2897881466097	2709.1473425552404	116.34576758315094	427.5182036420738	1406.4034455514468	1968.1823709301189	3258.561719529876	3612.777777953676	2677.2188415928067	2180.390189571807	662.8297030174774	801.6023676489159	168.82190661659	7698.329686831446	7415.796436340206	7125.021084913942	5403.32551389183
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	272.3152082261774	107.1143540764494	197.1644867684324	556.9024296183316	549.6737869092641	409.9583985625084	173.3778557818747	45.00853893802203	0.0	48.11393792443752	9.696420751255657	34.97810329648961	3.965521361934357	19.190756083371785	35.16242737406451	664.9405634261522	1034.7847710939247	959.3548667682704	109.51997461022732	1661.3454997428448	43.60070933547074	59.07512061630119	28.12348141216732	0.0	74.88121854605082	31.28718124426316	0.0	0.0
PRPP-PWY	2817.485520160317	1403.624394489736	18280.79722488063	21164.44456597084	21402.967845933497	13512.128440905097	10021.696785255515	12320.473940345995	16837.680961655104	18552.888151185973	7972.74688795441	9500.046279685615	12410.91975620481	10054.079006580436	3088.360649292983	7858.790064520197	10174.246935044452	13535.271377235416	15951.922301522338	12711.937271226954	11297.04043784426	4800.279266694868	5165.583171053841	1164.195321097694	19697.364478240022	15599.961272182032	14393.17374063927	16884.55569685244
