feature,t-statistic,p-value
V_TOMATO,-0.3765757959851452,0.7100964087230489
V_TOTAL,-0.2581583080989453,0.798684441913519
valine,1.4113091427710969,0.1721399713342992
vita_iu,-0.3335930212380899,0.7418453650768457
vita_rae,0.18853759069303752,0.8521836045993549
vita_re,-0.0354060951006409,0.9720752193003662
vitb12,0.9064882458876594,0.3744994411856659
vitb6,0.9344318925976098,0.36022497292566236
vitc,-0.2041542101375672,0.84010977733268
vitd,1.0284581348826676,0.3149097527546178
vitd_iu,1.0284581356767084,0.31490975238959384
vitd2,1.9635208375930628,0.062348300276181975
vitd3,1.0275084528656346,0.315346537710409
vite_iu,1.1040611681179437,0.2814965139055658
vitk,-0.7403299568596867,0.4669279655539307
water,-1.1350145358810364,0.2685844850444439
wgrain,0.351904130220224,0.7282585560477508
xylitol,-1.2914568274262215,0.2099499047049031
zinc,1.0151786923483066,0.3210559679251609
