function	050A	051A	052A	058A	059A	060A	064A	065A	066A	067A	073A	074A	075A	080A	081A	082A	083A	084A	085A	086A	087A	088A	095A	096A	097A	102A	103A	104A	105A	106A	107A	214A	215A	216A	226A	227A	228A	229A	230A	231A	232A	233A	234A	235A	236A	237A	238A	239A	240A	139A	140A	141A	142A	143A	144A	145A	146A	147A	148A	149A	150A	151A	152A	153A	154A	155A	156A	157A	158A	159A	160A	161A	162A	163A	164A	165A	166A	167A	168A	169A	249A	250A	251A	252A	253A	254A	255A	256A	257A	258A	259A	260A	261A	262A	263A	108A	109A	110A	111A	112A	113A	114A	115A	116A	117A	118A	119A	120A	121A	122A	123A	124A	125A	126A	127A	128A	129A	130A	131A	132A	133A	134A	135A	136A	137A	138A	1	2	3	7	8	11	13	14	15	22	23	24	25	30	40	41	42	43	46	47	48	49
EC:1.8.1.2	3621.0	6734.5	3992.66	8672.16	8510.84	8137.34	1819.86	4223.2	1095.08	502.42	231.5	201.0	191.5	1779.0	1801.0	1490.14	2532.0	2749.5600000000004	3013.48	6930.66	2214.5	3608.5	7006.74	3370.7000000000003	2332.3900000000003	662.0	320.0	3546.5	1140.34	188.0	76.5	510.0	208.5	10805.12	6745.66	6825.16	6919.34	6377.5	4011.0	2200.75	3384.84	1447.16	3514.66	3402.5	63.5	1220.5	813.5	680.6600000000001	668.0	1856.66	4818.0	5494.0	6876.84	4141.84	4104.16	5285.84	5097.5	1902.5	5333.0	2480.16	1493.16	4810.34	1776.0	3404.0	7807.7	8857.48	6562.5	3957.34	4313.66	5860.58	3635.8	3301.12	2977.02	4944.219999999999	355.22	57.5	73.0	82.5	83.0	140.5	974.0	313.5	284.0	192.5	41.0	1426.0	517.5	12617.5	1185.0	4938.0	954.0	1269.0	651.0	702.0	865.5	234.5	196.5	121.5	43.0	58.0	24.5	64.08	100.0	47.92	16.28	18.5	34.5	0.0	54.5	69.0	54.5	51.5	32.0	26.0	89.5	31.0	37.0	79.5	110.5	174.0	192.5	95.5	96.0	41.0	14.0	230.0	6544.34	11786.12	10802.69	1777.75	1118.4800000000002	14662.03	21048.34	17146.5	16717.760000000002	15861.18	15918.1	15672.16	14070.83	7051.0	17834.72	11390.65	13365.0	18600.34	15766.92	17540.38	3938.3	7859.19
EC:1.8.1.4	13285.6	26959.72	30012.0	28839.31	29932.75	22464.47	33160.6	35109.93	28618.87	32772.74	46056.09	38950.3	40909.380000000005	27144.46	31120.88	33819.36	29112.0	24051.78	26019.19	19266.590000000004	35667.009999999995	33515.64	29596.27	28461.03	30714.07	35843.93	36270.9	11214.15	34014.82	33374.39	39107.28	35166.58	21905.19	14845.28	23348.840000000004	16588.58	15173.5	15501.15	20871.41	18716.99	20802.03	21557.68	19692.4	23658.42	35453.25	17593.85	26353.76	20161.49	29071.14	33053.630000000005	34443.39	28209.32	28902.51	29357.329999999994	22094.51	27075.32	27356.77	32523.15	34010.19	32312.959999999995	29716.31	26884.57	25029.26	29659.32	24883.42	25299.26	27291.550000000003	25429.26	21837.380000000005	26612.88	30237.7	43480.91	31939.19	31720.93	30720.72	28993.13	33067.33	36194.64	29138.060000000005	40158.69	32233.74	27008.65	27892.660000000003	32348.09	20422.92	23809.51	26789.85	18580.99	45907.83	44345.5	34296.34	35507.509999999995	29833.16	35636.25	33818.090000000004	32596.32	30814.200000000004	25219.65	31331.3	29648.8	37629.850000000006	26876.93	31605.02	24200.61	26633.61	26524.85	27041.2	22431.05	32172.57	31602.65	26671.18	28222.0	25186.48	33150.32	26408.370000000003	20140.63	20977.88	20451.65	25816.37	24212.15	23938.34	22993.26	19417.07	11403.77	28798.95	23167.32	86225.18000000001	79468.15	85574.31000000001	80307.77999999998	73175.73000000001	57921.27	58592.09	50781.33	55330.22	49940.68	75357.06000000001	77018.83000000002	70988.33	36947.33	53177.02	70784.13	65693.53	55705.31	49646.7	52881.27	73807.62999999999	66897.51
EC:1.8.1.7	2328.87	3814.19	3099.5	5720.71	4750.75	4632.27	1148.94	2186.93	883.8700000000001	406.94	5738.59	4248.570000000001	3297.01	2479.08	2382.43	2611.98	2629.5	1971.11	2685.81	4485.849999999999	5000.93	4986.1900000000005	4178.67	2825.88	2239.1	2763.03	3593.9700000000003	2672.8900000000003	3030.64	2804.94	3891.15	1893.33	604.63	5942.34	5155.86	4932.58	4055.5	4840.95	3998.07	3243.34	4122.31	2409.12	2940.8099999999995	4230.42	3635.91	1296.81	5832.94	2967.19	3947.440000000001	1054.33	3096.0	6204.17	4075.26	2731.42	3268.41	2791.92	3144.42	1072.25	5558.54	2479.01	3249.88	4049.87	1867.86	3330.1000000000004	3953.02	4481.41	3415.25	2061.84	2200.83	2963.96	2173.37	2276.49	2216.21	3504.75	1177.27	288.11	1514.83	905.19	1191.06	2040.81	1171.83	531.95	545.0	1015.25	743.5	1299.84	1085.92	11326.24	3466.17	8157.0	2023.17	1877.0	755.3299999999999	909.5	721.9200000000001	7484.09	5067.75	10909.75	2116.0	5069.0	3225.25	1473.54	840.0	40.46	678.14	1827.25	1179.75	3849.0	3368.75	4415.5	7298.25	3787.25	5857.5	11262.0	312.25	206.5	1117.0	145.75	1348.25	3292.5	268.75	430.25	3134.0	3071.5	2621.5	5740.5	7744.269999999999	8938.55	8347.33	6042.54	6900.82	8079.76	11051.83	8920.25	9002.8	8702.08	9763.13	10329.91	8136.5	4333.33	10625.39	7944.71	8185.2	11157.53	9759.96	10796.94	9773.06	7523.93
EC:1.8.1.8	3629.83	6724.5	4014.33	8579.49	8446.67	8086.34	1921.69	4283.53	1405.41	633.25	2288.34	778.93	309.5	1030.34	1022.83	795.56	1666.0000000000002	2049.73	2038.06	6884.16	2287.09	3693.84	7881.74	3275.78	3527.8900000000003	905.33	639.8299999999999	2938.0	1744.92	448.34	373.66	10888.58	8554.0	11324.44	7196.49	7094.66	6950.17	6584.0	4657.06	2800.99	5126.42	6632.32	7685.57	4102.17	7986.0	12260.5	5018.08	1855.32	5446.84	8953.86	13246.32	7820.42	7104.93	12500.22	7406.09	8179.24	9496.72	7496.0	5382.09	4749.74	1894.57	6404.89	3718.66	4663.9400000000005	11760.37	9057.9	8452.5	9214.1	8992.11	10651.84	8015.53	13347.34	8034.929999999999	9126.72	6956.88	10721.5	5087.33	6702.59	2045.11	6859.57	13168.4	13962.5	13636.72	16119.18	8156.59	12665.68	10821.78	4746.24	15013.25	17152.4	10918.26	11227.52	12104.49	16443.25	12964.01	7791.6	8578.05	6531.1	6494.700000000001	8934.1	7629.2	6832.410000000001	4202.6900000000005	7663.67	5796.02	11339.6	8362.3	8370.55	9071.990000000002	9290.65	9126.96	8360.1	9724.31	8221.39	7058.6900000000005	5075.86	4758.61	5614.75	5935.54	5200.4	6191.41	3638.25	6375.09	2536.59	7476.25	9044.34	1424.33	1533.06	1497.35	1964.84	1407.5600000000002	14389.36	20116.59	17017.25	16569.68	15879.25	15911.85	15510.75	13984.33	7108.83	17721.420000000002	11411.490000000002	13284.25	18586.76	15887.58	17707.880000000005	4407.21	8040.78
EC:1.8.1.9	36149.87	74491.19	85660.0	76896.70999999999	80767.75	58644.27	98479.94	100974.93	83909.87	98727.94	119850.59	108405.71	115948.51	79132.07999999999	90774.93	97999.73	83015.49999999999	68270.11	72495.56	54657.850000000006	100083.18	90787.19	78108.17	79414.63	85464.10999999999	105073.53	104304.97	22273.17	97924.89	96766.64	113281.4	59857.58	37534.130000000005	20171.55	59875.84	41806.08	38287.5	38393.55	57588.65	50964.84	52212.16	41224.62	40785.56	64059.42	52910.81	26679.59	61913.030000000006	57057.15	54014.19	68878.37999999999	64129.83	76271.29000000001	77178.01	52817.86	53222.64	66912.37	55616.51	80921.71	95168.29	93142.01	84994.13	73449.52	69117.36	84431.90000000001	44092.66	63953.86	65046.35	55525.42	50070.47	57863.880000000005	63494.81999999999	75503.89	67409.95	68734.09	75306.67	58065.350000000006	79892.33	81259.03	80364.52	87851.06999999999	48318.740000000005	38395.71	43949.06	50037.59	41266.62	39190.85	44121.84999999999	42454.99	63237.75	38089.4	54664.99	64924.67	40805.66	48939.990000000005	48044.09	81086.45	76018.84	71880.51999999999	79278.90000000001	64583.65	91743.1	74778.18	95160.62	71120.28	82908.82999999999	67126.20999999999	72830.29000000001	59287.89000000001	87884.06000000001	84900.8	86295.53	77568.43	68971.66	99849.02	76881.65	68471.31	68588.54000000001	63482.89	72050.93000000001	77368.95	66245.83	76763.52	62857.06	45081.28	88637.25	74969.98999999999	242634.12	215241.66	234634.14	230943.95000000004	209234.9	155462.11	151379.6	132445.81999999998	147171.72	131212.7	206352.07	210568.15	196115.51	102589.83	138395.50999999998	191169.71	180597.55	144975.78	129407.12	137520.27	207097.8	186795.43
EC:1.8.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	9.0	0.0	393.75	31.0	16.0	8.0	0.0	28.0	1.75	3.0	3.0	2.0	5.0	2.0	2.0	6.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	62.0	83.33	77.0	45.0	28.0	16.0	37.0	13.0	43.67	33.67	47.33	11.0	0.0	41.0	199.83	54.0	29.0	19.0	16.0	26.0	16.0
EC:1.8.2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.5	0.0	144.0	20.0	0.0	8.0	0.0	3.0	0.0	0.0	8.5	2.0	5.0	0.0	0.0	4.0	4.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	24.0	0.0	57.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	30.0	26.5	36.5	52.5	84.5	10.0	1.0	15.0	13.5	23.0	267.5	849.5	796.5	9.5	10.0	0.0	15.5	6.5	3.5	0.0	7.0	5.0	437.5	666.0	215.0	314.0	21.5	119.0	107.5	86.5	36.0	19.5	319.5	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.4.11	13336.14	27028.66	29983.0	29033.11	29813.75	22436.07	33833.28	35193.93	28574.87	32883.14	40851.09	36857.740000000005	38814.64	28821.7	32137.480000000003	34453.6	30198.0	24535.44	26970.93	21859.11	36018.85	32864.74	28741.57	27134.23	30549.31	35947.13	36261.04	9187.66	34075.96	33650.99	39765.27	27012.58	18152.07	14023.36	23237.79	16909.68	15411.5	15713.15	21962.47	18513.79	20272.09	17895.06	17805.219999999998	23663.42	23159.75	14791.91	26379.120000000003	20845.59	22466.24	24992.11	27838.77	27995.65	26941.51	23536.93	19385.13	24027.120000000003	21488.04	29756.65	35071.89	32191.23	30805.45	26911.870000000003	22584.46	30282.28	20107.59	25755.76	24688.050000000003	22598.09	20954.700000000004	23762.38	23019.39	32017.02	25244.39	25717.57	26620.14	22596.91	27882.660000000003	29612.74	25513.86	33078.76	23784.74	21208.15	23468.56	26079.09	17154.42	19623.51	21627.35	25472.99	30429.33	28951.9	23943.84	29048.51	21160.16	27810.25	23501.590000000004	32721.11	30790.87	29227.13	30045.33	26706.85	34979.67	28005.41	31465.69	21659.59	26348.08	27154.05	28000.47	24925.95	34373.49	34302.73	33533.43000000001	30285.17	29634.68	39485.59	24954.4	19556.7	21710.95	21141.73	28642.02	30942.95	22322.5	27647.42	26688.07	17895.77	29585.45	32835.32	87554.54000000001	82559.75	88162.65000000001	79979.96	72899.07	57589.77	58591.09	50505.83	55272.22	49693.68	75107.06000000001	76757.99	70776.83	36878.83	53017.8	69777.54	65521.05	55455.75	49343.54	52670.77	73525.47	66550.01
EC:1.8.4.12	13294.43	26965.72	29935.17	28800.64	29674.58	21844.47	33229.43000000001	35116.26	28907.2	32880.57	39375.42999999999	36752.83	38627.880000000005	27806.300000000003	31221.71	33749.03	28993.0	24149.95	26538.02	21616.090000000004	35548.84999999999	32212.48	28380.77	26848.86	29728.57	36111.76	36562.73	9270.63	34312.15	33599.73	39458.19	26189.08	17808.52	12621.070000000002	22949.09	16545.41	15206.5	15531.15	21778.14	18262.07	19265.03	17593.68	17631.559999999998	23668.42	21512.19	13786.47	22638.76	19839.82	20481.39	24703.11	27604.77	27638.070000000003	26807.85	23342.43	19173.96	23838.370000000003	21244.21	29357.15	34042.53	31405.21	30196.97	26152.67000000001	22198.59	28865.36	19343.26	24727.43	24051.550000000003	22327.26	20754.700000000004	23448.55	22539.58	31092.93	24780.19	25075.93	25667.8	21957.05	26346.49	28745.23	24785.37	31480.52	23553.24	21129.15	23177.06	25927.59	16979.42	19415.51	21358.35	18440.15	28868.83	23874.73	23196.84	27993.51	20596.66	27281.75	22631.590000000004	32289.52	29927.87	28847.63	28851.83	26025.85	33995.67	26797.41	30581.19	16963.59	23372.58	26283.05	26733.47	24109.45	33508.99	33463.23	32751.930000000004	29659.67	28929.18	38905.59	18699.4	13951.2	17887.95	16799.73	28112.02	30305.2	20240.0	25172.92	25731.07	17269.27	26617.95	31776.82	84360.34000000001	75702.22	81953.97	79983.96	73105.07	57354.1	58023.92	50381.33	55126.06	49721.84	75121.89	76605.82	70751.33	36943.66	52954.8	69488.21	65509.28	55339.48	49381.21000000001	52724.100000000006	73822.46	66703.76
EC:1.8.4.8	1810.5	3359.25	1996.33	4317.58	4242.92	4059.67	894.4300000000001	2098.6	536.54	235.71	291.75	67.0	88.25	754.0	741.0	637.0699999999999	1067.0	1207.2800000000002	1201.74	3450.83	1047.75	1669.25	3542.87	1668.35	1141.53	317.0	122.0	1490.25	561.17	74.0	30.5	168.5	74.25	5711.38	3388.33	3426.58	3458.67	3195.25	1999.15	1099.0	1696.92	707.58	1747.83	1691.75	25.08	568.75	409.75	290.33000000000004	277.0	933.33	2376.0	2674.0	3401.42	2060.42	2030.08	2613.92	2522.25	915.25	2755.0	1223.08	721.08	2389.17	866.33	1682.5	3730.35	4255.74	3145.25	2227.84	2461.83	3239.46	1835.4	1656.56	1480.84	2442.11	188.11	350.75	43.0	25.25	48.5	246.58	709.6600000000001	329.25	350.06000000000006	1439.59	532.67	1324.84	710.9300000000001	4968.25	406.5	1655.4	681.6700000000001	897.5100000000001	521.83	677.0	1130.42	283.25	166.75	198.75	49.0	87.0	40.75	346.88000000000005	202.67	514.46	257.80999999999995	508.75	260.75	235.0	304.92	348.0	525.5799999999999	329.25	410.33	398.67	598.9200000000001	476.33	380.83	318.25000000000006	398.42	397.0	666.0799999999999	443.25	327.17	126.17	375.5	576.67	2449.42	4221.71	3912.68	1009.21	631.4900000000001	7329.6	10345.34	8590.75	8325.630000000001	7924.59	7969.47	7838.75	7042.83	3522.5	8925.72	5959.04	6690.83	9304.42	7898.29	8794.94	2003.4	3960.93
EC:1.8.5.2	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	114.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.5	5.5	241.5	0.0	0.0	115.5	75.0	0.0	2.0	21.0	182.5	581.0699999999999	95.5	47.0	20.0	6.0	68.0	31.0	9.0	19.5	89.5	36.0	7012.0	4298.0	6.0	10.0	4158.0	231.35	40.96	0.0	0.0	47.39	187.05	345.2	37.4	2.0	0.0	0.0	0.0	77.4	642.5	9.8	0.0	5.0	0.0	1.0	96.35	0.0	43.95	391.65	2.0	0.0	533.25	2119.25	5.0	0.0	3.6	0.0	3255.0	963.5	993.5	1948.5	1247.0	2186.5	405.5	52.0	1284.49	12219.0	2618.5	1331.5	1684.0	2331.0	2658.5	76.55	80.5	73.85	31.8	62.45	37.35	223.35	52.5	66.85000000000001	37.7	158.3	144.4	168.6	169.75	326.25	205.75	227.5	231.3	172.4	25.8	8.6	6.6	24.25	60.35	35.2	92.5	0.0	199.5	56.5	190.0	320.0	66.0	64.5	58.83	56.5	43.5	42.0	43.0	41.0	15.5	43.67	31.67	76.83	34.0	3.5	50.0	144.57999999999998	41.0	14.0	24.5	32.0	35.5	62.5
EC:1.8.5.3	1864.5	3481.25	2068.99	4441.24	4367.26	4203.01	863.4300000000001	2145.94	514.54	204.71	2121.25	465.0	85.25	432.0	430.0	314.57	762.0	872.2800000000001	591.74	3563.49	1011.25	1661.75	3582.53	1632.85	1074.36	283.0	42.0	92.75	556.51	19.0	12.75	128.0	2.75	3442.51	3517.0	3790.74	3704.01	3386.25	2137.75	1185.75	1859.26	712.74	1835.49	1712.75	8.75	449.25	382.75	196.99	164.0	1122.99	2530.0	2782.5	3482.26	2238.26	2242.24	2794.26	2665.75	1341.75	2682.0	1487.24	724.74	2564.01	841.0	1803.5	3518.69	4205.08	3031.75	2034.01	2234.49	2993.79	3368.4	1821.4	1640.6699999999998	3491.7699999999995	3948.61	161.25	74.0	344.25	132.5	380.75	1454.0	1134.25	254.5	260.75	124.0	806.0	117.75	2100.25	36.0	0.0	397.0	8.5	408.0	26.5	133.25	656.75	911.75	1754.25	578.0	386.0	327.25	606.54	403.5	1268.96	1046.64	276.25	437.25	628.5	849.75	1015.5	879.75	2429.25	615.5	747.5	786.25	823.0	511.0	578.75	436.25	719.5	220.75	557.25	788.0	498.5	632.5	742.5	28.25	36.61	24.61	322.83	19.89	6744.36	9674.0	8085.25	8029.09	7548.25	7645.68	7341.75	6742.5	3476.5	8520.51	4121.78	6318.5	9047.26	7577.29	8559.11	1554.14	3540.43
EC:1.8.7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	28.5	0.0	3.0	0.75	0.0	0.0	365.17	46.0	6.5	16.0	0.0	13.0	3.5	0.0	6.0	2.0	13.0	0.0	0.0	8.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	75.0	46.33	63.0	70.0	45.67	23.0	41.0	11.0	30.0	20.0	34.0	27.33	0.0	19.0	109.0	31.0	7.0	28.0	20.0	21.0	29.33
EC:1.8.7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.8.98.1	0.0	0.0	0.0	0.0	0.0	21.0	69.0	0.0	0.0	9.0	667.5	40.5	84.0	193.5	0.0	367.5	3.0	0.0	0.0	0.0	0.0	235.5	168.0	81.0	243.0	0.0	0.0	192.0	0.0	45.0	0.0	579.0	0.0	1449.0	204.0	119.4	30.0	18.0	87.0	66.0	33.0	229.5	12.0	45.0	1035.34	510.0	5140.5	184.5	88.5	3233.1	3941.4	1452.9	90.0	5891.7	1657.5	954.0	660.3	6518.400000000001	396.0	1213.5	0.0	250.5	481.5	427.5	712.4	138.6	1018.8	3218.01	3386.1	3717.51	1131.0	627.0	1646.49	442.5	3602.7	9053.7	654.0	586.5	282.0	3816.99	4351.98	4716.0	5896.98	4922.52	4691.01	3216.51	2762.04	0.0	814.5	0.0	4503.51	8161.530000000001	5274.99	4813.5	7736.01	4095.3	5096.7	2669.7	2939.7	3543.9	2663.4	5565.12	3482.61	12029.7	9161.91	16344.0	7838.4	5070.6	6898.41	5208.9	8346.09	4470.0	6775.29	7304.61	10888.11	7852.59	7531.59	7736.4	3779.51	4873.5	5950.33	3871.34	5012.91	1744.11	7898.7	8416.41	129.5	328.0	273.67	226.67	196.66	168.0	128.01	228.0	54.0	141.0	176.01	150.35	27.0	33.0	99.0	518.34	85.33	66.0	172.65	168.0	194.16	138.51
EC:1.8.99.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136.0	0.0	0.8	8.0	0.0	4.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	309.86	357.46000000000004	81.46	0.0	460.4	209.34	124.0	72.94	270.8	0.0	155.34	0.0	0.0	0.0	330.0	122.14	1.2	257.6	466.66	314.54	354.0	144.0	0.0	0.0	60.0	53.74	519.74	136.66	32.0	6.0	13.34	92.0	88.0	0.0	0.0	0.0	24.0	0.0	0.0	28.0	0.0	40.0	0.0	0.0	20.0	0.0	203.6	343.74	71.06	303.06	312.79999999999995	92.14	285.86	86.54	275.06	210.14	102.0	86.14	213.2	72.14	101.46	107.2	161.34	65.6	100.54	221.86	172.54	162.54000000000002	177.45999999999998	240.0	226.0	664.0	676.0	112.8	21.2	94.4	88.80000000000001	28.34	48.34	55.0	42.0	32.0	31.34	39.34	47.66	0.0	29.34	36.0	16.0	5.34	0.0	39.66	115.34	22.34	5.0	28.0	48.0	52.0	46.0
