function	073A	075A	081A	083A	085A	088A	097A	105A	106A	107A	215A	226A	227A	228A	235A	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B
EC:3.1.2.6	58.59	193.75	581.8299999999999	809.5	1409.07	1551.59	1118.36	913.5	304.34000000000003	340.41	67.75	3631.66	3586.58	3501.5	2392.42	3373.84	2936.2200000000003	3199.6400000000003	5738.040000000001	3112.68	1605.28	3594.36	1280.56	1195.66	923.38	2038.92	3830.99	1784.23	1920.35	2811.67
EC:3.1.21.1	703.75	41.25	425.0	700.0	626.74	1434.75	1083.36	561.17	56.0	29.75	2.75	3239.0	3374.08	3444.67	1629.75	1644.42	749.75	529.77	1314.62	430.34	505.62	2722.69	438.4	319.25	337.25	876.3700000000001	2078.86	693.0799999999999	890.58	1397.12
EC:3.1.21.2	39186.09	38252.880000000005	29805.63	27778.5	24847.69	30179.39	29366.07	32261.32	31256.74	36175.78	15502.02	21214.13	15459.61	14889.67	21064.75	17611.92	43858.84	27429.26	28086.35	32676.26	28992.2	49406.69	29589.560000000005	3496.56	24685.08	6021.1	12377.63	5620.2	9377.19	9372.46
EC:3.1.21.3	73759.20000000001	50390.13	33099.95	30392.5	28184.52	47584.0	34109.71	38915.23	39004.5	43318.17	59228.94	27487.9	21090.89	19383.16	26712.85	38689.98	48464.350000000006	35937.65	44240.52	44695.04	36303.31	45881.64	32706.300000000003	8736.289999999999	25524.95	18949.54	35009.240000000005	16178.14	19359.45	26804.52
EC:3.1.21.4	652.0	0.0	14.0	43.0	0.0	239.0	1048.0	0.0	20.0	0.0	5989.0	65.0	38.0	0.0	30.0	276.25	81.0	160.75	82.6	112.0	103.0	102.0	208.0	207.25	102.0	696.8	972.83	369.0	386.73	853.9200000000001
EC:3.1.21.5	53076.84	58154.630000000005	46008.630000000005	41679.5	37357.2	42524.64	42587.87	49624.4	47899.14	57705.53	18868.94	28343.26	19041.300000000003	22494.83	32198.67	27906.42	69670.67	42880.58	43013.02	51636.34	46162.33	75564.13	46983.16	5003.16	39517.13	3971.05	9290.15	5544.89	14681.1	7936.959999999999
EC:3.1.21.7	28.75	120.25	422.0	669.0	591.74	1388.75	1086.03	543.17	19.0	12.75	2.75	3218.25	3374.08	3434.67	1624.75	40.08	15.75	15.1	246.53	18.25	43.03	2513.0199999999995	26.4	28.5	10.25	341.79	1229.84	335.75	401.75	308.12
EC:3.1.22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.1.22.4	3982.84	1422.5	630.0799999999999	1036.0	1452.07	9371.34	2636.53	3927.26	866.59	440.41	8822.5	20076.740000000005	20160.22	20425.51	10475.17	3589.92	3078.4700000000003	3504.1400000000003	5945.45	3269.4300000000003	1887.28	3645.86	1454.06	1435.16	1118.9299999999998	5752.950000000001	13597.670000000002	4828.799999999999	4910.33	7398.17
EC:3.1.26.11	42616.75	41223.38	31839.8	29018.5	24567.86	33677.05	31702.07	34192.99	32993.4	38814.12	23735.19	22827.05	17303.68	15287.67	22873.75	20523.480000000003	43268.420000000006	26767.23	24686.86	31935.81	30959.34	49170.18000000001	29618.3	3214.45	24537.35	6130.370000000001	12130.65	5803.9400000000005	9682.01	8894.57
EC:3.1.26.12	730.5899999999999	193.75	583.0799999999999	840.5	1409.07	1559.84	1119.03	913.5	305.59000000000003	341.16	67.75	3629.66	3597.08	3487.5	2388.42	3464.84	2986.7200000000003	3211.6400000000003	5680.1	3135.1800000000003	1620.45	3609.86	1279.06	1218.66	937.38	2125.09	4171.360000000001	1837.73	1904.43	3084.62
EC:3.1.26.3	44857.59	41253.880000000005	31567.88	29088.5	25629.69	33541.64	30989.07	34287.32	33633.99	39126.53	21487.19	23269.79	17026.08	15270.5	23613.42	23977.9	46226.34	29999.370000000003	30269.03	35142.74	32624.620000000003	50279.52	30925.36	4545.61	25621.68	9169.009999999998	17137.34	7933.049999999999	11596.4	13228.19
EC:3.1.26.4	122027.18	117421.89	91789.56	84301.0	74355.25	93544.08	88041.34	99180.71	96970.38	113997.18	48440.31999999999	63750.630000000005	45543.76	41890.0	66515.84	64469.81	134721.38	85620.14	84436.4	100673.54	93644.08	146668.29	90549.02	11752.22	75243.56	21029.66	40127.79	18895.59	30333.619999999995	31211.800000000003
EC:3.1.26.5	44157.09	41231.880000000005	31563.88	29055.5	25629.69	33466.64	30989.07	34287.32	33633.99	39126.53	21487.19	23266.79	17026.08	15270.5	23613.42	23943.57	46247.34	29999.370000000003	30254.03	35139.74	32624.620000000003	50279.52	30925.36	4540.61	25607.68	9091.34	17005.670000000002	7955.049999999999	11562.4	13090.02
EC:3.1.26.8	38756.0	39080.13	30454.8	27663.5	24135.37	29836.3	27539.37	32689.07	32699.800000000003	38764.87	7969.94	18999.1	12800.6	11671.0	21143.0	20382.4	43200.62	26589.73	24403.93	31895.56	30841.84	46641.66	29536.3	3178.7	24569.0	4393.56	8920.77	4585.25	8457.4	6754.74
EC:3.1.27.1	38.84	174.5	161.82999999999998	140.5	817.3299999999999	162.84	44.0	370.33	285.34000000000003	327.66	65.0	287.66	200.5	50.83	761.67	3219.17	2820.67	3113.12	5354.07	3030.59	1493.08	1074.84	1220.16	1119.91	900.33	838.9100000000001	1392.67	1034.15	1095.35	1393.33
EC:3.1.27.3	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	8.0	0.0	0.0	107.0	53.0	22.0	85.0	51.0	43.0	0.0	16.0	0.0	7.0	163.0	223.0	114.0	68.0	160.0
EC:3.1.27.6	19.75	19.25	418.0	669.0	591.74	1388.75	1074.36	543.17	19.0	12.75	2.75	3215.75	3369.08	3434.67	1624.75	5.75	12.75	12.5	175.87	10.25	12.5	2508.4	13.0	3.5	3.25	86.47	909.17	237.25	309.75	114.42
EC:3.1.27.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	15.0	22.0	20.0	0.0	30.0
EC:3.1.3.1	33323.59	35249.25	29148.83	26934.0	24438.32	28857.09	29286.2	31697.75	29907.34	35705.41	14326.25	20877.74	15128.08	14717.5	21752.42	21579.59	45798.22	29332.56	30753.26	33877.69	30540.11	49691.52	30259.060000000005	4227.41	25239.88	5582.870000000001	11245.83	5474.27	9902.77	9334.62
EC:3.1.3.10	19.75	19.25	418.0	669.0	591.74	1364.75	1074.36	536.5	19.0	12.75	2.75	3072.75	3175.75	3300.0	1581.75	14.75	25.75	43.1	175.87	10.25	25.7	2521.69	14.4	3.5	3.25	212.62	963.84	297.0	372.25	216.37
EC:3.1.3.11	8234.93	3511.88	2089.46	2752.5	3536.01	6877.4800000000005	4709.43	3162.99	1717.08	1100.69	13926.69	11310.87	11148.94	10652.67	6475.59	4716.51	4793.56	5239.4	10319.14	5700.36	2408.98	7257.469999999999	2272.62	2119.97	1754.51	6267.320000000001	12884.98	5219.73	4929.76	8468.64
EC:3.1.3.12	911.75	91.75	420.0	792.5	593.99	1857.25	1339.86	844.4200000000001	87.0	15.0	2416.75	3244.25	3427.58	3434.67	1657.75	183.08	146.05	118.79	299.87	112.75	101.0	2513.94	42.5	48.0	20.55	701.68	2066.5	536.87	610.62	859.84
EC:3.1.3.15	10413.59	3493.05	1375.63	2912.5	2824.77	4505.39	4687.73	2467.9	3854.74	851.3600000000001	25394.85	4535.29	4195.280000000001	3611.5	2469.42	1280.32	1800.12	2012.93	4234.29	2423.76	1003.03	3622.78	1061.06	899.85	772.38	5518.74	10125.94	4032.19	3252.25	6976.93
EC:3.1.3.16	44877.75	41387.51	30599.85	28436.93	24817.48	34142.6	31084.480000000003	33475.48	32628.05	36373.99	20907.63	31095.18	25132.61	22424.34	27897.25	21400.64	44657.04	28789.9	27416.67	33716.81999999999	30814.15	49828.32	30234.3	4400.1	25430.75	9597.42	19918.04	8960.47	12559.27	13447.04
EC:3.1.3.18	26539.09	12140.05	4079.88	4611.5	3337.77	10757.14	7953.07	5039.9	5839.79	3735.61	35122.85	7328.88	6740.38	4066.5	4489.42	13809.16	7510.370000000001	7257.65	11208.85	6217.4400000000005	7165.71	5325.11	3641.06	3343.03	2835.18	12191.98	20398.6	8536.09	7580.62	16207.2
EC:3.1.3.2	711.5	38.5	1254.0	2038.0	1770.4700000000005	2821.75	3229.58	1099.68	38.0	25.5	12.0	6741.5	7139.82	7140.68	3338.5	96.5	84.5	152.0	528.46	20.5	82.0	7525.7	44.4	75.0	15.5	606.56	2526.12	667.0	821.5	764.76
EC:3.1.3.23	71.25	79.75	1261.0	2007.0	1810.2200000000005	4230.25	3232.08	1654.18	94.0	55.25	8.25	9796.25	10342.57	10438.68	4948.25	2221.25	1278.05	1458.66	2149.36	969.17	1140.15	7818.07	466.8	483.25	460.55	1068.12	3586.85	1144.25	1482.25	1409.83
EC:3.1.3.25	43131.09	38889.880000000005	31506.88	29673.0	25928.18	32880.14	30813.43	33876.32	32856.99	39041.28	16695.690000000002	22558.29	16766.18	15223.5	23594.42	25054.57	47317.92	31110.64	31415.48	34821.91	33613.15	52862.09	30884.26	4640.21	25618.88	6975.87	13595.2	6638.67	10468.02	10314.749999999998
EC:3.1.3.26	691.75	19.25	418.0	700.0	591.74	1385.0	1080.36	543.17	19.0	12.75	2.75	3215.75	3369.08	3436.67	1624.75	22.75	28.75	56.5	175.87	10.25	32.5	2503.15	14.4	12.5	3.25	138.92000000000002	982.84	267.25	344.75	199.92
EC:3.1.3.27	796.9300000000001	384.75	1572.66	2319.0	3374.88	4481.93	3543.58	2358.84	590.6800000000001	676.57	431.25	10525.07	10704.57	10552.34	6433.59	3765.18	3972.39	3957.67	9349.35	4715.9400000000005	1473.93	9332.75	2103.52	1742.82	1278.01	2751.86	6815.369999999999	3261.78	3316.43	3983.4
EC:3.1.3.3	10187.09	3840.75	2756.08	3011.0	2637.32	6866.84	3992.71	3307.25	2708.59	3274.66	9902.75	5598.49	5369.08	3878.5	4339.42	9118.24	4786.72	4181.6	7767.1	4059.28	4749.02	4582.19	2640.56	2083.21	1802.48	5987.290000000001	10479.87	5054.96	4371.41	7864.33
EC:3.1.3.37	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	572.0	531.0	920.0	507.0	519.0	578.0	74.0	28.0	186.0	116.0	104.3	215.5	51.5	51.0	219.0
EC:3.1.3.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.1.3.4	46.59	171.75	572.8299999999999	809.5	1374.07	1535.59	1106.36	902.17	267.34000000000003	323.41	67.75	3655.66	3741.91	3620.17	2400.42	997.59	1580.42	1692.9299999999998	3961.690000000001	2110.26	466.03	3299.53	809.5600000000001	641.66	465.58	642.99	1831.36	1069.73	1038.4299999999998	869.45
EC:3.1.3.41	36470.0	37904.0	30096.0	27140.5	23500.5	29359.5	27060.0	32597.0	32250.0	38387.0	7091.0	17159.5	11468.8	11378.0	19266.0	20303.730000000003	43162.2	26493.4	23943.93	31638.56	30753.67	46362.83	29477.3	3039.8	24519.0	2650.7300000000005	5587.85	2914.82	7157.82	4759.81
EC:3.1.3.45	2256.59	270.25	595.8299999999999	997.0	1411.32	2265.09	2197.03	1183.75	392.34	343.91	8368.75	3946.66	3695.58	3517.5	2432.42	2844.84	2427.2200000000003	2420.6400000000003	5300.700000000001	2640.01	1119.9499999999998	3546.86	1324.56	1153.41	942.68	3777.42	6590.09	2750.3	2790.73	5162.0
EC:3.1.3.48	119946.5	116161.89	92334.15	83694.5	72756.1	92752.4	86314.98	98625.38	97107.35	113399.86	43881.32	62559.36	45259.93	41802.67	64998.5	60213.22	130241.09	83496.32999999999	74604.59	100448.49	91763.63	142227.50999999998	88782.70000000001	10158.9	73882.90000000001	16615.829999999998	32551.67	15338.779999999995	27214.66	24733.82
EC:3.1.3.5	8905.93	3505.75	3778.66	4591.0	4686.37	9089.93	7569.28	4869.34	3084.6800000000003	3646.3200000000006	18776.75	12672.57	12287.47	10865.34	8375.59	10530.52	6923.6900000000005	7596.030000000001	12213.52	7700.950000000001	5842.389999999999	12663.81	3286.62	2821.82	2554.61	7975.95	15052.37	6984.98	6668.54	10715.1
EC:3.1.3.6	5716.59	3197.88	2373.63	2186.5	2220.94	4980.39	3031.23	3048.57	2686.14	3622.28	6411.1900000000005	5237.26	4940.18	3928.5	4245.42	4680.66	2604.37	2620.9300000000003	4308.02	3567.82	2873.4	3832.86	1476.7600000000002	877.28	1073.38	2553.6	5111.6900000000005	2795.18	2357.28	2751.5
EC:3.1.3.7	44245.59	41279.880000000005	31564.63	29057.5	25639.69	33558.39	31249.24	34362.32	33675.74	39164.28	21801.69	23317.79	17051.58	15270.5	23628.42	23848.990000000005	46185.84	30005.620000000003	30194.69	35113.240000000005	32559.120000000003	50280.350000000006	30928.86	4560.36	25614.68	9473.59	17566.420000000002	8089.17	11831.92	13557.27
EC:3.1.3.70	19.75	19.25	0.0	0.0	4.75	1412.75	5.5	549.84	19.0	12.75	2.75	3364.75	3567.41	3569.34	1668.75	5.75	12.75	12.5	18.15	10.25	12.5	7.54	25.0	3.5	3.25	108.25	917.0	258.0	373.25	135.75
EC:3.1.3.71	44.0	103.0	4.0	1.0	0.0	0.0	11.67	0.0	3.0	2.0	19.0	133.0	40.4	8.0	18.0	120.33	38.0	97.0	85.66	35.0	103.5	21.33	58.0	49.57	103.0	663.15	908.5	345.05	314.62	764.4300000000001
EC:3.1.3.73	6994.25	3096.75	993.0	1186.0	745.74	3220.25	3212.7	1108.67	1015.6	117.75	7252.25	4206.2	3958.48	3544.67	1684.75	1853.75	885.97	715.5	1491.55	527.01	737.59	2754.23	581.0	560.15	538.85	4365.12	7441.83	2777.58	2377.65	5237.35
EC:3.1.3.77	0.0	0.0	418.0	669.0	586.99	0.0	1068.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	3.0	2.6	186.72	0.0	31.2	2505.44	1.4	25.0	0.0	114.42	256.34000000000003	59.5	55.5	187.62
EC:3.1.3.78	0.0	0.0	0.0	0.0	0.0	24.0	0.0	6.67	0.0	0.0	0.0	149.0	198.33	134.67	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	6.0	2.0	0.0
EC:3.1.3.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.1.3.8	12.0	22.0	7.0	0.0	35.0	40.0	12.0	18.0	37.0	17.0	4.5	24.0	0.0	14.0	6.0	1614.0	699.0	498.0	1107.0	409.0	509.0	212.0	413.0	358.0	328.0	503.0	926.0	335.0	556.0	1001.0
EC:3.1.3.81	46.59	171.75	572.8299999999999	809.5	1374.07	1535.59	1106.36	902.17	267.34000000000003	323.41	67.75	3655.66	3741.91	3620.17	2400.42	997.59	1580.42	1692.9299999999998	3961.690000000001	2110.26	466.03	3299.53	809.5600000000001	641.66	465.58	642.99	1831.36	1069.73	1038.4299999999998	869.45
EC:3.1.3.82	1023.59	1208.75	581.8299999999999	842.5	1409.07	1583.59	1273.7	913.5	307.34000000000003	340.41	4295.25	3724.16	3590.58	3497.5	2364.42	2858.59	2401.42	2312.6000000000004	5263.5	2644.6800000000003	1066.9499999999998	3524.86	1239.56	1102.41	876.38	2214.51	4250.92	2018.02	1996.72	3102.46
EC:3.1.3.83	1023.59	1208.75	581.8299999999999	842.5	1409.07	1583.59	1273.7	913.5	307.34000000000003	340.41	4295.25	3724.16	3590.58	3497.5	2364.42	2858.59	2401.42	2312.6000000000004	5263.5	2644.6800000000003	1066.9499999999998	3524.86	1239.56	1102.41	876.38	2214.51	4250.92	2018.02	1996.72	3102.46
EC:3.1.3.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	15.0	43.0	0.0	10.17
EC:3.1.3.89	1618.75	1055.25	429.0	705.0	600.74	1573.75	1477.36	550.17	327.0	12.75	503.92	3691.16	3517.25	3489.5	2279.42	17.42	27.75	50.1	194.87	10.92	33.7	2521.69	30.4	88.75	40.25	1180.87	2514.53	768.75	664.0799999999999	1206.7900000000002
EC:3.1.3.90	36658.0	38091.13	29756.8	26972.0	23029.87	29379.8	27035.87	32567.07	31956.800000000003	38636.87	5848.110000000001	18890.76	12906.97	11686.83	21749.67	20281.4	43046.87	25761.33	23931.33	30214.0	30643.67	46245.16	29355.5	3011.13	24290.0	2648.66	5840.47	3705.17	7822.34	4757.21
EC:3.1.3.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
EC:3.1.3.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	3.0	6.0	17.0
EC:3.1.30.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	14.0	88.5	6.0	0.0	35.5
EC:3.1.31.1	113.0	159.0	632.0	796.0	1150.0	474.0	111.5	0.0	26.0	0.0	134.0	20.0	12.0	0.0	46.0	178.0	147.42000000000002	153.32999999999998	855.0	524.0	182.17	536.83	75.0	65.33	18.0	413.67	848.72	249.34	210.75	513.55
EC:3.1.4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
EC:3.1.4.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.1.4.14	19.75	19.25	418.0	669.0	591.74	1388.75	1074.36	543.17	19.0	12.75	2.75	3219.0	3374.08	3434.67	1624.75	17.75	12.75	15.1	188.87	10.92	33.7	2510.69	14.4	3.5	9.25	298.37	1138.36	324.25	373.75	274.12
EC:3.1.4.16	5716.59	3197.88	2373.63	2186.5	2220.94	4980.39	3031.23	3048.57	2686.14	3622.28	6411.1900000000005	5237.26	4940.18	3928.5	4245.42	4680.66	2604.37	2620.9300000000003	4308.02	3567.82	2873.4	3832.86	1476.7600000000002	877.28	1073.38	2553.6	5111.6900000000005	2795.18	2357.28	2751.5
EC:3.1.4.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	14.0	0.0	0.0	21.0	15.0	0.0	4.0	0.0	23.33	0.0	0.0	0.0	0.0	55.8	124.77	72.0	62.0	49.0
EC:3.1.4.3	0.0	0.0	36.0	0.0	16.0	6.0	15.0	68.0	140.0	64.0	0.0	97.0	8.0	0.0	0.0	103.33	93.6	82.0	65.0	3.0	67.16	0.0	22.0	37.57	8.6	492.3	1226.0	368.43	346.5	698.4300000000001
EC:3.1.4.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.1.4.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	11.0
EC:3.1.4.46	75655.84	74411.76	61859.43	57517.0	51646.55	62562.44	59964.47	65672.14	63167.94	74890.4	26476.880000000005	43250.86	31681.230000000003	29921.5	44697.17	42643.26	89408.69	56447.54	57185.91	67182.08	61829.07000000001	100232.75	60171.56	7639.309999999999	49991.23	12236.07	24570.81	11549.669999999998	19785.36	18227.04
EC:3.1.4.52	59.25	57.75	0.0	0.0	14.25	4156.5	19.5	1629.51	57.0	38.25	8.25	9647.25	10107.24	10304.01	4874.25	17.25	38.25	46.1	36.45	30.75	41.7	10.5	39.0	10.5	9.75	108.58	2452.77	652.83	927.25	119.95
EC:3.1.4.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.1.4.55	1554.75	249.75	872.0	1494.5	1188.98	2099.25	3244.89	847.4200000000001	177.0	48.25	8303.75	3587.58	3478.08	3454.67	1667.75	705.75	600.75	1139.1	939.25	571.25	693.7	5112.879999999999	76.4	296.5	159.55	2188.8	4337.98	1447.82	1434.57	3034.25
EC:3.1.5.1	7941.59	3182.75	1132.08	1472.0	1513.32	4067.84	3932.03	1605.25	1287.19	398.66	14262.75	5973.19	5532.48	3876.5	4316.42	3509.84	3011.7200000000003	3415.6400000000003	5805.77	3243.51	1808.95	3633.86	1387.06	1384.73	1093.6799999999998	5851.950000000001	10104.570000000002	4700.23	4143.83	7447.05
EC:3.1.6.1	54.75	21.25	0.0	0.0	4.75	1388.75	493.19	768.17	22.0	12.75	492.75	3256.08	3369.08	3434.67	1654.75	76.75	31.35	31.5	130.78	135.94	38.83	14.57	41.0	46.75	90.85	237.34	1233.94	471.0	460.25	386.11
EC:3.1.6.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.66	12.83	11.0	0.0	24.75
EC:3.1.6.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
EC:3.1.6.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
EC:3.1.6.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.1.6.6	12.0	22.0	7.0	0.0	35.0	40.0	250.5	18.0	37.0	17.0	182.5	0.0	0.0	0.0	15.0	2205.0	1291.0	1434.67	1593.75	938.42	1026.92	286.0	433.0	484.0	438.0	328.67	585.41	245.0	413.8	788.42
EC:3.1.6.8	0.0	0.0	0.0	0.0	0.0	0.0	0.67	31.0	0.0	0.0	0.0	6.33	0.0	0.0	0.0	7.0	0.0	0.0	14.66	8.0	0.0	2.33	0.0	0.0	0.0	25.33	12.33	25.0	0.0	16.0
EC:3.1.7.2	46.59	171.75	572.8299999999999	809.5	1374.07	1511.59	1109.36	895.5	267.34000000000003	323.41	67.75	3554.66	3582.58	3487.5	2386.42	1570.59	2133.42	2614.2200000000003	4503.29	2629.26	1044.03	3381.53	837.5600000000001	848.66	588.5799999999999	1138.28	2658.36	1279.73	1234.4299999999998	1438.95
EC:3.10.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	8.75
EC:3.11.1.1	939.0	96.5	425.0	792.5	624.24	508.5	1341.03	288.25	111.6	18.5	2433.0	31.45	30.0	2.0	0.0	1652.0	755.8	496.67	1263.13	428.09	482.92	2717.48	397.0	342.75	344.3	458.59	798.74	353.37	491.27	868.62
EC:3.11.1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
EC:3.11.1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.13.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	29.0	19.0	0.0	23.0	0.0	7.0	0.0	0.0	0.0	6.0	66.17	111.5	43.0	35.0	139.17000000000002
EC:3.13.1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.1	36899.5	34362.8	27130.8	25626.0	21416.42	30933.8	27311.29	30154.99	28989.8	34567.95	19284.6	20845.43	16312.46	18113.34	19021.5	22708.570000000003	36684.2	21788.94	22029.36	25426.61	27869.120000000003	45965.65	24910.4	3127.55	20636.6	5334.22	11042.05	4321.76	9475.75	8310.939999999999
EC:3.2.1.10	4924.0	1958.5	585.25	519.0	214.0	1583.75	1399.67	578.5	619.85	191.0	5050.5	322.2	530.0	84.0	34.0	125.67	117.0	109.0	89.0	198.0	151.0	244.04	108.0	157.5	184.0	1192.0	2019.16	659.0799999999999	530.0	1289.05
EC:3.2.1.11	0.0	0.0	0.0	0.0	0.0	0.0	241.5	0.0	0.0	0.0	182.5	0.0	0.0	0.0	15.0	1.4	11.2	0.0	0.0	0.0	0.0	0.0	0.0	10.05	0.0	0.0	28.83	20.0	0.0	46.48
EC:3.2.1.113	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.122	36958.75	37882.38	30521.8	28471.0	24427.6	30653.8	29089.09	33075.24	32240.800000000003	38538.62	7107.6900000000005	20341.35	14814.88	14689.67	20868.75	19908.75	42834.75	25544.5	24057.590000000004	30079.25	30238.0	50886.13	28985.4	2764.07	24140.25	2130.5	5610.06	2812.75	7281.67	4333.38
EC:3.2.1.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.130	0.0	0.0	0.0	0.0	0.0	0.0	241.5	0.0	0.0	0.0	182.5	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	20.0	5.0	31.0
