function	073A	075A	081A	083A	085A	088A	097A	105A	106A	107A	215A	226A	227A	228A	235A	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B
EC:5.4.3.3	0.0	0.0	8.0	0.0	0.0	16.0	28.0	0.0	10.0	0.0	64.0	20.0	14.0	4.0	0.0	28.0	0.0	0.0	27.2	0.0	58.66	16.0	48.0	0.0	88.0	310.0	358.0	170.0	158.0	222.0
EC:5.4.3.5	0.0	0.0	8.0	0.0	0.0	16.0	28.0	0.0	10.0	0.0	64.0	0.0	0.0	0.0	0.0	16.0	0.0	4.0	9.2	0.0	54.0	0.0	0.0	6.0	0.0	62.0	134.0	86.0	44.0	80.0
EC:5.4.3.8	1748.59	1404.25	1301.83	1674.5	2580.07	2377.59	1658.87	1355.0	838.34	427.16	4461.25	4010.49	3785.48	3511.5	2451.42	3680.17	3136.72	3439.6400000000003	6657.860000000001	3776.68	1841.78	4154.44	1389.06	1396.73	1047.38	4354.52	7962.37	3325.58	2816.1800000000003	5694.460000000001
EC:5.4.4.2	2141.59	403.08	1752.83	2765.0	3156.4700000000003	5310.84	4380.75	2291.76	490.34	584.83	8482.59	10351.24	10403.04	10501.84	5669.92	1297.42	1790.22	1998.93	4809.03	2493.82	717.73	8617.04	902.26	836.9100000000001	610.1800000000001	3012.69	7409.23	2784.54	2715.5600000000004	3779.55
EC:5.4.99.1	39.5	38.5	836.0	1338.0	1183.48	2710.0	2148.7200000000003	1073.0	38.0	25.5	12.5	6156.5	6366.5	6604.0	3161.5	11.5	25.5	25.0	360.14	20.5	25.0	5022.299999999999	26.0	7.0	6.5	340.0	2098.0	547.0	810.5	486.5
EC:5.4.99.12	49575.59	43175.51	32109.68	29612.5	25763.56	35043.94	32322.61	34786.89	34327.99	39521.4	26798.63	23642.79	17550.88	15481.5	23647.42	23979.57	46234.34	29999.370000000003	30257.03	35171.74	32643.120000000003	50295.52	30941.36	4580.43	25621.68	10059.84	18730.44	8534.48	11983.23	14394.9
EC:5.4.99.15	12.0	22.0	425.0	669.0	621.99	40.0	1078.53	18.0	37.0	17.75	0.0	21.0	8.0	0.0	0.0	1677.0	778.5	506.67	1288.13	427.42	490.42	2720.73	405.0	315.75	342.0	524.89	826.0	334.25	467.5	892.92
EC:5.4.99.16	220.0	40.0	426.25	669.0	621.99	45.75	1083.03	18.0	40.25	17.75	0.0	27.5	14.5	0.0	0.0	1695.0	775.5	528.67	1300.8	450.59	495.75	2719.15	418.5	326.75	342.0	725.1700000000001	1100.17	381.5	584.3	1158.42
EC:5.4.99.17	0.0	0.0	0.0	0.0	0.0	0.0	2.01	0.0	0.0	0.0	0.0	28.33	8.0	0.0	0.0	82.0	15.0	0.0	77.98	24.0	14.0	6.99	14.0	17.0	0.0	183.98	327.83	92.5	81.0	218.0
EC:5.4.99.18	44857.59	41253.880000000005	31284.88	29088.5	25427.69	33541.64	30988.57	34287.32	33633.99	39126.53	21487.19	23243.79	17026.08	15241.5	23611.42	23930.57	46220.59	29300.370000000003	30233.03	33839.74	32596.620000000003	50245.850000000006	30887.36	4473.61	25594.68	8999.96	16854.84	7898.049999999999	11520.07	12949.02
EC:5.4.99.19	44569.59	42198.51	31962.43	29390.5	25653.81	33072.69	30846.27	34060.14	33592.14	39411.15	17933.629999999997	24673.590000000004	18598.18	15746.5	25453.42	23476.31	45675.04	28948.97	29677.7	34648.68	32202.12	50290.02	31052.560000000005	4428.98	25521.38	7223.759999999999	14075.78	7626.51	11166.35	10252.54
EC:5.4.99.2	3071.75	176.25	496.0	986.0	612.24	2825.75	3283.03	1151.67	348.0	85.25	16664.25	4041.41	3598.88	3488.67	1715.75	1639.41	1316.75	2448.5	1617.2	1481.92	1599.49	2718.9	221.0	831.5	636.25	5020.62	8465.83	3155.0	2528.79	6260.84
EC:5.4.99.20	58.59	193.75	579.8299999999999	809.5	1409.07	1551.59	1116.03	913.5	307.34000000000003	340.41	8.58	3361.83	3439.41	3434.67	1732.75	2725.84	2374.42	2264.6400000000003	5110.77	2554.35	1028.9499999999998	3511.53	1252.56	1040.41	819.5799999999999	1601.44	3105.52	1633.56	1689.76	2242.95
EC:5.4.99.21	3889.25	1816.75	937.0	1095.0	729.74	2847.75	2337.53	968.67	561.6	120.75	5155.75	3674.2	3919.08	3532.67	1664.75	1895.42	866.5	574.77	1414.62	595.3399999999999	672.12	2724.19	442.4	483.07	376.25	2093.87	3951.51	1373.68	1389.58	2687.17
EC:5.4.99.22	41050.09	39526.380000000005	31059.88	28662.5	25546.69	32172.64	29749.73	33879.82	33191.39	39109.53	16338.69	22982.590000000004	16512.08	15186.5	23579.42	23960.57	46215.34	29999.370000000003	30235.7	35107.07	32600.620000000003	50279.52	30928.36	4548.36	25621.68	8644.509999999998	16345.19	7624.049999999999	11382.9	12645.490000000002
EC:5.4.99.23	131003.59	122117.64	93489.48	85283.0	73816.43000000001	97130.24	90297.66	100904.46	99372.79	116642.27	62231.57	62144.22	43879.68	38820.5	66047.42	64889.37	132683.33000000002	83464.83	79263.27	99072.86	94474.12	143652.33	90195.96	11028.69	74935.28	21447.47	40294.97	19360.76	30252.51	31325.56
EC:5.4.99.24	6574.09	3135.25	1135.83	1549.0	1755.57	3171.09	2777.03	1414.67	1454.94	432.41	7330.25	4360.36	4318.91	3712.17	2472.42	3392.84	2946.2200000000003	3229.6400000000003	5713.040000000001	3165.68	1673.45	3593.53	1315.56	1259.23	968.38	3931.75	6909.01	2985.66	2648.76	5063.92
EC:5.4.99.25	44857.59	41253.880000000005	31567.88	29088.5	25629.69	33541.64	30989.07	34287.32	33633.99	39126.53	21487.19	23266.79	17026.08	15270.5	23613.42	23943.57	46215.34	29999.370000000003	30246.03	35142.74	32617.620000000003	50279.52	30925.36	4541.36	25621.68	9136.009999999998	17060.34	7913.049999999999	11582.4	13152.69
EC:5.4.99.26	718.5899999999999	171.75	574.8299999999999	840.5	1374.07	1517.59	1106.36	895.5	267.34000000000003	323.41	126.92	3800.82	3690.75	3550.33	3017.09	1099.84	1631.42	1707.6799999999998	4041.690000000001	2161.26	523.36	3310.53	805.5600000000001	711.6599999999999	472.58	854.54	2257.19	1294.07	1239.4299999999998	1235.4499999999998
EC:5.4.99.27	58.59	193.75	579.8299999999999	809.5	1409.07	1551.59	1116.03	913.5	304.34000000000003	340.41	67.75	3581.66	3550.58	3501.5	2366.42	2643.84	2325.42	2216.3500000000004	5139.1	2539.6800000000003	929.28	3513.86	1231.56	982.41	806.5799999999999	1240.38	2851.52	1534.4	1574.7600000000002	1923.45
EC:5.4.99.28	132.43	370.25	1162.91	1619.0	2813.39	1740.6799999999998	2469.7200000000003	1365.5	590.9300000000001	669.57	5124.25	4260.82	4035.41	3685.0	3213.09	5499.6	4770.99	4515.07	10178.73	5107.280000000001	2017.9	7053.06	2430.62	2073.57	1608.11	4285.07	7568.98	3739.44	3686.93	6159.030000000001
EC:5.4.99.29	132.43	370.25	1162.91	1619.0	2813.39	1740.6799999999998	2469.7200000000003	1365.5	590.9300000000001	669.57	5124.25	4260.82	4035.41	3685.0	3213.09	5499.6	4770.99	4515.07	10178.73	5107.280000000001	2017.9	7053.06	2430.62	2073.57	1608.11	4285.07	7568.98	3739.44	3686.93	6159.030000000001
EC:5.4.99.5	13831.68	6406.0	2937.16	4033.5	4750.389999999999	7423.68	6672.73	3135.25	3203.78	958.07	23030.5	8729.35	8344.46	7183.0	4910.84	6738.89	5648.01	5891.5	11886.97	6598.6900000000005	3367.09	7912.129999999999	2989.5200000000004	2847.3900000000003	2266.06	9920.25	17678.9	6931.57	6214.26	12877.67
EC:5.4.99.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:5.4.99.60	4913.0	1826.5	966.0	1132.0	731.99	1517.5	2483.53	459.5	787.6	103.0	1365.5	610.2	507.4	92.0	37.0	2319.0	1333.0	1468.67	1852.07	979.42	1147.42	2797.15	461.0	611.3199999999999	508.0	2380.37	3799.74	1368.35	1126.25	3058.4700000000003
EC:5.4.99.61	4913.0	1826.5	966.0	1132.0	731.99	1517.5	2483.53	459.5	787.6	103.0	1365.5	610.2	507.4	92.0	37.0	2319.0	1333.0	1468.67	1852.07	979.42	1147.42	2797.15	461.0	611.3199999999999	508.0	2380.37	3799.74	1368.35	1126.25	3058.4700000000003
EC:5.4.99.62	36985.09	38243.880000000005	30986.63	28179.5	25167.94	31226.89	28308.9	33542.9	32361.74	39032.28	5693.69	20657.46	14820.85	14701.83	21600.42	22704.59	45374.42	28614.0	29283.1	34183.91	31330.619999999995	49958.53	30370.36	3822.66	25110.58	3721.27	8691.77	4464.049999999999	8795.24	6776.799999999999
EC:5.4.99.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.34	0.0	0.0	0.0	0.0
EC:5.4.99.9	36271.0	36818.5	29132.25	26110.0	22682.0	27825.25	28108.67	30962.5	30107.85	35453.75	16079.5	18986.2	13323.3	11607.0	21188.0	16471.4	42263.37	26324.73	23589.0	31406.06	28627.84	45961.62	28795.8	2782.38	24002.8	3763.21	7699.769999999999	4235.099999999999	8326.6	6151.27
EC:5.5.1.1	12.0	22.0	425.0	669.0	621.99	40.0	1078.53	18.0	37.0	17.0	0.0	5.0	4.0	0.0	0.0	1693.0	798.8	528.9599999999999	1307.13	427.42	478.92	2717.48	405.0	324.75	334.8	541.08	781.01	348.58	482.17	936.67
EC:5.5.1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	9.0	0.0	0.0	0.0	94.0	38.5	61.0	64.0	18.0	60.5	0.0	0.0	16.0	26.0	85.0	178.75	8.75	3.5	31.75
EC:5.5.1.2	12.0	22.0	425.0	669.0	621.99	88.0	1080.86	31.34	37.0	17.0	0.0	318.0	404.66	269.34	88.0	2220.0	1299.3	1418.67	1772.47	941.42	1037.42	2789.15	441.0	475.0	444.8	463.12	777.43	308.58	446.17	882.1700000000001
EC:5.5.1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:5.5.1.4	927.0	74.5	1.25	123.5	2.25	470.75	504.0	195.25	69.25	4.25	2794.5	159.5	73.5	6.0	30.0	92.33	57.5	135.0	66.0	60.5	132.16	25.0	29.5	63.25	34.3	996.47	1547.23	513.5699999999999	531.0699999999999	1308.38
EC:5.5.1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:5.99.1.2	119921.68	114092.39	85504.31	78848.0	68966.0	89134.33	89279.18000000001	93386.96	90718.73	104342.68	86089.81999999999	60120.75	43604.46000000001	41756.0	61246.84	60665.16	127001.18	80639.37	81780.07	94368.65	86670.40999999999	137777.88	84883.72000000002	11480.24	71058.06	23092.9	42794.35	19373.86	31453.67	34167.55
EC:5.99.1.3	100546.18	88342.76000000001	64184.26	59100.99999999999	51443.380000000005	70195.78	65284.82	69389.64	68575.68	78287.06	54151.380000000005	47587.98	35080.16	30717.0	47294.84	48002.8	92453.68	60002.740000000005	60552.38	70380.6	65294.24	100601.2	61880.72	9256.22	51293.36	21400.37	39256.48	17382.6	24267.8	29729.120000000003
EC:6.1.1.1	44882.59	41277.880000000005	31567.88	29088.5	25639.69	33566.64	30995.07	34287.32	33663.99	39163.53	21487.19	23309.04	17026.08	15284.5	23619.42	23962.57	46223.34	29999.370000000003	30250.03	35145.41	32619.120000000003	50279.52	30925.36	4566.18	25621.68	9367.72	17562.84	8038.98	11698.48	13507.29
EC:6.1.1.10	45119.09	41372.880000000005	31571.88	29088.5	25639.69	33639.14	30999.57	34294.32	33763.99	39163.53	21487.19	23301.79	17038.08	15270.5	23613.42	23977.57	46236.34	29999.370000000003	30246.03	35154.74	32664.620000000003	50279.52	30925.36	4559.43	25633.68	9499.509999999998	17800.01	8177.219999999999	11732.4	13503.19
EC:6.1.1.11	44857.59	41253.880000000005	31567.88	29088.5	25629.69	33541.64	30989.07	34287.32	33633.99	39126.53	21487.19	23266.79	17026.08	15270.5	23613.42	23948.9	46223.34	29999.370000000003	30246.03	35144.74	32619.120000000003	50279.52	30925.36	4545.61	25627.68	9129.009999999998	17067.34	7925.049999999999	11565.4	13155.12
EC:6.1.1.12	45547.59	42362.380000000005	31637.88	29123.5	25629.69	33848.14	31394.74	34694.82	34031.99	39143.53	25808.19	23335.79	17180.08	15270.5	23613.42	23943.57	46223.34	30015.370000000003	30263.03	35146.74	32617.620000000003	50279.52	30925.36	4554.61	25621.68	9346.009999999998	17478.84	8017.549999999999	11634.4	13312.19
EC:6.1.1.13	64670.5	70272.26	57929.6	52248.0	46611.74	53012.6	52189.74	61232.14	59737.600000000006	71553.73999999999	11711.88	37409.2	25571.2	23330.0	42280.0	33540.8	84623.74	52849.46	48160.66	63601.12	57573.67999999999	92612.66	58004.6	5821.26	48264.0	5586.460000000001	12715.78	7579.64	15700.3	9898.86
EC:6.1.1.14	82293.68	79462.76000000001	62252.51	56901.99999999999	50305.630000000005	64547.03	59187.3	67809.89	66018.13	78156.81	27343.88	45642.55	33405.66	30433.0	47125.84	47614.81	92278.76	59733.41	59941.4	69818.98000000001	64953.56999999999	100235.88	61685.22	8794.82	50998.06	14257.22	27560.300000000003	13654.68	21372.23	21455.700000000004
EC:6.1.1.15	44857.59	41253.880000000005	31567.88	29088.5	25629.69	33541.64	30989.07	34287.32	33633.99	39126.53	21487.19	23270.79	17038.08	15270.5	23613.42	23943.57	46223.34	29999.370000000003	30246.43	35144.74	32617.620000000003	50279.52	30925.36	4545.61	25621.68	9173.009999999998	17119.51	7975.719999999999	11565.4	13162.69
EC:6.1.1.16	44857.59	41253.880000000005	31567.88	29088.5	25629.69	33541.64	30989.07	34287.32	33633.99	39126.53	21487.19	23276.79	17026.08	15270.5	23613.42	23943.57	46223.34	29999.370000000003	30255.230000000003	35146.74	32619.95	50279.52	30931.36	4545.61	25621.68	9299.81	17293.34	8008.049999999999	11608.4	13286.69
EC:6.1.1.17	8376.09	3260.75	1164.33	1722.5	1757.82	4182.09	4221.37	1692.25	1743.44	437.41	15887.25	4609.69	4237.58	3619.5	2480.42	4229.17	3604.22	4463.31	6436.86	3794.85	2416.28	3741.19	1467.56	1713.73	1218.6799999999998	6798.1900000000005	11393.570000000002	4310.48	3828.33	8825.470000000001
EC:6.1.1.18	7643.09	3157.75	1140.83	1470.0	1551.32	3855.09	3834.03	1625.25	1149.94	429.91	13989.25	4493.19	4208.9800000000005	3595.5	2464.42	2888.84	2434.2200000000003	2421.6400000000003	5241.4400000000005	2733.6800000000003	1181.28	3536.53	1349.56	1243.23	1042.6799999999998	5294.31	9128.320000000002	3660.23	3354.08	6929.45
EC:6.1.1.19	44882.59	41277.880000000005	31571.88	29088.5	25639.69	33574.64	31009.07	34287.32	33668.99	39163.53	21519.19	23286.79	17038.08	15270.5	23613.42	23962.57	46234.34	29999.370000000003	30250.03	35154.74	32639.620000000003	50279.52	30925.36	4545.61	25627.68	9334.009999999998	17404.01	8088.719999999999	11658.4	13344.52
EC:6.1.1.2	44882.59	41277.880000000005	31985.88	29757.5	26226.68	33566.64	32063.93	34287.32	33663.99	39163.53	21487.19	23266.79	17026.08	15270.5	23613.42	23983.57	46238.34	30011.97	30427.75	35145.41	32635.82	52782.670000000006	30926.76	4547.86	25628.68	9262.38	17264.43	7976.799999999999	11616.4	13302.56
EC:6.1.1.20	89715.18	82507.76000000001	63135.76	58176.99999999999	51259.380000000005	67083.28	61978.13999999999	68605.64	67267.98	78253.06	42974.380000000005	46533.58	34052.16	30541.0	47226.84	47887.14	92446.68	59998.740000000005	60492.06	70289.48	65235.240000000005	100559.04	61850.72	9091.22	51261.36	18264.02	34154.68	15861.1	23158.800000000003	26317.11
EC:6.1.1.21	44857.59	41253.880000000005	31567.88	29088.5	25629.69	33541.64	30989.74	34287.32	33633.99	39126.53	21487.19	23286.79	17026.08	15270.5	23613.42	23948.9	46223.34	29999.370000000003	30252.36	35161.41	32617.620000000003	50279.52	30925.36	4545.61	25627.68	9302.009999999998	17379.34	8018.049999999999	11624.4	13255.42
EC:6.1.1.22	44173.59	41229.880000000005	31557.63	29055.5	25594.69	33493.39	30977.07	34269.32	33595.74	39108.78	21389.19	23125.29	16977.58	15262.5	23574.42	21507.99	44827.04	28419.66	28482.28	34096.82	31443.2	49967.69	30431.86	3917.61	25116.88	7352.8	14498.5	6995.469999999999	10646.73	10714.02
EC:6.1.1.23	2932.5	635.0	30.0	5.0	57.0	881.5	140.0	0.0	7.0	0.0	830.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	8.0	16.0	8.5	0.0	0.0	12.0	0.0	268.5	533.25	156.0	76.75	325.93
EC:6.1.1.24	37132.0	38022.13	30434.8	27625.0	24089.87	29615.8	27130.37	32689.07	32459.800000000003	38727.87	5933.9400000000005	18733.1	12801.0	11665.0	21140.0	20356.4	43200.62	26581.73	24377.33	31900.56	30802.34	46633.66	29526.3	3156.13	24544.0	3317.96	7137.77	4000.82	8051.9	5577.81
EC:6.1.1.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:6.1.1.3	44882.59	41277.880000000005	31567.88	29088.5	25639.69	33566.64	30995.07	34287.32	33663.99	39163.53	21487.19	23266.79	17038.08	15270.5	23613.42	23962.57	46227.34	30005.04	30247.53	35151.91	32620.79	50279.52	30925.36	4545.61	25627.68	9267.009999999998	17235.01	8020.719999999999	11643.4	13282.52
EC:6.1.1.4	44857.59	41253.880000000005	31567.88	29088.5	25629.69	33541.64	30989.07	34287.32	33633.99	39126.53	21487.19	23266.79	17026.08	15270.5	23613.42	23943.57	46237.34	30019.370000000003	30246.03	35144.74	32617.620000000003	50279.52	30925.36	4545.61	25621.68	9129.009999999998	17058.34	7925.049999999999	11565.4	13154.69
EC:6.1.1.5	44857.59	41253.880000000005	31567.88	29088.5	25629.69	33541.64	30989.07	34287.32	33633.99	39126.53	21487.19	23266.79	17026.08	15272.5	23613.42	23943.57	46223.34	29999.370000000003	30246.03	35144.74	32617.620000000003	50279.52	30925.36	4545.61	25621.68	9143.81	17148.34	7926.049999999999	11584.4	13186.02
EC:6.1.1.6	45131.92999999999	41517.880000000005	32558.71	30567.0	27595.5	36435.73	33177.28999999999	35725.99	33922.33	39462.69	21557.69	30029.200000000004	23972.74	22190.67	27624.59	25592.160000000003	48351.310000000005	32631.840000000004	34899.59	37784.25	33688.48	56174.2	31813.92	5406.02	26227.31	10348.259999999998	20433.870000000003	9482.28	13168.079999999998	14656.81
EC:6.1.1.7	56020.09	49539.880000000005	37321.880000000005	34402.5	29839.69	39864.14	37176.07	40108.32	39645.59	45918.53	23742.69	26781.24	19394.08	15360.5	27157.42	26896.240000000005	54183.34	34841.37	34138.630000000005	40444.41	38026.12	58445.52	36294.36	5062.18	29934.68	10704.259999999998	19840.93	8934.48	12111.98	15315.49
EC:6.1.1.9	44857.59	41253.880000000005	31567.88	29088.5	25629.69	33541.64	30989.07	34287.32	33633.99	39126.53	21487.19	23266.79	17026.08	15270.5	23613.42	23943.57	46223.34	29999.370000000003	30246.03	35144.74	32617.620000000003	50279.52	30925.36	4545.61	25627.68	9166.009999999998	17106.34	7941.049999999999	11583.4	13168.69
EC:6.1.2.1	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	8.0	0.0	7.0	0.0	0.0	0.0	0.0	15.0	54.0	8.0	45.0	31.0
EC:6.2.1.1	4448.75	2265.75	1107.0	1666.5	1866.99	2828.25	2315.7	867.4200000000001	641.0	67.25	8805.75	4074.5	3545.48	3470.67	1749.75	6109.08	3137.15	2842.4	5107.11	2539.8500000000004	2451.12	3797.02	1467.4	1355.75	1241.95	5376.86	8983.67	3302.2300000000005	3312.49	7422.67
EC:6.2.1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:6.2.1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	9.0	24.0	0.0	0.0
EC:6.2.1.14	0.0	2.0	36.0	0.0	16.0	6.0	12.0	68.0	140.0	64.0	0.0	94.0	0.0	0.0	0.0	8.0	16.0	26.0	9.0	0.0	0.0	0.0	4.0	51.0	25.0	363.0	698.0	279.0	193.75	513.0
EC:6.2.1.16	12.0	22.0	9.0	0.0	35.0	40.0	9.0	18.0	37.0	17.0	0.0	77.25	0.0	0.0	0.0	2304.33	1306.0	1447.67	1665.75	990.76	1081.92	286.0	451.0	487.0	452.0	725.75	1009.77	449.83	608.3299999999999	1176.33
EC:6.2.1.17	19.75	19.25	2.0	0.0	4.75	1364.75	5.5	536.5	19.0	12.75	7.25	3136.0	3182.75	3300.0	1580.75	693.75	596.75	938.5	594.15	580.92	613.5	79.25	79.0	187.75	144.25	671.05	1576.33	537.0799999999999	582.08	793.5
EC:6.2.1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	13.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:6.2.1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0
EC:6.2.1.20	46.59	171.75	572.8299999999999	809.5	1374.07	1511.59	1110.03	895.5	267.34000000000003	323.41	67.75	3524.74	3543.58	3487.5	2358.42	1622.92	2122.42	2641.93	4488.35	2636.59	1017.03	3375.86	855.5600000000001	824.6599999999999	569.58	681.62	1875.0	1122.3200000000002	1093.9299999999998	978.7
EC:6.2.1.22	4548.59	3135.75	3083.83	3060.5000000000005	2643.06	4784.59	3477.7200000000003	2903.17	2521.34	3256.41	171.75	3692.41	4062.91	3706.17	2433.42	4533.92	2424.17	2514.33	4405.01	3363.59	2469.33	6182.889999999999	1355.56	826.23	785.5799999999999	565.21	1735.0	997.0	1046.59	797.3
EC:6.2.1.25	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.33	43.0	12.0	59.0	51.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:6.2.1.26	2773.59	362.58	942.83	1458.0	2008.99	2498.09	2267.03	1232.42	476.34	599.33	8465.59	3922.49	3678.88	3632.5	2439.42	1248.9199999999998	1793.92	1983.33	4463.6900000000005	2490.32	693.53	3661.49	907.86	813.9100000000001	639.88	2664.65	5157.06	2222.54	1940.33	3322.93
EC:6.2.1.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:6.2.1.3	14069.43	1810.75	1248.66	2036.5	2964.15	6309.43	5661.03	2663.58	1368.68	751.82	32398.75	5047.07	4325.48	3590.33	3277.09	8520.92	6542.89	6647.83	12588.79	6806.539999999999	3881.14	5228.12	3102.62	3077.82	2476.61	11432.91	18417.16	8135.719999999999	7308.83	14970.03
EC:6.2.1.30	3847.25	2255.25	463.0	776.0	644.74	2145.5	2241.7	830.17	575.0	31.75	1336.75	3784.75	3493.88	3456.67	1662.75	1841.41	857.55	624.44	1422.2	523.59	633.0300000000001	2747.48	478.4	424.75	362.05	3051.1800000000003	5759.65	1969.74	2009.52	4344.53
EC:6.2.1.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	3.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:6.2.1.32	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	8.0	0.0	0.0	78.0	38.0	36.0	59.0	51.0	64.0	0.0	0.0	0.0	7.0	119.0	183.0	64.0	39.0	140.0
EC:6.2.1.34	12.0	22.0	9.0	0.0	35.0	40.0	12.0	18.0	37.0	17.0	0.0	35.0	20.0	0.0	0.0	1723.0	777.8	514.67	1143.75	480.42	532.25	212.0	397.0	334.0	328.8	495.62	913.17	392.67	463.0	827.0
EC:6.2.1.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:6.2.1.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:6.2.1.40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
EC:6.2.1.5	1565.1799999999998	445.5	1794.16	2483.0	3968.14	3593.6800000000003	2821.06	1827.0	643.1800000000001	680.82	657.5	7560.98	7255.96	7001.0	4874.84	7049.84	6050.4400000000005	6733.780000000001	12278.2	6941.360000000001	3429.56	7751.219999999999	2657.12	2639.32	1960.76	5789.299999999999	11022.22	4631.299999999999	4488.860000000001	8355.24
EC:6.2.1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:6.3.1.1	42850.09	40990.75	31177.83	28535.5	24986.82	32915.59	30298.53	34204.25	33316.94	38769.91	20363.75	22920.11	16911.58	15119.5	23542.42	21300.32	44679.37	28284.93	27968.62	33766.590000000004	31319.53	49648.74	30251.060000000005	3764.28	24952.88	5889.34	12234.9	6327.32	10087.75	8902.630000000001
EC:6.3.1.10	4962.5	1892.5	966.0	1132.0	731.99	1584.5	2578.03	534.5	782.6	105.0	1437.0	799.78	586.4	98.0	54.0	2559.67	1454.0	1589.67	2020.07	1082.09	1333.42	2818.15	531.0	646.3199999999999	599.0	3907.53	5948.75	2340.05	1851.1	4830.950000000001
EC:6.3.1.11	19.75	19.25	418.0	669.0	591.74	1379.0	1074.36	543.17	19.0	12.75	2.75	3219.0	3369.08	3434.67	1624.75	8.75	16.55	15.1	175.87	10.92	16.7	2503.15	14.4	3.5	4.05	166.99	923.09	279.5	330.75	188.37
