pathway	111A	115A	119A	120A	124A	129A	134A	135A	137A	111B	115B	119B	120B	124B	129B	134B	135B	137B
PWY-5855	103.68117047611987	114.29758946023524	46.58891121358708	0.0	54.93720796240638	39.79509788673239	181.71606021733496	231.4089255605793	23.68704631602866	122.40456609394823	90.8765018353064	107.79610262197583	72.07891586618534	95.9054195878124	84.74435021027809	171.08048885448216	209.9048180322815	56.646333627859285
PWY-5856	103.68117047611987	114.29758946023524	46.58891121358708	0.0	54.93720796240638	39.79509788673239	181.71606021733496	231.4089255605793	23.68704631602866	122.40456609394823	90.8765018353064	107.79610262197583	72.07891586618534	95.9054195878124	84.74435021027809	171.08048885448216	209.9048180322815	56.646333627859285
PWY-5857	103.68117047611987	114.29758946023524	46.58891121358708	0.0	54.93720796240638	39.79509788673239	181.71606021733496	231.4089255605793	23.68704631602866	122.40456609394823	90.8765018353064	107.79610262197583	72.07891586618534	95.9054195878124	84.74435021027809	171.08048885448216	209.9048180322815	56.646333627859285
PWY-5860	674.7252651281218	242.64458616268416	533.039666387398	462.4642815671253	1140.8748629929762	399.1439962466295	236.2778655412397	208.9290122563847	382.0205037552061	238.6563884638052	1749.3773380027394	385.6084058369378	1113.4147044414226	1170.6288399028458	2777.711832997032	564.4186143471738	1754.669129739632	725.083111358901
PWY-5861	881.4266418333237	319.6483199997483	699.9872476893663	608.7433715323714	1477.097571414983	519.6500061416822	310.4101847185348	276.4353641626115	513.0139572318703	318.3729606276572	2238.720044984199	489.398024211661	1413.0661142519516	1459.5186659230728	3361.609829466864	749.1178416174973	2213.6807010488856	922.4905610987176
PWY-5862	674.7252651281218	242.64458616268416	533.039666387398	462.4642815671253	1140.8748629929762	399.1439962466295	236.2778655412397	208.9290122563847	382.0205037552061	238.6563884638052	1749.3773380027394	385.6084058369378	1113.4147044414226	1170.6288399028458	2777.711832997032	564.4186143471738	1754.669129739632	725.083111358901
PWY-5863	448.0466532753762	161.02960016886598	354.4813450346637	308.5385602599865	757.5796750934583	264.7919024958064	156.73119431999268	139.10449602402824	259.36541203719315	163.194310901925	1158.4365496361354	251.2115616429733	727.5217039049617	766.5582865596471	1786.246167697828	383.8068008097482	1145.3599528409231	473.5850389810871
PWY-5896	984.8605640371712	357.8458169249142	783.7028616514057	684.178442971669	1656.445399668072	584.0444016845468	349.9340703858691	311.04953483477937	565.106263681772	354.4218829814107	2477.3584626621305	568.4367396881714	1640.3897139245107	1693.28857774417	3948.554648559465	815.6346369912901	2552.458370861642	1068.9459194033266
PWY-5897	1132.0166496350296	413.5619118756655	903.6970703535512	791.067557922086	1893.6958200144825	668.880669752979	403.96669280111377	360.89571468913306	665.9363077576558	422.7120121492692	2830.0854953967355	645.6376981766966	1862.9196266694385	1912.7798301809755	4368.176286750052	962.6665048739044	2883.2618688369416	1215.294030661756
PWY-5898	1132.0166496350296	413.5619118756655	903.6970703535512	791.067557922086	1893.6958200144825	668.880669752979	403.96669280111377	360.89571468913306	665.9363077576558	422.7120121492692	2830.0854953967355	645.6376981766966	1862.9196266694385	1912.7798301809755	4368.176286750052	962.6665048739044	2883.2618688369416	1215.294030661756
PWY-5899	1132.0166496350296	413.5619118756655	903.6970703535512	791.067557922086	1893.6958200144825	668.880669752979	403.96669280111377	360.89571468913306	665.9363077576558	422.7120121492692	2830.0854953967355	645.6376981766966	1862.9196266694385	1912.7798301809755	4368.176286750052	962.6665048739044	2883.2618688369416	1215.294030661756
PWY-5910	15950.644568227974	19645.127007281782	16716.150497346975	15562.337502499506	19529.092100180103	12480.489381125886	18192.66992101469	18512.135142149207	19862.5427686972	29922.862171744186	28308.26402419141	49233.08464031198	66633.97291615386	33256.088172968455	59608.25394085256	39900.73845681004	62040.75099745105	52026.26260683029
PWY-5913	3267.2447719467127	1690.8219260050917	2984.6293367028447	5694.264682066636	6088.946569848807	3182.1659116069195	6624.085633665364	12259.82198424955	4960.117386387829	4383.734885036925	7212.011211397806	12590.516511877498	23213.279662855653	14283.254389375705	21207.31726343173	9475.855920071705	26449.14979668466	14553.195745832922
PWY-5918	97.9639822528624	3488.3202288957013	3512.311610047623	3493.5318125944527	2865.730884468141	2769.1854067724257	1605.3432199429974	3274.632666461	4743.974539839184	239.8939440224832	204.88782460782363	173.79626745493547	200.55662701280508	264.51809814831137	180.5930344656033	312.0038272128701	343.63183496615034	147.26636509907607
PWY-5920	64.40844263104823	181.78513081871972	74.0468995104172	0.0	87.30496421526824	63.05385282502576	229.0785136816021	356.068015364997	37.79772031063733	28.437122093834912	61.85095511417909	40.99524014019456	0.0	72.43835287445758	32.01399333869151	53.48055370149938	98.40605790150164	11.40372484373505
PWY-5941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.672742456587506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5971	548.0075376130036	422.826777357466	1855.791564467541	1472.5155055883715	1618.1608209202257	422.2340888953572	324.0013502309699	976.4651119141528	1308.8117470284692	1172.867265959125	697.3975692033594	536.6130206807745	620.0060032176801	1025.8107300827996	881.0610552828662	796.5099231549653	3153.132297617981	415.5926892965263
PWY-5973	37685.884060837176	43937.122519396966	37093.1321411382	30164.39285630608	36440.52048104745	38524.86010795178	36486.68857080266	29148.90751222393	47152.24009510318	73729.75477603883	98397.86357579884	76395.27283894602	70145.26647276629	39394.13053159598	60480.80337915962	108283.06419800084	58825.74349946421	81817.81160749866
PWY-5989	330.454814791047	254.35286847887085	1133.727429764153	899.6336905569896	985.9144849477076	254.46362606078543	194.96654398806496	592.6029904447122	793.4893387021708	691.4397369221026	418.4915595511664	319.49394535490137	371.803797170055	615.7202413287274	529.723665941495	475.8935088659223	1908.6844106389028	249.03427944605087
PWY-6071	0.0	60.355406264182825	22.959565972373035	0.0	24.251183294364058	8.958887714951398	7.69128531702499	0.0	6.865763016540854	9.139810108087293	21.367369182630345	54.08067165297572	2.559482422713592	3.814132282789824	0.0	21.05756357401292	0.0	5.716431395756701
PWY-6107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6121	38964.10862503253	41910.665975896496	37049.92135167924	30428.821163494096	37442.84031523644	38230.220338332525	36795.92358099444	27116.025493359703	46504.2163069122	53538.6880945932	85010.48628092841	62188.52065933073	63398.97280821307	27581.58297158399	54973.058698081135	105968.5173457209	49296.078967631525	65155.069785828455
PWY-6122	39274.01372580553	43029.04248750623	37349.64909924162	30174.72993712783	37640.35349155822	39225.87490987194	37754.73654322042	27152.78180924638	47350.85893928391	55507.45996555227	87465.82848256576	64420.40193161095	64997.26714545618	28188.403964476747	56510.22753216717	109856.87297295337	50366.36548622681	67273.90074480324
PWY-6123	34358.85025029487	37550.72368490883	31618.75909307693	26272.4425716057	32375.62557318584	33090.70122202045	31617.23546118246	24153.686401139825	39927.12328693888	52981.24036647526	79889.27639282643	61424.33088328908	61306.6482942448	27067.01713353996	51291.57263091664	100713.51152769818	46847.25970944212	63368.444847613566
PWY-6125	32504.72230439273	35969.17150162564	28057.88700970038	20696.50323865085	30824.70819710957	18515.291478915668	26967.52883262596	21871.6033665868	30472.59076381726	60689.05706719924	86418.43295560348	75782.16836489445	72336.93873785067	35952.92945161236	63008.67797909219	107559.22508479004	60149.36738118036	75764.9534287693
PWY-6126	37871.969568946566	43687.19947885108	38293.73912880944	33162.32677922602	39778.5471887394	39606.728517463416	38879.8086158184	36102.34374910864	48074.501887339226	65447.64402898782	93709.3338959746	87307.42858502135	95545.51582077554	51945.42935854306	87944.03883436529	111098.63884035416	91516.03708496454	88235.64049739753
PWY-6141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6147	12028.69506202089	10319.098792577504	14600.401738219192	16561.9793984503	15724.85391472277	18829.04570959572	12509.341556655936	15678.085410881287	21505.712358440887	9624.00140916604	10874.670682087504	10049.013047382436	27449.22832465317	13299.379414179744	25861.51327842189	6594.696808901983	26949.66177509074	19475.27659589061
PWY-6148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6151	31573.31540443808	35041.20020019806	28731.344047088485	24098.02602129986	30217.81995780292	28253.1808634788	29239.156968296484	22604.40728108076	34834.54455696583	58033.42426857425	82105.50085624486	64104.17355837097	63579.60594269023	31301.747273785124	54853.63824806676	93380.7207873274	50994.75197308541	66292.4162840037
PWY-6163	15655.791775139196	16249.897108441355	18247.01503154594	20040.186278422403	17509.445597738933	30288.637186085285	20211.2014706454	18718.054964773983	32497.467925329853	27785.445135944345	25055.493708163525	18695.12731575152	34103.28754068783	21992.462909090475	29158.28859295108	8787.107945806105	31618.55618022873	31478.53631569464
PWY-6165	0.0	0.0	0.0	0.0	0.0	0.0	15.80513697010565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6182	0.0	7.963593427137657	0.0	0.0	8.486871909395438	8.829106945975743	10.00231478569362	0.0	0.0	16.573693687377062	22.225787606110863	50.26679387999243	3.3013294304183445	36.5233394165018	17.852297592997814	35.980035799252704	21.4468085106383	12.75995080026682
PWY-6185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.858182082117622	51.84594471594268	2.0853621155779205	15.91871558979748	0.0	6.620807183627286	0.0	0.0
PWY-621	40632.68060485309	47271.215125098825	37746.31922496867	26331.466563272585	38259.69607813152	40538.89456885885	45043.44141514932	34585.01083581504	46546.98876429594	68894.44263896946	107212.1736480912	89162.25774538572	74084.67591143512	37558.34149310124	77091.34329839819	128512.84682675026	76666.67066627936	84948.90346854927
PWY-6210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6263	2067.156058640571	2651.719327506981	5111.449100628138	3456.4931469576013	2911.3309067120754	4291.21811259925	2555.521691897632	3503.057755780546	5535.031412609169	0.0	210.704598481018	29.89852177716533	29.964202761804945	0.0	517.1971655153586	1560.6271363138603	311.6250047618475	29.94773202570271
PWY-6269	4709.303271140811	8158.991130055356	7755.325380205185	6764.034054237688	5371.057836156274	19469.85857884332	12317.153408191743	8523.519888389961	17768.224153319607	422.1094530763687	2794.0678459655605	234.5035096090492	2204.294639667928	688.3753840412794	6707.952169732587	2759.6831019582214	5339.00385427429	1608.5167926643771
PWY-6277	39274.01372580553	43029.04248750623	37349.64909924162	30174.72993712783	37640.35349155822	39225.87490987194	37754.73654322042	27152.78180924638	47350.85893928391	55507.45996555227	87465.82848256576	64420.40193161095	64997.26714545618	28188.403964476747	56510.22753216717	109856.87297295337	50366.36548622681	67273.90074480324
PWY-6282	330.67807051899155	254.7193486739204	1135.8323733410396	900.4965793492087	987.5654560079385	254.60437841531424	195.12748671113025	593.196507451124	794.5459694896176	713.6127967686446	419.8926008516946	323.85381665422904	373.512494430203	622.6621004684711	531.5576403722088	480.2769612123656	1929.167639382173	250.06293607624315
PWY-6317	34515.213406418465	38103.09381657229	33300.891202947656	28943.19138958749	35403.311823067525	35192.03084513416	34045.74214592668	30314.922231574583	41200.96428539638	53910.01498204663	83326.82020680403	74434.25926513544	86856.4891157035	41331.97224200927	79217.02961953294	103192.36177806208	79400.12627025833	73143.38367149477
PWY-6338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6353	2554.482498445382	3516.269006377781	2944.408217532203	2633.01198002528	3348.4963396371954	9216.76476249103	11632.861799666058	10163.276419155254	9299.00534453484	1290.9897770589605	3141.0677061003275	516.2891370212234	1852.508261886161	1296.885417437332	5985.057439728275	5733.241848623377	13748.760050959909	5321.799233634689
PWY-6383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.339897881181712	0.0	0.0	0.0	9.998669713575683	0.0	0.0	0.0	0.0
PWY-6385	36138.20344692269	41513.76908391651	35529.48321017274	30154.980504191823	36749.9152845549	36490.6864102023	35298.49108195184	32137.61409702217	44621.82532079535	68379.93147929362	95219.04760578334	82284.4508526359	86335.82094794136	47011.1646393831	78502.10811008858	108258.1042606521	80982.01817225722	83845.01972820934
PWY-6386	35988.59125742617	41976.70547873732	35523.91541521559	29712.135808393185	36211.105692160745	36673.93689659892	35033.83157255311	31876.410264541977	44911.12403305528	74401.84182393886	98561.01580359558	83670.8415196566	84103.63378332612	48749.45716905098	76638.34771788806	106233.40544194136	79753.72437131258	86645.72689779085
PWY-6387	37178.67193083139	43263.33688026955	36553.320858109735	30724.60313405771	37564.720321762965	37106.4990950553	36140.373025604174	33003.36897910486	45765.02322862476	76379.89049586876	101863.94451628864	87058.80337847711	88361.76240196894	50520.242927381136	80281.88651830942	111245.37258332947	83568.21923871925	89777.01702369419
PWY-6396	0.0	23.983505147407165	71.79337258047468	39.91559832742082	59.87765951219489	31.918734876380405	39.92471810669154	27.953962402278023	23.97603280478439	321.1579114853784	159.71815858917046	87.89954666140436	163.63727009452933	175.12038010385476	147.6514603378319	235.52358907076444	254.84106775067224	103.8694088651062
PWY-6397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.471868533342087	0.0	0.0	0.0	0.0
PWY-6404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6467	6530.299999999999	4254.42	8086.65	8151.85	8070.75	4671.679999999999	3650.5	6214.92	7450.25	862.5000000000001	5180.07	1255.71	3712.1	2446.55	4520.08	2078.51	5428.0	2544.5
PWY-6470	143.3950607427121	76.6532479307225	105.25547088360338	76.57274980444495	0.0	38.35062154091798	67.052986179123	124.25772779901274	0.0	865.602499133395	711.4779104316463	644.6840792500221	1143.1488457890848	390.30030810048623	587.7050115614142	1134.0759952188737	628.717920990462	388.6380036902445
PWY-6471	31375.542064848	37085.15341221943	29756.676070944668	23939.452769403564	31612.1970376306	27388.19206528924	28533.39595026445	26516.3438489402	35391.66478451948	63257.51200955964	87746.29208580569	77638.99537614355	79939.02189716868	43235.60535124564	74010.87985449121	101106.09259864458	75255.59092026143	78249.10325741975
PWY-6478	744.6320047194362	1156.3243189241678	1192.4101183314588	1068.774926944322	850.5852498495875	3751.3601263237297	1972.1710415500715	1084.6031391075871	3426.546232222938	84.36409274604885	248.4090930872803	38.738709517333184	46.70690984969085	113.26454422897436	957.261142509371	0.0	700.8047066635355	108.016068565511
PWY-6505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6507	6501.380492438684	7342.9798677708	10369.62564412089	11199.81685320174	10405.88227154932	11799.391998884796	7257.783887538599	8170.491960087667	10913.58122299765	1261.2523190462146	8239.457281719004	2316.16203815865	6887.390798929461	4309.847652962046	10952.694968165102	2396.880761522272	9839.003803604692	4277.988834345307
PWY-6519	590.617136038159	446.1082521835544	1864.725993156356	1513.847738219715	1669.1140499571268	444.1890667335501	344.6950334569575	1012.0671709554256	1341.845614753481	960.8921003555396	742.7070026961209	534.3979259196645	656.8991701806059	1023.0391128623398	923.275432353761	769.687382446311	2990.8183542791858	439.1201316055627
PWY-6545	3605.105796218344	6867.818943077262	3900.666461529732	2936.1349262025024	3497.549539839324	6752.913656578239	6650.756696061124	5451.2700105310605	10006.143924921987	381.3838456694064	4022.038597740443	474.5276617965915	7797.0636041902	2661.1127846662703	7383.877740970283	9305.283202489942	5313.863385343628	2337.03810101681
PWY-6562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.075574486648867	62.11484821735872	1.0308311268901078	20.643280872961164	0.0	8.939355562800106	0.0	0.0
PWY-6565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6572	44.3358905206096	149.16583721120205	406.04458836505705	483.3008358783917	706.059003364143	15.077248205759172	0.0	434.4745341614907	419.7802584161027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.798914766921532	0.0
PWY-6581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6588	1762.669648777594	2582.028606560462	2429.6016263420643	2065.942462370121	1816.9318069777253	10112.086795255354	4566.491132207952	3508.983902941923	8584.740409717402	167.98996665426156	209.22426169311208	39.94463343010134	185.31120596012	66.87319949272963	1403.0550905572345	1297.2477144452057	3080.0545351686337	1420.259888474673
PWY-6590	411.28997874025066	556.8550590056274	340.2577002071372	150.2329943449767	318.8300819809353	1362.263425703548	901.674086205601	480.08644210497255	1162.0815394808644	175.23159461399482	314.51669998790373	48.021461509471486	362.8049785821	423.3683487387605	534.7425382612557	602.9426773578152	689.3720075235276	258.8356166384305
PWY-6608	1970.3834834987365	3649.585453664619	4108.494847214623	3620.349947809927	3948.0950510826297	7983.696226100812	8955.419694283848	7172.024744431625	6310.714526155821	781.7744017704047	3334.102400363304	324.7325722978628	3795.326119400489	992.9180372252124	6563.534879797	4233.982198806268	8585.133302738179	3128.359454126429
PWY-6609	32584.265940921632	38266.18890981492	32459.955266875124	28495.16141705122	32574.86558327471	34456.826217705835	37360.50522626371	28450.242599223835	41772.88977287596	64549.38614487312	86495.41323103753	67307.68068101454	72718.63759695194	36183.78551490239	53719.00867263635	99447.21008673206	54565.879816337314	72465.28277513658
PWY-6612	11864.446901351082	10388.27662060602	14576.54383990487	14701.379258447416	13042.05684933825	14452.932799540014	15233.179849634673	16800.688150137063	19676.25504813168	1198.0388894787873	1195.7748189500212	900.5887505790747	12715.638779368095	2458.5970449945567	3281.7787251504947	9316.190505525616	14401.97847319039	6730.611587667738
PWY-6628	605.8163221002872	654.3233515500344	569.6334266033542	2995.7842686063154	5293.4956045465415	752.8878403429461	6786.739087204349	3796.345602123737	642.8104518997869	1547.8993454855354	1398.676744954777	665.7453192450586	9973.176353515177	3030.7106035129423	2894.6346536854926	5787.346699329039	6509.58529220584	1893.1642806333289
PWY-6629	0.0	476.5565670110928	186.8905379501688	0.0	180.83197969016013	59.878406058198586	50.87285593488595	0.0	53.90373904769068	26.85353261051872	116.20896659936524	41.66041527255822	11.988398224446694	8.990260697025684	0.0	97.60838049263212	0.0	29.92739648957319
PWY-6630	605.3101087141758	653.3119997497554	568.7553194235596	2982.6177021971007	5229.0709566245305	752.7817501832372	6758.43183559301	3792.470824298283	642.7504135460886	1671.1812206263548	1388.6907486491673	687.9734440653945	10508.83454210132	3176.059257046391	2924.3599644487394	5824.147237220401	6673.583974093623	1952.5559483090456
PWY-6641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6690	0.0	44.72727272727273	17.181818181818183	0.0	18.144915254237286	6.702127659574468	5.7695530726256985	0.0	5.014285714285714	3.350823012512337	16.22491283676704	39.08635652019214	1.4910179640718562	1.1197996918335904	0.0	13.847623421354765	0.0	3.6659192825112106
PWY-6700	11069.183480491314	7462.611944820261	12960.886827692946	14465.480450441832	12728.622591402112	8794.395930334273	9582.57866699728	10558.845839632771	12390.366899911263	1935.089715062432	10478.711769720425	2636.3233166209134	17113.808623199875	5734.525222175489	9182.751702029174	5576.256004356567	11691.27150578476	6390.524229391361
PWY-6703	7351.23290269913	4793.353127350055	7906.759424095117	8832.314963054505	9107.19384198211	5550.200217959801	5679.834140432092	8086.410089502157	8322.386729534059	1232.566270189386	6395.734201603898	1688.061409583309	5120.729482403005	3352.629682159366	6692.886559324542	2872.815183074056	7965.671846979661	3758.265100885439
PWY-6708	103.68117047611987	114.29758946023524	46.58891121358708	0.0	54.93720796240638	39.79509788673239	181.71606021733496	231.4089255605793	23.68704631602866	122.40456609394823	90.8765018353064	107.79610262197583	72.07891586618534	95.9054195878124	84.74435021027809	171.08048885448216	209.9048180322815	56.646333627859285
PWY-6713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4077791718946049	0.0	0.0	0.0	0.0
PWY-6728	0.0	0.0	0.0	0.0	0.0	0.0	47.816531366487936	0.0	0.0	5.749813394900433	0.0	0.0	0.0	0.0	0.0	22.231449895625826	0.0	11.587161509275688
PWY-6731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6737	21787.75274686532	22952.72865248972	22995.17455909819	20050.46314674752	20786.614240251667	35641.61343922675	25176.49695052453	20774.6557495874	36905.05643739294	4645.318770100781	22020.41532961492	4336.549753818271	11841.920387640264	7500.5514759149155	29501.149955920988	8625.252803448666	25119.34145301431	11471.732394936493
PWY-6749	3.33981244143638	61.947780899472754	105.80655568715788	153.5127401412895	219.20559150093572	36.63910382286274	29.66727179006192	450.8956796586516	499.4051119733262	0.0	14.658751904258288	0.0	0.0	0.0	21.336748219770207	7.999674080771808	32.3330199374311	21.33708155571829
PWY-6876	0.0	0.0	0.0	115.58246112337416	292.8585319966866	49.95949546210099	4566.491132207952	3508.983902941923	523.5206393623245	13.99303043812545	0.0	1.999861401324088	185.31120596012	11.59619313465618	33.97925338429746	1297.2477144452057	3080.0545351686337	1420.259888474673
PWY-6891	479.803069967457	934.9909433864832	499.1041451142864	746.3906036165664	673.4354240932884	1321.11471793573	2693.690999495057	1280.1700478389569	1639.0531936270374	52.42778711363303	720.2578419261298	75.76172653343696	3096.491237785322	520.5070691785776	1313.1658654216053	3760.192410656746	1335.699469588929	137.8727766773315
PWY-6892	9359.596174873395	6600.78207729186	8066.905833587379	7980.846271119524	8851.285420788085	8314.166857097103	7245.290246837592	8457.010423804104	9599.808397398892	1896.615064915244	10751.577638861054	2442.4189884215275	8334.223198819143	4759.269517559655	10277.202035384693	5329.087210082071	10775.903932664847	4884.336916670773
PWY-6895	2030.2958922101668	3141.442483161809	2173.1609452071507	3029.612017906916	2776.9249782477445	4510.437135310772	5543.593157007296	4396.003921025827	5727.94479041597	232.80680530304005	2669.697243886861	335.45823679059083	5631.06610146461	1764.9261611648787	4145.199575548458	3555.8419368620234	4392.539415652372	618.5515773424638
PWY-6897	10722.53157690197	8179.311037826961	13878.65697476952	13836.32416876759	13390.781977286952	19413.54158731687	12381.01777184762	13438.461126590331	18109.58743376018	10496.992858091851	8765.386677992396	11258.635635739383	29927.539801003204	14380.69308660383	28522.311326504943	7243.166952562045	29677.3046902085	21076.77945683816
PWY-6901	15590.758021553993	3895.74442529918	9046.109471189671	14386.215059766164	14732.962350983576	8370.717307277948	6775.453773526841	15720.086329927708	17851.95402593486	24718.0715288481	13534.620864769126	24429.78790640621	46267.18961983584	24464.193206349777	42528.48792549724	10837.236005766204	44683.58975572352	39425.433239524944
PWY-6906	0.0	0.0	0.0	0.0	0.0	9.3713205705964	10.614698577432543	0.0	8.9965271965393	0.0	29.952945165131023	24.69770911971321	0.0	19.971541057555573	7.491587101984956	24.298439725362527	0.0	0.0
PWY-6944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6969	9145.271990015914	6101.925752473167	5551.146811066199	6792.850902628588	8428.91616531525	7913.826453863696	7142.4044848409085	8387.39662770545	14477.713879233128	1330.9640116863084	3544.202197365937	780.1443199408816	1599.0573952899758	1770.4909736316883	5602.064028282895	2269.9935468852136	7999.209223622751	2474.904725953586
PWY-6992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7003	4383.734840532273	5983.125949074165	5718.746079197585	4933.367638618988	4616.617832178439	15129.766274158235	8124.876439162158	4395.910511688409	15164.456137731222	499.2954037042981	617.9882659739445	119.58672812675796	91.8762074410086	199.55576109465173	3964.787773536836	126.35196404400762	1990.810876730315	161.47640076242357
PWY-7007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.319709040116104	0.0	0.0	0.0	9.817867215087118	0.0	0.0	0.0	0.0
PWY-7013	376.45119594637055	263.584287280775	293.3021489381903	245.39441669727137	203.7036463969424	2001.7523373716888	793.8307411429923	309.02924876934884	1991.9195120240388	135.94407167630757	59.391938351681766	172.18117516251218	0.0	0.0	748.1900510608226	32.57806553877568	369.5614223040004	111.98782725198178
PWY-7031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7090	104.04347273021966	151.76912201839798	178.5580747752363	134.50420593846454	207.25051405976112	363.24983943557686	231.39126600970243	122.83159385427632	379.3901632705986	39.4930046702092	226.3397284338265	0.0	50.55363584965384	62.87837972662876	355.9198128353121	57.52051813074757	780.2488531993928	97.81036548998694
PWY-7094	0.0	33.36063064271448	38.63905785083755	0.0	36.13757866643696	70.80113937801634	122.74951519478314	0.0	54.13086926502304	236.61818762943264	126.83550912174296	135.65604818776484	124.96288348749252	180.06375759798786	164.25376259513698	198.44094456741496	237.24258881519384	88.83008036490254
PWY-7097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
