pathway	050A	051A	052A	058A	059A	060A	064A	065A	066A	067A	073A	074A	075A	080A	081A	082A	083A	084A	085A	086A	087A	088A	095A	096A	097A	102A	103A	104A	105A	106A	107A	214A	215A	216A	226A	227A	228A	229A	230A	231A	232A	233A	234A	235A	236A	237A	238A	239A	240A	139A	140A	141A	142A	143A	144A	145A	146A	147A	148A	149A	150A	151A	152A	153A	154A	155A	156A	157A	158A	159A	160A	161A	162A	163A	164A	165A	166A	167A	168A	169A	249A	250A	251A	252A	253A	254A	255A	256A	257A	258A	259A	260A	261A	262A	263A	108A	109A	110A	111A	112A	113A	114A	115A	116A	117A	118A	119A	120A	121A	122A	123A	124A	125A	126A	127A	128A	129A	130A	131A	132A	133A	134A	135A	136A	137A	138A	1	2	3	7	8	11	13	14	15	22	23	24	25	30	40	41	42	43	46	47	48	49
PWY-6404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6467	1819.33	3381.25	2018.0	4298.91	4228.75	4044.67	1027.26	2184.93	868.87	392.54	2256.59	635.13	270.24999999999994	610.34	595.8299999999999	508.99	997.0	1159.4500000000005	1411.32	3462.33	1321.34	2265.09	4338.37	1657.9300000000003	2200.03	588.33	527.83	1888.25	1183.75	392.34	343.91	10871.58	8368.75	7435.13	3954.9899999999993	3686.58	3515.5	3385.75	2741.3100000000004	1726.49	3424.5	5982.74	5871.240000000001	2436.42	7975.250000000001	7549.25	4607.33	1678.9899999999998	5296.84	7860.179999999999	10939.37	5290.419999999999	3823.51	10428.9	5232.96	5271.12	7008.07	6662.749999999999	2785.59	3599.66	1244.49	3970.3200000000006	2269.66	3014.6400000000003	8371.02	5159.66	5571.25	7240.26	6843.93	7601.380000000001	6158.68	11353.13	6587.09	6756.61	6392.77	8890.25	5082.33	6677.34	2025.01	6807.490000000001	11522.739999999998	13171.75	12734.56	14197.59	6384.92	9563.51	9809.85	2645.99	14051.749999999998	13917.399999999998	9904.090000000002	10360.01	11590.16	15855.750000000002	11701.59	7982.800000000001	8782.5	6619.1	6530.299999999999	8946.449999999999	7619.1	6518.48	4254.42	8015.06	6352.01	10863.55	8086.65	8151.85	8812.92	9020.5	8666.33	8070.75	9402.88	7871.319999999999	7051.47	5394.43	4671.679999999999	5670.75	5919.77	5315.7	6192.33	3650.5	6214.92	2484.42	7450.25	8741.17	1322.0800000000002	1387.88	1409.0	1523.63	1269.2400000000002	7621.93	10422.919999999998	8882.0	8511.22	8291.0	8270.05	8109.830000000001	7224.329999999999	3649.83	9181.469999999998	6954.209999999998	6900.420000000001	9522.34	8298.460000000001	9140.77	2790.14	4454.18
PWY-6470	3575.969386697975	3684.100927395553	7924.911411058702	9595.310311559642	4376.662187872556	3334.739213252473	552.185337733254	0.0	0.0	164.42355181537022	24546.47945745359	20511.377914909608	17924.638420774132	11630.19358880854	11628.82016235816	13255.082548077651	11096.845270239068	6018.3506617100375	7997.197790347185	6894.728805656426	19339.495497711763	17579.184276039494	5465.495687476025	8337.92636006721	8117.894384195025	13790.479165842367	17052.530253811645	4425.6934850417	13148.894289201564	14306.063935505375	18389.973382202046	8565.035305457794	3636.751603396167	4440.046316729957	9470.302203750602	7668.0724291166525	3231.816951283444	7081.738765983871	8613.219425278618	8510.82089433532	8927.701696014858	6920.903538414482	6680.587565105434	10807.649047382904	10361.428578632293	2623.322656741213	14398.392627067617	10084.674212113896	11519.335495072048	1414.964334929103	1056.649826306632	4168.47938022878	5503.984433327767	627.4966883082948	951.4448083066152	2048.991622363156	2026.7841274601176	2148.702953431605	14064.006008049306	8431.417172625806	9902.087773740854	8795.921713821328	6377.196963825314	8720.980997960465	4313.463363941977	4661.281455826886	4381.674066048222	1450.0533905539314	1353.1123455442323	1793.5899302633177	2613.882034250377	4961.118145890036	5318.12004344881	7152.431298839022	4924.596991991779	1867.0208110534577	6559.816819062645	4596.027537074788	5853.074548951284	9875.030652434563	4851.22810498112	2789.225149901605	3274.4856107722367	6123.517185799154	4677.448461608756	4350.127313361029	5109.26660266481	13998.194378208456	13401.814732840396	11992.728263152316	6147.281571663527	10983.87305489184	5159.681064479717	4810.995105608324	5213.967530455495	206.79083378351868	114.7860235872654	200.3659093897284	143.3950607427121	114.73960383548676	0.0	0.0	76.6532479307225	76.52126192716513	86.19354938840902	47.92243239457792	105.25547088360338	76.57274980444495	57.51272445079723	105.30268703547532	0.0	0.0	76.61698535978418	0.0	133.77322324982777	0.0	38.35062154091798	76.58032382070763	0.0	47.93573370616875	114.71622245891515	67.052986179123	124.25772779901274	0.0	0.0	114.81576951120356	39466.78008214366	41354.15357155771	41223.12877930947	32146.05868099668	34917.1760607554	8783.01002133157	9393.324232698982	5076.086372776882	6656.352469214391	7219.139357014234	15086.183169847754	20321.056634179764	10168.783748671563	6118.6207443082585	13804.532225446408	19532.70472203183	12878.978391431498	14319.998856502873	13729.821858095138	14596.81793122358	38875.86632402205	23542.94737989749
PWY-6471	14195.675646240135	28859.524342474902	32066.515792069746	30539.67301919811	31650.920256585647	23815.919450845427	35428.25982738126	37038.46126955573	29897.507717616383	35049.71255669436	45569.28394835031	40249.98941901181	43057.086885736186	29405.60361351816	32933.829216670434	35926.72499304094	30245.47417308013	24948.037811109298	26602.30889280481	22742.39052168668	37337.86159518115	34783.88440976573	31020.39224839489	30331.65593747428	32120.754195092963	38049.19527111194	37793.52582362626	8566.769238475552	35818.24079530742	35081.11097832815	40917.62389687495	25990.15438901894	15636.6249416432	6756.430960922637	24012.76104059436	17480.404663606998	15926.082758267752	16011.910264342809	22719.88935742657	19894.43421164994	20895.35101891572	17547.663029367883	17655.48019269277	24581.49714218674	23073.05937839226	10014.599333696746	26214.91920346772	22764.093948237227	22917.20500859024	30505.43915367592	28198.211431528627	32866.934371518335	31415.264853895547	23635.84903611815	23315.42604325209	27845.95927575206	23995.590737672414	33180.96250530342	36614.10995773556	38221.82262616369	31109.767439486262	30916.34091251864	29401.63016078616	34473.34199422897	19978.284556082854	27231.09514696064	27910.320678964945	23939.977897047844	23132.018963625225	25173.377277100888	26062.67969031285	31563.9558901668	28012.234428493	29106.93830901569	30977.01155452509	24875.02872094935	33270.222002345254	34067.032563912864	32402.68029192712	35393.06017314002	20110.92954979204	15601.472752439113	18679.524133621293	20784.028100855456	17441.627753564964	17063.68259742514	18656.016837292933	17976.922923639224	26181.00931779905	14592.749199147012	23499.930179863364	27210.261289488542	17423.67630251125	20797.311153219194	20168.410605263893	31973.60832105186	29554.97490313508	30025.78237903937	31375.542064848	26404.20317198708	36038.08881779166	30829.02587281154	37085.15341221943	18433.838775385622	33250.92966432253	27305.159957823456	29756.676070944668	23939.452769403564	35012.072027758	34390.96331772713	36732.558480464446	31612.1970376306	29605.495648575423	41210.091370957365	25845.08017882668	18272.90604625584	27388.19206528924	24535.9299711576	22540.35232444287	33029.34040953654	25083.372095372284	28533.39595026445	26516.3438489402	19270.87491453237	35391.66478451948	31950.763656839004	87290.23828211354	77690.57610537534	84343.59727588546	83137.79526726017	75789.92560437042	59962.22889745628	60430.3284477454	52620.20833123727	57782.80051869384	51916.4328634739	78731.09909101516	80250.77818741636	74214.72358597863	38810.839993909576	55283.11799915416	71873.24531547405	68617.93017811267	57982.796090231335	51554.1206853129	55047.11357743954	76627.97974764094	69580.33340598168
PWY-6478	0.0	37.7994433862765	93.99932551298052	275.2815957075179	195.4901045678348	363.5568495641692	838.3861726604366	309.8207998254002	0.0	239.409712124822	264.634952718109	323.5913015969432	159.93610722659983	622.3037568943716	544.6403382363202	335.85093859138385	553.7518112341346	0.0	51.2270521476584	190.70612160334696	71.64211455032866	342.6693374056381	447.09891235121927	260.0417005719033	997.3324515149104	79.92953762165557	0.0	192.34353944775347	0.0	38.35798776005504	0.0	438.5045301005883	206.98961142448712	480.8739870583936	397.09113343243024	659.0068163991583	167.94806599833157	0.0	391.8017924029545	217.6895769467604	872.0574848568153	109.43000613983546	196.0836023065499	67.15269352794884	540.2050098639432	715.9977045160936	671.8864572376137	827.247702723683	944.7557374689992	284.5254828914281	109.11856117462293	91.15388187900778	87.2190181372447	256.40463075921934	129.84264408571332	81.16430275794296	202.41840083138143	164.9652423540732	190.06329630612365	414.8483679354532	0.0	9.990196852964912	59.72537787569074	1112.3885494210222	169.53221106898454	508.51305734626806	182.97588198814125	283.0974077466473	51.72445400281566	98.93793014505144	568.3733571829174	1113.8864963357844	421.45327747475335	444.15563990182807	111.86752171578216	832.2264191863512	720.6685644874763	365.73192701734393	580.5569736587133	420.23142383745335	23.821395521303632	54.77550476591654	315.4289440452884	107.56089398484632	304.5253598138843	285.00439598899754	138.64509334718375	574.4118876072357	642.0109389551607	0.7998150706926642	211.8088362959108	330.93429547769387	245.96045180128507	106.52036525177432	532.2934945628617	521.192456431759	880.2170354934152	420.73768182716594	744.6320047194362	641.1185132911579	530.7917355232094	1328.2682740535222	1156.3243189241678	4693.575795927021	3589.423766855602	1162.879939267894	1192.4101183314588	1068.774926944322	1040.913930109518	1109.7099053231798	1051.416821566864	850.5852498495875	1039.1896471252403	824.6217782851704	5088.852252030949	5707.351254409935	3751.3601263237297	3756.98234474388	738.2086703754915	1067.550335830911	2555.4348534874784	1972.1710415500715	1084.6031391075871	574.8268135291748	3426.546232222938	1470.3547427178548	109.96312727608708	155.78789614445964	141.61502225614922	199.85178673501483	115.50354646887834	47.184456475886655	38.2684936006637	108.9620231643828	28.949792875083663	80.93213350042166	68.70287565299193	107.5907571482937	55.12232694017956	0.0	109.42197907605708	524.775443052926	104.8537988809982	100.45561343736549	45.52947001064192	49.860028387268514	52.12319470727733	41.79026454367276
PWY-6505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.537574876106188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6507	2501.692592555361	4522.171578821354	3235.6662966458484	6032.051271405745	5719.43540453935	5833.229752472797	134.6879569810472	2847.2195412640176	16.440855398594536	374.81834301347374	7333.869661225348	1973.2560491943748	1409.6396966291516	1291.377290901206	743.883395369523	379.99889583995866	1007.2480929513924	20.613408396214208	213.05705496833545	5052.4543052860345	2535.595812250704	4630.717159392859	7089.820391633454	3528.4426234306816	1985.3680820058569	724.0977970925625	167.69120451877683	802.0357221279204	1480.55403400743	469.9744819421967	482.2585662849722	5348.752773831653	5946.254030023337	6464.093177249745	4742.308853112743	4858.063077853408	3869.7956614715617	4217.079627981387	3328.0140828176973	2109.7761797283542	4815.742321962921	3267.0384939583023	5265.245754711099	2618.4422612473536	4888.51171604818	13109.567690256798	7502.132820819864	2489.903992346264	4737.510725742958	12280.912333461129	13956.649684620566	9827.514715661477	7096.105128711042	11933.58365594036	9012.119793725386	9203.384759013166	11562.455272614718	9092.372035129258	4992.732742899335	5359.4784069873485	1765.1157613963603	6724.932802401308	4381.147987060544	6050.653524903792	8314.132912678562	8440.486142268259	7573.047190854164	8789.84742633496	7002.467832896728	8374.587055325928	6587.4454587811415	11516.584417220714	6666.41776835564	8023.499119266702	9550.654733925732	14624.739601900688	11876.185706966562	7150.092901213527	7922.867087078101	9459.381015232528	6751.882956702397	6475.66483311263	6058.702147293715	4541.592272892358	6931.988411071485	8386.945801622851	5795.279495689701	5366.221304154316	16038.025378924352	11849.981455362542	5421.102528932853	6726.084238600209	5199.918362267136	3954.153818008929	5684.7616069804535	6193.694383520504	8143.191437237394	5191.135914577378	6501.380492438684	7112.036474319263	6715.057258963975	10344.702923834244	7342.9798677708	16318.932738610252	11464.659763508247	10043.778597808552	10369.62564412089	11199.81685320174	11713.359402354065	11939.482719577354	11347.730023740109	10405.88227154932	11927.984320373194	10054.020002178047	18674.63535709922	15802.703764454563	11799.391998884796	11370.048494558514	6699.5050318036365	6253.132972016307	10283.205638331734	7257.783887538599	8170.491960087667	3907.964099955812	10913.58122299765	9973.47426000376	705.3343984718189	994.5475670497492	873.0695850137165	1424.976180089228	671.7730290712772	9040.907979051824	11933.610821200651	10017.046723024743	9936.78460667072	9585.89601573672	10466.877684178564	10615.204176233789	9062.57350383473	4671.402741438007	11278.984581179087	7808.412168328612	8789.611360479408	11791.848630566972	10189.73671195537	11252.51257653724	2593.7870032631854	6003.901152336718
PWY-6519	3920.006162196863	7376.448907875749	4618.343189793087	9163.248835686429	9072.551960846717	8418.443503873024	2253.440746154093	5059.928034698168	1899.9458976111475	925.0066273966912	424.7085900099536	1239.8223800370747	586.9173969428875	1252.0093621908593	1299.0882236233842	1091.934107398888	1968.725781857729	2473.930308887628	3016.1396102367407	7239.643460545579	2878.023741264994	4441.3176528584245	8449.830346608172	3640.4849503142814	3575.207669397403	1419.7656120315553	1288.680427744934	3980.287078859392	2487.472656943662	876.7549468316685	793.2556817574435	626.0969256577354	440.3603618143856	10236.058474299716	7829.659534997768	7331.841652959922	6941.121842085872	6775.496753987801	5730.567661906642	3744.7001647902152	5900.729807715742	4229.222318536601	6292.184276009191	5268.963941671107	3880.588985545319	2182.491233882912	4064.924572953933	2839.1807850731366	3383.0153179255253	5513.284510686562	8906.824087365198	7665.387825775475	7924.129011150242	7921.653704653308	7128.250509734478	8781.937732176817	8308.719985053134	3627.296063327999	6281.325475762817	4919.185363572456	2788.742272672028	8246.875676079937	5215.763201636419	5299.900593369213	10196.832043854272	9365.474041050877	8425.928077801409	7674.95918002777	8392.501457546343	9010.684199685713	6663.027429648289	9299.93870533453	5687.497053241015	7998.605553291187	2389.908928904431	5113.573207583147	760.8171102158369	560.3328183429726	883.6709927423639	1054.590854622266	2337.222835044956	867.0757769079084	697.2872275301987	727.3895523223969	410.2830352337395	3254.8191051613617	883.9660080981625	5552.240875281585	462.4546158965052	5859.617900549991	229.80869275758948	298.84137480345106	100.411769005777	41.18524457761316	54.44806382803452	1232.3290225303454	1496.551484795032	1522.7015844977168	590.617136038159	1393.1893140122993	1246.6305486406145	913.9935034527094	446.1082521835544	592.5253827772249	276.3937366628925	1080.333223060947	1864.725993156356	1513.847738219715	1839.9214003409068	3504.583205147916	1896.9063432959767	1669.1140499571268	1920.5011194021308	1738.0477529270509	587.6251905381808	660.3549285380632	444.1890667335501	418.4267713295519	1012.0843940927244	957.4062361108744	849.8850419381254	344.6950334569575	1012.0671709554256	412.2569149066143	1341.845614753481	3304.620926948043	2076.135429839499	1828.9848952797577	1836.5524427433115	2411.205374148894	1792.4432900904058	15532.785892312362	21076.617193036225	17685.72775267309	17612.961212453774	16748.638048705277	17451.65371270165	17130.92419229996	15444.646396323578	7940.089054775198	18522.19067362386	12371.909135397107	14658.458570822357	19406.945920636328	16662.21328995084	18554.198785727665	5499.906305969493	9321.854589944463
PWY-6545	0.0	13.495552909853393	35.97099632315461	0.0	0.0	0.0	410.6039469477189	112.26207770453316	0.0	35.97372750491558	7035.615685697624	3027.5873775768814	4404.922975047237	1375.4985301541512	130.12602387029793	1146.7543561895743	98.76666144788712	0.0	76.34498873789565	31.467264468544208	168.18237591883758	321.7170344820901	31.47636659318367	74.11261815641234	210.473045020722	85.36015819563637	174.9082981824807	177.4188818872386	152.52517952071625	1205.965473366848	146.99033964286474	2087.5384353901763	791.2124321091338	3927.881415397636	1127.810449646589	75.82435642010488	44.91394052235756	67.30955073832985	419.2580980279407	345.51947626531563	3008.608622461087	609.4471244749274	249.31309630404888	31.47226459039387	161.1181065629769	5744.293214031407	178.9783294198944	936.15084252214	724.1057254235424	3676.0663178348254	3235.387269046525	2166.7095904497733	835.3816823460733	2933.5642697080066	1933.671393099562	735.4460515599421	466.453817246908	2256.0735004953654	239.59718615321972	2521.9903646330263	49.44438221152528	1128.8495965643513	3858.800446419282	1421.298347475476	2238.314656997791	1788.6758167244946	1564.654661793552	3943.596217879172	3590.784552702881	3595.375662094162	1780.465449277051	2069.4948888968283	2257.889197787701	1905.6450527484533	2205.4473604107943	3392.168887825263	1065.6964742737064	1662.7604777076365	400.55666840383606	890.1589235366781	4484.1713128764295	3001.5997773890667	3663.395154679734	4138.085123409392	5097.47789391901	2493.7827919424235	2312.991620071717	1044.234863445206	7963.060470608802	220.5594862212764	5485.677714235944	5812.893851258983	3286.325599629043	3649.220578543681	5808.130352055433	6430.972725250892	8576.571695978122	3469.142923944805	3605.105796218344	2935.4046181916424	2790.998921284153	6364.453739703718	6867.818943077262	6364.88357818466	10157.27721873328	5410.671203757453	3900.666461529732	2936.1349262025024	4817.189363680115	4143.596979322331	3072.3316490946045	3497.549539839324	3237.610743377969	3581.2039853442284	7436.041835108205	5724.7678502992685	6752.913656578239	6268.542896673514	5684.987107632902	8073.241539772761	9036.864630765343	6650.756696061124	5451.2700105310605	2879.686555868581	10006.143924921987	5011.9707169302765	470.6734175076407	819.5325162905116	822.2585173925014	528.5641298170975	405.6581974410792	605.4695551421435	492.2313008787452	407.3178371603496	275.8368487791399	442.87229596133056	320.8321387711225	519.6215928307688	428.0211981559081	94.3393916235768	374.9601917214579	1803.306599003384	349.74749688805304	607.5325593370322	420.58898309358506	298.1202365816104	450.2940023850784	537.0225478880071
PWY-6562	0.0	26.904016184461888	30.59206066923631	33.74940033869964	21.145437483494888	5.984409653465922	936.4136634853986	157.6016825642622	32.78424720725873	281.10367036266865	57.998878181517085	384.1066484780853	277.02261981417354	719.8524607293109	573.0619385665741	447.0648009637795	688.8890799655682	26.89086176792572	176.40191103058797	34.0988263461609	120.24740652273547	250.0050694782905	456.8809462210284	1660.4274457379304	1575.0317604118914	114.33328418493473	101.19681069068427	775.4355907594247	361.1868854591653	181.3113602916364	30.27130273103871	0.0	7.657567983944367	1321.5210741155213	103.87807637446522	104.45891291312952	0.0	147.2998060819375	191.213913063872	95.15815597214	74.96282499581577	46.9195927074945	29.26022799755308	207.55116252585563	184.70628075840105	5.998526864016249	105.5794468020295	251.08571879157648	150.87237717050482	0.0	0.0	9.787749132879318	160.04005005702132	0.0	2.6595394308079388	0.0	5.096970922404362	0.0	159.26256182262878	23.31523444219728	32.303630393888604	14.951583580719086	118.40260782204456	135.17245226626977	22.18246336891411	49.98123098272679	0.0	35.466032885589854	0.0	32.85502731815915	1701.440942486027	1960.4463664570387	1825.9781360557288	1591.0313464331018	82.98180965829009	8.215084848782437	131.62004112418447	68.94945099693773	203.73568006140275	148.43910332979962	15.990727242360492	0.0	0.0	0.0	0.0	0.0	0.0	276.62181204736504	9.997771570108512	612.1587137292443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.280498596711397	0.0	4.033584426508237	4.927160988196863	0.0	0.0	0.0	0.0	15.89935195931652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	342.2953264561045	308.09600916283324	401.1137809687266	328.9800597451716	476.50709048918753	110.75258596992283	324.16971177733143	129.35446091559015	149.30844988962914	256.99092851562955	137.73501878684553	70.01041623884896	72.94395575897698	80.78435304218897	100.72554967629604	265.1011709095649	129.12719494797184	87.87687595357457	174.59715832414017	188.52586207695225	586.3695560583685	389.32156099344576
PWY-6565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0338043033199	9.501770122129722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.363039501826291	0.0	260.5947478815337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	197.30718067202	12.566207080137216	536.7191407926884	0.0	0.0	21.37235565452521	0.0	0.0	0.0	22.54931916306875	393.1256408234088	256.9652189583709	0.0	0.0	0.0	0.0	0.0	0.0	6.106680476437079	24.69301023116203	188.6261702590899	34.285714285714285	0.8599249964989077	7371.291288032094	0.0	0.0	0.0	492.7916346349095	2097.061443644937	0.0	0.0	64.2515646875967	419.2133801753346	762.21073608759	59.78090295684518	4.570367361151414	0.0	0.0	0.0	174.386145523697	1293.0095822867245	92.42248058614484	0.0	11.416098893483458	0.0	2.2852898384540463	207.7739378713024	0.0	100.1481640108333	847.3215777560779	4.570746345279877	0.0	1317.2304416356258	4932.731791744798	17.133663063660265	0.0	8.226597268964966	0.0	1999.825680933852	955.6878077143806	1179.9516106184365	1039.543107767335	2196.490662601405	3140.8094368363963	648.8	0.0	2058.93451273831	6471.995681677976	1788.2975048148137	886.6207821910123	684.0877456524083	422.6519880009085	1064.9717295203116	122.6739970880666	156.3958720134283	134.14754884140203	44.3358905206096	124.58950629235235	84.06489436677428	518.714644441143	149.16583721120205	189.6828492548713	115.70559739372987	602.2617577664869	406.04458836505705	483.3008358783917	642.1956781880159	928.0068336137244	727.2919580029992	706.059003364143	837.1099271770669	536.8714263333059	58.88460073772646	19.645673419251057	15.077248205759172	55.25538570957369	52.813141592347336	116.14498794411772	84.67456502773648	0.0	434.4745341614907	124.932487016734	419.7802584161027	686.2873674059789	27.482283509760293	34.515830759467114	41.07713051297364	25.40421360830221	17.64436618524822	19.53979141319421	21.726716823359755	12.527744959913068	0.0	28.55595793657725	10.65917554335517	38.14226270570921	19.88286863406245	7.98931195724783	19.19906559020537	41.78110137868269	0.0	0.0	19.433282230662005	17.435693050458905	14.512147237881122	27.991301434123773
PWY-6581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	11.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.200000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
